연도,key,산업용,산업용여름,주택용,주택용여름,일반용,일반용여름,제조업,제조업여름,인구,온열,여름온열,여름온열률10만
2020,경기도 광주시,1123.5,263.1,558.8,140.6,709.1,173.8,968.6,222.7,382054.0,13,13,3.402660356912897
2020,경기도 구리시,117.3,29.0,282.5,74.2,376.7,101.0,33.4,7.9,197454.0,2,2,1.0128941424331743
2020,경기도 군포시,615.9,150.1,385.0,95.8,423.6,108.8,396.2,96.7,273791.0,3,3,1.0957263021793997
2020,경기도 김포시,2107.6,478.9,719.6,178.3,907.0,233.4,1990.0,449.0,473970.0,4,4,0.8439352701647783
2020,경기도 남양주시,892.8,215.8,1033.5,259.1,1055.8,260.6,514.7,118.3,713321.0,12,12,1.682272076666746
2020,경기도 동두천시,259.0,64.5,134.5,34.1,229.7,58.7,182.7,44.3,94353.0,6,6,6.359098279863915
2020,경기도 부천시,1536.3,380.5,1195.1,308.5,1304.9,342.9,1363.8,339.7,818383.0,3,3,0.36657652957111764
2020,경기도 성남시,881.7,235.0,1422.4,374.7,2656.5,730.7,370.9,101.8,940064.0,9,8,0.8510058889607517
2020,경기도 수원시,698.7,179.5,1779.9,462.8,2902.3,784.9,568.9,146.2,1186078.0,11,10,0.8431148710287182
2020,경기도 시흥시,2807.5,666.9,766.7,196.6,839.4,212.9,2662.4,630.1,500895.0,2,2,0.39928527934996355
2020,경기도 안산시,5771.2,1465.2,966.0,248.5,1127.5,291.4,5460.9,1385.5,654915.0,4,4,0.6107662826473664
2020,경기도 안성시,1855.1,467.8,282.8,70.9,556.4,138.6,1786.2,449.5,187012.0,4,4,2.138900177528715
2020,경기도 안양시,473.7,121.3,786.5,199.9,1320.5,350.2,344.3,88.4,550027.0,1,0,0.0
2020,경기도 양주시,1140.5,261.3,291.3,74.3,517.6,128.7,1042.9,237.6,230359.0,8,8,3.4728402189625758
2020,경기도 양평군,110.5,26.9,172.4,41.8,284.2,64.8,26.5,6.4,118810.0,1,1,0.8416799932665601
2020,경기도 여주시,510.7,122.2,157.0,39.0,342.2,85.9,460.9,109.6,111897.0,0,0,0.0
2020,경기도 연천군,195.1,47.2,58.1,14.3,155.3,36.8,140.0,33.9,43516.0,2,2,4.596010662744738
2020,경기도 오산시,544.7,138.9,355.4,91.2,413.6,106.8,486.7,124.7,229725.0,9,9,3.917727717923604
2020,경기도 용인시,5563.0,1457.8,1614.1,405.6,2565.0,665.7,4566.7,1188.4,1074176.0,14,14,1.3033245948522403
2020,경기도 의왕시,141.6,34.2,235.3,58.5,351.1,90.5,107.5,25.5,163795.0,0,0,0.0
2020,경기도 의정부시,255.0,63.1,657.1,165.5,705.9,183.2,58.1,13.4,461710.0,5,4,0.8663446752290399
2020,경기도 이천시,5981.6,1558.0,313.7,80.1,746.9,188.6,5887.5,1533.1,218388.0,10,9,4.121105555250288
2020,경기도 파주시,6525.6,1672.3,671.1,171.1,1043.0,257.9,6329.2,1620.6,465617.0,1,1,0.21476879065841667
2020,경기도 평택시,9602.4,2483.1,867.7,221.9,1590.4,418.0,8821.0,2293.8,537307.0,9,8,1.488906714410942
2020,경기도 포천시,1559.5,358.1,199.5,48.8,498.6,119.4,1430.4,323.9,147274.0,13,13,8.827084210383367
2020,경기도 하남시,528.4,137.1,462.3,126.0,605.5,161.9,88.2,21.0,293452.0,2,2,0.6815424669111132
2020,경기도 화성시,15250.5,3854.0,1343.4,344.2,2286.9,594.8,14960.3,3775.1,855248.0,21,20,2.3385029839298075
2020,경상남도 거제시,1099.0,306.8,382.1,96.8,449.2,118.4,1024.0,287.1,245754.0,20,20,8.13821952033334
2020,경상남도 거창군,131.2,33.9,83.3,20.2,112.0,26.4,113.5,29.4,61502.0,0,0,0.0
2020,경상남도 고성군,373.1,108.4,71.1,17.3,111.5,27.1,188.5,47.4,51361.0,1,1,1.947002589513444
2020,경상남도 김해시,3081.5,709.2,790.7,205.5,970.3,260.4,2799.5,633.0,542338.0,24,23,4.240897742736079
2020,경상남도 남해군,21.2,5.5,54.2,13.1,102.8,25.6,8.3,2.2,42958.0,4,4,9.311420457190744
2020,경상남도 밀양시,503.2,115.2,147.7,36.8,211.8,52.8,440.8,99.5,104831.0,13,13,12.400911943986035
2020,경상남도 사천시,816.6,196.1,160.4,40.6,244.4,61.5,756.5,180.5,111105.0,3,3,2.7001485081679495
2020,경상남도 산청군,83.2,21.3,43.0,10.3,68.9,16.6,68.8,17.5,34857.0,2,2,5.737728433313252
2020,경상남도 양산시,2337.1,570.2,531.0,137.2,636.6,167.6,1993.6,483.9,352229.0,10,10,2.8390620874487906
2020,경상남도 의령군,190.5,46.5,35.0,8.4,53.3,12.7,179.0,43.6,26800.0,1,1,3.7313432835820897
2020,경상남도 진주시,848.4,191.4,534.2,135.0,694.2,181.5,750.5,165.0,348096.0,15,15,4.309156094870381
2020,경상남도 창녕군,469.3,108.8,82.7,20.1,136.1,33.5,448.8,103.4,61301.0,4,4,6.525179034599762
2020,경상남도 창원시,6005.9,1403.5,1544.7,401.9,1987.2,530.6,5721.0,1329.7,1036738.0,30,29,2.7972351741712953
2020,경상남도 통영시,290.0,68.1,191.7,47.9,307.0,77.3,92.3,22.9,128293.0,1,1,0.7794657541720905
2020,경상남도 하동군,143.8,41.6,55.0,13.3,81.5,19.4,39.7,10.2,44785.0,2,2,4.465780953444234
2020,경상남도 함안군,2243.5,510.7,90.3,22.6,128.5,32.8,2147.4,486.6,64182.0,1,1,1.5580692405970522
2020,경상남도 함양군,54.9,13.4,52.2,12.6,66.1,16.0,41.9,10.2,39080.0,4,4,10.235414534288639
2020,경상남도 합천군,72.1,17.4,56.1,13.3,92.4,21.8,52.7,12.4,44006.0,3,2,4.544834795255192
2020,경상북도 경산시,1507.2,354.0,401.0,100.7,463.2,119.0,1429.7,333.8,263728.0,3,3,1.1375356427834737
2020,경상북도 경주시,2442.0,573.9,389.6,97.6,643.5,167.5,1719.0,388.0,253502.0,7,6,2.36684523199028
2020,경상북도 고령군,976.7,214.7,40.1,9.8,66.7,16.6,948.5,207.5,31361.0,3,3,9.566021491661617
2020,경상북도 구미시,7762.3,1993.8,604.0,154.5,699.3,180.6,7512.1,1928.0,416328.0,13,13,3.122537998885494
2020,경상북도 군위군,143.3,32.6,28.1,6.7,54.0,13.0,133.6,30.2,23256.0,1,1,4.299965600275198
2020,경상북도 김천시,1510.8,370.3,197.5,48.7,282.0,72.7,1344.0,328.9,140548.0,5,5,3.5575034863534167
2020,경상북도 문경시,187.2,44.3,96.6,23.2,151.2,35.8,155.9,36.4,71406.0,8,7,9.803097778898131
2020,경상북도 봉화군,1674.3,387.6,41.2,9.9,51.2,11.6,1652.4,382.3,31494.0,2,2,6.350415952244872
2020,경상북도 상주시,153.0,39.1,131.1,31.7,165.3,40.2,125.2,31.9,97228.0,3,3,3.085530917019789
2020,경상북도 성주군,724.4,157.5,50.4,12.3,90.1,21.6,709.3,153.8,43414.0,1,1,2.3034044317501268
2020,경상북도 안동시,271.7,69.1,233.2,57.1,361.0,87.9,173.7,43.7,158907.0,13,13,8.180885675269183
2020,경상북도 영덕군,49.8,12.4,48.7,11.8,120.6,30.0,33.2,8.3,36313.0,1,1,2.753834714840415
2020,경상북도 영양군,11.7,2.9,23.1,5.5,28.8,6.4,3.4,0.7,16692.0,0,0,0.0
2020,경상북도 영주시,1029.2,247.0,145.9,35.8,200.1,47.9,1005.4,241.3,103119.0,6,6,5.818520350274925
2020,경상북도 영천시,911.0,205.4,135.1,33.1,191.9,46.9,878.9,197.2,102015.0,2,2,1.9604960054893887
2020,경상북도 예천군,48.8,12.1,86.9,22.1,96.1,23.3,33.8,8.4,55613.0,11,11,19.779547947422365
2020,경상북도 울릉군,6.8,1.7,9.6,2.4,36.1,9.1,1.8,0.4,9077.0,0,0,0.0
2020,경상북도 울진군,371.8,104.8,79.1,18.9,144.6,34.8,21.3,4.9,48716.0,4,4,8.210854749979474
2020,경상북도 의성군,77.0,17.3,67.3,16.0,82.0,19.0,61.8,13.5,51724.0,6,6,11.600030933415823
2020,경상북도 청도군,87.7,20.0,54.7,13.1,87.7,20.9,74.8,16.8,42263.0,1,1,2.3661358635212837
2020,경상북도 청송군,19.0,4.5,33.7,8.0,59.5,13.6,8.2,1.8,25044.0,8,8,31.943778949049673
2020,경상북도 칠곡군,1264.0,278.4,161.2,40.9,294.5,75.6,1167.7,254.5,114758.0,2,2,1.74279788772896
2020,경상북도 포항시,6466.9,1470.2,752.8,194.1,998.0,260.5,6320.8,1433.9,502916.0,19,19,3.7779668970563676
2020,광주광역시 광산구,1865.3,473.3,612.6,155.1,747.4,196.8,1766.9,448.3,405579.0,12,12,2.9587330704992123
2020,광주광역시 남구,34.2,8.5,326.3,83.4,298.5,79.3,12.0,2.7,214579.0,9,8,3.7282306283466693
2020,광주광역시 동구,30.6,7.7,163.0,42.6,354.7,94.1,8.0,1.9,102897.0,1,1,0.9718456320398068
2020,광주광역시 북구,722.1,196.1,643.6,167.9,711.3,187.1,663.0,180.3,430431.0,9,9,2.090927465726214
2020,광주광역시 서구,296.5,78.2,462.1,116.2,758.6,199.1,184.1,49.7,296576.0,8,7,2.360271903323263
2020,대구광역시 남구,10.8,2.7,218.1,55.8,303.0,80.9,6.0,1.5,146632.0,3,3,2.0459381308309235
2020,대구광역시 달서구,1973.0,465.8,836.2,212.7,858.5,231.7,1753.1,406.1,558631.0,3,3,0.5370271252400959
2020,대구광역시 달성군,2596.1,605.8,353.3,91.6,385.9,100.3,2422.2,561.6,259339.0,3,3,1.156787062493493
2020,대구광역시 동구,125.6,31.9,503.8,126.4,726.3,195.7,82.9,20.5,341920.0,4,4,1.1698642957416938
2020,대구광역시 북구,695.1,161.1,632.8,162.8,760.4,204.6,587.0,133.1,440263.0,6,6,1.3628217678978247
2020,대구광역시 서구,359.9,89.3,238.0,59.8,286.1,73.7,224.5,50.5,170700.0,1,1,0.5858230814294083
2020,대구광역시 수성구,209.9,53.0,646.4,165.9,689.6,184.1,16.3,4.0,424314.0,3,3,0.7070235721658961
2020,대구광역시 중구,27.5,6.7,126.6,34.3,479.3,133.1,21.4,5.1,76547.0,3,3,3.919160777038943
2020,대전광역시 대덕구,2050.9,525.8,241.3,59.2,362.3,91.9,1829.2,470.9,176384.0,2,2,1.13388969521045
2020,대전광역시 동구,86.6,21.3,327.0,81.7,381.6,97.4,56.1,13.5,223021.0,2,2,0.8967765367386927
2020,대전광역시 서구,52.4,12.7,682.4,171.0,1011.7,265.2,20.0,4.7,477880.0,4,4,0.8370302167908261
2020,대전광역시 유성구,911.6,242.1,526.1,135.6,1241.7,337.9,365.5,93.8,351047.0,8,8,2.2788971277350325
2020,대전광역시 중구,32.6,8.2,333.7,84.1,508.5,133.3,19.1,4.7,235550.0,2,1,0.4245383145828911
2020,부산광역시 강서구,3296.6,814.2,208.8,53.2,445.0,117.9,3225.5,796.1,137957.0,2,2,1.4497270888755192
2020,부산광역시 금정구,248.2,61.6,349.6,86.8,374.7,99.5,109.9,26.3,232666.0,1,1,0.42980065845460874
2020,부산광역시 기장군,715.4,156.8,139.6,36.0,318.6,83.1,459.0,106.4,174545.0,5,5,2.8645907932051906
2020,부산광역시 남구,517.5,126.9,417.9,105.8,395.7,106.5,394.2,95.1,267731.0,3,3,1.1205276938419533
2020,부산광역시 동구,76.3,19.3,133.6,33.5,280.6,75.2,31.2,7.8,88901.0,4,4,4.499386958526901
2020,부산광역시 동래구,95.8,25.1,397.1,99.2,405.2,110.3,10.3,2.6,270745.0,3,3,1.1080537036695046
2020,부산광역시 부산진구,254.9,67.3,557.5,141.9,784.8,216.1,30.0,7.3,359886.0,5,5,1.3893288430225128
2020,부산광역시 북구,109.2,29.1,405.5,103.0,324.9,87.0,14.4,3.7,283952.0,3,3,1.0565165943539754
2020,부산광역시 사상구,799.8,182.7,296.4,74.7,397.2,105.8,752.0,170.2,212586.0,7,6,2.8223871750726763
2020,부산광역시 사하구,1602.5,399.2,445.8,113.2,411.2,109.0,1482.3,367.7,311757.0,4,4,1.2830505810615318
2020,부산광역시 서구,165.3,45.3,158.2,39.0,230.6,62.2,142.0,39.2,108135.0,1,1,0.9247699634715864
2020,부산광역시 수영구,14.2,3.6,277.6,70.5,292.0,77.9,7.1,1.7,176894.0,3,3,1.695930896469072
2020,부산광역시 연제구,63.7,17.0,316.8,79.8,366.3,100.2,13.1,3.2,209157.0,1,1,0.47810974531093864
2020,부산광역시 영도구,99.3,26.3,159.9,39.1,150.5,39.0,69.5,18.6,113342.0,5,5,4.411427361437067
2020,부산광역시 중구,7.2,1.7,62.0,15.4,279.9,75.8,5.0,1.2,41523.0,1,1,2.408303831611396
2020,부산광역시 해운대구,204.8,45.5,683.8,174.9,845.5,238.6,120.4,28.5,402169.0,4,4,0.9946067449256406
2020,서울특별시 강남구,247.6,56.6,932.3,258.0,3169.7,856.7,12.9,3.2,539231.0,1,1,0.18544927869503053
2020,서울특별시 강동구,168.5,44.2,628.9,167.4,698.2,188.7,22.2,4.9,459970.0,3,3,0.6522164488988412
2020,서울특별시 강북구,52.1,13.1,415.5,106.3,394.2,104.6,31.8,7.8,308055.0,1,1,0.3246173572900943
2020,서울특별시 강서구,312.5,77.3,828.0,216.1,1326.9,359.3,46.4,11.7,580185.0,2,2,0.34471763316873066
2020,서울특별시 관악구,37.8,9.5,677.5,176.9,740.8,198.6,21.7,5.3,495060.0,2,2,0.40399143538156995
2020,서울특별시 광진구,376.4,101.1,488.5,130.2,590.7,162.4,29.8,7.4,346682.0,1,1,0.2884487801501088
2020,서울특별시 구로구,347.2,84.9,608.1,157.4,787.5,209.3,99.8,24.1,404408.0,1,1,0.24727502917845343
2020,서울특별시 금천구,246.1,63.2,333.4,86.3,975.1,263.6,234.9,60.3,231733.0,1,1,0.4315311155510868
2020,서울특별시 노원구,70.8,18.3,691.4,178.0,582.0,157.8,32.6,8.4,523037.0,0,0,0.0
2020,서울특별시 도봉구,55.0,14.0,438.5,112.3,331.0,88.0,41.3,10.4,325257.0,2,2,0.6148983726714567
2020,서울특별시 동대문구,166.6,43.4,523.1,136.5,598.6,159.3,71.6,17.9,342837.0,1,1,0.2916838030900982
2020,서울특별시 동작구,53.3,14.3,544.3,142.9,565.5,153.8,14.0,4.0,391220.0,1,1,0.25561065385205256
2020,서울특별시 마포구,174.0,55.3,599.4,160.4,1229.3,326.2,21.1,5.6,371890.0,0,0,0.0
2020,서울특별시 서대문구,32.8,8.5,458.6,121.8,542.7,148.8,15.2,4.0,312173.0,1,1,0.3203351987519741
2020,서울특별시 서초구,441.7,118.3,713.0,193.0,1922.8,518.6,8.6,2.1,425126.0,1,1,0.23522438053659386
2020,서울특별시 성동구,881.7,227.3,454.4,117.8,701.2,187.6,221.4,55.5,293556.0,3,3,1.0219515186199566
2020,서울특별시 성북구,100.1,26.7,626.5,160.8,503.4,133.8,44.4,11.4,437153.0,1,1,0.22875286227018918
2020,서울특별시 송파구,209.8,55.6,967.9,254.9,1488.9,412.9,38.0,9.9,667960.0,3,3,0.449128690340739
2020,서울특별시 양천구,45.5,10.9,652.4,169.5,947.3,247.1,16.8,3.8,454251.0,2,2,0.44028521676341936
2020,서울특별시 영등포구,228.2,59.1,617.6,164.0,1653.0,457.0,107.5,27.0,379480.0,0,0,0.0
2020,서울특별시 용산구,103.2,26.6,426.8,115.3,729.2,198.3,16.3,4.2,230040.0,2,2,0.8694140149539211
2020,서울특별시 은평구,186.6,48.6,662.9,170.4,518.7,137.6,13.1,3.2,479835.0,3,3,0.6252149176279346
2020,서울특별시 종로구,70.5,18.3,268.7,72.0,1171.6,319.7,64.9,16.8,149384.0,2,2,1.3388314678948214
2020,서울특별시 중구,221.1,56.4,208.2,56.1,1713.3,475.1,201.5,51.4,125240.0,1,1,0.7984669434685404
2020,서울특별시 중랑구,69.5,17.1,536.3,139.7,445.5,118.1,53.6,13.1,394702.0,3,3,0.7600670885883527
2020,세종특별자치시 세종시,1843.0,464.3,566.8,140.6,718.0,191.5,1619.0,407.5,355831.0,2,2,0.5620645755990906
2020,울산광역시 남구,14358.2,3666.5,485.4,121.9,734.1,196.5,13390.8,3423.7,320064.0,2,2,0.624875024995001
2020,울산광역시 동구,973.6,258.9,217.2,53.3,216.3,57.4,944.7,251.2,156806.0,13,12,7.6527683889647085
2020,울산광역시 북구,1687.5,433.8,315.0,79.2,308.8,82.4,1633.9,419.8,219014.0,4,4,1.8263672641931565
2020,울산광역시 울주군,12005.7,2692.9,324.2,80.1,437.3,111.2,11589.1,2621.1,222538.0,5,4,1.7974458294763143
2020,울산광역시 중구,27.2,7.0,318.4,78.4,320.2,86.1,11.3,2.9,217595.0,2,2,0.9191387669753441
2020,인천광역시 강화군,88.7,20.2,86.8,20.7,178.5,39.9,72.5,16.1,69203.0,1,1,1.4450240596505932
2020,인천광역시 계양구,376.1,93.3,406.1,103.4,428.3,112.0,211.4,51.6,296750.0,2,2,0.6739679865206403
2020,인천광역시 남동구,1985.0,464.4,791.7,202.1,891.0,234.4,1884.3,438.7,525354.0,2,2,0.38069568329164716
2020,인천광역시 동구,3322.1,836.7,87.9,22.2,107.3,26.2,3270.2,822.7,62542.0,0,0,0.0
2020,인천광역시 미추홀구,418.4,99.8,590.3,150.2,601.8,152.4,329.6,77.5,404343.0,6,5,1.2365738988927717
2020,인천광역시 부평구,719.6,180.8,715.6,182.6,741.2,193.7,657.5,164.6,494962.0,3,3,0.6061071354972705
2020,인천광역시 서구,3651.6,888.6,814.4,208.1,1051.4,268.8,3244.5,790.9,542040.0,6,6,1.1069293779056897
2020,인천광역시 연수구,1015.7,261.3,655.1,175.7,706.9,191.9,569.4,156.6,387450.0,2,2,0.5161956381468576
2020,인천광역시 옹진군,49.9,15.4,26.3,6.5,108.2,25.0,27.9,10.9,20455.0,0,0,0.0
2020,인천광역시 중구,923.0,235.5,222.2,56.7,1047.6,274.5,789.7,201.2,139729.0,5,5,3.578355244795282
2020,전라남도 강진군,59.1,15.0,46.2,11.4,65.2,15.8,36.3,8.9,34597.0,1,1,2.8904240252044975
2020,전라남도 고흥군,72.4,17.8,89.8,22.1,106.0,25.9,40.6,9.6,63922.0,1,1,1.5644066205688183
2020,전라남도 곡성군,211.1,57.0,35.7,8.6,51.8,12.4,205.5,55.6,28039.0,4,4,14.265844002995825
2020,전라남도 광양시,2748.6,575.6,210.8,54.9,272.0,70.7,2628.6,557.4,151769.0,19,18,11.86012953897041
2020,전라남도 구례군,22.9,6.2,33.9,8.2,60.6,14.6,14.9,4.0,25719.0,9,9,34.99358450950659
2020,전라남도 나주시,504.2,131.4,173.5,45.2,290.8,76.6,460.6,120.1,115613.0,4,4,3.459818532517969
2020,전라남도 담양군,207.1,50.1,52.4,12.8,115.7,28.0,190.3,45.9,46280.0,3,3,6.48228176318064
2020,전라남도 목포시,111.3,27.3,349.1,88.6,492.9,123.9,64.7,15.6,224044.0,7,6,2.67804538394244
2020,전라남도 무안군,108.6,27.1,127.5,34.0,173.9,43.3,64.7,16.2,86132.0,6,6,6.966052106069754
2020,전라남도 보성군,51.0,12.5,53.9,13.2,76.7,18.2,40.6,9.9,40482.0,5,5,12.351168420532584
2020,전라남도 순천시,923.1,221.1,415.3,104.6,532.8,141.0,787.1,187.7,282189.0,16,16,5.66995878648707
2020,전라남도 신안군,29.1,7.5,42.5,10.2,65.2,15.2,19.4,5.0,38938.0,3,3,7.704555960758128
2020,전라남도 여수시,12615.7,3228.9,410.3,105.4,648.6,166.4,12147.6,3095.9,280242.0,15,15,5.352516753377438
2020,전라남도 영광군,427.7,118.0,70.3,17.2,107.6,25.8,58.6,14.5,53099.0,1,1,1.8832746379404508
2020,전라남도 영암군,761.4,185.9,77.6,19.2,130.3,32.0,741.3,180.8,53699.0,7,7,13.035624499525131
2020,전라남도 완도군,41.0,10.8,65.9,16.2,103.7,25.4,25.0,6.6,49916.0,1,1,2.003365654299223
2020,전라남도 장성군,357.0,87.4,53.2,13.0,102.7,25.4,329.4,80.3,44464.0,2,2,4.49802087081684
2020,전라남도 장흥군,64.6,16.5,50.1,12.3,69.1,16.6,41.4,10.5,37800.0,2,2,5.291005291005291
2020,전라남도 진도군,22.3,5.5,42.3,10.3,64.7,16.2,14.3,3.4,31227.0,1,1,3.202356934703942
2020,전라남도 함평군,83.6,19.4,38.3,9.3,53.4,12.9,71.5,16.3,32050.0,2,2,6.2402496099843985
2020,전라남도 해남군,96.1,23.7,91.3,22.5,137.9,33.5,79.6,19.7,68806.0,8,8,11.626893003517134
2020,전라남도 화순군,129.8,35.2,81.3,20.0,147.8,37.7,116.7,31.8,62522.0,0,0,0.0
2020,전북특별자치도 고창군,96.4,24.8,72.5,17.6,108.6,26.5,71.5,18.2,54529.0,1,1,1.8338865557776596
2020,전북특별자치도 군산시,4541.1,895.0,405.1,100.5,598.8,152.3,4416.8,864.4,267859.0,9,9,3.3599767041615176
2020,전북특별자치도 김제시,472.8,115.8,107.2,26.4,164.6,40.2,437.9,107.6,82450.0,2,2,2.425712553062462
2020,전북특별자치도 남원시,155.3,39.5,109.4,26.8,161.0,38.9,119.4,30.6,80662.0,2,2,2.4794822840990802
2020,전북특별자치도 무주군,32.2,7.5,32.1,7.7,83.1,16.5,22.9,5.3,24036.0,1,1,4.1604260276252285
2020,전북특별자치도 부안군,121.2,31.7,67.3,16.7,130.9,32.3,91.7,24.0,52140.0,2,2,3.835826620636747
2020,전북특별자치도 순창군,88.5,22.4,34.2,8.3,45.1,11.1,81.6,20.6,27810.0,1,1,3.5958288385472854
2020,전북특별자치도 완주군,1102.1,282.0,121.8,30.1,243.8,64.5,1013.4,258.9,91609.0,6,6,6.549574823434378
2020,전북특별자치도 익산시,1713.8,436.9,403.0,100.3,504.7,126.8,1580.1,403.1,282276.0,10,10,3.5426320338959036
2020,전북특별자치도 임실군,106.8,24.3,31.6,7.5,57.0,13.8,95.6,21.4,27314.0,3,3,10.98337848722267
2020,전북특별자치도 장수군,36.1,9.1,27.3,6.5,38.2,8.7,23.1,5.8,22085.0,2,2,9.05592030790129
2020,전북특별자치도 전주시,1800.3,436.4,1012.7,254.8,1302.8,339.8,1635.8,394.2,657432.0,10,10,1.5210698596965162
2020,전북특별자치도 정읍시,935.8,232.3,151.6,37.0,195.8,48.3,837.9,206.6,108508.0,15,15,13.823865521436208
2020,전북특별자치도 진안군,34.2,8.5,29.5,7.0,45.1,10.3,21.5,5.2,25394.0,7,7,27.56556666929196
2020,제주특별자치도 서귀포시,172.5,44.8,258.7,69.1,686.1,187.1,55.4,13.1,182169.0,17,15,8.234112280355054
2020,제주특별자치도 제주시,471.3,121.2,696.1,181.7,1370.7,366.1,216.0,57.4,492466.0,49,45,9.137686662632547
2020,충청남도 계룡시,55.0,14.1,62.3,16.2,125.1,33.0,26.7,7.0,42822.0,0,0,0.0
2020,충청남도 공주시,469.4,122.0,147.8,36.7,260.6,61.9,407.2,106.3,104545.0,0,0,0.0
2020,충청남도 금산군,650.5,165.9,67.2,16.2,104.5,24.9,636.4,162.4,51413.0,2,2,3.8900667146441563
2020,충청남도 논산시,585.1,147.3,164.3,40.4,255.9,63.0,514.8,129.7,116675.0,5,5,4.285408185129634
2020,충청남도 당진시,9304.6,2540.4,265.4,67.7,344.0,85.4,9129.4,2495.7,166249.0,6,6,3.6090442649279098
2020,충청남도 보령시,580.5,137.4,145.4,36.5,274.4,68.1,379.2,89.2,100229.0,6,6,5.986291392710692
2020,충청남도 부여군,143.5,36.5,88.0,21.3,109.3,26.8,121.1,31.5,65354.0,4,4,6.120512898980935
2020,충청남도 서산시,7203.6,1859.4,274.3,69.1,416.5,103.6,6931.2,1780.7,175591.0,11,9,5.125547436941528
2020,충청남도 서천군,650.2,148.1,73.6,18.0,118.7,29.0,594.7,135.3,51866.0,2,2,3.8560906952531524
2020,충청남도 아산시,12725.6,3238.3,478.1,121.5,604.6,151.4,12348.9,3141.3,316129.0,4,4,1.2653062515618623
2020,충청남도 예산군,694.2,166.1,112.4,27.3,165.3,40.0,665.4,158.8,78084.0,2,2,2.5613441934327135
2020,충청남도 천안시,4890.6,1235.1,990.4,247.8,1347.8,345.0,4730.5,1195.1,658808.0,8,8,1.2143143374093817
2020,충청남도 청양군,127.7,32.6,39.9,9.5,51.2,11.6,116.7,29.9,30948.0,1,1,3.2312265736073416
2020,충청남도 태안군,273.4,95.6,85.8,20.9,200.0,49.7,19.8,4.7,62214.0,5,5,8.03677628829524
2020,충청남도 홍성군,271.9,65.8,155.0,38.4,205.9,51.4,233.5,55.8,100102.0,3,3,2.9969431180196198
2020,충청북도 괴산군,199.7,47.1,51.2,12.4,101.6,25.2,187.7,44.2,39393.0,3,2,5.0770441448988395
2020,충청북도 단양군,1506.2,338.5,39.8,9.5,76.0,17.6,1473.6,330.6,29155.0,1,1,3.429943405933802
2020,충청북도 보은군,155.2,37.6,43.7,10.4,73.0,16.5,141.4,34.2,32412.0,2,2,6.170554115759596
2020,충청북도 영동군,150.6,33.7,62.9,15.0,83.6,19.4,123.2,27.2,47475.0,5,5,10.531858873091101
2020,충청북도 옥천군,331.6,79.8,66.3,15.8,100.0,23.3,173.8,40.1,50527.0,1,1,1.979139865814317
2020,충청북도 음성군,2325.1,579.5,143.9,35.6,263.1,63.6,2269.0,565.6,93153.0,2,2,2.147005464128906
2020,충청북도 제천시,837.6,194.3,190.6,45.9,266.8,63.6,766.5,176.8,133018.0,6,5,3.7588897743162577
2020,충청북도 증평군,416.0,109.1,54.3,13.6,77.4,18.6,378.9,99.7,36807.0,0,0,0.0
2020,충청북도 진천군,2163.1,548.4,129.3,32.4,231.2,57.2,2132.1,540.7,83718.0,4,4,4.777945005852983
2020,충청북도 청주시,9182.3,2406.7,1272.1,321.3,1732.4,450.6,8681.2,2282.9,844993.0,24,23,2.721916039541156
2020,충청북도 충주시,1369.2,335.5,318.0,78.5,487.1,119.4,1246.2,304.7,210186.0,6,5,2.378845403594911
2021,강원특별자치도 강릉시,778.0,199.5,332.4,87.0,605.4,156.6,666.3,172.9,212965.0,9,9,4.22604653346794
2021,강원특별자치도 고성군,55.7,14.5,41.8,10.8,156.7,39.1,33.1,8.8,27249.0,2,1,3.66985944438328
2021,강원특별자치도 동해시,1843.1,471.9,139.0,36.3,214.3,55.2,1758.7,453.3,90081.0,4,4,4.4404480412073575
2021,강원특별자치도 삼척시,1112.1,270.6,96.6,24.5,167.6,43.3,866.3,214.7,63429.0,3,3,4.729697772312349
2021,강원특별자치도 속초시,68.5,17.8,136.0,35.6,358.5,110.5,46.7,12.2,82791.0,0,0,0.0
2021,강원특별자치도 양구군,19.7,4.8,29.9,7.6,84.1,19.9,7.1,1.8,21748.0,1,1,4.598123965422108
2021,강원특별자치도 양양군,46.4,11.7,46.9,12.0,147.7,37.2,30.1,7.5,27913.0,1,1,3.5825600974456346
2021,강원특별자치도 영월군,903.8,231.1,56.9,14.3,90.5,22.0,843.9,216.3,37904.0,1,1,2.6382439848037147
2021,강원특별자치도 원주시,799.1,200.0,576.1,151.9,827.1,212.5,697.8,174.7,357757.0,12,12,3.354232062545247
2021,강원특별자치도 인제군,40.5,9.8,47.1,11.7,154.4,36.8,14.3,3.6,32165.0,1,1,3.1089693766516397
2021,강원특별자치도 정선군,242.3,60.3,54.9,13.2,192.6,46.1,218.1,54.5,35675.0,2,2,5.606166783461808
2021,강원특별자치도 철원군,61.5,14.8,58.9,15.2,168.4,40.6,34.6,8.1,43340.0,8,7,16.151361329026305
2021,강원특별자치도 춘천시,236.1,61.8,448.5,121.2,834.7,217.5,133.7,36.5,284594.0,2,2,0.7027555043324877
2021,강원특별자치도 태백시,101.4,24.5,60.7,14.1,98.4,22.6,25.4,5.8,40844.0,4,4,9.793360101850945
2021,강원특별자치도 평창군,88.1,21.7,69.6,16.7,242.0,53.6,42.8,10.7,40996.0,0,0,0.0
