연도,key,산업용,산업용여름,주택용,주택용여름,일반용,일반용여름,제조업,제조업여름,인구,온열,여름온열,여름온열률10만
2021,강원특별자치도 홍천군,127.0,34.0,101.5,26.2,260.8,66.8,98.4,26.8,68365.0,0,0,0.0
2021,강원특별자치도 화천군,24.5,5.8,33.9,8.7,126.8,30.8,6.2,1.5,24195.0,2,2,8.266170696424881
2021,강원특별자치도 횡성군,253.2,66.0,69.9,17.7,127.8,31.4,211.8,55.6,46481.0,3,3,6.454250123706461
2021,경기도 가평군,89.5,21.4,92.8,24.3,361.7,85.4,48.2,11.4,62264.0,3,3,4.818193498650905
2021,경기도 고양시,768.7,190.7,1597.0,457.0,2107.8,552.6,352.7,82.4,1079353.0,13,13,1.2044252436413294
2021,경기도 과천시,45.4,12.1,110.2,31.9,206.6,54.0,1.9,0.5,73345.0,3,3,4.090258367986911
2021,경기도 광명시,269.2,70.1,376.3,107.2,400.8,108.6,227.5,59.2,292893.0,4,4,1.3656864452206097
2021,경기도 광주시,1151.2,273.0,592.9,163.7,768.5,193.3,991.8,232.3,387289.0,17,17,4.389486920620002
2021,경기도 구리시,119.5,29.8,291.5,83.5,375.9,102.0,33.9,8.3,191948.0,5,5,2.6048721528747367
2021,경기도 군포시,637.6,161.6,401.6,111.2,435.4,116.2,408.0,103.8,268535.0,1,1,0.37239093600461765
2021,경기도 김포시,2223.8,514.5,802.4,220.9,1031.2,275.4,2109.4,485.3,486508.0,6,6,1.2332787950043989
2021,경기도 남양주시,926.0,228.5,1120.9,307.7,1140.6,293.8,541.4,128.1,733798.0,22,22,2.9981002946314925
2021,경기도 동두천시,251.0,62.6,140.9,38.8,231.0,60.9,178.5,44.4,93592.0,6,5,5.342336951876229
2021,경기도 부천시,1562.4,401.1,1248.6,358.1,1342.1,365.5,1390.6,359.4,806067.0,8,8,0.9924733303807253
2021,경기도 성남시,897.1,248.4,1495.8,431.5,2791.8,777.9,388.0,109.3,930948.0,7,7,0.7519216970228197
2021,경기도 수원시,730.3,191.4,1886.1,543.1,3043.2,841.4,594.2,156.7,1183714.0,15,15,1.2671979887033524
2021,경기도 시흥시,2925.7,721.8,847.1,242.5,925.9,247.6,2780.6,686.0,512030.0,9,9,1.757709509208445
2021,경기도 안산시,5801.7,1498.9,1026.9,295.0,1164.9,311.6,5538.1,1433.7,652726.0,9,9,1.3788327720973272
2021,경기도 안성시,1988.9,512.0,301.5,83.2,630.5,163.3,1920.3,493.9,189534.0,2,2,1.0552196439688921
2021,경기도 안양시,482.8,125.4,829.8,233.8,1473.4,402.1,351.4,91.9,547178.0,5,5,0.9137794282664874
2021,경기도 양주시,1193.0,277.7,347.1,99.2,548.8,133.6,1096.2,254.1,236368.0,5,5,2.1153455628511475
2021,경기도 양평군,117.9,28.5,185.3,48.4,302.5,71.0,28.1,6.7,121230.0,1,1,0.8248783304462591
2021,경기도 여주시,507.0,124.4,165.9,44.6,365.9,93.5,457.1,111.8,112150.0,0,0,0.0
2021,경기도 연천군,200.9,49.0,60.8,16.2,165.6,40.4,144.1,34.6,42721.0,3,3,7.022307530254442
2021,경기도 오산시,574.8,149.7,376.6,107.6,440.8,118.8,516.7,135.4,229983.0,6,6,2.6088884830617918
2021,경기도 용인시,5715.7,1486.9,1703.2,472.6,2756.8,735.3,4702.7,1233.5,1077508.0,5,5,0.46403367770819337
2021,경기도 의왕시,145.0,36.5,247.5,68.3,376.4,97.9,111.0,27.8,163356.0,0,0,0.0
2021,경기도 의정부시,255.6,63.6,705.6,195.7,728.5,195.0,60.1,14.7,463661.0,20,20,4.313496282844578
2021,경기도 이천시,6619.1,1455.0,334.5,93.1,811.9,210.8,6526.2,1431.1,223177.0,14,14,6.2730478499128495
2021,경기도 파주시,7003.1,1820.3,736.2,206.9,1134.5,290.3,6800.7,1769.6,483245.0,14,14,2.8970811907003693
2021,경기도 평택시,11928.5,3153.3,963.6,273.3,1632.7,449.3,11087.0,2947.9,564288.0,35,35,6.2025065214925705
2021,경기도 포천시,1628.0,376.0,210.2,55.6,529.1,129.4,1509.2,348.5,148939.0,12,12,8.056989774337143
2021,경기도 하남시,551.1,141.9,528.1,155.8,662.4,181.2,99.7,24.7,320087.0,3,3,0.9372451864649297
2021,경기도 화성시,15965.7,4080.5,1481.2,419.0,2516.7,671.1,15676.0,4002.3,887015.0,18,18,2.0292779716239298
2021,경상남도 거제시,1025.6,288.1,386.1,103.3,452.7,124.3,949.7,268.2,241216.0,20,19,7.876757760679226
2021,경상남도 거창군,130.0,34.4,84.5,21.5,119.8,28.9,112.9,30.0,61073.0,0,0,0.0
2021,경상남도 고성군,483.7,107.3,71.8,18.3,107.3,26.4,183.8,48.7,50478.0,0,0,0.0
2021,경상남도 김해시,3275.8,798.5,814.5,228.0,1005.6,275.1,3017.2,731.1,537673.0,20,20,3.7197329975654347
2021,경상남도 남해군,20.3,4.9,54.6,14.0,108.2,27.6,6.6,1.3,42266.0,5,5,11.829839587375195
2021,경상남도 밀양시,565.5,141.1,152.6,40.3,213.5,54.2,502.0,125.3,103525.0,6,5,4.829751267809708
2021,경상남도 사천시,881.0,226.9,163.9,44.1,245.5,63.8,819.4,210.8,109953.0,3,3,2.7284385146380727
2021,경상남도 산청군,89.6,23.7,43.7,10.9,71.6,17.6,75.0,19.9,34360.0,0,0,0.0
2021,경상남도 양산시,2453.6,630.5,551.4,151.1,674.5,183.1,2115.0,536.9,354726.0,10,10,2.8190772596313773
2021,경상남도 의령군,191.6,47.9,35.5,9.0,57.7,13.8,179.4,44.8,26322.0,2,0,0.0
2021,경상남도 진주시,938.4,232.5,549.8,149.4,695.8,187.6,838.1,206.0,347097.0,27,26,7.49070144656969
2021,경상남도 창녕군,530.6,137.1,83.4,21.5,135.1,34.3,510.1,131.7,60129.0,3,3,4.989273062914734
2021,경상남도 창원시,6398.5,1626.6,1579.8,439.9,2055.4,561.3,6115.4,1552.5,1032741.0,23,23,2.2270830731035174
2021,경상남도 통영시,307.6,68.6,194.2,52.0,316.6,83.0,94.9,22.6,125383.0,2,2,1.5951125750699855
2021,경상남도 하동군,114.5,24.0,55.4,14.1,84.4,20.9,40.4,10.2,43449.0,2,2,4.603097884876521
2021,경상남도 함안군,2457.9,632.7,89.8,23.5,135.8,35.9,2360.7,608.2,62547.0,1,1,1.598797704126497
2021,경상남도 함양군,57.1,14.1,53.1,13.4,70.1,16.9,43.3,10.7,38310.0,2,2,5.220569042025581
2021,경상남도 합천군,75.5,18.8,56.9,14.2,97.5,23.2,55.4,13.8,42935.0,0,0,0.0
2021,경상북도 경산시,1570.4,392.7,420.9,113.3,486.1,128.8,1505.2,375.7,268369.0,6,6,2.235727673464521
2021,경상북도 경주시,2630.8,648.0,401.9,107.0,679.3,178.8,1836.2,441.3,251889.0,5,4,1.588001063960713
2021,경상북도 고령군,1099.5,265.7,39.6,10.2,70.2,17.8,1070.2,258.3,30626.0,0,0,0.0
2021,경상북도 구미시,8204.8,2069.3,617.9,169.9,723.2,192.8,7826.5,1971.8,412581.0,19,19,4.605156320819427
2021,경상북도 군위군,153.5,37.2,27.8,6.9,55.3,13.3,143.7,34.8,22945.0,2,2,8.716495968620615
2021,경상북도 김천시,1615.4,411.2,202.5,53.4,294.6,76.0,1440.7,368.5,140239.0,7,7,4.9914788325644075
2021,경상북도 문경시,193.5,46.0,96.9,24.8,155.2,37.8,161.3,38.0,71154.0,7,7,9.837816566883099
2021,경상북도 봉화군,1646.7,383.3,41.7,10.2,53.7,12.1,1627.6,378.8,30762.0,1,1,3.250763929523438
2021,경상북도 상주시,155.7,39.7,133.6,34.3,171.8,42.4,128.3,32.8,95566.0,3,3,3.139191762760815
2021,경상북도 성주군,783.7,189.0,51.0,13.1,95.8,23.6,768.1,185.1,42842.0,0,0,0.0
2021,경상북도 안동시,291.0,76.2,236.4,61.5,369.6,92.6,191.2,50.3,156972.0,16,15,9.555844354407157
2021,경상북도 영덕군,52.5,13.1,48.1,12.2,123.9,31.3,31.3,7.9,35314.0,0,0,0.0
2021,경상북도 영양군,11.9,3.1,22.8,5.6,29.8,6.8,3.4,0.7,16320.0,1,1,6.127450980392156
2021,경상북도 영주시,1131.6,282.9,149.0,38.6,205.5,50.4,1098.3,275.1,101942.0,0,0,0.0
2021,경상북도 영천시,975.7,239.0,138.9,35.9,198.3,49.8,941.8,230.5,101888.0,3,2,1.9629396984924623
2021,경상북도 예천군,49.5,12.1,89.2,23.7,101.0,25.1,33.2,7.9,55739.0,14,14,25.117063456466745
2021,경상북도 울릉군,7.4,1.9,10.0,2.6,41.3,10.7,2.1,0.6,8867.0,2,2,22.55554302469832
2021,경상북도 울진군,391.5,156.6,81.0,20.7,147.7,36.6,22.3,5.3,47858.0,7,7,14.626603702620251
2021,경상북도 의성군,80.9,18.8,67.8,16.9,82.9,19.8,65.9,15.0,50632.0,0,0,0.0
2021,경상북도 청도군,93.5,22.6,55.8,14.1,93.5,23.0,80.4,19.4,41891.0,3,3,7.16144279200783
2021,경상북도 청송군,18.9,4.5,34.1,8.3,60.9,14.3,8.2,1.9,24539.0,4,4,16.300582745833164
2021,경상북도 칠곡군,1391.7,346.9,165.5,45.0,312.5,77.5,1289.0,320.3,113822.0,2,2,1.7571295531619546
2021,경상북도 포항시,7826.5,1865.2,761.7,208.6,1043.9,273.3,7675.0,1826.9,503852.0,22,22,4.366361550614069
2021,광주광역시 광산구,2064.6,523.9,635.2,175.2,791.1,216.4,1959.3,497.5,404221.0,16,16,3.9582307698016677
2021,광주광역시 남구,36.1,9.1,334.9,91.6,309.8,84.9,11.8,2.7,215575.0,1,1,0.4638756813174069
2021,광주광역시 동구,33.4,8.7,174.6,47.9,364.6,99.7,8.1,2.0,103470.0,3,3,2.899391127863149
2021,광주광역시 북구,735.8,199.5,660.0,183.1,737.8,201.1,672.1,182.3,427114.0,7,7,1.6389067087475475
2021,광주광역시 서구,310.0,82.5,468.0,128.0,781.7,211.6,193.4,52.5,291231.0,5,5,1.716850197952828
2021,대구광역시 남구,11.1,2.8,219.7,60.3,315.8,85.6,6.1,1.5,143175.0,4,4,2.793783830976078
2021,대구광역시 달서구,2063.7,520.3,834.1,229.0,880.4,240.1,1842.0,459.1,544926.0,6,6,1.1010669338589092
2021,대구광역시 달성군,2895.6,735.0,371.5,101.9,387.4,98.7,2712.7,688.3,262451.0,0,0,0.0
2021,대구광역시 동구,130.3,32.7,516.6,139.3,764.4,206.7,89.0,22.4,341436.0,12,12,3.5145678838786774
2021,대구광역시 북구,724.5,178.9,647.8,177.8,794.9,215.2,609.2,148.7,437008.0,4,4,0.9153150514407058
2021,대구광역시 서구,368.0,98.9,235.0,63.7,294.6,77.7,228.0,55.4,164528.0,3,3,1.8233978410969562
2021,대구광역시 수성구,214.3,54.3,654.3,179.3,721.4,193.5,16.2,4.0,417097.0,2,2,0.4795047674761506
2021,대구광역시 중구,26.8,6.6,130.1,36.6,489.1,134.9,20.7,5.0,74791.0,1,1,1.3370592718375205
2021,대전광역시 대덕구,2075.6,541.8,254.5,68.9,376.8,99.2,1851.4,485.1,175046.0,8,7,3.9989488477314534
2021,대전광역시 동구,88.9,21.9,339.4,92.7,395.1,104.7,58.2,14.1,222222.0,3,3,1.35000135000135
2021,대전광역시 서구,52.0,12.7,708.6,196.7,1034.8,281.0,20.1,4.8,473365.0,5,5,1.0562673623947694
2021,대전광역시 유성구,960.0,267.5,549.3,155.1,1342.9,369.2,419.6,115.3,351277.0,9,9,2.562080637217922
2021,대전광역시 중구,32.5,8.3,338.6,93.4,514.8,139.5,19.0,4.8,230341.0,2,2,0.868277901025002
2021,부산광역시 강서구,3442.9,887.2,234.9,65.9,536.3,146.8,3370.8,868.7,142918.0,6,5,3.4985096348955342
2021,부산광역시 금정구,252.4,64.0,351.4,93.7,379.5,102.3,113.2,28.4,228049.0,2,2,0.8770045034181251
2021,부산광역시 기장군,626.7,163.0,153.2,42.1,353.7,94.7,499.7,123.2,177125.0,2,2,1.1291460832745237
2021,부산광역시 남구,540.2,138.5,423.0,115.4,410.6,113.5,415.3,105.9,262069.0,2,2,0.7631577943213429
2021,부산광역시 동구,78.6,20.2,137.1,37.0,284.1,77.8,30.1,7.4,87679.0,0,0,0.0
2021,부산광역시 동래구,96.4,25.5,409.5,110.1,411.0,113.1,10.2,2.6,266866.0,1,1,0.3747198968770844
2021,부산광역시 부산진구,251.6,66.2,577.3,157.5,784.7,214.2,29.1,7.2,353159.0,2,2,0.5663171545960884
2021,부산광역시 북구,110.2,29.2,414.1,112.3,327.4,89.5,14.8,3.9,283211.0,3,3,1.0592808895134724
2021,부산광역시 사상구,823.3,201.8,299.5,81.3,409.9,112.1,780.6,190.7,208298.0,13,13,6.241058483518804
2021,부산광역시 사하구,1604.8,412.8,452.3,123.6,415.3,113.1,1494.8,383.6,306003.0,0,0,0.0
2021,부산광역시 서구,177.6,49.4,164.1,43.8,237.0,65.6,152.6,42.9,105164.0,4,4,3.8035829751626036
2021,부산광역시 수영구,14.0,3.5,287.1,79.1,307.1,85.3,6.9,1.6,175095.0,0,0,0.0
2021,부산광역시 연제구,65.3,17.5,323.5,87.8,382.4,106.1,13.1,3.2,207144.0,3,3,1.448267871625536
2021,부산광역시 영도구,114.5,30.7,164.1,43.3,155.3,42.1,83.7,22.5,110638.0,3,3,2.7115457618539742
2021,부산광역시 중구,7.0,1.7,64.5,17.5,275.0,77.1,5.0,1.2,40524.0,0,0,0.0
2021,부산광역시 해운대구,227.3,53.3,696.4,192.3,873.3,248.4,142.4,36.2,396438.0,4,4,1.0089850115276537
2021,서울특별시 강남구,273.6,62.4,982.3,296.7,3257.9,895.1,12.1,3.0,533042.0,2,2,0.375204955707055
2021,서울특별시 강동구,171.4,45.2,678.9,198.2,724.2,199.8,22.1,5.5,462664.0,6,6,1.2968374457489669
2021,서울특별시 강북구,52.5,13.3,428.5,121.5,396.1,108.1,32.4,8.2,299182.0,6,6,2.0054682434103657
2021,서울특별시 강서구,327.4,82.9,868.6,251.4,1392.8,386.8,45.5,12.1,574315.0,3,3,0.5223614218677903
2021,서울특별시 관악구,38.2,9.9,702.9,203.5,740.9,204.4,21.5,5.6,485699.0,4,4,0.8235553295353707
2021,서울특별시 광진구,364.6,100.1,511.1,151.4,595.3,167.6,30.0,7.8,339996.0,0,0,0.0
2021,서울특별시 구로구,341.2,85.1,636.4,183.0,814.4,225.2,100.9,25.3,396754.0,5,5,1.2602267399950597
2021,서울특별시 금천구,240.6,64.4,356.1,102.7,1015.8,282.3,228.6,61.2,230811.0,0,0,0.0
2021,서울특별시 노원구,71.2,18.6,709.4,201.1,593.1,162.4,33.6,9.0,510956.0,2,2,0.3914231362387368
2021,서울특별시 도봉구,56.4,14.9,451.1,128.1,334.7,91.5,42.9,11.4,317366.0,7,7,2.205655300189686
2021,서울특별시 동대문구,171.2,45.5,548.5,158.4,605.5,164.7,76.0,19.7,337400.0,10,10,2.963841138114997
2021,서울특별시 동작구,56.7,15.4,569.1,166.3,563.0,156.9,15.1,4.4,385483.0,1,1,0.2594148120669394
2021,서울특별시 마포구,167.6,53.1,630.5,186.4,1258.3,342.0,20.5,5.5,368905.0,1,1,0.27107249833968095
2021,서울특별시 서대문구,32.4,8.4,477.5,139.1,549.2,153.6,14.9,3.9,304819.0,1,1,0.3280635393463006
2021,서울특별시 서초구,431.0,116.2,747.8,223.6,1950.6,530.7,8.0,1.9,412279.0,3,3,0.7276625780114921
2021,서울특별시 성동구,904.3,241.2,473.0,136.9,738.3,203.3,225.8,58.9,285990.0,5,5,1.74831287807266
2021,서울특별시 성북구,103.1,27.9,655.7,186.2,516.5,139.9,45.3,11.8,430528.0,3,3,0.6968187899509439
2021,서울특별시 송파구,212.7,57.1,1016.0,295.8,1524.8,427.8,37.9,10.2,658338.0,4,4,0.6075906297373082
2021,서울특별시 양천구,51.3,12.6,684.6,196.8,1000.0,265.7,17.0,4.1,447302.0,10,9,2.012063438124578
2021,서울특별시 영등포구,230.4,60.9,662.0,194.3,1713.6,481.3,108.6,28.4,376837.0,7,7,1.8575670648052074
2021,서울특별시 용산구,107.6,28.4,450.7,135.1,783.7,218.8,16.4,4.2,222953.0,8,8,3.5882002036303615
2021,서울특별시 은평구,189.7,50.8,700.8,199.5,528.8,144.0,13.3,3.4,473307.0,5,5,1.0563967995402561
2021,서울특별시 종로구,73.3,19.1,275.9,80.3,1176.6,325.6,67.6,17.7,144683.0,8,8,5.529329637898025
2021,서울특별시 중구,224.4,58.6,218.7,64.8,1690.7,477.7,204.9,53.3,122499.0,7,7,5.714332361896832
2021,서울특별시 중랑구,71.3,18.1,563.0,162.1,455.0,124.2,55.4,14.1,387350.0,13,13,3.356137859816703
2021,세종특별자치시 세종시,1963.4,506.9,620.7,168.7,1429.3,215.7,1725.1,445.8,371895.0,14,14,3.7645034216647173
2021,울산광역시 남구,14905.6,3896.1,489.9,133.6,737.0,201.1,13933.9,3647.5,313819.0,5,5,1.593275104439183
2021,울산광역시 동구,972.4,259.9,222.3,59.7,223.4,61.2,943.5,252.3,154096.0,15,15,9.734191672723496
2021,울산광역시 북구,1707.9,457.0,324.9,87.4,324.5,88.0,1654.1,443.1,218735.0,1,1,0.4571742062312844
2021,울산광역시 울주군,11775.0,2746.2,332.7,87.9,453.9,117.7,11303.3,2612.0,222059.0,6,6,2.7019846076943517
2021,울산광역시 중구,29.7,7.8,320.8,85.8,322.6,87.9,11.4,3.0,212883.0,5,5,2.348707975742544
2021,인천광역시 강화군,113.9,28.2,92.0,23.7,188.8,44.0,97.1,23.9,69693.0,4,4,5.739457334309041
2021,인천광역시 계양구,394.5,101.4,428.4,121.8,437.3,118.5,228.2,56.4,295696.0,14,14,4.734592283967317
2021,인천광역시 남동구,2078.7,512.0,828.3,234.8,925.5,252.7,1972.0,485.1,518272.0,14,14,2.7012842677204247
2021,인천광역시 동구,3506.9,964.8,92.2,25.9,111.5,28.5,3451.3,950.6,61486.0,1,1,1.6263864944865496
2021,인천광역시 미추홀구,417.4,104.8,633.8,180.4,624.1,166.5,326.4,81.4,407464.0,11,11,2.6996249975457953
2021,인천광역시 부평구,706.2,184.8,748.5,213.4,775.0,210.4,648.1,169.4,486765.0,6,6,1.2326276540014176
2021,인천광역시 서구,3735.1,935.0,881.9,249.2,1131.7,298.0,3350.5,837.7,555380.0,31,31,5.58176383737261
2021,인천광역시 연수구,1119.3,293.4,717.5,212.5,783.3,221.7,641.7,180.2,389644.0,6,5,1.2832226339941075
2021,인천광역시 옹진군,58.3,14.9,28.0,7.2,117.1,28.1,33.4,9.4,20342.0,1,1,4.915937469275391
2021,인천광역시 중구,997.6,257.7,243.6,67.9,1102.4,300.3,858.8,220.8,143633.0,4,4,2.7848753420175028
2021,전라남도 강진군,64.0,16.3,47.1,12.1,69.1,17.2,40.0,10.1,33753.0,4,4,11.850798447545403
2021,전라남도 고흥군,81.4,21.1,91.5,23.6,111.2,28.0,48.5,12.2,62762.0,1,1,1.593320799209713
2021,전라남도 곡성군,225.1,61.0,36.2,9.0,50.7,12.6,220.0,59.8,27535.0,0,0,0.0
2021,전라남도 광양시,3529.1,865.7,218.5,60.8,285.3,76.4,3379.3,830.5,150531.0,7,7,4.650204941174907
2021,전라남도 구례군,21.5,5.7,34.8,8.9,62.3,15.3,14.8,4.0,25235.0,5,5,19.813750743015653
2021,전라남도 나주시,520.7,136.1,183.7,50.8,309.0,83.1,475.8,124.5,116726.0,1,1,0.8567071603584462
2021,전라남도 담양군,212.9,52.3,54.6,13.8,123.1,31.6,194.8,47.7,46180.0,1,1,2.1654395842355996
2021,전라남도 목포시,116.1,29.2,355.0,96.1,505.9,134.1,68.3,16.6,218589.0,20,20,9.149591242011264
2021,전라남도 무안군,108.7,26.9,141.3,39.5,184.3,48.2,64.6,16.0,91107.0,3,3,3.2928315058118476
2021,전라남도 보성군,53.7,13.1,54.5,13.9,79.0,19.4,43.6,10.5,39375.0,0,0,0.0
2021,전라남도 순천시,953.9,240.1,428.6,116.1,558.0,150.5,808.4,202.9,281436.0,19,19,6.7510908341505695
2021,전라남도 신안군,31.6,8.4,42.2,10.5,71.7,18.5,20.9,5.6,38217.0,4,3,7.849909726038151
2021,전라남도 여수시,13702.5,3672.7,426.2,116.5,664.5,174.3,13164.7,3534.1,276762.0,20,18,6.503783033797992
2021,전라남도 영광군,420.5,88.6,71.7,18.4,109.6,26.6,64.2,15.7,51985.0,3,2,3.847263633740502
2021,전라남도 영암군,785.8,203.6,79.3,20.7,131.4,32.8,765.9,198.5,52937.0,4,4,7.556151651963655
2021,전라남도 완도군,44.1,12.2,66.9,17.1,105.7,26.7,26.1,7.4,48631.0,0,0,0.0
2021,전라남도 장성군,358.4,89.9,54.8,14.1,109.6,27.8,328.0,82.2,43365.0,2,2,4.612014297244322
2021,전라남도 장흥군,68.4,18.0,50.6,12.9,72.7,18.2,43.2,11.6,36547.0,0,0,0.0
2021,전라남도 진도군,21.8,5.3,43.3,11.0,67.4,17.5,13.3,3.1,30066.0,2,2,6.652032195835829
2021,전라남도 함평군,90.3,21.7,38.9,9.9,55.9,14.0,79.0,18.7,31274.0,3,3,9.592632857965082
2021,전라남도 해남군,93.0,23.0,92.2,23.6,141.0,35.7,75.8,18.6,67166.0,4,4,5.955394098204448
2021,전라남도 화순군,131.2,34.7,85.2,22.1,151.2,39.6,117.6,31.3,62624.0,7,6,9.580991313234543
2021,전북특별자치도 고창군,101.9,26.3,74.4,19.1,113.5,28.8,78.6,20.4,53386.0,2,1,1.873150264114187
2021,전북특별자치도 군산시,4744.0,1203.2,418.1,112.9,621.4,164.5,4614.3,1169.1,265304.0,9,9,3.39233483098634
2021,전북특별자치도 김제시,510.8,126.4,109.6,28.7,169.0,43.0,490.1,121.3,80913.0,2,2,2.4717906887644756
2021,전북특별자치도 남원시,169.7,44.0,111.3,28.5,166.1,41.1,132.2,34.7,79431.0,3,3,3.776862937643993
2021,전북특별자치도 무주군,33.8,8.3,32.9,8.2,82.1,17.0,25.4,6.4,23748.0,0,0,0.0
2021,전북특별자치도 부안군,121.1,31.9,68.5,17.9,137.2,35.0,92.0,24.5,50795.0,2,2,3.937395412934344
2021,전북특별자치도 순창군,89.2,22.7,34.8,8.8,47.3,11.5,82.1,20.9,26855.0,1,1,3.7237013591509958
2021,전북특별자치도 완주군,1159.8,299.5,125.8,33.2,255.5,67.8,1067.0,275.6,91142.0,13,13,14.2634570231068
2021,전북특별자치도 익산시,1769.9,461.7,411.8,111.6,520.3,137.8,1635.5,427.5,278113.0,15,14,5.033925059238511
2021,전북특별자치도 임실군,110.6,28.4,32.3,7.9,59.4,14.4,99.1,25.5,26730.0,3,2,7.482229704451926
2021,전북특별자치도 장수군,35.6,8.7,27.9,6.7,39.5,9.0,22.1,5.3,21695.0,0,0,0.0
2021,전북특별자치도 전주시,1828.7,478.1,1047.6,284.2,1351.8,365.9,1662.5,436.0,657269.0,30,30,4.56434123623661
2021,전북특별자치도 정읍시,1085.6,284.3,154.8,40.5,204.2,52.5,989.5,259.7,106487.0,6,6,5.634490595096115
2021,전북특별자치도 진안군,35.0,8.3,30.3,7.3,47.8,11.0,21.5,5.0,24987.0,7,5,20.010405410813622
2021,제주특별자치도 서귀포시,184.1,47.4,280.2,77.8,748.4,208.8,62.5,15.6,183663.0,14,14,7.6226567136549015
2021,제주특별자치도 제주시,490.2,128.7,733.1,201.8,1473.9,408.5,232.9,62.9,493096.0,51,48,9.734412771549556
2021,충청남도 계룡시,58.5,15.0,64.7,17.8,133.0,36.0,29.4,7.7,43331.0,2,2,4.615633149477279
2021,충청남도 공주시,501.9,131.4,151.7,40.3,270.3,66.7,436.4,114.9,103145.0,4,4,3.8780357748800234
2021,충청남도 금산군,635.5,159.0,68.1,17.1,108.8,26.6,620.3,155.2,50477.0,1,0,0.0
2021,충청남도 논산시,604.7,153.8,168.5,45.2,269.1,69.9,530.4,134.6,114483.0,4,4,3.4939685368133255
2021,충청남도 당진시,5936.3,1417.7,281.9,77.8,362.3,94.2,5760.0,1380.1,167092.0,13,13,7.780145069781916
2021,충청남도 보령시,595.9,136.2,150.8,40.6,280.7,72.5,424.0,104.5,98408.0,3,3,3.0485326396227945
2021,충청남도 부여군,153.1,37.4,89.9,23.3,113.6,28.9,126.5,32.0,63774.0,7,6,9.408222786715589
2021,충청남도 서산시,8059.2,1995.3,292.6,80.1,439.4,113.1,7972.4,1974.6,176645.0,10,10,5.661071640861615
2021,충청남도 서천군,712.1,170.2,74.3,19.4,117.7,29.8,625.2,152.1,50745.0,1,1,1.9706375012316486
2021,충청남도 아산시,12434.7,3194.2,511.2,142.1,643.0,166.0,12121.5,3114.2,324580.0,7,7,2.1566331875038514
2021,충청남도 예산군,758.4,192.1,116.1,30.6,177.1,44.4,723.4,183.1,76801.0,12,12,15.624796552128227
2021,충청남도 천안시,5223.9,1365.2,1041.8,287.9,1430.1,382.9,5058.4,1323.6,658486.0,11,11,1.6704986894178464
2021,충청남도 청양군,128.4,32.4,40.7,10.2,54.5,12.8,117.8,29.8,30440.0,2,2,6.570302233902759
2021,충청남도 태안군,256.9,61.1,87.8,22.9,216.0,55.3,20.8,5.3,61526.0,3,3,4.875987387445957
2021,충청남도 홍성군,298.8,75.0,159.5,42.8,216.3,56.0,257.2,64.2,99324.0,3,3,3.0204180258547786
2021,충청북도 괴산군,224.1,55.2,52.8,13.4,108.4,26.8,211.4,52.2,38122.0,2,2,5.246314464088978
2021,충청북도 단양군,1605.0,385.0,39.9,9.8,79.8,18.6,1579.0,378.7,28331.0,2,2,7.059404892167589
2021,충청북도 보은군,169.2,41.9,44.8,11.1,75.3,17.4,154.9,38.3,31878.0,2,2,6.273919317397578
2021,충청북도 영동군,158.8,39.0,63.8,16.1,85.5,20.5,132.3,32.6,45773.0,2,2,4.369388067201188
2021,충청북도 옥천군,353.3,86.9,69.2,17.7,104.7,25.8,191.2,46.6,50093.0,1,1,1.9962869063541813
2021,충청북도 음성군,2425.7,609.5,149.6,39.8,285.4,71.0,2368.1,595.7,92197.0,0,0,0.0
2021,충청북도 제천시,923.2,239.3,195.1,49.8,281.2,68.8,841.6,219.9,131591.0,4,4,3.039721561504966
2021,충청북도 증평군,400.2,102.3,56.5,15.5,83.0,20.5,360.8,91.8,36426.0,3,3,8.235875473562839
2021,충청북도 진천군,2314.4,608.7,139.2,37.9,259.1,66.3,2281.0,600.5,85176.0,4,3,3.522118906734291
2021,충청북도 청주시,9645.8,2561.2,1331.4,370.5,1846.0,499.2,9131.5,2425.9,848482.0,26,26,3.064296001565148
2021,충청북도 충주시,1498.1,387.0,329.9,88.5,502.6,127.5,1370.3,354.0,209358.0,8,8,3.8212057814843474
2022,강원특별자치도 강릉시,909.1,238.9,336.8,88.7,637.0,168.3,689.5,176.2,211381.0,22,21,9.934667732672283
2022,강원특별자치도 고성군,59.2,15.5,42.5,10.7,171.5,44.3,35.3,9.4,27274.0,0,0,0.0
2022,강원특별자치도 동해시,1987.7,494.2,141.2,37.2,232.1,60.1,1909.2,478.2,89426.0,1,0,0.0
2022,강원특별자치도 삼척시,1048.3,254.3,98.5,25.2,177.5,46.3,807.9,201.7,63455.0,1,1,1.575919943266882
2022,강원특별자치도 속초시,71.5,18.5,138.7,36.2,302.8,81.9,49.2,12.7,82806.0,4,3,3.622925874936599
2022,강원특별자치도 양구군,20.1,4.9,29.9,7.5,88.0,20.0,7.8,2.0,21383.0,2,2,9.353224524154703
2022,강원특별자치도 양양군,47.1,11.9,47.6,12.2,159.8,40.1,31.0,7.8,27866.0,1,1,3.588602598148281
2022,강원특별자치도 영월군,888.0,224.6,58.2,14.7,95.4,23.4,824.9,209.3,37728.0,1,1,2.650551314673452
2022,강원특별자치도 원주시,809.8,201.4,592.9,155.4,883.1,227.5,709.3,176.3,360807.0,4,4,1.1086259412927133
