도엽,zip,w,s,e,n
34707046,토지피복지도/SG05_34707046_20251113.zip,127.62499996039163,34.62499988204498,127.65000002798575,34.65000058733031
34707047,토지피복지도/SG05_34707047_20251113.zip,127.64999998371202,34.62499988204498,127.67499998562326,34.649999949252845
34707049,토지피복지도/SG05_34707049_20251113.zip,127.69999999275592,34.62499992453421,127.72500000158851,34.65000033117485
34707050,토지피복지도/SG05_34707050_20251113.zip,127.72499997073947,34.62499992453421,127.75000001078436,34.6500005603507
34707051,토지피복지도/SG05_34707051_20251113.zip,127.500000000394,34.59999994061708,127.52500005413783,34.62500050638461
34707052,토지피복지도/SG05_34707052_20251113.zip,127.52500000185027,34.59999989287897,127.5500000470766,34.625000553314884
34707053,토지피복지도/SG05_34707053_20251113.zip,127.54999996797729,34.59999989287897,127.57500000463064,34.624999955055
34707054,토지피복지도/SG05_34707054_20251113.zip,127.57500000320341,34.59999990743167,127.60000002862176,34.624999891048816
34707055,토지피복지도/SG05_34707055_20251113.zip,127.60000000286306,34.599999892793306,127.62500001322498,34.62500003313053
34707056,토지피복지도/SG05_34707056_20251113.zip,127.62499996039163,34.599999892793306,127.64999998386632,34.625000539567516
34707057,토지피복지도/SG05_34707057_20251113.zip,127.64999995102727,34.599999893703014,127.67499996393569,34.62500006948224
34707059,토지피복지도/SG05_34707059_20251113.zip,127.70000000651854,34.59999989656925,127.72500000158851,34.62500056043304
34707060,토지피복지도/SG05_34707060_20251113.zip,127.72499994491905,34.59999986700417,127.75000002626692,34.62500056897532
34707062,토지피복지도/SG05_34707062_20251113.zip,127.52499998790606,34.57499990982094,127.5500000471477,34.6000005328908
34707063,토지피복지도/SG05_34707063_20251113.zip,127.55000001181969,34.57499990271393,127.57500000320341,34.60000004625272
34707064,토지피복지도/SG05_34707064_20251113.zip,127.57499999650302,34.57499990271393,127.60000002873802,34.600000226824775
34707065,토지피복지도/SG05_34707065_20251113.zip,127.59999995073784,34.574999912970995,127.62500001322498,34.600000320368586
34707066,토지피복지도/SG05_34707066_20251113.zip,127.62499996783917,34.57499989354292,127.65000005064934,34.600000332622656
34707067,토지피복지도/SG05_34707067_20251113.zip,127.64999995532251,34.57499989354292,127.67499998089967,34.60000051356056
34707068,토지피복지도/SG05_34707068_20251113.zip,127.67499995692216,34.57499994282478,127.7000000322601,34.599999940122785
34707069,토지피복지도/SG05_34707069_20251113.zip,127.69999997341789,34.57499994282478,127.72500002721088,34.599999940122785
34707070,토지피복지도/SG05_34707070_20251113.zip,127.72499994491905,34.5749998781822,127.75000003080089,34.60000051436309
34707076,토지피복지도/SG05_34707076_20251113.zip,127.62499996783917,34.549999882759906,127.65000005258658,34.575000541462046
34707077,토지피복지도/SG05_34707077_20251113.zip,127.65000003577254,34.549999882759906,127.67500001850189,34.575000564019824
34707078,토지피복지도/SG05_34707078_20251113.zip,127.67499997749587,34.549999899189764,127.7000000479907,34.57500058645775
34707079,토지피복지도/SG05_34707079_20251113.zip,127.69999997341789,34.54999989713131,127.72500002893172,34.57500058490865
34707080,토지피복지도/SG05_34707080_20251113.zip,127.72500001104561,34.549999879132805,127.75000003080089,34.57500054437652
34707086,토지피복지도/SG05_34707086_20251113.zip,127.62500001550264,34.524999909912076,127.65000005188561,34.55000030192033
34707088,토지피복지도/SG05_34707088_20251113.zip,127.67499996724285,34.5249999144755,127.7000000479907,34.54999993384776
34707089,토지피복지도/SG05_34707089_20251113.zip,127.70000002601309,34.5249999144755,127.72500002893172,34.54999993384776
34707090,토지피복지도/SG05_34707090_20251113.zip,127.72499995175792,34.5249998685514,127.75000003343088,34.55000052342101
34707099,토지피복지도/SG05_34707099_20251113.zip,127.700000038079,34.49999988411732,127.72500001277122,34.525000553577826
34707100,토지피복지도/SG05_34707100_20251113.zip,127.72499995175792,34.499999937948346,127.7500000333393,34.52500053787417
34708001,토지피복지도/SG05_34708001_20251113.zip,127.74999994061555,34.72499991767731,127.77500002298655,34.750000546873885
34708011,토지피복지도/SG05_34708011_20251113.zip,127.74999996715805,34.69999989492885,127.77500002298655,34.72500056041587
34708012,토지피복지도/SG05_34708012_20251113.zip,127.77499997246056,34.699999911520806,127.8000000256432,34.72499992176795
34708021,토지피복지도/SG05_34708021_20251113.zip,127.74999999632072,34.674999870118604,127.77499997445729,34.70000056075313
34708022,토지피복지도/SG05_34708022_20251113.zip,127.77499994962481,34.674999870118604,127.79999998516936,34.70000057075832
34708031,토지피복지도/SG05_34708031_20251113.zip,127.74999998586266,34.64999987496361,127.77499999237313,34.6750005508378
34708032,토지피복지도/SG05_34708032_20251113.zip,127.77499995660753,34.64999987496361,127.80000003139303,34.67500042876689
