연도,key,산업용,산업용여름,주택용,주택용여름,일반용,일반용여름,제조업,제조업여름,인구,온열,여름온열,여름온열률10만,가구수,다자녀,소년소녀가정,한부모가정,질환자,임산부,영유아,장애인,노인,발급률_인구천명,노인비중
2021,경기도 김포시,2223.8,514.5,802.4,220.9,1031.2,275.4,2109.4,485.3,486508.0,6,6,1.2332787950043989,3722.0,0.0,43.0,260.0,573.0,1.0,61.0,1253.0,1531.0,7.6504394583439534,41.13379903277808
2021,경기도 남양주시,926.0,228.5,1120.9,307.7,1140.6,293.8,541.4,128.1,733798.0,22,22,2.9981002946314925,6648.0,0.0,61.0,453.0,1020.0,3.0,95.0,2363.0,2653.0,9.05971398123189,39.90673886883273
2021,경기도 동두천시,251.0,62.6,140.9,38.8,231.0,60.9,178.5,44.4,93592.0,6,5,5.342336951876229,2280.0,0.0,11.0,135.0,299.0,0.0,21.0,800.0,1014.0,24.361056500555602,44.473684210526315
2021,경기도 부천시,1562.4,401.1,1248.6,358.1,1342.1,365.5,1390.6,359.4,806067.0,8,8,0.9924733303807252,9724.0,0.0,89.0,585.0,1459.0,7.0,77.0,3664.0,3843.0,12.063513330777713,39.520773344302754
2021,경기도 성남시,897.1,248.4,1495.8,431.5,2791.8,777.9,388.0,109.3,930948.0,7,7,0.7519216970228197,9552.0,0.0,70.0,564.0,1497.0,4.0,95.0,3646.0,3676.0,10.26050864280282,38.484087102177554
2021,경기도 수원시,730.3,191.4,1886.1,543.1,3043.2,841.4,594.2,156.7,1183714.0,15,15,1.2671979887033524,9572.0,0.0,101.0,692.0,1356.0,5.0,91.0,3442.0,3885.0,8.08641276524566,40.58712912661931
2021,경기도 시흥시,2925.7,721.8,847.1,242.5,925.9,247.6,2780.6,686.0,512030.0,9,9,1.757709509208445,4654.0,0.0,30.0,430.0,690.0,2.0,73.0,1743.0,1686.0,9.089311173173448,36.22690159003008
2021,경기도 안산시,5801.7,1498.9,1026.9,295.0,1164.9,311.6,5538.1,1433.7,652726.0,9,9,1.3788327720973272,8817.0,0.0,76.0,781.0,1339.0,1.0,111.0,3188.0,3321.0,13.507965057313482,37.66587274583191
2021,경기도 안성시,1988.9,512.0,301.5,83.2,630.5,163.3,1920.3,493.9,189534.0,2,2,1.055219643968892,2067.0,0.0,17.0,126.0,272.0,2.0,23.0,838.0,789.0,10.9056950204185,38.171262699564586
2021,경기도 안양시,482.8,125.4,829.8,233.8,1473.4,402.1,351.4,91.9,547178.0,5,5,0.9137794282664874,4639.0,0.0,42.0,306.0,667.0,1.0,41.0,1662.0,1920.0,8.478045535456468,41.38823022203061
2021,경기도 양주시,1193.0,277.7,347.1,99.2,548.8,133.6,1096.2,254.1,236368.0,5,5,2.1153455628511475,3545.0,0.0,45.0,210.0,511.0,0.0,44.0,1324.0,1411.0,14.997800040614635,39.80253878702398
2021,경기도 양평군,117.9,28.5,185.3,48.4,302.5,71.0,28.1,6.7,121230.0,1,1,0.8248783304462591,1658.0,0.0,9.0,66.0,221.0,0.0,20.0,590.0,752.0,13.676482718798978,45.35585042219542
2021,경기도 여주시,507.0,124.4,165.9,44.6,365.9,93.5,457.1,111.8,112150.0,0,0,0.0,1839.0,0.0,24.0,90.0,206.0,1.0,23.0,742.0,753.0,16.39768167632635,40.94616639477977
2021,경기도 연천군,200.9,49.0,60.8,16.2,165.6,40.4,144.1,34.6,42721.0,3,3,7.022307530254442,979.0,0.0,8.0,46.0,135.0,0.0,8.0,365.0,417.0,22.916130240396996,42.59448416751788
2021,경기도 오산시,574.8,149.7,376.6,107.6,440.8,118.8,516.7,135.4,229983.0,6,6,2.608888483061792,1722.0,0.0,28.0,153.0,226.0,1.0,34.0,634.0,646.0,7.487509946387342,37.51451800232288
2021,경기도 용인시,5715.7,1486.9,1703.2,472.6,2756.8,735.3,4702.7,1233.5,1077508.0,5,5,0.4640336777081933,4368.0,0.0,51.0,264.0,622.0,3.0,64.0,1698.0,1666.0,4.053798208458777,38.141025641025635
2021,경기도 의왕시,145.0,36.5,247.5,68.3,376.4,97.9,111.0,27.8,163356.0,0,0,0.0,1074.0,0.0,8.0,55.0,137.0,0.0,18.0,396.0,460.0,6.574597810916036,42.83054003724395
2021,경기도 의정부시,255.6,63.6,705.6,195.7,728.5,195.0,60.1,14.7,463661.0,20,20,4.313496282844578,7135.0,0.0,52.0,579.0,1028.0,2.0,64.0,2366.0,3044.0,15.388397989048032,42.662929222144356
2021,경기도 이천시,6619.1,1455.0,334.5,93.1,811.9,210.8,6526.2,1431.1,223177.0,14,14,6.2730478499128495,2053.0,0.0,21.0,140.0,248.0,1.0,31.0,792.0,820.0,9.198976597050772,39.94154895275207
2021,경기도 파주시,7003.1,1820.3,736.2,206.9,1134.5,290.3,6800.7,1769.6,483245.0,14,14,2.8970811907003693,5231.0,0.0,52.0,387.0,680.0,3.0,69.0,1871.0,2169.0,10.824736934681166,41.464347161154656
2021,경기도 평택시,11928.5,3153.3,963.6,273.3,1632.7,449.3,11087.0,2947.9,564288.0,35,35,6.2025065214925705,5166.0,0.0,37.0,467.0,656.0,8.0,109.0,1924.0,1965.0,9.154899625723035,38.03716608594657
2021,경기도 포천시,1628.0,376.0,210.2,55.6,529.1,129.4,1509.2,348.5,148939.0,12,12,8.056989774337143,2638.0,0.0,21.0,136.0,369.0,0.0,27.0,1038.0,1047.0,17.711949187251157,39.68915845337377
2021,경기도 하남시,551.1,141.9,528.1,155.8,662.4,181.2,99.7,24.7,320087.0,3,3,0.9372451864649296,2471.0,0.0,14.0,181.0,338.0,3.0,26.0,863.0,1046.0,7.719776185849472,42.331040064751114
2021,경기도 화성시,15965.7,4080.5,1481.2,419.0,2516.7,671.1,15676.0,4002.3,887015.0,18,18,2.0292779716239298,4387.0,0.0,56.0,366.0,630.0,0.0,104.0,1626.0,1605.0,4.945801367507878,36.58536585365854
2021,경상남도 거제시,1025.6,288.1,386.1,103.3,452.7,124.3,949.7,268.2,241216.0,20,19,7.876757760679226,2236.0,0.0,26.0,201.0,267.0,1.0,45.0,859.0,837.0,9.269700185725656,37.432915921288014
2021,경상남도 거창군,130.0,34.4,84.5,21.5,119.8,28.9,112.9,30.0,61073.0,0,0,0.0,1391.0,0.0,17.0,69.0,150.0,2.0,18.0,570.0,565.0,22.77602213744208,40.61826024442847
2021,경상남도 고성군,483.7,107.3,71.8,18.3,107.3,26.4,183.8,48.7,50478.0,0,0,0.0,1225.0,0.0,12.0,36.0,132.0,1.0,15.0,531.0,498.0,24.2679979396965,40.6530612244898
2021,경상남도 김해시,3275.8,798.5,814.5,228.0,1005.6,275.1,3017.2,731.1,537673.0,20,20,3.7197329975654343,6952.0,0.0,59.0,661.0,981.0,5.0,113.0,2611.0,2522.0,12.92979189953745,36.27733026467204
2021,경상남도 남해군,20.3,4.9,54.6,14.0,108.2,27.6,6.6,1.3,42266.0,5,5,11.829839587375195,1006.0,0.0,5.0,20.0,96.0,0.0,11.0,467.0,407.0,23.801637249798894,40.4572564612326
2021,경상남도 밀양시,565.5,141.1,152.6,40.3,213.5,54.2,502.0,125.3,103525.0,6,5,4.829751267809708,2506.0,0.0,20.0,92.0,281.0,0.0,15.0,1054.0,1044.0,24.206713354262256,41.66001596169194
2021,경상남도 사천시,881.0,226.9,163.9,44.1,245.5,63.8,819.4,210.8,109953.0,3,3,2.7284385146380727,2269.0,0.0,17.0,102.0,267.0,0.0,21.0,952.0,910.0,20.636089965712625,40.10577346848832
2021,경상남도 산청군,89.6,23.7,43.7,10.9,71.6,17.6,75.0,19.9,34360.0,0,0,0.0,788.0,0.0,7.0,16.0,73.0,0.0,3.0,383.0,306.0,22.933643771827708,38.83248730964467
2021,경상남도 양산시,2453.6,630.5,551.4,151.1,674.5,183.1,2115.0,536.9,354726.0,10,10,2.8190772596313773,4790.0,0.0,40.0,416.0,569.0,3.0,86.0,1764.0,1912.0,13.503380073634297,39.91649269311065
2021,경상남도 의령군,191.6,47.9,35.5,9.0,57.7,13.8,179.4,44.8,26322.0,2,0,0.0,690.0,0.0,1.0,17.0,51.0,0.0,5.0,299.0,317.0,26.21381354000456,45.94202898550724
2021,경상남도 진주시,938.4,232.5,549.8,149.4,695.8,187.6,838.1,206.0,347097.0,27,26,7.49070144656969,5754.0,0.0,29.0,435.0,645.0,3.0,71.0,2290.0,2281.0,16.57749850906231,39.64198818213417
2021,경상남도 창녕군,530.6,137.1,83.4,21.5,135.1,34.3,510.1,131.7,60129.0,3,3,4.989273062914734,1568.0,0.0,13.0,50.0,151.0,0.0,9.0,688.0,657.0,26.07726720883434,41.900510204081634
2021,경상남도 창원시,6398.5,1626.6,1579.8,439.9,2055.4,561.3,6115.4,1552.5,1032741.0,23,23,2.2270830731035174,12601.0,0.0,88.0,763.0,1670.0,3.0,122.0,4832.0,5123.0,12.201510349642358,40.65550353146576
2021,경상남도 통영시,307.6,68.6,194.2,52.0,316.6,83.0,94.9,22.6,125383.0,2,2,1.5951125750699855,2896.0,0.0,30.0,225.0,388.0,1.0,38.0,1063.0,1151.0,23.09723008701339,39.74447513812155
2021,경상남도 하동군,114.5,24.0,55.4,14.1,84.4,20.9,40.4,10.2,43449.0,2,2,4.603097884876521,1139.0,0.0,10.0,32.0,118.0,0.0,13.0,529.0,437.0,26.214642454371795,38.366988586479366
2021,경상남도 함안군,2457.9,632.7,89.8,23.5,135.8,35.9,2360.7,608.2,62547.0,1,1,1.598797704126497,1282.0,0.0,9.0,40.0,134.0,1.0,15.0,590.0,493.0,20.49658656690169,38.45553822152886
2021,경상남도 함양군,57.1,14.1,53.1,13.4,70.1,16.9,43.3,10.7,38310.0,2,2,5.220569042025581,880.0,0.0,6.0,29.0,68.0,0.0,8.0,414.0,355.0,22.970503784912555,40.340909090909086
2021,경상남도 합천군,75.5,18.8,56.9,14.2,97.5,23.2,55.4,13.8,42935.0,0,0,0.0,1135.0,0.0,4.0,17.0,104.0,0.0,13.0,571.0,426.0,26.435309188307908,37.53303964757709
2021,경상북도 경산시,1570.4,392.7,420.9,113.3,486.1,128.8,1505.2,375.7,268369.0,6,6,2.235727673464521,4048.0,0.0,43.0,381.0,521.0,2.0,63.0,1480.0,1558.0,15.083709370307302,38.48814229249012
2021,경상북도 경주시,2630.8,648.0,401.9,107.0,679.3,178.8,1836.2,441.3,251889.0,5,4,1.588001063960713,4530.0,0.0,43.0,285.0,561.0,2.0,54.0,1707.0,1878.0,17.984112049355073,41.4569536423841
2021,경상북도 고령군,1099.5,265.7,39.6,10.2,70.2,17.8,1070.2,258.3,30626.0,0,0,0.0,725.0,0.0,3.0,24.0,79.0,0.0,7.0,287.0,325.0,23.672696401750148,44.827586206896555
2021,경상북도 구미시,8204.8,2069.3,617.9,169.9,723.2,192.8,7826.5,1971.8,412581.0,19,19,4.605156320819427,3830.0,0.0,45.0,451.0,531.0,3.0,62.0,1523.0,1215.0,9.28302563617811,31.723237597911226
2021,경상북도 군위군,153.5,37.2,27.8,6.9,55.3,13.3,143.7,34.8,22945.0,2,2,8.716495968620615,552.0,0.0,5.0,14.0,49.0,0.0,1.0,244.0,239.0,24.057528873392894,43.29710144927536
2021,경상북도 김천시,1615.4,411.2,202.5,53.4,294.6,76.0,1440.7,368.5,140239.0,7,7,4.991478832564408,2733.0,0.0,22.0,144.0,303.0,2.0,28.0,1185.0,1049.0,19.48815949914075,38.38272960117087
2021,경상북도 문경시,193.5,46.0,96.9,24.8,155.2,37.8,161.3,38.0,71154.0,7,7,9.8378165668831,1254.0,0.0,12.0,26.0,132.0,0.0,13.0,563.0,508.0,17.62374567838772,40.5103668261563
2021,경상북도 봉화군,1646.7,383.3,41.7,10.2,53.7,12.1,1627.6,378.8,30762.0,1,1,3.250763929523438,577.0,0.0,0.0,6.0,61.0,0.0,4.0,270.0,236.0,18.756907873350237,40.90121317157712
2021,경상북도 상주시,155.7,39.7,133.6,34.3,171.8,42.4,128.3,32.8,95566.0,3,3,3.139191762760815,1949.0,0.0,21.0,71.0,206.0,1.0,14.0,875.0,761.0,20.39428248540276,39.045664443304254
2021,경상북도 성주군,783.7,189.0,51.0,13.1,95.8,23.6,768.1,185.1,42842.0,0,0,0.0,836.0,0.0,5.0,26.0,85.0,0.0,5.0,354.0,361.0,19.513561458381965,43.18181818181818
2021,경상북도 안동시,291.0,76.2,236.4,61.5,369.6,92.6,191.2,50.3,156972.0,16,15,9.555844354407157,3897.0,0.0,21.0,297.0,409.0,0.0,49.0,1617.0,1504.0,24.82608363274979,38.59379009494483
2021,경상북도 영덕군,52.5,13.1,48.1,12.2,123.9,31.3,31.3,7.9,35314.0,0,0,0.0,1217.0,0.0,12.0,20.0,120.0,0.0,7.0,513.0,545.0,34.462252930848955,44.7822514379622
2021,경상북도 영양군,11.9,3.1,22.8,5.6,29.8,6.8,3.4,0.7,16320.0,1,1,6.127450980392156,475.0,0.0,8.0,12.0,52.0,0.0,4.0,206.0,193.0,29.105392156862745,40.63157894736842
2021,경상북도 영주시,1131.6,282.9,149.0,38.6,205.5,50.4,1098.3,275.1,101942.0,0,0,0.0,2056.0,0.0,8.0,178.0,201.0,0.0,25.0,868.0,776.0,20.168331011751782,37.7431906614786
2021,경상북도 영천시,975.7,239.0,138.9,35.9,198.3,49.8,941.8,230.5,101888.0,3,2,1.9629396984924623,2544.0,0.0,17.0,139.0,309.0,1.0,28.0,979.0,1071.0,24.968592964824122,42.09905660377358
2021,경상북도 예천군,49.5,12.1,89.2,23.7,101.0,25.1,33.2,7.9,55739.0,14,14,25.117063456466745,1030.0,0.0,2.0,46.0,75.0,1.0,13.0,467.0,426.0,18.47898240011482,41.359223300970875
2021,경상북도 울릉군,7.4,1.9,10.0,2.6,41.3,10.7,2.1,0.6,8867.0,2,2,22.55554302469832,123.0,0.0,3.0,1.0,14.0,0.0,0.0,43.0,62.0,13.871658960189466,50.40650406504065
2021,경상북도 울진군,391.5,156.6,81.0,20.7,147.7,36.6,22.3,5.3,47858.0,7,7,14.626603702620251,1444.0,0.0,5.0,15.0,148.0,0.0,6.0,586.0,684.0,30.17259392369092,47.368421052631575
2021,경상북도 의성군,80.9,18.8,67.8,16.9,82.9,19.8,65.9,15.0,50632.0,0,0,0.0,1458.0,0.0,6.0,19.0,102.0,0.0,5.0,667.0,659.0,28.79601832832991,45.198902606310014
2021,경상북도 청도군,93.5,22.6,55.8,14.1,93.5,23.0,80.4,19.4,41891.0,3,3,7.16144279200783,949.0,0.0,10.0,25.0,95.0,0.0,6.0,451.0,362.0,22.654030698718103,38.14541622760801
2021,경상북도 청송군,18.9,4.5,34.1,8.3,60.9,14.3,8.2,1.9,24539.0,4,4,16.300582745833164,610.0,0.0,11.0,7.0,50.0,0.0,5.0,294.0,243.0,24.858388687395575,39.83606557377049
2021,경상북도 칠곡군,1391.7,346.9,165.5,45.0,312.5,77.5,1289.0,320.3,113822.0,2,2,1.7571295531619546,1607.0,0.0,15.0,117.0,222.0,2.0,19.0,668.0,564.0,14.118535959656306,35.09645301804605
2021,경상북도 포항시,7826.5,1865.2,761.7,208.6,1043.9,273.3,7675.0,1826.9,503852.0,22,22,4.366361550614069,9687.0,0.0,76.0,775.0,1356.0,1.0,101.0,3499.0,3879.0,19.22588379127204,40.04335707649427
2021,광주광역시 광산구,2064.6,523.9,635.2,175.2,791.1,216.4,1959.3,497.5,404221.0,16,16,3.958230769801668,5732.0,0.0,70.0,922.0,702.0,9.0,172.0,2209.0,1648.0,14.180361732814475,28.75087229588276
2021,광주광역시 남구,36.1,9.1,334.9,91.6,309.8,84.9,11.8,2.7,215575.0,1,1,0.4638756813174069,3678.0,0.0,36.0,499.0,447.0,2.0,66.0,1351.0,1277.0,17.061347558854226,34.71995649809679
2021,광주광역시 동구,33.4,8.7,174.6,47.9,364.6,99.7,8.1,2.0,103470.0,3,3,2.899391127863149,1788.0,0.0,28.0,127.0,229.0,2.0,38.0,612.0,752.0,17.280371122064366,42.05816554809844
2021,광주광역시 북구,735.8,199.5,660.0,183.1,737.8,201.1,672.1,182.3,427114.0,7,7,1.6389067087475475,9022.0,0.0,45.0,922.0,1204.0,8.0,189.0,3431.0,3223.0,21.123166180457677,35.723786300155176
2021,광주광역시 서구,310.0,82.5,468.0,128.0,781.7,211.6,193.4,52.5,291231.0,5,5,1.716850197952828,5324.0,0.0,54.0,604.0,711.0,7.0,99.0,2062.0,1787.0,18.28102090780171,33.56498873027799
2021,대구광역시 남구,11.1,2.8,219.7,60.3,315.8,85.6,6.1,1.5,143175.0,4,4,2.793783830976078,4977.0,0.0,16.0,501.0,709.0,3.0,49.0,1523.0,2176.0,34.76165531691986,43.72111713883866
2021,대구광역시 달서구,2063.7,520.3,834.1,229.0,880.4,240.1,1842.0,459.1,544926.0,6,6,1.1010669338589092,12087.0,0.0,54.0,1190.0,1778.0,3.0,132.0,4790.0,4140.0,22.18099338258773,34.251675353685776
2021,대구광역시 달성군,2895.6,735.0,371.5,101.9,387.4,98.7,2712.7,688.3,262451.0,0,0,0.0,3005.0,0.0,32.0,389.0,388.0,1.0,100.0,1063.0,1032.0,11.449756335468335,34.34276206322796
2021,대구광역시 동구,130.3,32.7,516.6,139.3,764.4,206.7,89.0,22.4,341436.0,12,12,3.5145678838786774,7917.0,0.0,28.0,582.0,1155.0,3.0,70.0,2894.0,3185.0,23.18736161388957,40.229885057471265
2021,대구광역시 북구,724.5,178.9,647.8,177.8,794.9,215.2,609.2,148.7,437008.0,4,4,0.9153150514407058,6806.0,0.0,29.0,712.0,899.0,2.0,58.0,2505.0,2601.0,15.574085600263611,38.21627975315898
2021,대구광역시 서구,368.0,98.9,235.0,63.7,294.6,77.7,228.0,55.4,164528.0,3,3,1.823397841096956,4908.0,0.0,15.0,434.0,655.0,2.0,63.0,1603.0,2136.0,29.830788680346203,43.52078239608802
2021,대구광역시 수성구,214.3,54.3,654.3,179.3,721.4,193.5,16.2,4.0,417097.0,2,2,0.4795047674761506,7217.0,0.0,13.0,841.0,963.0,2.0,54.0,2563.0,2781.0,17.302929534376894,38.53401690453097
2021,대구광역시 중구,26.8,6.6,130.1,36.6,489.1,134.9,20.7,5.0,74791.0,1,1,1.3370592718375205,1535.0,0.0,4.0,133.0,179.0,1.0,3.0,453.0,762.0,20.52385982270594,49.641693811074916
2021,대전광역시 대덕구,2075.6,541.8,254.5,68.9,376.8,99.2,1851.4,485.1,175046.0,8,7,3.998948847731453,3799.0,0.0,18.0,379.0,489.0,2.0,64.0,1576.0,1271.0,21.702866675045417,33.45617267702027
2021,대전광역시 동구,88.9,21.9,339.4,92.7,395.1,104.7,58.2,14.1,222222.0,3,3,1.35000135000135,5780.0,0.0,21.0,464.0,805.0,3.0,64.0,2224.0,2199.0,26.01002601002601,38.04498269896194
2021,대전광역시 서구,52.0,12.7,708.6,196.7,1034.8,281.0,20.1,4.8,473365.0,5,5,1.0562673623947694,6149.0,0.0,44.0,720.0,892.0,6.0,97.0,2321.0,2069.0,12.989976022730874,33.64774760123597
2021,대전광역시 유성구,960.0,267.5,549.3,155.1,1342.9,369.2,419.6,115.3,351277.0,9,9,2.562080637217922,2631.0,0.0,25.0,300.0,415.0,3.0,49.0,1014.0,825.0,7.489815729467059,31.356898517673887
2021,대전광역시 중구,32.5,8.3,338.6,93.4,514.8,139.5,19.0,4.8,230341.0,2,2,0.868277901025002,4776.0,0.0,39.0,506.0,639.0,2.0,51.0,1681.0,1858.0,20.734476276477046,38.902847571189284
2021,부산광역시 강서구,3442.9,887.2,234.9,65.9,536.3,146.8,3370.8,868.7,142918.0,6,5,3.4985096348955342,1304.0,0.0,10.0,129.0,153.0,3.0,40.0,420.0,549.0,9.124113127807554,42.10122699386503
2021,부산광역시 금정구,252.4,64.0,351.4,93.7,379.5,102.3,113.2,28.4,228049.0,2,2,0.8770045034181251,5105.0,0.0,19.0,366.0,615.0,1.0,49.0,1611.0,2444.0,22.385539949747642,47.87463271302644
2021,부산광역시 기장군,626.7,163.0,153.2,42.1,353.7,94.7,499.7,123.2,177125.0,2,2,1.1291460832745237,3262.0,0.0,21.0,307.0,482.0,0.0,68.0,1064.0,1320.0,18.416372618207483,40.4659717964439
2021,부산광역시 남구,540.2,138.5,423.0,115.4,410.6,113.5,415.3,105.9,262069.0,2,2,0.7631577943213429,4375.0,0.0,39.0,259.0,551.0,2.0,31.0,1523.0,1970.0,16.694076750779374,45.02857142857143
2021,부산광역시 동구,78.6,20.2,137.1,37.0,284.1,77.8,30.1,7.4,87679.0,0,0,0.0,3874.0,0.0,13.0,269.0,476.0,1.0,27.0,1196.0,1892.0,44.18389808277923,48.83840991223541
2021,부산광역시 동래구,96.4,25.5,409.5,110.1,411.0,113.1,10.2,2.6,266866.0,1,1,0.3747198968770844,4014.0,0.0,23.0,354.0,531.0,0.0,30.0,1217.0,1859.0,15.041256660646168,46.312904833084204
2021,부산광역시 부산진구,251.6,66.2,577.3,157.5,784.7,214.2,29.1,7.2,353159.0,2,2,0.5663171545960884,8105.0,0.0,37.0,546.0,1021.0,2.0,69.0,2687.0,3743.0,22.95000269000648,46.181369524984575
2021,부산광역시 북구,110.2,29.2,414.1,112.3,327.4,89.5,14.8,3.9,283211.0,3,3,1.0592808895134724,9078.0,0.0,30.0,727.0,1158.0,4.0,67.0,3474.0,3618.0,32.05383971667767,39.854593522802375
2021,부산광역시 사상구,823.3,201.8,299.5,81.3,409.9,112.1,780.6,190.7,208298.0,13,13,6.241058483518804,6200.0,0.0,34.0,386.0,851.0,4.0,55.0,2550.0,2320.0,29.765048152166607,37.41935483870968
2021,부산광역시 사하구,1604.8,412.8,452.3,123.6,415.3,113.1,1494.8,383.6,306003.0,0,0,0.0,8902.0,0.0,41.0,786.0,1177.0,0.0,84.0,3170.0,3644.0,29.09121805995366,40.93462143338576
2021,부산광역시 서구,177.6,49.4,164.1,43.8,237.0,65.6,152.6,42.9,105164.0,4,4,3.803582975162604,3462.0,0.0,10.0,241.0,430.0,0.0,16.0,1007.0,1758.0,32.92001065003233,50.77989601386482
2021,부산광역시 수영구,14.0,3.5,287.1,79.1,307.1,85.3,6.9,1.6,175095.0,0,0,0.0,3150.0,0.0,19.0,236.0,433.0,1.0,32.0,959.0,1470.0,17.99023387304035,46.666666666666664
2021,부산광역시 연제구,65.3,17.5,323.5,87.8,382.4,106.1,13.1,3.2,207144.0,3,3,1.448267871625536,3762.0,0.0,27.0,319.0,496.0,5.0,35.0,1155.0,1725.0,18.161279110184218,45.85326953748006
2021,부산광역시 영도구,114.5,30.7,164.1,43.3,155.3,42.1,83.7,22.5,110638.0,3,3,2.7115457618539742,5393.0,0.0,14.0,259.0,789.0,0.0,40.0,1983.0,2308.0,48.744554312261606,42.79621731874652
2021,부산광역시 중구,7.0,1.7,64.5,17.5,275.0,77.1,5.0,1.2,40524.0,0,0,0.0,1703.0,0.0,4.0,92.0,253.0,1.0,14.0,454.0,885.0,42.024479320896255,51.96711685261304
2021,부산광역시 해운대구,227.3,53.3,696.4,192.3,873.3,248.4,142.4,36.2,396438.0,4,4,1.0089850115276535,8119.0,0.0,42.0,741.0,1099.0,3.0,80.0,2693.0,3461.0,20.47987327148255,42.62840251262471
2021,서울특별시 강남구,273.6,62.4,982.3,296.7,3257.9,895.1,12.1,3.0,533042.0,2,2,0.375204955707055,5409.0,0.0,10.0,364.0,852.0,2.0,41.0,2280.0,1860.0,10.147418027097302,34.3871325568497
2021,서울특별시 강동구,171.4,45.2,678.9,198.2,724.2,199.8,22.1,5.5,462664.0,6,6,1.2968374457489669,5715.0,0.0,30.0,449.0,925.0,1.0,44.0,1810.0,2456.0,12.35237667075891,42.974628171478564
2021,서울특별시 강북구,52.5,13.3,428.5,121.5,396.1,108.1,32.4,8.2,299182.0,6,6,2.0054682434103657,8377.0,0.0,38.0,626.0,1254.0,3.0,64.0,2825.0,3567.0,27.99967912508105,42.58087620866659
2021,서울특별시 강서구,327.4,82.9,868.6,251.4,1392.8,386.8,45.5,12.1,574315.0,3,3,0.5223614218677903,12471.0,0.0,28.0,681.0,1892.0,1.0,74.0,5735.0,4060.0,21.714564307044046,32.55552882687836
2021,서울특별시 관악구,38.2,9.9,702.9,203.5,740.9,204.4,21.5,5.6,485699.0,4,4,0.8235553295353707,7748.0,0.0,51.0,450.0,1195.0,1.0,68.0,2497.0,3486.0,15.952266733100128,44.99225606608157
2021,서울특별시 광진구,364.6,100.1,511.1,151.4,595.3,167.6,30.0,7.8,339996.0,0,0,0.0,3723.0,0.0,30.0,323.0,531.0,1.0,33.0,1114.0,1691.0,10.950128825045,45.42035992479184
2021,서울특별시 구로구,341.2,85.1,636.4,183.0,814.4,225.2,100.9,25.3,396754.0,5,5,1.2602267399950595,4701.0,0.0,22.0,376.0,719.0,1.0,58.0,1530.0,1995.0,11.848651809433553,42.437779195915766
2021,서울특별시 금천구,240.6,64.4,356.1,102.7,1015.8,282.3,228.6,61.2,230811.0,0,0,0.0,4613.0,0.0,23.0,353.0,731.0,1.0,34.0,1524.0,1947.0,19.98604919176296,42.20680685020594
2021,서울특별시 노원구,71.2,18.6,709.4,201.1,593.1,162.4,33.6,9.0,510956.0,2,2,0.3914231362387368,13046.0,0.0,36.0,961.0,1690.0,5.0,89.0,5733.0,4532.0,25.5325311768528,34.73861720067454
2021,서울특별시 도봉구,56.4,14.9,451.1,128.1,334.7,91.5,42.9,11.4,317366.0,7,7,2.205655300189686,5428.0,0.0,30.0,558.0,765.0,1.0,53.0,1615.0,2406.0,17.103281384899454,44.32571849668386
2021,서울특별시 동대문구,171.2,45.5,548.5,158.4,605.5,164.7,76.0,19.7,337400.0,10,10,2.963841138114997,6004.0,0.0,38.0,348.0,854.0,1.0,41.0,1785.0,2937.0,17.79490219324244,48.91738840772818
2021,서울특별시 동작구,56.7,15.4,569.1,166.3,563.0,156.9,15.1,4.4,385483.0,1,1,0.2594148120669394,4260.0,0.0,19.0,273.0,619.0,1.0,29.0,1367.0,1952.0,11.051070994051619,45.821596244131456
2021,서울특별시 마포구,167.6,53.1,630.5,186.4,1258.3,342.0,20.5,5.5,368905.0,1,1,0.2710724983396809,3977.0,0.0,13.0,329.0,603.0,1.0,29.0,1338.0,1664.0,10.780553258969112,41.840583354287155
2021,서울특별시 서대문구,32.4,8.4,477.5,139.1,549.2,153.6,14.9,3.9,304819.0,1,1,0.3280635393463006,3875.0,0.0,21.0,252.0,528.0,0.0,26.0,1189.0,1859.0,12.712462149669147,47.97419354838709
2021,서울특별시 서초구,431.0,116.2,747.8,223.6,1950.6,530.7,8.0,1.9,412279.0,3,3,0.7276625780114921,2322.0,0.0,15.0,173.0,361.0,2.0,27.0,777.0,967.0,5.63210835380895,41.64513350559862
2021,서울특별시 성동구,904.3,241.2,473.0,136.9,738.3,203.3,225.8,58.9,285990.0,5,5,1.74831287807266,3897.0,0.0,18.0,227.0,541.0,1.0,25.0,1265.0,1820.0,13.62635057169831,46.70259173723377
2021,서울특별시 성북구,103.1,27.9,655.7,186.2,516.5,139.9,45.3,11.8,430528.0,3,3,0.6968187899509439,5646.0,0.0,30.0,425.0,831.0,2.0,52.0,1734.0,2572.0,13.114129626876764,45.55437477860432
2021,서울특별시 송파구,212.7,57.1,1016.0,295.8,1524.8,427.8,37.9,10.2,658338.0,4,4,0.6075906297373082,4840.0,0.0,25.0,492.0,715.0,1.0,53.0,1464.0,2090.0,7.351846619821429,43.18181818181818
2021,서울특별시 양천구,51.3,12.6,684.6,196.8,1000.0,265.7,17.0,4.1,447302.0,10,9,2.012063438124578,5672.0,0.0,22.0,424.0,805.0,2.0,65.0,1940.0,2414.0,12.680470912269563,42.55994358251058
2021,서울특별시 영등포구,230.4,60.9,662.0,194.3,1713.6,481.3,108.6,28.4,376837.0,7,7,1.8575670648052076,4080.0,0.0,13.0,161.0,585.0,0.0,23.0,1213.0,2085.0,10.826962320578923,51.10294117647059
