reg,date,최고,온열,정전건수,dow,정전,정전_lag1,정전_lag2
강원,2020-05-01,28.978571428571428,0,0.0,4,0,0.0,0.0
강원,2020-05-02,24.842857142857145,0,0.0,5,0,0.0,0.0
강원,2020-05-03,24.807142857142857,0,0.0,6,0,0.0,0.0
강원,2020-05-04,26.907142857142855,0,0.0,0,0,0.0,0.0
강원,2020-05-05,20.50714285714286,0,0.0,1,0,0.0,0.0
강원,2020-05-06,23.27857142857143,0,0.0,2,0,0.0,0.0
강원,2020-05-07,22.47142857142857,0,0.0,3,0,0.0,0.0
강원,2020-05-08,24.49285714285714,0,0.0,4,0,0.0,0.0
강원,2020-05-09,16.271428571428572,0,1.0,5,1,0.0,0.0
강원,2020-05-10,19.407142857142855,0,0.0,6,0,1.0,0.0
강원,2020-05-11,22.95,0,1.0,0,1,0.0,1.0
강원,2020-05-12,19.728571428571428,0,0.0,1,0,1.0,0.0
강원,2020-05-13,23.064285714285713,0,1.0,2,1,0.0,1.0
강원,2020-05-14,26.0,0,0.0,3,0,1.0,0.0
강원,2020-05-15,18.485714285714288,0,0.0,4,0,0.0,1.0
강원,2020-05-16,20.349999999999998,0,0.0,5,0,0.0,0.0
강원,2020-05-17,24.885714285714283,0,0.0,6,0,0.0,0.0
강원,2020-05-18,22.05,0,4.0,0,1,0.0,0.0
강원,2020-05-19,15.192857142857141,0,0.0,1,0,1.0,0.0
강원,2020-05-20,14.671428571428573,0,0.0,2,0,0.0,1.0
강원,2020-05-21,19.178571428571427,0,0.0,3,0,0.0,0.0
강원,2020-05-22,20.114285714285717,0,0.0,4,0,0.0,0.0
강원,2020-05-23,23.22142857142857,0,1.0,5,1,0.0,0.0
강원,2020-05-24,23.014285714285712,0,0.0,6,0,1.0,0.0
강원,2020-05-25,22.557142857142857,0,0.0,0,0,0.0,1.0
강원,2020-05-26,24.042857142857144,0,1.0,1,1,0.0,0.0
강원,2020-05-27,23.678571428571427,0,0.0,2,0,1.0,0.0
강원,2020-05-28,22.957142857142856,0,0.0,3,0,0.0,1.0
강원,2020-05-29,25.157142857142855,1,0.0,4,0,0.0,0.0
강원,2020-05-30,27.207142857142856,0,0.0,5,0,0.0,0.0
강원,2020-05-31,26.014285714285712,0,0.0,6,0,0.0,0.0
강원,2020-06-01,25.607142857142858,1,1.0,0,1,0.0,0.0
강원,2020-06-02,23.7,0,0.0,1,0,1.0,0.0
강원,2020-06-03,27.985714285714288,1,0.0,2,0,0.0,1.0
강원,2020-06-04,29.471428571428568,0,0.0,3,0,0.0,0.0
강원,2020-06-05,27.599999999999998,0,1.0,4,1,0.0,0.0
강원,2020-06-06,26.900000000000002,0,0.0,5,0,1.0,0.0
강원,2020-06-07,27.835714285714285,1,1.0,6,1,0.0,1.0
강원,2020-06-08,31.099999999999998,3,1.0,0,1,1.0,0.0
강원,2020-06-09,33.41428571428572,1,0.0,1,0,1.0,1.0
강원,2020-06-10,31.564285714285713,0,2.0,2,1,0.0,1.0
강원,2020-06-11,30.49285714285714,1,0.0,3,0,1.0,0.0
강원,2020-06-12,26.657142857142855,0,1.0,4,1,0.0,1.0
강원,2020-06-13,31.571428571428573,3,0.0,5,0,1.0,0.0
강원,2020-06-14,29.764285714285712,1,1.0,6,1,0.0,1.0
강원,2020-06-15,29.664285714285715,1,1.0,0,1,1.0,0.0
강원,2020-06-16,28.50714285714286,0,3.0,1,1,1.0,1.0
강원,2020-06-17,29.22142857142857,0,4.0,2,1,1.0,1.0
강원,2020-06-18,25.321428571428573,0,0.0,3,0,1.0,1.0
강원,2020-06-19,24.414285714285715,0,0.0,4,0,0.0,1.0
강원,2020-06-20,28.49285714285714,0,3.0,5,1,0.0,0.0
강원,2020-06-21,29.957142857142856,0,1.0,6,1,1.0,0.0
강원,2020-06-22,32.83571428571428,1,3.0,0,1,1.0,1.0
강원,2020-06-23,30.45,1,0.0,1,0,1.0,1.0
강원,2020-06-24,23.37142857142857,0,4.0,2,1,0.0,1.0
강원,2020-06-25,22.957142857142856,0,0.0,3,0,1.0,0.0
강원,2020-06-26,25.62857142857143,0,0.0,4,0,0.0,1.0
강원,2020-06-27,28.37857142857143,1,1.0,5,1,0.0,0.0
강원,2020-06-28,27.585714285714285,0,0.0,6,0,1.0,0.0
강원,2020-06-29,25.52857142857143,1,2.0,0,1,0.0,1.0
강원,2020-06-30,21.821428571428573,0,9.0,1,1,1.0,0.0
강원,2020-07-01,23.685714285714287,0,0.0,2,0,1.0,1.0
강원,2020-07-02,28.685714285714283,0,1.0,3,1,0.0,1.0
강원,2020-07-03,27.02857142857143,1,1.0,4,1,1.0,0.0
강원,2020-07-04,26.821428571428573,0,1.0,5,1,1.0,1.0
강원,2020-07-05,28.37142857142857,1,1.0,6,1,1.0,1.0
강원,2020-07-06,29.0,0,0.0,0,0,1.0,1.0
강원,2020-07-07,27.3,0,2.0,1,1,0.0,1.0
강원,2020-07-08,28.957142857142856,0,2.0,2,1,1.0,0.0
강원,2020-07-09,28.99285714285714,1,1.0,3,1,1.0,1.0
강원,2020-07-10,25.021428571428572,0,3.0,4,1,1.0,1.0
강원,2020-07-11,24.52857142857143,0,2.0,5,1,1.0,1.0
강원,2020-07-12,23.521428571428572,0,2.0,6,1,1.0,1.0
강원,2020-07-13,19.514285714285712,0,0.0,0,0,1.0,1.0
강원,2020-07-14,20.95,0,2.0,1,1,0.0,1.0
강원,2020-07-15,24.728571428571428,0,1.0,2,1,1.0,0.0
강원,2020-07-16,27.75,0,1.0,3,1,1.0,1.0
강원,2020-07-17,28.87857142857143,1,1.0,4,1,1.0,1.0
강원,2020-07-18,28.2,0,0.0,5,0,1.0,1.0
강원,2020-07-19,25.614285714285717,0,2.0,6,1,0.0,1.0
강원,2020-07-20,27.864285714285717,0,1.0,0,1,1.0,0.0
강원,2020-07-21,29.62857142857143,0,0.0,1,0,1.0,1.0
강원,2020-07-22,26.664285714285715,0,3.0,2,1,0.0,1.0
강원,2020-07-23,22.864285714285717,0,2.0,3,1,1.0,0.0
강원,2020-07-24,22.928571428571427,0,2.0,4,1,1.0,1.0
강원,2020-07-25,23.650000000000002,0,1.0,5,1,1.0,1.0
강원,2020-07-26,26.335714285714285,0,1.0,6,1,1.0,1.0
강원,2020-07-27,23.349999999999998,0,0.0,0,0,1.0,1.0
강원,2020-07-28,24.49285714285714,0,0.0,1,0,0.0,1.0
강원,2020-07-29,24.74285714285714,1,0.0,2,0,0.0,0.0
강원,2020-07-30,27.085714285714285,0,0.0,3,0,0.0,0.0
강원,2020-07-31,30.75,1,2.0,4,1,0.0,0.0
강원,2020-08-01,27.842857142857145,0,2.0,5,1,1.0,0.0
강원,2020-08-02,28.185714285714283,0,1.0,6,1,1.0,1.0
강원,2020-08-03,26.571428571428573,0,2.0,0,1,1.0,1.0
강원,2020-08-04,28.692857142857143,0,3.0,1,1,1.0,1.0
강원,2020-08-05,25.228571428571428,1,2.0,2,1,1.0,1.0
강원,2020-08-06,26.585714285714285,0,3.0,3,1,1.0,1.0
강원,2020-08-07,26.207142857142856,1,0.0,4,0,1.0,1.0
강원,2020-08-08,24.557142857142857,0,3.0,5,1,0.0,1.0
강원,2020-08-09,26.071428571428573,0,2.0,6,1,1.0,0.0
강원,2020-08-10,28.349999999999998,0,0.0,0,0,1.0,1.0
강원,2020-08-11,27.542857142857144,0,1.0,1,1,0.0,1.0
강원,2020-08-12,30.821428571428573,1,0.0,2,0,1.0,0.0
강원,2020-08-13,31.285714285714285,5,1.0,3,1,0.0,1.0
강원,2020-08-14,30.457142857142856,2,0.0,4,0,1.0,0.0
강원,2020-08-15,28.285714285714285,0,1.0,5,1,0.0,1.0
강원,2020-08-16,30.457142857142856,1,1.0,6,1,1.0,0.0
강원,2020-08-17,31.578571428571426,2,1.0,0,1,1.0,1.0
강원,2020-08-18,32.25,3,1.0,1,1,1.0,1.0
강원,2020-08-19,32.357142857142854,2,1.0,2,1,1.0,1.0
강원,2020-08-20,31.057142857142857,1,1.0,3,1,1.0,1.0
강원,2020-08-21,26.664285714285715,1,0.0,4,0,1.0,1.0
강원,2020-08-22,27.02857142857143,0,3.0,5,1,0.0,1.0
강원,2020-08-23,28.564285714285713,0,0.0,6,0,1.0,0.0
강원,2020-08-24,30.335714285714285,2,0.0,0,0,0.0,1.0
강원,2020-08-25,33.357142857142854,2,1.0,1,1,0.0,0.0
강원,2020-08-26,31.00714285714286,1,0.0,2,0,1.0,0.0
강원,2020-08-27,31.349999999999998,0,1.0,3,1,0.0,1.0
강원,2020-08-28,31.892857142857142,0,0.0,4,0,1.0,0.0
강원,2020-08-29,30.52857142857143,0,1.0,5,1,0.0,1.0
강원,2020-08-30,27.942857142857143,0,2.0,6,1,1.0,0.0
강원,2020-08-31,26.00714285714286,0,1.0,0,1,1.0,1.0
강원,2020-09-01,28.74285714285714,1,0.0,1,0,1.0,1.0
강원,2020-09-02,24.342857142857145,0,0.0,2,0,0.0,1.0
강원,2020-09-03,25.75714285714286,0,6.0,3,1,0.0,0.0
강원,2020-09-04,26.885714285714283,0,0.0,4,0,1.0,0.0
강원,2020-09-05,23.614285714285717,0,1.0,5,1,0.0,1.0
강원,2020-09-06,22.142857142857142,0,4.0,6,1,1.0,0.0
강원,2020-09-07,23.342857142857145,0,6.0,0,1,1.0,1.0
강원,2020-09-08,25.77857142857143,0,1.0,1,1,1.0,1.0
강원,2020-09-09,25.0,0,0.0,2,0,1.0,1.0
강원,2020-09-10,25.835714285714285,0,0.0,3,0,0.0,1.0
강원,2020-09-11,23.814285714285713,0,0.0,4,0,0.0,0.0
강원,2020-09-12,20.50714285714286,0,0.0,5,0,0.0,0.0
강원,2020-09-13,22.535714285714285,0,1.0,6,1,0.0,0.0
강원,2020-09-14,24.99285714285714,0,0.0,0,0,1.0,0.0
강원,2020-09-15,25.535714285714285,0,2.0,1,1,0.0,1.0
강원,2020-09-16,24.849999999999998,0,0.0,2,0,1.0,0.0
강원,2020-09-17,22.45,0,0.0,3,0,0.0,1.0
강원,2020-09-18,24.114285714285717,0,1.0,4,1,0.0,0.0
강원,2020-09-19,24.307142857142857,0,1.0,5,1,1.0,0.0
강원,2020-09-20,22.75,0,0.0,6,0,1.0,1.0
강원,2020-09-21,22.02857142857143,0,0.0,0,0,0.0,1.0
강원,2020-09-22,21.75,0,0.0,1,0,0.0,0.0
강원,2020-09-23,20.099999999999998,0,0.0,2,0,0.0,0.0
강원,2020-09-24,20.792857142857144,0,1.0,3,1,0.0,0.0
강원,2020-09-25,20.692857142857143,0,0.0,4,0,1.0,0.0
강원,2020-09-26,20.414285714285715,0,1.0,5,1,0.0,1.0
강원,2020-09-27,22.107142857142858,0,0.0,6,0,1.0,0.0
강원,2020-09-28,23.564285714285713,0,0.0,0,0,0.0,1.0
강원,2020-09-29,22.900000000000002,0,0.0,1,0,0.0,0.0
강원,2020-09-30,21.67142857142857,0,2.0,2,1,0.0,0.0
강원,2021-05-01,11.221428571428572,0,0.0,5,0,1.0,0.0
강원,2021-05-02,17.942857142857143,0,0.0,6,0,0.0,1.0
강원,2021-05-03,21.0,0,0.0,0,0,0.0,0.0
강원,2021-05-04,18.478571428571428,0,0.0,1,0,0.0,0.0
강원,2021-05-05,19.464285714285715,0,0.0,2,0,0.0,0.0
강원,2021-05-06,23.071428571428573,0,0.0,3,0,0.0,0.0
강원,2021-05-07,20.457142857142856,0,0.0,4,0,0.0,0.0
강원,2021-05-08,21.685714285714287,0,0.0,5,0,0.0,0.0
강원,2021-05-09,21.535714285714285,0,0.0,6,0,0.0,0.0
강원,2021-05-10,16.007142857142856,0,0.0,0,0,0.0,0.0
강원,2021-05-11,23.071428571428573,0,0.0,1,0,0.0,0.0
강원,2021-05-12,23.607142857142858,0,1.0,2,1,0.0,0.0
강원,2021-05-13,26.057142857142857,0,1.0,3,1,1.0,0.0
강원,2021-05-14,26.75,0,0.0,4,0,1.0,1.0
강원,2021-05-15,22.12142857142857,0,0.0,5,0,0.0,1.0
강원,2021-05-16,18.692857142857143,0,3.0,6,1,0.0,0.0
강원,2021-05-17,14.87142857142857,0,1.0,0,1,1.0,0.0
강원,2021-05-18,22.857142857142858,0,0.0,1,0,1.0,1.0
강원,2021-05-19,27.457142857142856,0,0.0,2,0,0.0,1.0
강원,2021-05-20,21.142857142857142,0,0.0,3,0,0.0,0.0
강원,2021-05-21,16.742857142857144,0,0.0,4,0,0.0,0.0
강원,2021-05-22,26.392857142857142,0,1.0,5,1,0.0,0.0
강원,2021-05-23,26.67142857142857,0,0.0,6,0,1.0,0.0
강원,2021-05-24,24.321428571428573,0,0.0,0,0,0.0,1.0
강원,2021-05-25,17.95714285714286,0,0.0,1,0,0.0,0.0
강원,2021-05-26,23.585714285714285,0,1.0,2,1,0.0,0.0
강원,2021-05-27,18.392857142857142,0,0.0,3,0,1.0,0.0
강원,2021-05-28,18.321428571428573,0,0.0,4,0,0.0,1.0
강원,2021-05-29,20.12142857142857,0,1.0,5,1,0.0,0.0
강원,2021-05-30,24.107142857142858,0,2.0,6,1,1.0,0.0
강원,2021-05-31,21.271428571428572,0,0.0,0,0,1.0,1.0
강원,2021-06-01,23.307142857142857,0,1.0,1,1,0.0,1.0
강원,2021-06-02,27.214285714285715,0,0.0,2,0,1.0,0.0
강원,2021-06-03,21.900000000000002,0,0.0,3,0,0.0,1.0
강원,2021-06-04,24.50714285714286,0,0.0,4,0,0.0,0.0
강원,2021-06-05,25.592857142857145,0,0.0,5,0,0.0,0.0
강원,2021-06-06,27.192857142857143,0,0.0,6,0,0.0,0.0
강원,2021-06-07,26.407142857142855,0,1.0,0,1,0.0,0.0
강원,2021-06-08,26.321428571428573,1,0.0,1,0,1.0,0.0
강원,2021-06-09,28.714285714285715,1,1.0,2,1,0.0,1.0
강원,2021-06-10,27.37142857142857,0,0.0,3,0,1.0,0.0
강원,2021-06-11,25.678571428571427,0,0.0,4,0,0.0,1.0
강원,2021-06-12,28.900000000000002,2,2.0,5,1,0.0,0.0
강원,2021-06-13,28.792857142857144,0,1.0,6,1,1.0,0.0
강원,2021-06-14,27.521428571428572,0,0.0,0,0,1.0,1.0
강원,2021-06-15,22.77857142857143,0,0.0,1,0,0.0,1.0
강원,2021-06-16,22.771428571428572,0,3.0,2,1,0.0,0.0
강원,2021-06-17,22.392857142857142,0,4.0,3,1,1.0,0.0
강원,2021-06-18,24.507142857142856,0,1.0,4,1,1.0,1.0
강원,2021-06-19,26.792857142857144,0,2.0,5,1,1.0,1.0
강원,2021-06-20,28.535714285714285,0,0.0,6,0,1.0,1.0
강원,2021-06-21,25.428571428571427,0,0.0,0,0,0.0,1.0
강원,2021-06-22,22.985714285714288,0,2.0,1,1,0.0,0.0
강원,2021-06-23,23.25,0,4.0,2,1,1.0,0.0
강원,2021-06-24,26.607142857142858,0,3.0,3,1,1.0,1.0
강원,2021-06-25,27.7,1,0.0,4,0,1.0,1.0
강원,2021-06-26,22.985714285714288,0,3.0,5,1,0.0,1.0
강원,2021-06-27,26.807142857142857,0,3.0,6,1,1.0,0.0
강원,2021-06-28,25.907142857142855,1,2.0,0,1,1.0,1.0
강원,2021-06-29,27.335714285714285,0,1.0,1,1,1.0,1.0
강원,2021-06-30,25.985714285714288,0,2.0,2,1,1.0,1.0
강원,2021-07-01,29.2,1,2.0,3,1,1.0,1.0
강원,2021-07-02,26.964285714285715,0,3.0,4,1,1.0,1.0
강원,2021-07-03,23.607142857142858,0,0.0,5,0,1.0,1.0
강원,2021-07-04,23.12142857142857,0,1.0,6,1,0.0,1.0
강원,2021-07-05,27.214285714285715,0,0.0,0,0,1.0,0.0
강원,2021-07-06,28.52857142857143,2,2.0,1,1,0.0,1.0
강원,2021-07-07,28.2,0,2.0,2,1,1.0,0.0
강원,2021-07-08,29.22142857142857,0,3.0,3,1,1.0,1.0
강원,2021-07-09,28.321428571428573,0,2.0,4,1,1.0,1.0
강원,2021-07-10,28.107142857142858,0,1.0,5,1,1.0,1.0
강원,2021-07-11,29.07857142857143,0,3.0,6,1,1.0,1.0
강원,2021-07-12,31.385714285714283,0,5.0,0,1,1.0,1.0
강원,2021-07-13,31.87857142857143,1,4.0,1,1,1.0,1.0
강원,2021-07-14,32.142857142857146,7,4.0,2,1,1.0,1.0
강원,2021-07-15,31.900000000000002,1,2.0,3,1,1.0,1.0
강원,2021-07-16,32.107142857142854,1,0.0,4,0,1.0,1.0
강원,2021-07-17,29.792857142857144,0,0.0,5,0,0.0,1.0
강원,2021-07-18,31.242857142857144,2,3.0,6,1,0.0,0.0
강원,2021-07-19,30.62142857142857,0,1.0,0,1,1.0,0.0
강원,2021-07-20,31.77857142857143,3,4.0,1,1,1.0,1.0
강원,2021-07-21,32.94285714285714,0,1.0,2,1,1.0,1.0
강원,2021-07-22,32.80714285714286,1,0.0,3,0,1.0,1.0
강원,2021-07-23,33.292857142857144,4,1.0,4,1,0.0,1.0
강원,2021-07-24,33.44285714285714,1,1.0,5,1,1.0,0.0
강원,2021-07-25,33.142857142857146,2,3.0,6,1,1.0,1.0
강원,2021-07-26,32.871428571428574,2,0.0,0,0,1.0,1.0
강원,2021-07-27,33.23571428571429,1,6.0,1,1,0.0,1.0
강원,2021-07-28,32.864285714285714,2,1.0,2,1,1.0,0.0
강원,2021-07-29,32.75714285714286,1,3.0,3,1,1.0,1.0
강원,2021-07-30,33.535714285714285,1,0.0,4,0,1.0,1.0
강원,2021-07-31,33.48571428571429,3,1.0,5,1,0.0,1.0
강원,2021-08-01,31.735714285714288,0,1.0,6,1,1.0,0.0
강원,2021-08-02,29.914285714285715,1,2.0,0,1,1.0,1.0
강원,2021-08-03,31.607142857142858,2,1.0,1,1,1.0,1.0
강원,2021-08-04,32.714285714285715,1,0.0,2,0,1.0,1.0
강원,2021-08-05,33.41428571428572,2,1.0,3,1,0.0,1.0
강원,2021-08-06,32.871428571428574,2,1.0,4,1,1.0,0.0
강원,2021-08-07,31.178571428571427,0,2.0,5,1,1.0,1.0
강원,2021-08-08,28.75714285714286,0,2.0,6,1,1.0,1.0
강원,2021-08-09,28.150000000000002,1,0.0,0,0,1.0,1.0
강원,2021-08-10,28.335714285714285,0,2.0,1,1,0.0,1.0
강원,2021-08-11,29.614285714285717,0,1.0,2,1,1.0,0.0
강원,2021-08-12,28.957142857142856,0,0.0,3,0,1.0,1.0
강원,2021-08-13,27.542857142857144,0,1.0,4,1,0.0,1.0
강원,2021-08-14,25.22142857142857,0,1.0,5,1,1.0,0.0
강원,2021-08-15,27.099999999999998,0,0.0,6,0,1.0,1.0
강원,2021-08-16,27.5,0,0.0,0,0,0.0,1.0
강원,2021-08-17,25.485714285714288,0,1.0,1,1,0.0,0.0
강원,2021-08-18,25.7,0,0.0,2,0,1.0,0.0
강원,2021-08-19,26.42142857142857,1,1.0,3,1,0.0,1.0
강원,2021-08-20,28.62857142857143,0,1.0,4,1,1.0,0.0
강원,2021-08-21,25.835714285714285,0,1.0,5,1,1.0,1.0
강원,2021-08-22,27.164285714285715,0,0.0,6,0,1.0,1.0
강원,2021-08-23,24.014285714285712,0,2.0,0,1,0.0,1.0
강원,2021-08-24,24.400000000000002,0,0.0,1,0,1.0,0.0
강원,2021-08-25,24.8,0,0.0,2,0,0.0,1.0
강원,2021-08-26,27.271428571428572,0,1.0,3,1,0.0,0.0
강원,2021-08-27,24.45,0,0.0,4,0,1.0,0.0
강원,2021-08-28,28.135714285714283,0,0.0,5,0,0.0,1.0
강원,2021-08-29,26.49285714285714,1,0.0,6,0,0.0,0.0
강원,2021-08-30,27.342857142857145,0,0.0,0,0,0.0,0.0
강원,2021-08-31,23.135714285714283,0,0.0,1,0,0.0,0.0
강원,2021-09-01,21.685714285714287,0,5.0,2,1,0.0,0.0
강원,2021-09-02,24.985714285714288,0,0.0,3,0,1.0,0.0
강원,2021-09-03,25.95714285714286,0,0.0,4,0,0.0,1.0
강원,2021-09-04,25.207142857142856,0,0.0,5,0,0.0,0.0
강원,2021-09-05,25.135714285714283,0,0.0,6,0,0.0,0.0
강원,2021-09-06,24.74285714285714,0,1.0,0,1,0.0,0.0
강원,2021-09-07,20.464285714285715,0,2.0,1,1,1.0,0.0
강원,2021-09-08,25.535714285714285,1,1.0,2,1,1.0,1.0
강원,2021-09-09,27.292857142857144,0,1.0,3,1,1.0,1.0
강원,2021-09-10,26.92142857142857,0,0.0,4,0,1.0,1.0
강원,2021-09-11,28.042857142857144,1,0.0,5,0,0.0,1.0
강원,2021-09-12,27.74285714285714,0,0.0,6,0,0.0,0.0
강원,2021-09-13,26.99285714285714,0,1.0,0,1,0.0,0.0
강원,2021-09-14,25.892857142857142,0,0.0,1,0,1.0,0.0
강원,2021-09-15,24.821428571428573,0,1.0,2,1,0.0,1.0
강원,2021-09-16,25.5,0,0.0,3,0,1.0,0.0
강원,2021-09-17,22.585714285714285,0,0.0,4,0,0.0,1.0
강원,2021-09-18,26.071428571428573,0,0.0,5,0,0.0,0.0
강원,2021-09-19,24.835714285714285,0,0.0,6,0,0.0,0.0
강원,2021-09-20,26.428571428571427,0,1.0,0,1,0.0,0.0
강원,2021-09-21,25.37142857142857,0,1.0,1,1,1.0,0.0
강원,2021-09-22,24.557142857142857,0,3.0,2,1,1.0,1.0
강원,2021-09-23,23.164285714285715,0,2.0,3,1,1.0,1.0
강원,2021-09-24,24.135714285714283,0,0.0,4,0,1.0,1.0
강원,2021-09-25,21.25714285714286,0,1.0,5,1,0.0,1.0
강원,2021-09-26,24.442857142857143,0,0.0,6,0,1.0,0.0
강원,2021-09-27,23.17142857142857,0,0.0,0,0,0.0,1.0
강원,2021-09-28,23.72142857142857,0,1.0,1,1,0.0,0.0
강원,2021-09-29,21.478571428571428,0,0.0,2,0,1.0,0.0
강원,2021-09-30,25.400000000000002,0,1.0,3,1,0.0,1.0
강원,2022-05-01,18.2,0,2.0,6,1,1.0,0.0
강원,2022-05-02,16.357142857142858,0,0.0,0,0,1.0,1.0
강원,2022-05-03,21.45,0,0.0,1,0,0.0,1.0
강원,2022-05-04,26.042857142857144,0,0.0,2,0,0.0,0.0
강원,2022-05-05,25.49285714285714,0,0.0,3,0,0.0,0.0
강원,2022-05-06,25.228571428571428,0,0.0,4,0,0.0,0.0
강원,2022-05-07,21.107142857142858,0,1.0,5,1,0.0,0.0
강원,2022-05-08,15.964285714285714,0,0.0,6,0,1.0,0.0
강원,2022-05-09,22.27857142857143,0,0.0,0,0,0.0,1.0
강원,2022-05-10,23.27857142857143,0,0.0,1,0,0.0,0.0
강원,2022-05-11,23.607142857142858,0,0.0,2,0,0.0,0.0
강원,2022-05-12,23.24285714285714,0,0.0,3,0,0.0,0.0
강원,2022-05-13,18.82857142857143,0,2.0,4,1,0.0,0.0
강원,2022-05-14,20.2,0,0.0,5,0,1.0,0.0
강원,2022-05-15,20.321428571428573,0,0.0,6,0,0.0,1.0
강원,2022-05-16,23.47142857142857,0,1.0,0,1,0.0,0.0
강원,2022-05-17,25.22142857142857,0,0.0,1,0,1.0,0.0
강원,2022-05-18,25.707142857142856,0,0.0,2,0,0.0,1.0
강원,2022-05-19,24.485714285714288,0,0.0,3,0,0.0,0.0
강원,2022-05-20,26.485714285714288,1,0.0,4,0,0.0,0.0
강원,2022-05-21,26.942857142857143,0,1.0,5,1,0.0,0.0
강원,2022-05-22,25.32857142857143,0,0.0,6,0,1.0,0.0
강원,2022-05-23,28.150000000000002,0,0.0,0,0,0.0,1.0
강원,2022-05-24,30.521428571428572,0,2.0,1,1,0.0,0.0
강원,2022-05-25,28.0,1,2.0,2,1,1.0,0.0
강원,2022-05-26,23.314285714285713,0,0.0,3,0,1.0,1.0
강원,2022-05-27,23.178571428571427,0,1.0,4,1,0.0,1.0
강원,2022-05-28,30.157142857142855,1,0.0,5,0,1.0,0.0
강원,2022-05-29,28.914285714285715,0,0.0,6,0,0.0,1.0
강원,2022-05-30,23.27857142857143,0,0.0,0,0,0.0,0.0
강원,2022-05-31,26.25,0,1.0,1,1,0.0,0.0
강원,2022-06-01,28.335714285714285,1,0.0,2,0,1.0,0.0
강원,2022-06-02,28.478571428571428,0,0.0,3,0,0.0,1.0
강원,2022-06-03,26.964285714285715,0,0.0,4,0,0.0,0.0
강원,2022-06-04,26.62857142857143,0,1.0,5,1,0.0,0.0
강원,2022-06-05,22.37857142857143,0,1.0,6,1,1.0,0.0
강원,2022-06-06,18.692857142857143,0,0.0,0,0,1.0,1.0
강원,2022-06-07,19.17142857142857,0,0.0,1,0,0.0,1.0
강원,2022-06-08,21.807142857142857,0,0.0,2,0,0.0,0.0
강원,2022-06-09,22.307142857142857,0,1.0,3,1,0.0,0.0
강원,2022-06-10,25.464285714285715,0,0.0,4,0,1.0,0.0
강원,2022-06-11,24.87142857142857,0,0.0,5,0,0.0,1.0
강원,2022-06-12,25.87142857142857,0,0.0,6,0,0.0,0.0
강원,2022-06-13,24.285714285714285,0,2.0,0,1,0.0,0.0
강원,2022-06-14,20.57857142857143,0,0.0,1,0,1.0,0.0
강원,2022-06-15,18.164285714285715,0,0.0,2,0,0.0,1.0
강원,2022-06-16,23.0,0,1.0,3,1,0.0,0.0
강원,2022-06-17,28.814285714285713,1,0.0,4,0,1.0,0.0
강원,2022-06-18,27.942857142857143,0,0.0,5,0,0.0,1.0
강원,2022-06-19,28.542857142857144,0,0.0,6,0,0.0,0.0
강원,2022-06-20,30.428571428571427,2,0.0,0,0,0.0,0.0
강원,2022-06-21,31.349999999999998,1,2.0,1,1,0.0,0.0
강원,2022-06-22,31.4,0,0.0,2,0,1.0,0.0
강원,2022-06-23,27.57857142857143,0,1.0,3,1,0.0,1.0
강원,2022-06-24,28.092857142857145,0,0.0,4,0,1.0,0.0
강원,2022-06-25,31.964285714285715,0,1.0,5,1,0.0,1.0
강원,2022-06-26,29.12857142857143,0,3.0,6,1,1.0,0.0
강원,2022-06-27,28.928571428571427,0,1.0,0,1,1.0,1.0
강원,2022-06-28,29.55,0,1.0,1,1,1.0,1.0
강원,2022-06-29,28.407142857142855,0,0.0,2,0,1.0,1.0
강원,2022-06-30,25.75714285714286,1,2.0,3,1,0.0,1.0
강원,2022-07-01,31.585714285714285,0,0.0,4,0,1.0,0.0
강원,2022-07-02,32.48571428571429,11,0.0,5,0,0.0,1.0
강원,2022-07-03,33.121428571428574,6,0.0,6,0,0.0,0.0
강원,2022-07-04,32.06428571428571,4,1.0,0,1,0.0,0.0
강원,2022-07-05,31.785714285714285,2,0.0,1,0,1.0,0.0
강원,2022-07-06,30.25,1,0.0,2,0,0.0,1.0
강원,2022-07-07,31.157142857142855,0,0.0,3,0,0.0,0.0
강원,2022-07-08,29.707142857142856,1,2.0,4,1,0.0,0.0
강원,2022-07-09,30.271428571428572,0,0.0,5,0,1.0,0.0
강원,2022-07-10,30.599999999999998,0,0.0,6,0,0.0,1.0
강원,2022-07-11,28.021428571428572,0,1.0,0,1,0.0,0.0
강원,2022-07-12,27.67142857142857,0,0.0,1,0,1.0,0.0
강원,2022-07-13,24.0,0,0.0,2,0,0.0,1.0
강원,2022-07-14,27.485714285714288,0,0.0,3,0,0.0,0.0
강원,2022-07-15,29.364285714285717,0,2.0,4,1,0.0,0.0
강원,2022-07-16,27.664285714285715,0,0.0,5,0,1.0,0.0
강원,2022-07-17,27.25,0,0.0,6,0,0.0,1.0
강원,2022-07-18,28.957142857142856,0,0.0,0,0,0.0,0.0
강원,2022-07-19,30.00714285714286,0,0.0,1,0,0.0,0.0
강원,2022-07-20,30.271428571428572,0,0.0,2,0,0.0,0.0
강원,2022-07-21,23.792857142857144,0,0.0,3,0,0.0,0.0
강원,2022-07-22,26.49285714285714,0,1.0,4,1,0.0,0.0
강원,2022-07-23,27.2,0,1.0,5,1,1.0,0.0
강원,2022-07-24,28.114285714285717,0,0.0,6,0,1.0,1.0
강원,2022-07-25,30.164285714285715,1,0.0,0,0,0.0,1.0
