scene,date,path,row,지점,LST_30m,LST_100m,LST_500m,LST_1000m,지점명,Tavg,Tmax,Tmin,net,scene_id
LC09_L2SP_116034_20240602_20240603_02_T1,2024-06-02,116,034,108,36.675816380000015,36.578191218285724,37.256163287835065,36.94430724924708,서울,20.4,25.8,15.7,ASOS,LC09_L2SP_116034_20240602_20240603_02_T1
LC09_L2SP_116034_20240602_20240603_02_T1,2024-06-02,116,034,99,32.154915259999996,32.758895670285725,32.96692796783507,33.51523176972805,파주,18.3,26.2,11.0,ASOS,LC09_L2SP_116034_20240602_20240603_02_T1
LC09_L2SP_116034_20240602_20240603_02_T1,2024-06-02,116,034,112,34.23421076000002,35.15024012000001,37.690817781335205,39.56868552140875,인천,19.2,22.7,16.0,ASOS,LC09_L2SP_116034_20240602_20240603_02_T1
LC09_L2SP_116034_20240602_20240603_02_T1,2024-06-02,116,034,232,37.001667620000035,35.724467480000015,35.07897243862071,34.331247028981736,천안,19.3,25.5,12.1,ASOS,LC09_L2SP_116034_20240602_20240603_02_T1
LC09_L2SP_116034_20240602_20240603_02_T1,2024-06-02,116,034,177,36.853553420000004,36.43805239828573,35.83976685878443,35.83259087863651,홍성,19.7,25.4,13.1,ASOS,LC09_L2SP_116034_20240602_20240603_02_T1
LC09_L2SP_116034_20240602_20240603_02_T1,2024-06-02,116,034,119,36.43997300000003,36.29390961200002,36.84127125649486,37.705698847838555,수원,19.2,25.1,12.8,ASOS,LC09_L2SP_116034_20240602_20240603_02_T1
LC09_L2SP_116034_20240602_20240603_02_T1,2024-06-02,116,034,239,31.140902660000034,31.05428026742859,31.068814651897206,32.323057026693085,세종,19.5,25.9,12.7,ASOS,LC09_L2SP_116034_20240602_20240603_02_T1
LC09_L2SP_116034_20240602_20240603_02_T1,2024-06-02,116,034,181,33.601877060000014,33.34210754000002,33.79685349282761,34.17031778950669,서청주,18.9,25.3,11.7,ASOS,LC09_L2SP_116034_20240602_20240603_02_T1
LC09_L2SP_116034_20240618_20240619_02_T1,2024-06-18,116,034,101,42.078566660000035,42.23491666057145,41.85874309090911,41.5036907526154,춘천,24.8,33.3,14.5,ASOS,LC09_L2SP_116034_20240618_20240619_02_T1
LC09_L2SP_116034_20240618_20240619_02_T1,2024-06-18,116,034,131,46.002453620000004,46.10733800514288,45.762150761443316,45.52134347887093,청주,26.6,34.4,19.2,ASOS,LC09_L2SP_116034_20240618_20240619_02_T1
LC09_L2SP_116034_20240618_20240619_02_T1,2024-06-18,116,034,129,39.294019700000014,38.820607653714305,38.922625534538476,37.95771400696312,서산,23.1,29.6,16.3,ASOS,LC09_L2SP_116034_20240618_20240619_02_T1
LC09_L2SP_116034_20240618_20240619_02_T1,2024-06-18,116,034,202,44.17552193000003,44.01190670947371,43.4203000247514,42.57046574980771,양평,24.2,33.0,15.4,ASOS,LC09_L2SP_116034_20240618_20240619_02_T1
LC09_L2SP_116034_20240618_20240619_02_T1,2024-06-18,116,034,203,41.78575628000001,41.917040800571456,40.257905255257754,39.07443042560551,이천,24.8,34.2,14.6,ASOS,LC09_L2SP_116034_20240618_20240619_02_T1
LC09_L2SP_116034_20240618_20240619_02_T1,2024-06-18,116,034,201,37.41524804000003,37.79539696914287,35.567309034639194,33.620786255098785,강화,21.5,25.5,17.6,ASOS,LC09_L2SP_116034_20240618_20240619_02_T1
LC09_L2SP_116034_20240618_20240619_02_T1,2024-06-18,116,034,95,42.372516380000036,42.245268378285736,41.01634940680414,39.24930623157174,철원,24.4,32.9,14.6,ASOS,LC09_L2SP_116034_20240618_20240619_02_T1
LC09_L2SP_116034_20240618_20240619_02_T1,2024-06-18,116,034,98,37.13724908000004,38.4644499697143,41.34510968329899,41.20038993889495,동두천,24.3,32.9,16.2,ASOS,LC09_L2SP_116034_20240618_20240619_02_T1
LC09_L2SP_116034_20240618_20240619_02_T1,2024-06-18,116,034,108,41.26849592000002,40.95647952285716,41.57752721278352,41.26040148500431,서울,26.0,32.9,20.4,ASOS,LC09_L2SP_116034_20240618_20240619_02_T1
LC09_L2SP_116034_20240618_20240619_02_T1,2024-06-18,116,034,99,36.828487940000024,36.83102704057145,36.00947866659796,36.46654672739767,파주,23.5,31.0,16.6,ASOS,LC09_L2SP_116034_20240618_20240619_02_T1
LC09_L2SP_116034_20240618_20240619_02_T1,2024-06-18,116,034,112,36.23261312000003,37.16111011485716,40.049945643810865,41.76455130975038,인천,22.8,26.5,20.3,ASOS,LC09_L2SP_116034_20240618_20240619_02_T1
LC09_L2SP_116034_20240618_20240619_02_T1,2024-06-18,116,034,232,40.68857186,40.02794997542859,39.27522844751726,38.66433674313499,천안,23.8,32.5,13.5,ASOS,LC09_L2SP_116034_20240618_20240619_02_T1
LC09_L2SP_116034_20240618_20240619_02_T1,2024-06-18,116,034,93,44.49966415999999,43.97537244457145,42.69696204247425,40.50396396683335,북춘천,24.4,34.1,14.3,ASOS,LC09_L2SP_116034_20240618_20240619_02_T1
LC09_L2SP_116034_20240618_20240619_02_T1,2024-06-18,116,034,177,42.92623562000002,42.19770907142859,40.647504721649504,40.73526522931579,홍성,24.0,31.7,15.6,ASOS,LC09_L2SP_116034_20240618_20240619_02_T1
LC09_L2SP_116034_20240618_20240619_02_T1,2024-06-18,116,034,119,42.79635086000004,42.26450694800001,42.627309607422696,43.024691818202136,수원,23.9,30.7,17.1,ASOS,LC09_L2SP_116034_20240618_20240619_02_T1
LC09_L2SP_116034_20240618_20240619_02_T1,2024-06-18,116,034,239,38.411031200000025,37.38142591828572,36.627211556720574,37.897227320223,세종,24.6,33.7,14.8,ASOS,LC09_L2SP_116034_20240618_20240619_02_T1
LC09_L2SP_116034_20240618_20240619_02_T1,2024-06-18,116,034,181,37.83110714000003,37.10368737885715,37.50175174432991,38.08179064367022,서청주,23.9,32.4,14.5,ASOS,LC09_L2SP_116034_20240618_20240619_02_T1
LC09_L2SP_116034_20250605_20250606_02_T1,2025-06-05,116,034,101,36.58239050000003,36.55944093714288,36.0971604068044,35.47598384481692,춘천,,,10.3,ASOS,LC09_L2SP_116034_20250605_20250606_02_T1
LC09_L2SP_116034_20250605_20250606_02_T1,2025-06-05,116,034,131,41.718535220000014,41.65639236114287,41.29744533567012,41.18837310695878,청주,22.3,29.2,15.1,ASOS,LC09_L2SP_116034_20250605_20250606_02_T1
LC09_L2SP_116034_20250605_20250606_02_T1,2025-06-05,116,034,129,34.31396455999999,33.89963543085715,33.41015681253848,32.72024817240002,서산,19.1,25.6,11.3,ASOS,LC09_L2SP_116034_20250605_20250606_02_T1
LC09_L2SP_116034_20250605_20250606_02_T1,2025-06-05,116,034,201,33.41046794000001,33.71935929028575,30.76519844329899,29.10498982190096,강화,19.0,23.4,11.7,ASOS,LC09_L2SP_116034_20250605_20250606_02_T1
LC09_L2SP_116034_20250605_20250606_02_T1,2025-06-05,116,034,203,35.894229140000014,36.2208616417143,35.330385043505174,34.10457161208705,이천,20.8,28.9,13.1,ASOS,LC09_L2SP_116034_20250605_20250606_02_T1
LC09_L2SP_116034_20250605_20250606_02_T1,2025-06-05,116,034,202,,39.06802347285717,38.558024240957465,37.49990411186106,양평,19.9,28.1,12.1,ASOS,LC09_L2SP_116034_20250605_20250606_02_T1
LC09_L2SP_116034_20250605_20250606_02_T1,2025-06-05,116,034,95,36.37161260000001,36.528190468571445,35.94001807917528,34.05214957732038,철원,19.3,26.5,10.2,ASOS,LC09_L2SP_116034_20250605_20250606_02_T1
LC09_L2SP_116034_20250605_20250606_02_T1,2025-06-05,116,034,98,32.52178274000005,33.58605651028574,36.52149649649486,36.587609022948776,동두천,19.9,27.4,11.6,ASOS,LC09_L2SP_116034_20250605_20250606_02_T1
LC09_L2SP_116034_20250605_20250606_02_T1,2025-06-05,116,034,108,35.87713904000001,35.50405401885716,36.31499014268043,35.891543389768124,서울,21.7,27.1,15.6,ASOS,LC09_L2SP_116034_20250605_20250606_02_T1
LC09_L2SP_116034_20250605_20250606_02_T1,2025-06-05,116,034,99,31.958948780000014,32.40586303314288,31.972143198556722,32.20149185756658,파주,18.8,26.7,10.6,ASOS,LC09_L2SP_116034_20250605_20250606_02_T1
LC09_L2SP_116034_20250605_20250606_02_T1,2025-06-05,116,034,112,,,32.48164908732396,33.205584938313145,인천,19.8,23.5,15.7,ASOS,LC09_L2SP_116034_20250605_20250606_02_T1
LC09_L2SP_116034_20250605_20250606_02_T1,2025-06-05,116,034,232,36.4684565,35.667435374857156,35.47935615841381,34.46252561802599,천안,19.3,27.2,10.5,ASOS,LC09_L2SP_116034_20250605_20250606_02_T1
LC09_L2SP_116034_20250605_20250606_02_T1,2025-06-05,116,034,93,39.63354302000001,39.365733014857156,38.054817136288676,36.391046941792176,북춘천,19.5,28.5,10.0,ASOS,LC09_L2SP_116034_20250605_20250606_02_T1
LC09_L2SP_116034_20250605_20250606_02_T1,2025-06-05,116,034,177,35.75181163999999,34.74749970628573,32.44251913669404,32.87549278931014,홍성,20.5,27.2,12.9,ASOS,LC09_L2SP_116034_20250605_20250606_02_T1
LC09_L2SP_116034_20250605_20250606_02_T1,2025-06-05,116,034,119,32.35771778000003,32.29619342000001,32.698218566557394,33.453297635876446,수원,20.3,26.7,12.8,ASOS,LC09_L2SP_116034_20250605_20250606_02_T1
LC09_L2SP_116034_20250605_20250606_02_T1,2025-06-05,116,034,239,32.37252920000003,31.986325492571456,31.64740507175522,33.07312521798728,세종,20.2,27.3,11.7,ASOS,LC09_L2SP_116034_20250605_20250606_02_T1
LC09_L2SP_116034_20250605_20250606_02_T1,2025-06-05,116,034,181,34.758307159999994,34.27073474514288,34.17055797699543,34.448865743969094,서청주,20.6,28.7,11.6,ASOS,LC09_L2SP_116034_20250605_20250606_02_T1
LC08_L2SP_114034_20200820_20200905_02_T1,2020-08-20,114,034,837,37.10876558000003,36.9201885337143,36.33765556969074,37.46476317580306,이산,25.9,32.6,20.5,AWS,LC08_L2SP_114034_20200820_20200905_02_T1
LC08_L2SP_114034_20200820_20200905_02_T1,2020-08-20,114,034,814,37.37423180000002,37.332499403428585,36.68683783051548,35.25110303206188,부석,25.8,32.0,19.8,AWS,LC08_L2SP_114034_20200820_20200905_02_T1
LC08_L2SP_114034_20200820_20200905_02_T1,2020-08-20,114,034,530,33.892408760000045,33.40617100057144,32.92184841742859,32.116466617530335,태하,25.6,30.4,21.7,AWS,LC08_L2SP_114034_20200820_20200905_02_T1
LC08_L2SP_114034_20200820_20200905_02_T1,2020-08-20,114,034,802,32.99119082000002,32.53670809400002,31.924073037585437,32.46850888173274,온정,26.2,32.4,21.1,AWS,LC08_L2SP_114034_20200820_20200905_02_T1
LC08_L2SP_114034_20200820_20200905_02_T1,2020-08-20,114,034,876,39.50137958000001,39.38379969200002,39.5445374659794,39.07798654898587,삼척,26.1,29.4,22.7,AWS,LC08_L2SP_114034_20200820_20200905_02_T1
LC08_L2SP_114034_20200820_20200905_02_T1,2020-08-20,114,034,817,33.567696860000034,33.972390428000026,34.15117597402063,32.91588739359292,수비,24.1,31.8,18.6,AWS,LC08_L2SP_114034_20200820_20200905_02_T1
LC08_L2SP_114034_20200820_20200905_02_T1,2020-08-20,114,034,831,31.613728760000015,31.585245260000022,31.518118166185584,31.237090615900392,석포,23.1,31.3,15.0,AWS,LC08_L2SP_114034_20200820_20200905_02_T1
LC08_L2SP_114034_20200820_20200905_02_T1,2020-08-20,114,034,851,37.097372180000015,36.625652867428585,33.82042674659795,33.49952306709738,소곡,25.1,30.7,18.7,AWS,LC08_L2SP_114034_20200820_20200905_02_T1
LC08_L2SP_114034_20200820_20200905_02_T1,2020-08-20,114,034,580,34.848315019999994,34.78285179885715,35.67920710061858,36.16079001360437,옥계,25.4,30.0,22.4,AWS,LC08_L2SP_114034_20200820_20200905_02_T1
LC08_L2SP_114034_20200820_20200905_02_T1,2020-08-20,114,034,581,37.808320340000044,37.55301052228573,33.7802366259794,31.670892445376488,상동,25.2,32.8,19.1,AWS,LC08_L2SP_114034_20200820_20200905_02_T1
LC08_L2SP_114034_20200820_20200905_02_T1,2020-08-20,114,034,529,36.27818672000003,37.00710389942859,37.85702614618558,36.59573868517608,원덕,26.0,31.6,21.5,AWS,LC08_L2SP_114034_20200820_20200905_02_T1
LC08_L2SP_114034_20200820_20200905_02_T1,2020-08-20,114,034,310,,,34.190270321586425,33.93443280329374,궁촌,25.6,30.5,21.6,AWS,LC08_L2SP_114034_20200820_20200905_02_T1
LC08_L2SP_114034_20200820_20200905_02_T1,2020-08-20,114,034,527,37.33777292000002,37.30212785428572,35.377481678762905,33.51743998363638,신동,25.8,33.4,20.5,AWS,LC08_L2SP_114034_20200820_20200905_02_T1
LC08_L2SP_114034_20200820_20200905_02_T1,2020-08-20,114,034,843,38.673079400000006,37.96278229142859,34.41080569125153,33.15423871063417,금강송,26.3,33.0,22.4,AWS,LC08_L2SP_114034_20200820_20200905_02_T1
LC08_L2SP_114034_20200820_20200905_02_T1,2020-08-20,114,034,563,,,,31.312236954454562,북평,25.4,32.8,20.0,AWS,LC08_L2SP_114034_20200820_20200905_02_T1
LC08_L2SP_114034_20200820_20200905_02_T1,2020-08-20,114,034,497,34.131670160000034,33.624826622857164,31.45605509189439,30.79917775819551,삽당령,21.9,29.7,16.9,AWS,LC08_L2SP_114034_20200820_20200905_02_T1
LC08_L2SP_114034_20200820_20200905_02_T1,2020-08-20,114,034,674,36.098171000000015,35.59389911600001,33.53643915156509,32.65109858253635,사북,23.6,31.4,16.9,AWS,LC08_L2SP_114034_20200820_20200905_02_T1
LC08_L2SP_114034_20200820_20200905_02_T1,2020-08-20,114,034,878,32.663060900000026,32.39297221485715,30.838010491340224,30.470552905891804,도계,24.1,30.7,20.3,AWS,LC08_L2SP_114034_20200820_20200905_02_T1
LC08_L2SP_114034_20200820_20200905_02_T1,2020-08-20,114,034,579,35.62306622000002,35.36469646057145,33.576936868247444,32.61342543421877,하장,23.7,32.7,17.4,AWS,LC08_L2SP_114034_20200820_20200905_02_T1
LC08_L2SP_114034_20200820_20200905_02_T1,2020-08-20,114,034,696,39.17780702000001,38.84052982742859,36.153282167835066,35.08896235062126,신기,26.2,31.7,21.6,AWS,LC08_L2SP_114034_20200820_20200905_02_T1
LC08_L2SP_114034_20210620_20210629_02_T1,2021-06-20,114,034,837,33.48110702,33.53390729085716,33.413529671546414,34.689685165187534,이산,21.5,28.8,14.5,AWS,LC08_L2SP_114034_20210620_20210629_02_T1
LC08_L2SP_114034_20210620_20210629_02_T1,2021-06-20,114,034,814,36.70429988000003,36.471060705714315,34.58795429608249,32.26350548467222,부석,20.3,28.2,12.8,AWS,LC08_L2SP_114034_20210620_20210629_02_T1
LC08_L2SP_114034_20210620_20210629_02_T1,2021-06-20,114,034,581,38.0407457,37.3358197657143,33.156340306391776,30.302169674417428,상동,20.0,29.2,13.5,AWS,LC08_L2SP_114034_20210620_20210629_02_T1
LC08_L2SP_114034_20210620_20210629_02_T1,2021-06-20,114,034,580,29.519621840000013,29.842641006285728,31.740634008866,31.99315996691671,옥계,20.7,26.8,16.0,AWS,LC08_L2SP_114034_20210620_20210629_02_T1
LC08_L2SP_114034_20210620_20210629_02_T1,2021-06-20,114,034,310,,,28.500740548720948,28.587062288212994,궁촌,20.8,28.0,16.1,AWS,LC08_L2SP_114034_20210620_20210629_02_T1
LC08_L2SP_114034_20210620_20210629_02_T1,2021-06-20,114,034,817,29.45809748000003,29.678087757714312,29.306905887422698,28.051412800492436,수비,20.2,28.6,12.2,AWS,LC08_L2SP_114034_20210620_20210629_02_T1
LC08_L2SP_114034_20210620_20210629_02_T1,2021-06-20,114,034,529,31.55676176000001,32.16259766685716,32.84459329768491,31.674366000305362,원덕,22.0,30.1,14.9,AWS,LC08_L2SP_114034_20210620_20210629_02_T1
LC08_L2SP_114034_20210620_20210629_02_T1,2021-06-20,114,034,527,39.59594480000002,38.98232882857145,35.2926067216495,32.76066446872604,신동,20.6,29.0,13.1,AWS,LC08_L2SP_114034_20210620_20210629_02_T1
LC08_L2SP_114034_20210620_20210629_02_T1,2021-06-20,114,034,843,34.77653660000002,33.92531940971431,30.75800551066831,29.59574531371709,금강송,22.1,31.7,13.3,AWS,LC08_L2SP_114034_20210620_20210629_02_T1
LC08_L2SP_114034_20210620_20210629_02_T1,2021-06-20,114,034,563,,,,29.203606088632643,북평,21.3,28.4,13.0,AWS,LC08_L2SP_114034_20210620_20210629_02_T1
LC08_L2SP_114034_20210620_20210629_02_T1,2021-06-20,114,034,878,29.309983280000022,28.849462052000018,27.51950459711342,27.1955173033782,도계,20.3,27.2,11.4,AWS,LC08_L2SP_114034_20210620_20210629_02_T1
LC08_L2SP_114034_20210620_20210629_02_T1,2021-06-20,114,034,674,33.771638720000034,33.02179023714289,31.22126767805512,29.958377099485592,사북,19.8,26.6,11.9,AWS,LC08_L2SP_114034_20210620_20210629_02_T1
LC08_L2SP_114034_20210620_20210629_02_T1,2021-06-20,114,034,696,36.953815340000006,36.32506242285716,31.643022718350533,30.133103426063574,신기,22.2,32.0,16.8,AWS,LC08_L2SP_114034_20210620_20210629_02_T1
LC08_L2SP_114034_20210620_20210629_02_T1,2021-06-20,114,034,497,29.697358880000024,29.485116114285738,27.24465810284732,26.629534369444784,삽당령,18.8,26.3,12.4,AWS,LC08_L2SP_114034_20210620_20210629_02_T1
LC08_L2SP_114034_20210620_20210629_02_T1,2021-06-20,114,034,851,31.46219654000002,30.634156780571455,28.160690209820917,27.210832149898383,소곡,20.6,29.9,13.6,AWS,LC08_L2SP_114034_20210620_20210629_02_T1
LC08_L2SP_114034_20210620_20210629_02_T1,2021-06-20,114,034,579,31.709433320000016,31.654679894857164,30.5858091645361,29.539982597447935,하장,19.1,28.0,9.9,AWS,LC08_L2SP_114034_20210620_20210629_02_T1
LC08_L2SP_114034_20210620_20210629_02_T1,2021-06-20,114,034,678,,,27.134525757727292,27.394023377004455,강릉성산,20.9,27.9,15.3,AWS,LC08_L2SP_114034_20210620_20210629_02_T1
LC08_L2SP_114034_20210620_20210629_02_T1,2021-06-20,114,034,802,30.911895320000024,30.42152338400002,28.535024455398652,28.80980986975117,온정,20.9,30.4,13.8,AWS,LC08_L2SP_114034_20210620_20210629_02_T1
LC08_L2SP_114034_20210620_20210629_02_T1,2021-06-20,114,034,835,36.42288290000001,35.9132398417143,34.24266173605506,31.785501193178312,봉화읍,21.5,30.0,14.0,AWS,LC08_L2SP_114034_20210620_20210629_02_T1
LC08_L2SP_114034_20210620_20210629_02_T1,2021-06-20,114,034,677,32.23125104,32.075486985714306,28.20234512185569,26.630679957669642,달방댐,22.2,31.2,15.4,AWS,LC08_L2SP_114034_20210620_20210629_02_T1
LC08_L2SP_114034_20210620_20210629_02_T1,2021-06-20,114,034,876,36.180203480000046,36.00992097885717,35.1312981030928,33.953932141465806,삼척,22.0,27.8,17.6,AWS,LC08_L2SP_114034_20210620_20210629_02_T1
LC08_L2SP_114034_20210807_20210811_02_T1,2021-08-07,114,034,814,40.25448332,40.287231206857165,39.32827037463919,37.65004569310622,부석,25.3,32.7,21.1,AWS,LC08_L2SP_114034_20210807_20210811_02_T1
LC08_L2SP_114034_20210807_20210811_02_T1,2021-08-07,114,034,581,37.857311960000025,37.501154276000015,34.87031746724037,33.223534658258636,상동,25.2,31.6,20.7,AWS,LC08_L2SP_114034_20210807_20210811_02_T1
LC08_L2SP_114034_20210807_20210811_02_T1,2021-08-07,114,034,817,34.95313430000002,35.33205673225809,35.61281910719514,,수비,24.9,32.6,20.8,AWS,LC08_L2SP_114034_20210807_20210811_02_T1
LC08_L2SP_114034_20210807_20210811_02_T1,2021-08-07,114,034,831,34.9075607,34.6862683194286,34.591351652222244,34.08068741568702,석포,23.7,31.9,19.4,AWS,LC08_L2SP_114034_20210807_20210811_02_T1
LC08_L2SP_114034_20210807_20210811_02_T1,2021-08-07,114,034,674,37.442592200000036,36.6658878457143,34.05693082047906,,사북,23.3,30.5,19.3,AWS,LC08_L2SP_114034_20210807_20210811_02_T1
LC08_L2SP_114034_20210807_20210811_02_T1,2021-08-07,114,034,851,37.57019828,36.87902580714289,34.035859614883734,33.298845026377265,소곡,26.4,31.6,22.6,AWS,LC08_L2SP_114034_20210807_20210811_02_T1
LC08_L2SP_114034_20210807_20210811_02_T1,2021-08-07,114,034,835,,,,36.18466321195991,봉화읍,26.5,34.7,21.7,AWS,LC08_L2SP_114034_20210807_20210811_02_T1
LC08_L2SP_114034_20210807_20210811_02_T1,2021-08-07,114,034,876,,,38.412022614640904,38.0072214343143,삼척,26.3,31.4,24.2,AWS,LC08_L2SP_114034_20210807_20210811_02_T1
LC08_L2SP_114034_20220810_20220818_02_T2,2022-08-10,114,034,563,,,,10.407063443607507,북평,22.0,25.0,19.1,AWS,LC08_L2SP_114034_20220810_20220818_02_T2
LC08_L2SP_114034_20220810_20220818_02_T2,2022-08-10,114,034,497,13.270354760000032,13.239169396571448,12.013616607214745,10.51593759575421,삽당령,19.9,25.1,17.7,AWS,LC08_L2SP_114034_20220810_20220818_02_T2
LC08_L2SP_114034_20220810_20220818_02_T2,2022-08-10,114,034,677,4.890509059999999,5.752826677142882,6.986227628218203,,달방댐,22.0,24.2,20.6,AWS,LC08_L2SP_114034_20220810_20220818_02_T2
LC08_L2SP_114034_20220826_20220927_02_T1,2022-08-26,114,034,837,32.267709920000016,32.07431509314287,31.332993034845376,32.06189318845121,이산,21.6,27.7,15.4,AWS,LC08_L2SP_114034_20220826_20220927_02_T1
LC08_L2SP_114034_20220826_20220927_02_T1,2022-08-26,114,034,529,31.171664840000005,32.00605235085716,32.86629409835053,31.554057417618115,원덕,22.9,28.8,17.0,AWS,LC08_L2SP_114034_20220826_20220927_02_T1
LC08_L2SP_114034_20220826_20220927_02_T1,2022-08-26,114,034,852,32.38164392000002,32.102245199428594,34.69769863311007,34.416630816299055,죽변,24.4,28.5,20.7,AWS,LC08_L2SP_114034_20220826_20220927_02_T1
LC08_L2SP_114034_20220826_20220927_02_T1,2022-08-26,114,034,310,30.763781120000033,30.932110466857154,31.08575046585716,30.27924186192773,궁촌,23.9,27.7,19.0,AWS,LC08_L2SP_114034_20220826_20220927_02_T1
LC08_L2SP_114034_20220826_20220927_02_T1,2022-08-26,114,034,817,,,22.488956964853955,22.147591011451635,수비,19.3,26.0,13.6,AWS,LC08_L2SP_114034_20220826_20220927_02_T1
LC08_L2SP_114034_20220826_20220927_02_T1,2022-08-26,114,034,831,25.732455680000026,25.58954989142859,25.23004197731961,25.019156725043555,석포,18.3,25.5,12.0,AWS,LC08_L2SP_114034_20220826_20220927_02_T1
LC08_L2SP_114034_20220826_20220927_02_T1,2022-08-26,114,034,674,29.570892140000012,28.75942163942859,27.191411018573763,26.23204145413526,사북,19.0,24.9,13.3,AWS,LC08_L2SP_114034_20220826_20220927_02_T1
LC08_L2SP_114034_20220826_20220927_02_T1,2022-08-26,114,034,878,25.141138220000016,24.44568508400001,22.970875120394105,23.75545508723046,도계,19.0,23.6,14.1,AWS,LC08_L2SP_114034_20220826_20220927_02_T1
LC08_L2SP_114034_20220826_20220927_02_T1,2022-08-26,114,034,579,28.749428000000005,28.79946130228573,27.707644476907234,26.77143485895835,하장,18.9,25.8,12.1,AWS,LC08_L2SP_114034_20220826_20220927_02_T1
LC08_L2SP_114034_20220826_20220927_02_T1,2022-08-26,114,034,835,32.247201800000006,32.012888390857164,31.252376365022954,29.634594486536603,봉화읍,21.6,28.6,15.1,AWS,LC08_L2SP_114034_20220826_20220927_02_T1
LC08_L2SP_114034_20220826_20220927_02_T1,2022-08-26,114,034,876,35.46469796,35.50503059600002,35.38476014288661,34.264982725342136,삼척,24.1,29.0,20.5,AWS,LC08_L2SP_114034_20220826_20220927_02_T1
LC08_L2SP_114034_20220826_20220927_02_T1,2022-08-26,114,034,696,32.21302160000001,32.02187290057145,30.161191632989713,29.023488669121193,신기,22.8,28.8,18.2,AWS,LC08_L2SP_114034_20220826_20220927_02_T1
LC08_L2SP_114034_20220826_20220927_02_T1,2022-08-26,114,034,802,,,,28.211125775135155,온정,22.4,27.7,16.4,AWS,LC08_L2SP_114034_20220826_20220927_02_T1
LC08_L2SP_114034_20220826_20220927_02_T1,2022-08-26,114,034,851,33.18943598000002,32.33349866685716,30.084871514020634,29.94794511794692,소곡,21.7,28.1,14.6,AWS,LC08_L2SP_114034_20220826_20220927_02_T1
LC08_L2SP_114034_20220826_20220927_02_T1,2022-08-26,114,034,843,33.73517984,32.98868427200002,29.677666156427723,28.366012856995145,금강송,22.5,29.0,16.1,AWS,LC08_L2SP_114034_20220826_20220927_02_T1
LC08_L2SP_114034_20220826_20220927_02_T1,2022-08-26,114,034,814,30.203225840000016,30.207978515428593,30.226267131752596,29.217280401063984,부석,21.7,28.0,15.5,AWS,LC08_L2SP_114034_20220826_20220927_02_T1
LC08_L2SP_114034_20220826_20220927_02_T1,2022-08-26,114,034,677,32.369111180000026,32.30625216457145,29.565600362229983,28.025713029500988,달방댐,23.3,29.0,17.8,AWS,LC08_L2SP_114034_20220826_20220927_02_T1
LC08_L2SP_114034_20220826_20220927_02_T1,2022-08-26,114,034,581,30.187275080000024,30.053972300000012,27.63438352256486,25.35838999248989,상동,20.2,26.3,14.9,AWS,LC08_L2SP_114034_20220826_20220927_02_T1
LC08_L2SP_114034_20230728_20230805_02_T1,2023-07-28,114,034,580,36.73848008000001,37.0288815697143,38.53075195092786,38.99397632128831,옥계,28.1,32.8,24.9,AWS,LC08_L2SP_114034_20230728_20230805_02_T1
LC08_L2SP_114034_20230728_20230805_02_T1,2023-07-28,114,034,527,40.947202040000036,40.836543642500025,41.52687653028573,,신동,26.5,32.3,21.4,AWS,LC08_L2SP_114034_20230728_20230805_02_T1
LC08_L2SP_114034_20230728_20230805_02_T1,2023-07-28,114,034,563,,,,35.71020447041891,북평,26.7,33.3,22.4,AWS,LC08_L2SP_114034_20230728_20230805_02_T1
LC08_L2SP_114034_20230728_20230805_02_T1,2023-07-28,114,034,878,34.65462722000001,33.31798608457145,31.464068033195893,30.98610216387079,도계,26.2,31.8,21.9,AWS,LC08_L2SP_114034_20230728_20230805_02_T1
LC08_L2SP_114034_20230728_20230805_02_T1,2023-07-28,114,034,674,36.959512040000014,36.43541564000001,35.390461519444464,,사북,25.0,30.5,20.4,AWS,LC08_L2SP_114034_20230728_20230805_02_T1
LC08_L2SP_114034_20230728_20230805_02_T1,2023-07-28,114,034,579,,,,34.669767113871714,하장,24.8,32.7,18.8,AWS,LC08_L2SP_114034_20230728_20230805_02_T1
LC08_L2SP_114034_20230728_20230805_02_T1,2023-07-28,114,034,876,45.142251920000014,44.99071970000002,44.42734543443301,42.797772913020076,삼척,30.4,35.3,26.0,AWS,LC08_L2SP_114034_20230728_20230805_02_T1
LC08_L2SP_114034_20230728_20230805_02_T1,2023-07-28,114,034,696,43.797830720000015,43.035514602285744,39.527764501855685,38.0255307977269,신기,29.5,37.1,23.2,AWS,LC08_L2SP_114034_20230728_20230805_02_T1
LC08_L2SP_114034_20230728_20230805_02_T1,2023-07-28,114,034,802,35.81675402000004,35.51277810800002,,,온정,27.6,34.5,22.8,AWS,LC08_L2SP_114034_20230728_20230805_02_T1
LC08_L2SP_114034_20230728_20230805_02_T1,2023-07-28,114,034,851,39.227937980000014,38.363178920000024,36.75233617711342,36.53712851723834,소곡,28.3,36.1,22.1,AWS,LC08_L2SP_114034_20230728_20230805_02_T1
LC08_L2SP_114034_20230728_20230805_02_T1,2023-07-28,114,034,497,35.44646852000002,35.08930170628574,32.49298660824342,31.952894924256814,삽당령,24.5,31.5,18.4,AWS,LC08_L2SP_114034_20230728_20230805_02_T1
LC08_L2SP_114034_20230728_20230805_02_T1,2023-07-28,114,034,814,36.771520940000016,36.85495318057145,37.72370567716705,,부석,26.4,32.6,21.4,AWS,LC08_L2SP_114034_20230728_20230805_02_T1
