"행정구역(동읍면)별","5세별","항목","단위","2020 년","2021 년","2022 년","2023 년","2024 년","2025 년",
"부산광역시","55 - 59세","남자인구수[명]","명","138111","131866","127109","128407","129579","131107",
"부산광역시","55 - 59세","여자인구수[명]","명","149128","138910","135868","137901","139022","138721",
"부산광역시","60 - 64세","남자인구수[명]","명","142613","144190","143025","139573","135224","128698",
"부산광역시","60 - 64세","여자인구수[명]","명","157190","160581","159775","155961","150208","143104",
"부산광역시","65 - 69세","남자인구수[명]","명","108971","114724","118869","124686","128005","130682",
"부산광역시","65 - 69세","여자인구수[명]","명","122846","129383","134190","140500","147655","150398",
"부산광역시","70 - 74세","남자인구수[명]","명","78142","80220","83701","85095","90022","97289",
"부산광역시","70 - 74세","여자인구수[명]","명","91744","94891","99088","101659","105427","116294",
"부산광역시","75 - 79세","남자인구수[명]","명","54064","54472","55735","59161","62295","66370",
"부산광역시","75 - 79세","여자인구수[명]","명","69349","68545","70194","74492","79103","84545",
"부산광역시","80 - 84세","남자인구수[명]","명","30534","32930","36412","38627","40123","40446",
"부산광역시","80 - 84세","여자인구수[명]","명","48736","51694","56095","58188","59285","58665",
"부산광역시","85 - 89세","남자인구수[명]","명","11070","12164","13323","14785","16516","18152",
"부산광역시","85 - 89세","여자인구수[명]","명","25340","27003","28318","30306","32722","34614",
"부산광역시","90 - 94세","남자인구수[명]","명","2685","2862","3091","3402","3853","4401",
"부산광역시","90 - 94세","여자인구수[명]","명","9467","10005","10223","10724","11700","13032",
"부산광역시","95 - 99세","남자인구수[명]","명","600","468","411","478","580","637",
"부산광역시","95 - 99세","여자인구수[명]","명","2276","2122","2356","2664","2861","2880",
"부산광역시","100+","남자인구수[명]","명","420","62","73","62","61","50",
"부산광역시","100+","여자인구수[명]","명","1467","340","333","370","368","380",
"중구","0 - 4세","남자인구수[명]","명","282","232","207","167","134","122",
"중구","0 - 4세","여자인구수[명]","명","244","191","165","146","127","116",
"중구","5 - 9세","남자인구수[명]","명","407","358","348","313","262","209",
"중구","5 - 9세","여자인구수[명]","명","387","336","296","249","206","172",
"중구","10 - 14세","남자인구수[명]","명","435","415","409","382","364","352",
"중구","10 - 14세","여자인구수[명]","명","426","418","386","387","369","330",
"중구","15 - 19세","남자인구수[명]","명","597","522","482","431","410","378",
"중구","15 - 19세","여자인구수[명]","명","569","517","502","462","414","431",
"중구","20 - 24세","남자인구수[명]","명","1158","1128","1038","988","903","780",
"중구","20 - 24세","여자인구수[명]","명","1324","1327","1314","1225","1124","979",
"중구","25 - 29세","남자인구수[명]","명","1648","1708","1637","1583","1465","1347",
"중구","25 - 29세","여자인구수[명]","명","1549","1676","1689","1599","1581","1557",
"중구","30 - 34세","남자인구수[명]","명","1201","1324","1381","1381","1425","1389",
"중구","30 - 34세","여자인구수[명]","명","1000","1120","1184","1159","1110","1074",
"중구","35 - 39세","남자인구수[명]","명","1223","1087","956","897","878","851",
"중구","35 - 39세","여자인구수[명]","명","1047","946","901","822","763","742",
"중구","40 - 44세","남자인구수[명]","명","1258","1268","1252","1158","1078","984",
"중구","40 - 44세","여자인구수[명]","명","1069","1044","1001","987","919","837",
"중구","45 - 49세","남자인구수[명]","명","1681","1540","1360","1204","1144","1120",
"중구","45 - 49세","여자인구수[명]","명","1386","1266","1179","1059","971","946",
"중구","50 - 54세","남자인구수[명]","명","1780","1734","1774","1725","1572","1504",
"중구","50 - 54세","여자인구수[명]","명","1661","1642","1579","1468","1392","1284",
"중구","55 - 59세","남자인구수[명]","명","1782","1683","1597","1584","1626","1625",
"중구","55 - 59세","여자인구수[명]","명","1851","1663","1547","1566","1573","1536",
"중구","60 - 64세","남자인구수[명]","명","2012","1991","1930","1857","1745","1662",
"중구","60 - 64세","여자인구수[명]","명","2231","2182","2107","1954","1815","1720",
"중구","65 - 69세","남자인구수[명]","명","1697","1779","1802","1848","1878","1811",
"중구","65 - 69세","여자인구수[명]","명","1951","1966","2005","2102","2096","2049",
"중구","70 - 74세","남자인구수[명]","명","1250","1203","1250","1272","1366","1488",
"중구","70 - 74세","여자인구수[명]","명","1596","1586","1640","1636","1625","1763",
"중구","75 - 79세","남자인구수[명]","명","976","926","901","930","942","989",
"중구","75 - 79세","여자인구수[명]","명","1288","1247","1203","1269","1337","1423",
"중구","80 - 84세","남자인구수[명]","명","555","568","627","663","671","667",
"중구","80 - 84세","여자인구수[명]","명","894","932","1024","1009","1017","1017",
"중구","85 - 89세","남자인구수[명]","명","213","209","203","241","281","299",
"중구","85 - 89세","여자인구수[명]","명","435","460","473","544","587","607",
"중구","90 - 94세","남자인구수[명]","명","79","68","76","72","77","70",
"중구","90 - 94세","여자인구수[명]","명","213","192","190","189","197","192",
"중구","95 - 99세","남자인구수[명]","명","28","12","8","6","10","17",
"중구","95 - 99세","여자인구수[명]","명","55","51","57","66","69","70",
"중구","100+","남자인구수[명]","명","20","0","1","1","2","1",
"중구","100+","여자인구수[명]","명","65","7","8","18","12","8",
"서구","0 - 4세","남자인구수[명]","명","1182","1061","1059","1001","920","885",
"서구","0 - 4세","여자인구수[명]","명","1133","1020","967","896","842","796",
"서구","5 - 9세","남자인구수[명]","명","1735","1712","1688","1550","1407","1253",
"서구","5 - 9세","여자인구수[명]","명","1572","1517","1484","1439","1313","1196",
"서구","10 - 14세","남자인구수[명]","명","1721","1754","1779","1813","1830","1813",
"서구","10 - 14세","여자인구수[명]","명","1665","1678","1711","1619","1673","1619",
"서구","15 - 19세","남자인구수[명]","명","1968","1869","1845","1764","1771","1818",
"서구","15 - 19세","여자인구수[명]","명","1933","1781","1801","1805","1717","1763",
"서구","20 - 24세","남자인구수[명]","명","3182","2925","2856","2757","2497","2207",
"서구","20 - 24세","여자인구수[명]","명","3466","3360","3155","3036","2833","2593",
"서구","25 - 29세","남자인구수[명]","명","3494","3376","3227","3122","2978","2882",
"서구","25 - 29세","여자인구수[명]","명","3399","3367","3267","3312","3128","3020",
"서구","30 - 34세","남자인구수[명]","명","2716","2637","2835","2858","2839","2814",
"서구","30 - 34세","여자인구수[명]","명","2477","2483","2611","2693","2700","2712",
"서구","35 - 39세","남자인구수[명]","명","3041","2787","2572","2443","2418","2375",
"서구","35 - 39세","여자인구수[명]","명","2972","2645","2507","2383","2302","2208",
"서구","40 - 44세","남자인구수[명]","명","3470","3470","3614","3508","3307","3000",
"서구","40 - 44세","여자인구수[명]","명","3250","3279","3427","3398","3213","2971",
"서구","45 - 49세","남자인구수[명]","명","4146","3853","3619","3356","3376","3468",
"서구","45 - 49세","여자인구수[명]","명","3841","3562","3401","3225","3205","3289",
"서구","50 - 54세","남자인구수[명]","명","4539","4472","4471","4360","4267","4046",
"서구","50 - 54세","여자인구수[명]","명","4134","4091","4180","4102","4045","3893",
"서구","55 - 59세","남자인구수[명]","명","4652","4337","4226","4220","4263","4404",
"서구","55 - 59세","여자인구수[명]","명","4677","4190","4131","4186","4218","4179",
"서구","60 - 64세","남자인구수[명]","명","4940","4872","4943","4819","4743","4386",
"서구","60 - 64세","여자인구수[명]","명","5484","5537","5384","5151","4963","4634",
"서구","65 - 69세","남자인구수[명]","명","3980","4149","4216","4389","4426","4603",
"서구","65 - 69세","여자인구수[명]","명","4710","4757","4870","5028","5281","5372",
"서구","70 - 74세","남자인구수[명]","명","3137","3130","3187","3227","3401","3618",
"서구","70 - 74세","여자인구수[명]","명","3808","3822","3939","3978","4152","4458",
"서구","75 - 79세","남자인구수[명]","명","2255","2226","2271","2329","2423","2567",
"서구","75 - 79세","여자인구수[명]","명","3169","3054","3083","3093","3259","3457",
"서구","80 - 84세","남자인구수[명]","명","1440","1486","1577","1646","1666","1633",
"서구","80 - 84세","여자인구수[명]","명","2282","2389","2581","2686","2635","2597",
"서구","85 - 89세","남자인구수[명]","명","537","599","651","688","758","836",
"서구","85 - 89세","여자인구수[명]","명","1167","1185","1291","1365","1521","1564",
"서구","90 - 94세","남자인구수[명]","명","122","104","134","150","179","187",
"서구","90 - 94세","여자인구수[명]","명","456","484","463","499","513","577",
"서구","95 - 99세","남자인구수[명]","명","49","29","25","22","28","25",
"서구","95 - 99세","여자인구수[명]","명","111","97","126","157","156","148",
"서구","100+","남자인구수[명]","명","35","5","6","6","6","5",
"서구","100+","여자인구수[명]","명","88","13","12","10","16","21",
"동구","0 - 4세","남자인구수[명]","명","989","945","877","931","878","866",
"동구","0 - 4세","여자인구수[명]","명","865","799","805","945","883","839",
"동구","5 - 9세","남자인구수[명]","명","1160","1161","1099","1104","1012","918",
"동구","5 - 9세","여자인구수[명]","명","1071","1059","1010","998","923","855",
"동구","10 - 14세","남자인구수[명]","명","1138","1165","1146","1144","1120","1126",
"동구","10 - 14세","여자인구수[명]","명","1107","1117","1067","1076","1068","1064",
"동구","15 - 19세","남자인구수[명]","명","1522","1329","1269","1243","1156","1166",
"동구","15 - 19세","여자인구수[명]","명","1378","1213","1193","1195","1148","1156",
"동구","20 - 24세","남자인구수[명]","명","2316","2178","1963","1818","1622","1447",
"동구","20 - 24세","여자인구수[명]","명","2275","2207","1987","1925","1725","1515",
"동구","25 - 29세","남자인구수[명]","명","2987","2978","2831","2690","2576","2380",
"동구","25 - 29세","여자인구수[명]","명","2894","2915","2932","2890","2832","2706",
"동구","30 - 34세","남자인구수[명]","명","2678","2728","2906","3155","3120","3066",
"동구","30 - 34세","여자인구수[명]","명","2382","2578","2669","2919","2929","2868",
"동구","35 - 39세","남자인구수[명]","명","2874","2748","2574","2623","2553","2474",
"동구","35 - 39세","여자인구수[명]","명","2461","2346","2246","2301","2258","2212",
"동구","40 - 44세","남자인구수[명]","명","2915","3000","3023","3186","2968","2751",
"동구","40 - 44세","여자인구수[명]","명","2459","2530","2547","2669","2540","2393",
"동구","45 - 49세","남자인구수[명]","명","3495","3242","3063","2978","2921","2916",
"동구","45 - 49세","여자인구수[명]","명","3084","2803","2670","2571","2499","2469",
"동구","50 - 54세","남자인구수[명]","명","3740","3824","3821","3806","3593","3417",
"동구","50 - 54세","여자인구수[명]","명","3484","3515","3380","3409","3189","3055",
"동구","55 - 59세","남자인구수[명]","명","3752","3546","3416","3565","3610","3613",
"동구","55 - 59세","여자인구수[명]","명","3732","3411","3310","3403","3436","3373",
"동구","60 - 64세","남자인구수[명]","명","4231","4142","3995","3895","3716","3510",
"동구","60 - 64세","여자인구수[명]","명","4531","4440","4309","4260","3975","3592",
"동구","65 - 69세","남자인구수[명]","명","3364","3430","3584","3729","3793","3781",
"동구","65 - 69세","여자인구수[명]","명","3968","4099","4075","4193","4280","4215",
"동구","70 - 74세","남자인구수[명]","명","2635","2675","2772","2734","2817","2888",
"동구","70 - 74세","여자인구수[명]","명","3306","3357","3401","3398","3401","3633",
"동구","75 - 79세","남자인구수[명]","명","1958","1950","1884","1997","2036","2157",
"동구","75 - 79세","여자인구수[명]","명","2831","2695","2681","2770","2835","2919",
"동구","80 - 84세","남자인구수[명]","명","1158","1215","1347","1416","1452","1390",
"동구","80 - 84세","여자인구수[명]","명","2035","2126","2314","2381","2373","2318",
"동구","85 - 89세","남자인구수[명]","명","421","475","536","564","592","628",
"동구","85 - 89세","여자인구수[명]","명","1018","1119","1149","1219","1319","1350",
"동구","90 - 94세","남자인구수[명]","명","117","115","117","135","147","162",
"동구","90 - 94세","여자인구수[명]","명","372","385","376","421","468","507",
"동구","95 - 99세","남자인구수[명]","명","28","28","19","20","23","28",
"동구","95 - 99세","여자인구수[명]","명","69","76","80","103","109","115",
"동구","100+","남자인구수[명]","명","31","3","7","3","4","1",
"동구","100+","여자인구수[명]","명","70","12","12","10","12","12",
"영도구","0 - 4세","남자인구수[명]","명","1001","928","880","836","790","768",
"영도구","0 - 4세","여자인구수[명]","명","1038","928","874","854","747","725",
"영도구","5 - 9세","남자인구수[명]","명","1592","1554","1402","1363","1217","1048",
"영도구","5 - 9세","여자인구수[명]","명","1508","1464","1378","1276","1148","1008",
"영도구","10 - 14세","남자인구수[명]","명","1740","1707","1729","1675","1643","1585",
"영도구","10 - 14세","여자인구수[명]","명","1655","1683","1617","1585","1535","1431",
"영도구","15 - 19세","남자인구수[명]","명","2093","1869","1812","1744","1702","1720",
"영도구","15 - 19세","여자인구수[명]","명","1915","1783","1702","1692","1606","1603",
"영도구","20 - 24세","남자인구수[명]","명","3238","3045","2799","2589","2417","2228",
"영도구","20 - 24세","여자인구수[명]","명","2763","2563","2308","2085","1950","1794",
"영도구","25 - 29세","남자인구수[명]","명","3335","3240","2981","2767","2582","2581",
"영도구","25 - 29세","여자인구수[명]","명","2654","2617","2436","2330","2154","2142",
"영도구","30 - 34세","남자인구수[명]","명","2616","2628","2733","2735","2587","2517",
"영도구","30 - 34세","여자인구수[명]","명","2095","2195","2266","2272","2180","2190",
"영도구","35 - 39세","남자인구수[명]","명","3104","2910","2667","2498","2303","2239",
"영도구","35 - 39세","여자인구수[명]","명","2795","2520","2290","2159","2042","1938",
"영도구","40 - 44세","남자인구수[명]","명","3537","3523","3527","3513","3265","2947",
"영도구","40 - 44세","여자인구수[명]","명","3204","3220","3204","3219","2932","2685",
"영도구","45 - 49세","남자인구수[명]","명","4416","4093","3808","3591","3461","3406",
"영도구","45 - 49세","여자인구수[명]","명","4002","3714","3498","3255","3123","3043",
"영도구","50 - 54세","남자인구수[명]","명","4887","4774","4616","4527","4412","4164",
"영도구","50 - 54세","여자인구수[명]","명","4435","4400","4296","4206","4022","3820",
"영도구","55 - 59세","남자인구수[명]","명","5092","4820","4635","4605","4564","4545",
"영도구","55 - 59세","여자인구수[명]","명","5145","4606","4345","4421","4379","4298",
"영도구","60 - 64세","남자인구수[명]","명","5826","5757","5629","5404","5030","4680",
"영도구","60 - 64세","여자인구수[명]","명","6173","6116","5946","5672","5275","4860",
"영도구","65 - 69세","남자인구수[명]","명","4764","4923","4975","5181","5270","5255",
"영도구","65 - 69세","여자인구수[명]","명","5408","5550","5630","5739","5858","5719",
"영도구","70 - 74세","남자인구수[명]","명","3657","3697","3757","3751","3881","4107",
"영도구","70 - 74세","여자인구수[명]","명","4509","4554","4578","4583","4638","5019",
"영도구","75 - 79세","남자인구수[명]","명","2677","2670","2687","2757","2880","3026",
"영도구","75 - 79세","여자인구수[명]","명","3713","3628","3643","3750","3898","4055",
"영도구","80 - 84세","남자인구수[명]","명","1534","1603","1804","1890","1906","1916",
"영도구","80 - 84세","여자인구수[명]","명","2591","2730","2957","3081","3097","3039",
"영도구","85 - 89세","남자인구수[명]","명","554","583","625","715","789","844",
"영도구","85 - 89세","여자인구수[명]","명","1207","1306","1360","1431","1573","1699",
"영도구","90 - 94세","남자인구수[명]","명","114","122","137","155","187","201",
"영도구","90 - 94세","여자인구수[명]","명","466","467","483","478","506","561",
"영도구","95 - 99세","남자인구수[명]","명","36","23","17","19","25","27",
"영도구","95 - 99세","여자인구수[명]","명","121","98","105","126","148","131",
"영도구","100+","남자인구수[명]","명","33","2","3","2","1","1",
"영도구","100+","여자인구수[명]","명","99","25","17","17","14","15",
"부산진구","0 - 4세","남자인구수[명]","명","4778","4312","4330","4256","4133","4413",
"부산진구","0 - 4세","여자인구수[명]","명","4571","4154","4087","4112","3976","4301",
"부산진구","5 - 9세","남자인구수[명]","명","6002","5880","5676","5686","5300","4998",
"부산진구","5 - 9세","여자인구수[명]","명","5967","5751","5510","5433","5122","4786",
"부산진구","10 - 14세","남자인구수[명]","명","5942","5908","5981","5916","5952","6024",
"부산진구","10 - 14세","여자인구수[명]","명","5780","5807","5831","5870","5940","6090",
"부산진구","15 - 19세","남자인구수[명]","명","6799","6266","6225","6145","5939","6141",
"부산진구","15 - 19세","여자인구수[명]","명","6484","6053","6074","5973","5928","6114",
"부산진구","20 - 24세","남자인구수[명]","명","11380","10565","10159","9961","9598","8881",
"부산진구","20 - 24세","여자인구수[명]","명","12013","11737","11475","11151","10692","10256",
"부산진구","25 - 29세","남자인구수[명]","명","14535","14088","13854","13520","13164","12890",
"부산진구","25 - 29세","여자인구수[명]","명","14853","14599","14783","14868","14710","14709",
"부산진구","30 - 34세","남자인구수[명]","명","11888","12309","13121","13967","14362","15089",
"부산진구","30 - 34세","여자인구수[명]","명","11555","11986","12911","13629","14078","14910",
"부산진구","35 - 39세","남자인구수[명]","명","12624","11694","11589","11570","11704","12527",
"부산진구","35 - 39세","여자인구수[명]","명","11927","11031","10868","10941","11116","11662",
"부산진구","40 - 44세","남자인구수[명]","명","12445","12557","12999","13201","12824","12685",
"부산진구","40 - 44세","여자인구수[명]","명","11985","11996","12323","12695","12240","12020",
"부산진구","45 - 49세","남자인구수[명]","명","13646","12848","12350","12027","11906","12368",
"부산진구","45 - 49세","여자인구수[명]","명","13622","12720","12221","11754","11748","12135",
"부산진구","50 - 54세","남자인구수[명]","명","14032","13963","14169","14141","13932","13719",
"부산진구","50 - 54세","여자인구수[명]","명","14663","14764","14613","14478","14158","14025",
"부산진구","55 - 59세","남자인구수[명]","명","14398","13558","13097","13286","13378","13695",
"부산진구","55 - 59세","여자인구수[명]","명","15543","14331","14145","14459","14488","14641",
"부산진구","60 - 64세","남자인구수[명]","명","14848","14888","14759","14530","14125","13624",
"부산진구","60 - 64세","여자인구수[명]","명","16710","17055","17082","16618","15929","15312",
"부산진구","65 - 69세","남자인구수[명]","명","11508","11883","12436","13107","13278","13634",
"부산진구","65 - 69세","여자인구수[명]","명","12948","13424","14032","14761","15720","16206",
"부산진구","70 - 74세","남자인구수[명]","명","8203","8425","8748","8830","9360","10183",
"부산진구","70 - 74세","여자인구수[명]","명","9923","10089","10474","10779","11054","12288",
"부산진구","75 - 79세","남자인구수[명]","명","5828","5705","5780","6154","6546","6961",
"부산진구","75 - 79세","여자인구수[명]","명","7811","7501","7606","8067","8505","9077",
"부산진구","80 - 84세","남자인구수[명]","명","3368","3574","3971","4232","4312","4339",
"부산진구","80 - 84세","여자인구수[명]","명","5560","5919","6391","6568","6609","6530",
"부산진구","85 - 89세","남자인구수[명]","명","1295","1412","1499","1634","1796","1973",
"부산진구","85 - 89세","여자인구수[명]","명","2696","2833","3058","3335","3663","3913",
"부산진구","90 - 94세","남자인구수[명]","명","284","302","361","394","451","521",
"부산진구","90 - 94세","여자인구수[명]","명","952","1021","1040","1111","1173","1355",
"부산진구","95 - 99세","남자인구수[명]","명","69","41","32","44","52","56",
"부산진구","95 - 99세","여자인구수[명]","명","219","185","222","266","284","284",
"부산진구","100+","남자인구수[명]","명","48","3","5","6","3","2",
"부산진구","100+","여자인구수[명]","명","184","22","30","33","33","41",
"동래구","0 - 4세","남자인구수[명]","명","4053","3649","3783","3523","3669","3545",
"동래구","0 - 4세","여자인구수[명]","명","3860","3472","3585","3268","3370","3278",
"동래구","5 - 9세","남자인구수[명]","명","6124","6039","6079","5823","5655","5191",
"동래구","5 - 9세","여자인구수[명]","명","5598","5566","5831","5594","5546","5047",
"동래구","10 - 14세","남자인구수[명]","명","6398","6438","6843","6822","7162","7187",
"동래구","10 - 14세","여자인구수[명]","명","5886","5946","6280","6341","6576","6629",
"동래구","15 - 19세","남자인구수[명]","명","6603","6310","6474","6411","6305","6524",
"동래구","15 - 19세","여자인구수[명]","명","6083","5828","5987","5855","5889","6111",
"동래구","20 - 24세","남자인구수[명]","명","8385","7788","7370","6932","6511","5960",
"동래구","20 - 24세","여자인구수[명]","명","7578","7207","6881","6420","6110","5643",
"동래구","25 - 29세","남자인구수[명]","명","8716","8453","8199","7661","7346","7131",
"동래구","25 - 29세","여자인구수[명]","명","8003","7753","7871","7463","7239","7025",
"동래구","30 - 34세","남자인구수[명]","명","7510","7563","8014","7915","8122","8156",
"동래구","30 - 34세","여자인구수[명]","명","7233","7228","7707","7688","8062","8055",
"동래구","35 - 39세","남자인구수[명]","명","9069","8363","8237","7883","8184","7981",
"동래구","35 - 39세","여자인구수[명]","명","9266","8489","8385","7945","8222","8006",
"동래구","40 - 44세","남자인구수[명]","명","9946","10227","10997","10988","10702","10092",
"동래구","40 - 44세","여자인구수[명]","명","10512","10637","11315","11470","11141","10513",
"동래구","45 - 49세","남자인구수[명]","명","11118","10592","10454","10167","10348","10670",
"동래구","45 - 49세","여자인구수[명]","명","11608","11051","11095","10625","10986","11164",
"동래구","50 - 54세","남자인구수[명]","명","10912","11061","11486","11389","11360","11091",
"동래구","50 - 54세","여자인구수[명]","명","11572","11791","11880","11816","11681","11572",
"동래구","55 - 59세","남자인구수[명]","명","10197","9643","9554","9844","10259","10494",
"동래구","55 - 59세","여자인구수[명]","명","11711","10835","10797","10982","11264","11287",
"동래구","60 - 64세","남자인구수[명]","명","10682","10745","10712","10314","9917","9539",
"동래구","60 - 64세","여자인구수[명]","명","12195","12363","12529","12164","11809","11291",
"동래구","65 - 69세","남자인구수[명]","명","8365","8647","9014","9418","9762","9910",
"동래구","65 - 69세","여자인구수[명]","명","9786","10279","10734","11158","11804","11967",
"동래구","70 - 74세","남자인구수[명]","명","6078","6267","6608","6636","7033","7573",
"동래구","70 - 74세","여자인구수[명]","명","7017","7365","7858","8128","8554","9478",
"동래구","75 - 79세","남자인구수[명]","명","4184","4205","4412","4766","5014","5327",
"동래구","75 - 79세","여자인구수[명]","명","5012","4998","5208","5599","6037","6629",
"동래구","80 - 84세","남자인구수[명]","명","2313","2527","2786","2995","3254","3320",
"동래구","80 - 84세","여자인구수[명]","명","3321","3566","3995","4222","4424","4318",
"동래구","85 - 89세","남자인구수[명]","명","807","905","998","1152","1297","1452",
"동래구","85 - 89세","여자인구수[명]","명","1812","1919","2038","2161","2313","2504",
"동래구","90 - 94세","남자인구수[명]","명","206","222","239","250","289","334",
"동래구","90 - 94세","여자인구수[명]","명","685","703","750","798","888","983",
"동래구","95 - 99세","남자인구수[명]","명","47","33","33","29","46","58",
"동래구","95 - 99세","여자인구수[명]","명","155","165","182","174","198","218",
"동래구","100+","남자인구수[명]","명","22","4","4","2","1","3",
"동래구","100+","여자인구수[명]","명","117","24","22","24","21","21",
"남구","0 - 4세","남자인구수[명]","명","3599","3161","2697","2528","2546","2461",
"남구","0 - 4세","여자인구수[명]","명","3443","2988","2595","2469","2353","2334",
"남구","5 - 9세","남자인구수[명]","명","5611","5305","4990","4698","4338","3850",
"남구","5 - 9세","여자인구수[명]","명","5399","5157","4729","4394","4099","3674",
"남구","10 - 14세","남자인구수[명]","명","5716","5783","5636","5636","5667","5573",
"남구","10 - 14세","여자인구수[명]","명","5391","5454","5427","5365","5415","5255",
"남구","15 - 19세","남자인구수[명]","명","6221","5822","5840","5724","5726","5701",
"남구","15 - 19세","여자인구수[명]","명","5707","5468","5494","5314","5313","5353",
"남구","20 - 24세","남자인구수[명]","명","9337","8950","8771","8525","8339","7836",
"남구","20 - 24세","여자인구수[명]","명","8822","8496","8351","8271","8187","7826",
"남구","25 - 29세","남자인구수[명]","명","9280","9013","8682","8426","8253","7928",
"남구","25 - 29세","여자인구수[명]","명","7800","7684","7215","6998","6914","6701",
"남구","30 - 34세","남자인구수[명]","명","6973","6879","6908","7162","7410","7265",
"남구","30 - 34세","여자인구수[명]","명","6360","6279","6206","6508","6790","6768",
"남구","35 - 39세","남자인구수[명]","명","8503","7624","6805","6546","6603","6477",
"남구","35 - 39세","여자인구수[명]","명","8350","7411","6687","6347","6360","6197",
"남구","40 - 44세","남자인구수[명]","명","9753","9712","9558","9440","8960","8245",
"남구","40 - 44세","여자인구수[명]","명","9857","9844","9558","9552","8803","8131",
"남구","45 - 49세","남자인구수[명]","명","11302","10570","9893","9422","9186","9108",
"남구","45 - 49세","여자인구수[명]","명","10981","10314","9934","9331","9412","9376",
"남구","50 - 54세","남자인구수[명]","명","10901","11042","11161","10995","10901","10539",
"남구","50 - 54세","여자인구수[명]","명","11118","11396","11183","11065","10971","10459",
"남구","55 - 59세","남자인구수[명]","명","9968","9635","9319","9503","9757","9986",
"남구","55 - 59세","여자인구수[명]","명","10812","10129","9779","9950","10261","10449",
"남구","60 - 64세","남자인구수[명]","명","10383","10433","10159","9754","9564","9086",
"남구","60 - 64세","여자인구수[명]","명","12246","12134","11795","11309","10828","10115",
"남구","65 - 69세","남자인구수[명]","명","8439","8656","8820","9089","9293","9385",
"남구","65 - 69세","여자인구수[명]","명","9850","10261","10471","10884","11294","11421",
"남구","70 - 74세","남자인구수[명]","명","6408","6467","6612","6639","6926","7321",
"남구","70 - 74세","여자인구수[명]","명","7756","8005","8147","8253","8489","9102",
"남구","75 - 79세","남자인구수[명]","명","4733","4720","4666","4816","5089","5342",
"남구","75 - 79세","여자인구수[명]","명","5986","5944","6022","6240","6546","6988",
"남구","80 - 84세","남자인구수[명]","명","2705","2910","3195","3363","3485","3449",
"남구","80 - 84세","여자인구수[명]","명","3899","4094","4432","4725","4953","4939",
"남구","85 - 89세","남자인구수[명]","명","934","1007","1118","1273","1437","1606",
"남구","85 - 89세","여자인구수[명]","명","1929","2101","2209","2360","2539","2736",
"남구","90 - 94세","남자인구수[명]","명","202","225","254","276","314","368",
"남구","90 - 94세","여자인구수[명]","명","724","761","770","781","900","1044",
"남구","95 - 99세","남자인구수[명]","명","46","36","31","30","36","45",
"남구","95 - 99세","여자인구수[명]","명","150","169","184","196","211","202",
"남구","100+","남자인구수[명]","명","23","5","3","6","7","3",
"남구","100+","여자인구수[명]","명","114","25","27","22","23","24",
"북구","0 - 4세","남자인구수[명]","명","4200","3867","3624","3326","3080","2980",
"북구","0 - 4세","여자인구수[명]","명","3958","3709","3464","3136","2871","2693",
"북구","5 - 9세","남자인구수[명]","명","5622","5553","5224","4898","4461","3860",
"북구","5 - 9세","여자인구수[명]","명","5214","5211","4891","4606","4195","3733",
"북구","10 - 14세","남자인구수[명]","명","5571","5573","5520","5440","5328","5296",
"북구","10 - 14세","여자인구수[명]","명","5197","5235","5191","5124","4992","4884",
"북구","15 - 19세","남자인구수[명]","명","6555","6114","5867","5577","5318","5215",
"북구","15 - 19세","여자인구수[명]","명","5978","5523","5349","5170","4975","4927",
"북구","20 - 24세","남자인구수[명]","명","9743","9018","8085","7347","6492","5788",
"북구","20 - 24세","여자인구수[명]","명","8362","7768","6990","6276","5689","5094",
"북구","25 - 29세","남자인구수[명]","명","10523","10048","9390","8750","8120","7554",
"북구","25 - 29세","여자인구수[명]","명","8957","8832","8392","7804","7228","6698",
"북구","30 - 34세","남자인구수[명]","명","8214","8741","9167","9177","9053","8973",
"북구","30 - 34세","여자인구수[명]","명","7666","7991","8284","8121","7915","7848",
"북구","35 - 39세","남자인구수[명]","명","9154","8877","8335","7856","7783","7569",
"북구","35 - 39세","여자인구수[명]","명","8483","8069","7567","7216","7157","6979",
"북구","40 - 44세","남자인구수[명]","명","9571","9868","9744","9667","9068","8441",
"북구","40 - 44세","여자인구수[명]","명","9171","9548","9443","9288","8502","7872",
"북구","45 - 49세","남자인구수[명]","명","10498","9964","9574","9104","8915","8922",
"북구","45 - 49세","여자인구수[명]","명","11245","10411","9794","8990","8788","8608",
"북구","50 - 54세","남자인구수[명]","명","12118","11882","11473","10967","10460","9916",
"북구","50 - 54세","여자인구수[명]","명","13867","13819","13084","12374","11531","10785",
"북구","55 - 59세","남자인구수[명]","명","13585","12852","12189","11956","11717","11503",
"북구","55 - 59세","여자인구수[명]","명","14381","13877","13669","13750","13637","13319",
"북구","60 - 64세","남자인구수[명]","명","13354","14005","14057","13848","13317","12551",
"북구","60 - 64세","여자인구수[명]","명","13461","14350","14722","14674","14392","13922",
"북구","65 - 69세","남자인구수[명]","명","9081","9927","10463","11254","11687","12316",
"북구","65 - 69세","여자인구수[명]","명","9569","10355","11034","11764","12572","13114",
"북구","70 - 74세","남자인구수[명]","명","5886","6221","6699","6973","7594","8278",
"북구","70 - 74세","여자인구수[명]","명","6661","7054","7450","7719","8173","9252",
"북구","75 - 79세","남자인구수[명]","명","3860","3990","4150","4403","4687","5135",
"북구","75 - 79세","여자인구수[명]","명","4901","4931","5042","5417","5797","6294",
