"행정구역(동읍면)별","5세별","항목","단위","2020 년","2021 년","2022 년","2023 년","2024 년","2025 년",
"논산시","0 - 4세","여자인구수[명]","명","1473","1337","1170","1025","922","858",
"논산시","5 - 9세","남자인구수[명]","명","2139","2031","1907","1798","1634","1468",
"논산시","5 - 9세","여자인구수[명]","명","2050","1968","1845","1704","1545","1391",
"논산시","10 - 14세","남자인구수[명]","명","2419","2416","2291","2195","2134","2032",
"논산시","10 - 14세","여자인구수[명]","명","2277","2214","2180","2022","1995","1933",
"논산시","15 - 19세","남자인구수[명]","명","2640","2455","2404","2389","2326","2277",
"논산시","15 - 19세","여자인구수[명]","명","2470","2348","2289","2260","2143","2077",
"논산시","20 - 24세","남자인구수[명]","명","3371","3138","2897","2626","2333","2126",
"논산시","20 - 24세","여자인구수[명]","명","2654","2450","2263","2086","1873","1717",
"논산시","25 - 29세","남자인구수[명]","명","3006","2878","2863","2788","2655","2611",
"논산시","25 - 29세","여자인구수[명]","명","2356","2326","2202","2173","2077","2004",
"논산시","30 - 34세","남자인구수[명]","명","2688","2642","2674","2635","2653","2650",
"논산시","30 - 34세","여자인구수[명]","명","2255","2191","2157","2028","2044","2056",
"논산시","35 - 39세","남자인구수[명]","명","3017","2776","2585","2362","2312","2332",
"논산시","35 - 39세","여자인구수[명]","명","2804","2582","2438","2261","2176","2027",
"논산시","40 - 44세","남자인구수[명]","명","3524","3438","3364","3310","3126","2931",
"논산시","40 - 44세","여자인구수[명]","명","3238","3204","3040","3024","2871","2697",
"논산시","45 - 49세","남자인구수[명]","명","4637","4305","4127","3816","3547","3429",
"논산시","45 - 49세","여자인구수[명]","명","4004","3702","3574","3304","3145","3059",
"논산시","50 - 54세","남자인구수[명]","명","5024","5105","4982","4799","4755","4607",
"논산시","50 - 54세","여자인구수[명]","명","4328","4446","4316","4230","4066","3958",
"논산시","55 - 59세","남자인구수[명]","명","5359","5085","4945","5020","5056","4998",
"논산시","55 - 59세","여자인구수[명]","명","4992","4604","4579","4635","4532","4400",
"논산시","60 - 64세","남자인구수[명]","명","5720","5914","5939","5842","5624","5357",
"논산시","60 - 64세","여자인구수[명]","명","5565","5752","5750","5551","5380","5036",
"논산시","65 - 69세","남자인구수[명]","명","4332","4633","4960","5233","5475","5575",
"논산시","65 - 69세","여자인구수[명]","명","4390","4644","4845","5102","5302","5531",
"논산시","70 - 74세","남자인구수[명]","명","3273","3406","3398","3489","3729","4035",
"논산시","70 - 74세","여자인구수[명]","명","3672","3777","3804","3815","4014","4239",
"논산시","75 - 79세","남자인구수[명]","명","2513","2404","2401","2516","2638","2843",
"논산시","75 - 79세","여자인구수[명]","명","3589","3246","3111","3161","3225","3397",
"논산시","80 - 84세","남자인구수[명]","명","1809","1815","1923","1930","1902","1914",
"논산시","80 - 84세","여자인구수[명]","명","3238","3368","3425","3305","3151","3047",
"논산시","85 - 89세","남자인구수[명]","명","950","994","1013","997","1044","1015",
"논산시","85 - 89세","여자인구수[명]","명","2053","2207","2296","2370","2433","2360",
"논산시","90 - 94세","남자인구수[명]","명","250","275","290","303","328","360",
"논산시","90 - 94세","여자인구수[명]","명","716","781","881","940","1027","1158",
"논산시","95 - 99세","남자인구수[명]","명","54","37","46","51","57","56",
"논산시","95 - 99세","여자인구수[명]","명","163","167","188","211","231","236",
"논산시","100+","남자인구수[명]","명","21","7","8","6","4","6",
"논산시","100+","여자인구수[명]","명","72","22","27","29","31","30",
"계룡시","0 - 4세","남자인구수[명]","명","746","692","652","682","655","619",
"계룡시","0 - 4세","여자인구수[명]","명","713","667","651","681","634","596",
"계룡시","5 - 9세","남자인구수[명]","명","1206","1183","1173","1224","1144","1012",
"계룡시","5 - 9세","여자인구수[명]","명","1198","1205","1185","1181","1092","965",
"계룡시","10 - 14세","남자인구수[명]","명","1596","1557","1548","1548","1490","1456",
"계룡시","10 - 14세","여자인구수[명]","명","1415","1405","1397","1425","1421","1414",
"계룡시","15 - 19세","남자인구수[명]","명","1721","1719","1758","1737","1736","1695",
"계룡시","15 - 19세","여자인구수[명]","명","1568","1548","1582","1568","1515","1521",
"계룡시","20 - 24세","남자인구수[명]","명","1554","1488","1444","1472","1442","1309",
"계룡시","20 - 24세","여자인구수[명]","명","1310","1259","1159","1185","1119","979",
"계룡시","25 - 29세","남자인구수[명]","명","1177","1209","1218","1279","1228","1160",
"계룡시","25 - 29세","여자인구수[명]","명","862","915","932","971","955","955",
"계룡시","30 - 34세","남자인구수[명]","명","884","985","1142","1324","1342","1330",
"계룡시","30 - 34세","여자인구수[명]","명","840","893","1009","1218","1218","1186",
"계룡시","35 - 39세","남자인구수[명]","명","1416","1351","1374","1474","1457","1416",
"계룡시","35 - 39세","여자인구수[명]","명","1471","1421","1343","1402","1376","1314",
"계룡시","40 - 44세","남자인구수[명]","명","1719","1756","1813","1950","1882","1782",
"계룡시","40 - 44세","여자인구수[명]","명","1987","2008","2069","2108","2012","1847",
"계룡시","45 - 49세","남자인구수[명]","명","2359","2230","2194","2168","2060","2007",
"계룡시","45 - 49세","여자인구수[명]","명","2328","2221","2263","2267","2214","2198",
"계룡시","50 - 54세","남자인구수[명]","명","1976","2099","2218","2279","2298","2227",
"계룡시","50 - 54세","여자인구수[명]","명","1947","2122","2184","2249","2299","2230",
"계룡시","55 - 59세","남자인구수[명]","명","1507","1527","1574","1759","1791","1872",
"계룡시","55 - 59세","여자인구수[명]","명","1497","1476","1571","1768","1889","1978",
"계룡시","60 - 64세","남자인구수[명]","명","1266","1366","1430","1500","1586","1581",
"계룡시","60 - 64세","여자인구수[명]","명","1418","1523","1618","1696","1679","1674",
"계룡시","65 - 69세","남자인구수[명]","명","913","987","1098","1222","1271","1333",
"계룡시","65 - 69세","여자인구수[명]","명","902","1039","1158","1319","1436","1561",
"계룡시","70 - 74세","남자인구수[명]","명","566","627","657","745","820","945",
"계룡시","70 - 74세","여자인구수[명]","명","593","638","732","807","861","959",
"계룡시","75 - 79세","남자인구수[명]","명","344","374","439","478","531","563",
"계룡시","75 - 79세","여자인구수[명]","명","543","500","482","505","564","604",
"계룡시","80 - 84세","남자인구수[명]","명","235","242","254","274","273","304",
"계룡시","80 - 84세","여자인구수[명]","명","443","441","487","495","476","481",
"계룡시","85 - 89세","남자인구수[명]","명","119","132","136","136","155","150",
"계룡시","85 - 89세","여자인구수[명]","명","298","330","330","348","360","335",
"계룡시","90 - 94세","남자인구수[명]","명","32","32","38","38","49","56",
"계룡시","90 - 94세","여자인구수[명]","명","105","125","118","145","155","179",
"계룡시","95 - 99세","남자인구수[명]","명","7","6","5","3","6","6",
"계룡시","95 - 99세","여자인구수[명]","명","31","30","34","29","42","41",
"계룡시","100+","남자인구수[명]","명","0","1","1","2","3","3",
"계룡시","100+","여자인구수[명]","명","10","2","5","6","4","3",
"당진시","0 - 4세","남자인구수[명]","명","3416","3094","2800","2618","2499","2370",
"당진시","0 - 4세","여자인구수[명]","명","3205","2920","2681","2493","2402","2328",
"당진시","5 - 9세","남자인구수[명]","명","4534","4313","4104","4017","3813","3493",
"당진시","5 - 9세","여자인구수[명]","명","4406","4237","4063","3859","3634","3255",
"당진시","10 - 14세","남자인구수[명]","명","4403","4523","4571","4563","4599","4537",
"당진시","10 - 14세","여자인구수[명]","명","3963","4134","4192","4302","4343","4369",
"당진시","15 - 19세","남자인구수[명]","명","3843","3779","3884","4000","4116","4311",
"당진시","15 - 19세","여자인구수[명]","명","3478","3396","3508","3632","3721","3865",
"당진시","20 - 24세","남자인구수[명]","명","4417","4321","4108","3920","3795","3425",
"당진시","20 - 24세","여자인구수[명]","명","3397","3301","3070","2831","2720","2432",
"당진시","25 - 29세","남자인구수[명]","명","4959","4931","4801","4886","4875","4886",
"당진시","25 - 29세","여자인구수[명]","명","3302","3212","3266","3191","3221","3270",
"당진시","30 - 34세","남자인구수[명]","명","5661","5597","5630","5602","5741","5773",
"당진시","30 - 34세","여자인구수[명]","명","4151","3928","3859","3989","3996","4026",
"당진시","35 - 39세","남자인구수[명]","명","7339","6858","6343","6193","6143","6120",
"당진시","35 - 39세","여자인구수[명]","명","5676","5306","5012","4776","4658","4590",
"당진시","40 - 44세","남자인구수[명]","명","7279","7672","7958","8245","8056","7788",
"당진시","40 - 44세","여자인구수[명]","명","5870","6071","6288","6490","6342","6035",
"당진시","45 - 49세","남자인구수[명]","명","7744","7493","7618","7489","7542","7726",
"당진시","45 - 49세","여자인구수[명]","명","5777","5770","5891","5777","5929","6124",
"당진시","50 - 54세","남자인구수[명]","명","7324","7890","8080","8299","8372","8374",
"당진시","50 - 54세","여자인구수[명]","명","5612","5946","6023","6234","6253","6220",
"당진시","55 - 59세","남자인구수[명]","명","7202","7178","7204","7709","8026","8092",
"당진시","55 - 59세","여자인구수[명]","명","5796","5620","5667","5960","6159","6181",
"당진시","60 - 64세","남자인구수[명]","명","6369","6912","7335","7482","7664","7802",
"당진시","60 - 64세","여자인구수[명]","명","5795","6173","6382","6474","6426","6376",
"당진시","65 - 69세","남자인구수[명]","명","4364","4803","5143","5677","6209","6654",
"당진시","65 - 69세","여자인구수[명]","명","4479","4800","5101","5446","5821","6076",
"당진시","70 - 74세","남자인구수[명]","명","3607","3704","3826","3828","3937","4292",
"당진시","70 - 74세","여자인구수[명]","명","3756","3884","4009","4031","4174","4440",
"당진시","75 - 79세","남자인구수[명]","명","2614","2618","2665","2848","3075","3326",
"당진시","75 - 79세","여자인구수[명]","명","3329","3174","2986","3093","3246","3570",
"당진시","80 - 84세","남자인구수[명]","명","1912","1938","2135","2095","2054","2057",
"당진시","80 - 84세","여자인구수[명]","명","3186","3162","3363","3246","3090","2966",
"당진시","85 - 89세","남자인구수[명]","명","917","1021","1071","1159","1193","1194",
"당진시","85 - 89세","여자인구수[명]","명","1950","2164","2273","2403","2526","2400",
"당진시","90 - 94세","남자인구수[명]","명","247","253","280","302","360","425",
"당진시","90 - 94세","여자인구수[명]","명","685","753","815","862","892","1048",
"당진시","95 - 99세","남자인구수[명]","명","41","52","49","53","59","66",
"당진시","95 - 99세","여자인구수[명]","명","174","156","160","187","219","245",
"당진시","100+","남자인구수[명]","명","14","2","1","2","3","6",
"당진시","100+","여자인구수[명]","명","56","33","38","39","28","31",
"금산군","0 - 4세","남자인구수[명]","명","495","418","380","357","325","306",
"금산군","0 - 4세","여자인구수[명]","명","521","461","403","369","324","286",
"금산군","5 - 9세","남자인구수[명]","명","810","755","647","574","527","471",
"금산군","5 - 9세","여자인구수[명]","명","739","682","630","600","545","481",
"금산군","10 - 14세","남자인구수[명]","명","1121","1077","1044","1026","987","893",
"금산군","10 - 14세","여자인구수[명]","명","1000","996","920","899","849","802",
"금산군","15 - 19세","남자인구수[명]","명","1118","1048","1110","1110","1142","1195",
"금산군","15 - 19세","여자인구수[명]","명","1050","981","1005","1008","1073","1043",
"금산군","20 - 24세","남자인구수[명]","명","1275","1168","1076","1020","1020","940",
"금산군","20 - 24세","여자인구수[명]","명","946","858","794","781","728","712",
"금산군","25 - 29세","남자인구수[명]","명","1034","984","946","932","873","859",
"금산군","25 - 29세","여자인구수[명]","명","765","699","684","659","661","615",
"금산군","30 - 34세","남자인구수[명]","명","840","770","803","820","816","789",
"금산군","30 - 34세","여자인구수[명]","명","759","690","659","670","662","606",
"금산군","35 - 39세","남자인구수[명]","명","1137","999","894","847","808","791",
"금산군","35 - 39세","여자인구수[명]","명","1029","903","830","799","781","755",
"금산군","40 - 44세","남자인구수[명]","명","1442","1395","1359","1342","1225","1137",
"금산군","40 - 44세","여자인구수[명]","명","1245","1239","1220","1208","1111","1031",
"금산군","45 - 49세","남자인구수[명]","명","2000","1867","1741","1645","1526","1450",
"금산군","45 - 49세","여자인구수[명]","명","1529","1445","1369","1285","1303","1285",
"금산군","50 - 54세","남자인구수[명]","명","2338","2345","2360","2329","2259","2104",
"금산군","50 - 54세","여자인구수[명]","명","1885","1908","1851","1846","1752","1663",
"금산군","55 - 59세","남자인구수[명]","명","2679","2568","2473","2522","2522","2540",
"금산군","55 - 59세","여자인구수[명]","명","2185","2035","2080","2120","2121","2083",
"금산군","60 - 64세","남자인구수[명]","명","2772","2945","2991","3055","3069","2930",
"금산군","60 - 64세","여자인구수[명]","명","2624","2734","2746","2691","2594","2424",
"금산군","65 - 69세","남자인구수[명]","명","2218","2397","2601","2768","2760","2946",
"금산군","65 - 69세","여자인구수[명]","명","2224","2339","2423","2562","2641","2772",
"금산군","70 - 74세","남자인구수[명]","명","1771","1807","1873","1869","2045","2180",
"금산군","70 - 74세","여자인구수[명]","명","1841","1841","1896","1937","2058","2170",
"금산군","75 - 79세","남자인구수[명]","명","1317","1336","1263","1379","1470","1572",
"금산군","75 - 79세","여자인구수[명]","명","1916","1795","1693","1678","1689","1742",
"금산군","80 - 84세","남자인구수[명]","명","949","949","1087","1061","1024","999",
"금산군","80 - 84세","여자인구수[명]","명","1766","1815","1927","1871","1715","1632",
"금산군","85 - 89세","남자인구수[명]","명","474","502","493","516","544","538",
"금산군","85 - 89세","여자인구수[명]","명","1013","1125","1143","1209","1268","1274",
"금산군","90 - 94세","남자인구수[명]","명","107","112","144","152","173","212",
"금산군","90 - 94세","여자인구수[명]","명","340","369","406","441","485","534",
"금산군","95 - 99세","남자인구수[명]","명","22","22","28","28","30","25",
"금산군","95 - 99세","여자인구수[명]","명","86","88","82","86","91","96",
"금산군","100+","남자인구수[명]","명","9","2","2","3","1","1",
"금산군","100+","여자인구수[명]","명","22","8","16","19","18","14",
"부여군","0 - 4세","남자인구수[명]","명","560","508","450","393","363","332",
"부여군","0 - 4세","여자인구수[명]","명","522","433","386","332","291","272",
"부여군","5 - 9세","남자인구수[명]","명","993","907","838","742","626","541",
"부여군","5 - 9세","여자인구수[명]","명","849","811","739","688","615","506",
"부여군","10 - 14세","남자인구수[명]","명","1113","1076","1062","1045","1027","975",
"부여군","10 - 14세","여자인구수[명]","명","989","961","918","858","832","830",
"부여군","15 - 19세","남자인구수[명]","명","1357","1272","1189","1124","1079","1070",
"부여군","15 - 19세","여자인구수[명]","명","1215","1129","1102","1045","994","958",
"부여군","20 - 24세","남자인구수[명]","명","1742","1561","1402","1270","1126","1011",
"부여군","20 - 24세","여자인구수[명]","명","1362","1226","1082","981","874","821",
"부여군","25 - 29세","남자인구수[명]","명","1394","1338","1286","1230","1118","1023",
"부여군","25 - 29세","여자인구수[명]","명","927","922","904","832","788","779",
"부여군","30 - 34세","남자인구수[명]","명","1047","1007","981","976","986","1011",
"부여군","30 - 34세","여자인구수[명]","명","888","826","787","764","763","735",
"부여군","35 - 39세","남자인구수[명]","명","1337","1216","1076","994","942","889",
"부여군","35 - 39세","여자인구수[명]","명","1130","1054","974","914","840","814",
"부여군","40 - 44세","남자인구수[명]","명","1646","1574","1545","1517","1428","1296",
"부여군","40 - 44세","여자인구수[명]","명","1398","1343","1316","1276","1168","1068",
"부여군","45 - 49세","남자인구수[명]","명","2282","2103","1958","1836","1706","1641",
"부여군","45 - 49세","여자인구수[명]","명","1878","1729","1621","1481","1401","1397",
"부여군","50 - 54세","남자인구수[명]","명","2632","2632","2571","2446","2348","2258",
"부여군","50 - 54세","여자인구수[명]","명","2242","2248","2160","2063","1925","1834",
"부여군","55 - 59세","남자인구수[명]","명","3047","2790","2661","2787","2718","2693",
"부여군","55 - 59세","여자인구수[명]","명","2937","2598","2480","2467","2397","2293",
"부여군","60 - 64세","남자인구수[명]","명","3635","3698","3669","3520","3383","3188",
"부여군","60 - 64세","여자인구수[명]","명","3549","3613","3529","3433","3306","3003",
"부여군","65 - 69세","남자인구수[명]","명","2868","3145","3337","3491","3582","3723",
"부여군","65 - 69세","여자인구수[명]","명","2985","3143","3272","3410","3491","3563",
"부여군","70 - 74세","남자인구수[명]","명","2339","2394","2490","2493","2604","2727",
"부여군","70 - 74세","여자인구수[명]","명","2628","2714","2707","2652","2724","2877",
"부여군","75 - 79세","남자인구수[명]","명","1897","1833","1772","1859","1940","2038",
"부여군","75 - 79세","여자인구수[명]","명","2593","2346","2191","2234","2288","2414",
"부여군","80 - 84세","남자인구수[명]","명","1449","1455","1524","1517","1476","1427",
"부여군","80 - 84세","여자인구수[명]","명","2451","2492","2594","2436","2319","2206",
"부여군","85 - 89세","남자인구수[명]","명","782","859","864","853","854","875",
"부여군","85 - 89세","여자인구수[명]","명","1648","1728","1745","1819","1868","1794",
"부여군","90 - 94세","남자인구수[명]","명","220","237","259","278","301","326",
"부여군","90 - 94세","여자인구수[명]","명","596","630","675","724","803","882",
"부여군","95 - 99세","남자인구수[명]","명","27","26","33","43","47","53",
"부여군","95 - 99세","여자인구수[명]","명","146","164","168","193","175","197",
"부여군","100+","남자인구수[명]","명","7","3","3","3","4","6",
"부여군","100+","여자인구수[명]","명","47","30","23","27","30","31",
"서천군","0 - 4세","남자인구수[명]","명","455","436","417","348","323","301",
"서천군","0 - 4세","여자인구수[명]","명","458","405","392","347","304","260",
"서천군","5 - 9세","남자인구수[명]","명","703","642","596","548","474","411",
"서천군","5 - 9세","여자인구수[명]","명","690","638","598","541","469","429",
"서천군","10 - 14세","남자인구수[명]","명","796","785","767","746","722","684",
"서천군","10 - 14세","여자인구수[명]","명","754","770","749","733","709","653",
"서천군","15 - 19세","남자인구수[명]","명","1011","913","852","825","795","757",
"서천군","15 - 19세","여자인구수[명]","명","926","854","809","781","736","703",
"서천군","20 - 24세","남자인구수[명]","명","1207","1167","1068","937","843","799",
"서천군","20 - 24세","여자인구수[명]","명","879","815","744","703","647","596",
"서천군","25 - 29세","남자인구수[명]","명","1040","950","934","891","877","826",
"서천군","25 - 29세","여자인구수[명]","명","751","680","682","617","618","632",
"서천군","30 - 34세","남자인구수[명]","명","858","793","763","816","810","819",
"서천군","30 - 34세","여자인구수[명]","명","652","633","639","672","637","622",
"서천군","35 - 39세","남자인구수[명]","명","1081","988","882","824","776","749",
"서천군","35 - 39세","여자인구수[명]","명","874","782","701","641","611","580",
"서천군","40 - 44세","남자인구수[명]","명","1378","1278","1272","1209","1152","1054",
"서천군","40 - 44세","여자인구수[명]","명","1116","1088","1078","1058","958","874",
"서천군","45 - 49세","남자인구수[명]","명","1827","1645","1570","1456","1366","1335",
"서천군","45 - 49세","여자인구수[명]","명","1523","1398","1285","1186","1117","1068",
"서천군","50 - 54세","남자인구수[명]","명","2156","2180","2120","2068","1978","1841",
"서천군","50 - 54세","여자인구수[명]","명","1716","1759","1718","1662","1624","1543",
"서천군","55 - 59세","남자인구수[명]","명","2453","2317","2231","2185","2186","2241",
"서천군","55 - 59세","여자인구수[명]","명","2178","1940","1889","1915","1863","1808",
"서천군","60 - 64세","남자인구수[명]","명","2696","2815","2853","2821","2787","2630",
"서천군","60 - 64세","여자인구수[명]","명","2700","2759","2763","2644","2534","2310",
"서천군","65 - 69세","남자인구수[명]","명","2289","2381","2521","2701","2783","2809",
"서천군","65 - 69세","여자인구수[명]","명","2547","2590","2610","2723","2698","2763",
"서천군","70 - 74세","남자인구수[명]","명","2050","2158","2067","2009","2058","2231",
"서천군","70 - 74세","여자인구수[명]","명","2242","2296","2314","2269","2394","2508",
"서천군","75 - 79세","남자인구수[명]","명","1512","1484","1551","1655","1735","1813",
"서천군","75 - 79세","여자인구수[명]","명","2233","2070","1939","1923","1946","2044",
"서천군","80 - 84세","남자인구수[명]","명","1246","1195","1258","1220","1168","1160",
"서천군","80 - 84세","여자인구수[명]","명","2032","2068","2166","2133","2048","1911",
"서천군","85 - 89세","남자인구수[명]","명","654","726","744","743","773","741",
"서천군","85 - 89세","여자인구수[명]","명","1308","1407","1430","1467","1529","1489",
"서천군","90 - 94세","남자인구수[명]","명","166","198","214","223","243","255",
"서천군","90 - 94세","여자인구수[명]","명","535","581","612","688","703","748",
"서천군","95 - 99세","남자인구수[명]","명","26","29","27","29","27","35",
"서천군","95 - 99세","여자인구수[명]","명","104","111","120","137","159","177",
"서천군","100+","남자인구수[명]","명","10","1","2","3","3","2",
"서천군","100+","여자인구수[명]","명","34","20","17","19","21","14",
"청양군","0 - 4세","남자인구수[명]","명","257","247","221","201","172","170",
"청양군","0 - 4세","여자인구수[명]","명","251","221","212","198","198","182",
"청양군","5 - 9세","남자인구수[명]","명","391","357","333","296","265","234",
"청양군","5 - 9세","여자인구수[명]","명","370","350","312","275","239","235",
"청양군","10 - 14세","남자인구수[명]","명","450","468","452","442","423","397",
"청양군","10 - 14세","여자인구수[명]","명","410","413","409","414","404","375",
"청양군","15 - 19세","남자인구수[명]","명","643","549","585","581","565","578",
"청양군","15 - 19세","여자인구수[명]","명","553","506","515","487","480","492",
"청양군","20 - 24세","남자인구수[명]","명","858","803","777","801","800","718",
"청양군","20 - 24세","여자인구수[명]","명","672","592","578","560","511","474",
"청양군","25 - 29세","남자인구수[명]","명","681","683","651","659","615","628",
"청양군","25 - 29세","여자인구수[명]","명","446","435","434","451","451","436",
"청양군","30 - 34세","남자인구수[명]","명","587","516","506","496","458","510",
"청양군","30 - 34세","여자인구수[명]","명","396","386","371","378","378","362",
"청양군","35 - 39세","남자인구수[명]","명","611","574","535","527","482","480",
"청양군","35 - 39세","여자인구수[명]","명","493","460","460","440","412","405",
"청양군","40 - 44세","남자인구수[명]","명","741","723","718","715","685","655",
"청양군","40 - 44세","여자인구수[명]","명","546","537","517","539","523","524",
"청양군","45 - 49세","남자인구수[명]","명","1077","988","932","854","806","809",
"청양군","45 - 49세","여자인구수[명]","명","756","702","676","612","589","580",
"청양군","50 - 54세","남자인구수[명]","명","1317","1299","1296","1269","1182","1175",
"청양군","50 - 54세","여자인구수[명]","명","989","986","952","934","839","861",
"청양군","55 - 59세","남자인구수[명]","명","1582","1498","1458","1509","1476","1474",
"청양군","55 - 59세","여자인구수[명]","명","1424","1274","1189","1193","1145","1154",
"청양군","60 - 64세","남자인구수[명]","명","1714","1831","1899","1852","1817","1855",
"청양군","60 - 64세","여자인구수[명]","명","1674","1750","1772","1690","1661","1630",
"청양군","65 - 69세","남자인구수[명]","명","1431","1536","1602","1705","1791","1848",
"청양군","65 - 69세","여자인구수[명]","명","1340","1431","1501","1618","1689","1791",
"청양군","70 - 74세","남자인구수[명]","명","1151","1195","1242","1246","1305","1453",
"청양군","70 - 74세","여자인구수[명]","명","1216","1230","1242","1225","1229","1337",
"청양군","75 - 79세","남자인구수[명]","명","892","864","834","899","966","1037",
"청양군","75 - 79세","여자인구수[명]","명","1255","1146","1047","1049","1072","1156",
"청양군","80 - 84세","남자인구수[명]","명","736","734","760","734","696","690",
"청양군","80 - 84세","여자인구수[명]","명","1292","1263","1281","1248","1187","1099",
"청양군","85 - 89세","남자인구수[명]","명","440","470","464","456","477","443",
"청양군","85 - 89세","여자인구수[명]","명","836","920","962","978","1014","974",
"청양군","90 - 94세","남자인구수[명]","명","99","108","130","162","155","185",
"청양군","90 - 94세","여자인구수[명]","명","286","312","354","371","380","458",
"청양군","95 - 99세","남자인구수[명]","명","28","26","25","20","22","20",
"청양군","95 - 99세","여자인구수[명]","명","38","48","55","76","87","95",
"청양군","100+","남자인구수[명]","명","5","3","1","3","5","3",
"청양군","100+","여자인구수[명]","명","14","6","6","5","7","4",
"홍성군","0 - 4세","남자인구수[명]","명","1682","1564","1402","1266","1226","1210",
"홍성군","0 - 4세","여자인구수[명]","명","1578","1469","1267","1147","1115","1192",
"홍성군","5 - 9세","남자인구수[명]","명","2330","2260","2096","1973","1886","1857",
"홍성군","5 - 9세","여자인구수[명]","명","2126","2065","1954","1882","1852","1719",
"홍성군","10 - 14세","남자인구수[명]","명","2450","2478","2427","2386","2431","2414",
"홍성군","10 - 14세","여자인구수[명]","명","2360","2382","2327","2257","2249","2270",
"홍성군","15 - 19세","남자인구수[명]","명","2467","2395","2431","2388","2373","2439",
"홍성군","15 - 19세","여자인구수[명]","명","2329","2203","2250","2289","2264","2300",
"홍성군","20 - 24세","남자인구수[명]","명","2802","2706","2517","2424","2330","2117",
"홍성군","20 - 24세","여자인구수[명]","명","2358","2216","2057","1907","1848","1714",
"홍성군","25 - 29세","남자인구수[명]","명","2552","2413","2364","2331","2424","2486",
"홍성군","25 - 29세","여자인구수[명]","명","2018","1963","1931","1958","2032","2005",
"홍성군","30 - 34세","남자인구수[명]","명","2401","2345","2387","2485","2712","2929",
"홍성군","30 - 34세","여자인구수[명]","명","2119","2116","2140","2088","2285","2408",
"홍성군","35 - 39세","남자인구수[명]","명","3047","2845","2584","2475","2548","2704",
"홍성군","35 - 39세","여자인구수[명]","명","2914","2772","2448","2292","2321","2418",
"홍성군","40 - 44세","남자인구수[명]","명","3396","3431","3327","3336","3272","3225",
"홍성군","40 - 44세","여자인구수[명]","명","3250","3272","3315","3284","3227","3133",
"홍성군","45 - 49세","남자인구수[명]","명","4158","3925","3711","3546","3427","3503",
"홍성군","45 - 49세","여자인구수[명]","명","3676","3555","3455","3326","3336","3345",
"홍성군","50 - 54세","남자인구수[명]","명","4104","4284","4400","4305","4380","4308",
"홍성군","50 - 54세","여자인구수[명]","명","3572","3706","3661","3591","3707","3791",
"홍성군","55 - 59세","남자인구수[명]","명","4214","4015","3911","4049","4189","4306",
"홍성군","55 - 59세","여자인구수[명]","명","4035","3721","3601","3697","3710","3746",
"홍성군","60 - 64세","남자인구수[명]","명","4058","4310","4429","4489","4531","4394",
"홍성군","60 - 64세","여자인구수[명]","명","4101","4310","4442","4359","4446","4276",
"홍성군","65 - 69세","남자인구수[명]","명","3182","3345","3585","3791","4016","4218",
"홍성군","65 - 69세","여자인구수[명]","명","3418","3580","3681","3908","4021","4263",
"홍성군","70 - 74세","남자인구수[명]","명","2604","2690","2726","2700","2874","3162",
"홍성군","70 - 74세","여자인구수[명]","명","2868","2988","3055","3060","3191","3401",
"홍성군","75 - 79세","남자인구수[명]","명","1870","1897","1869","2032","2188","2383",
"홍성군","75 - 79세","여자인구수[명]","명","2716","2548","2359","2376","2494","2742",
"홍성군","80 - 84세","남자인구수[명]","명","1485","1428","1526","1497","1475","1434",
"홍성군","80 - 84세","여자인구수[명]","명","2538","2488","2661","2607","2534","2399",
"홍성군","85 - 89세","남자인구수[명]","명","750","862","880","911","939","910",
"홍성군","85 - 89세","여자인구수[명]","명","1632","1791","1806","1920","2001","1926",
"홍성군","90 - 94세","남자인구수[명]","명","188","196","224","254","276","332",
"홍성군","90 - 94세","여자인구수[명]","명","522","577","651","704","811","910",
"홍성군","95 - 99세","남자인구수[명]","명","37","44","36","35","49","50",
"홍성군","95 - 99세","여자인구수[명]","명","134","145","147","161","169","193",
"홍성군","100+","남자인구수[명]","명","19","4","3","4","4","4",
"홍성군","100+","여자인구수[명]","명","42","20","25","34","35","21",
"예산군","0 - 4세","남자인구수[명]","명","722","637","659","719","748","740",
"예산군","0 - 4세","여자인구수[명]","명","701","631","626","693","719","717",
"예산군","5 - 9세","남자인구수[명]","명","1169","1088","1022","961","975","898",
"예산군","5 - 9세","여자인구수[명]","명","1039","968","967","934","919","911",
"예산군","10 - 14세","남자인구수[명]","명","1351","1363","1347","1377","1360","1407",
"예산군","10 - 14세","여자인구수[명]","명","1265","1227","1235","1250","1243","1218",
"예산군","15 - 19세","남자인구수[명]","명","1555","1450","1464","1497","1471","1488",
"예산군","15 - 19세","여자인구수[명]","명","1485","1396","1379","1386","1381","1382",
"예산군","20 - 24세","남자인구수[명]","명","2023","1899","1789","1633","1551","1433",
"예산군","20 - 24세","여자인구수[명]","명","1607","1493","1344","1296","1201","1126",
"예산군","25 - 29세","남자인구수[명]","명","1818","1798","1715","1717","1643","1642",
"예산군","25 - 29세","여자인구수[명]","명","1382","1274","1297","1315","1288","1276",
"예산군","30 - 34세","남자인구수[명]","명","1574","1544","1614","1737","1786","1787",
"예산군","30 - 34세","여자인구수[명]","명","1197","1189","1255","1383","1511","1529",
"예산군","35 - 39세","남자인구수[명]","명","1827","1630","1673","1671","1752","1781",
