지점,지점명,일시,평균기온(°C),최저기온(°C),최저기온 시각(hhmi),최고기온(°C),최고기온 시각(hhmi),일강수량(mm),평균 풍속(m/s),평균 상대습도(%),가조시간(hr),합계 일조시간(hr),1시간 최다일사 시각(hhmi),1시간 최다일사량(MJ/m2),합계 일사량(MJ/m2)
131,청주,2020-05-12,16.7,12.6,2355,21.7,1600,0,2.7,56.9,14,10.5,1100,2.81,22.38
131,청주,2020-05-13,17.1,9.8,539,24,1619,,2,43.4,14.1,12.8,1200,3.62,29.12
131,청주,2020-05-14,20.8,12.6,530,27.4,1441,,1,36.9,14.1,8.5,1200,3.46,23.55
131,청주,2020-05-15,17.2,15,910,21.3,1,18.7,1.5,75.5,14.1,0,1400,.44,3.62
131,청주,2020-05-16,18.3,16.2,442,21.2,1451,0,1.4,81.1,14.2,2.1,1100,2.25,13.72
131,청주,2020-05-17,21.7,16.2,627,28.2,1703,,1.4,67.9,14.2,9.1,1200,3.4,25.24
131,청주,2020-05-18,20.4,14.8,2329,27.2,1403,23.7,2.3,74.8,14.2,6.3,1400,2.68,19.11
131,청주,2020-05-19,14.1,12.1,550,17.8,1545,2.4,1.9,74.3,14.2,2.9,1300,2.79,12.09
131,청주,2020-05-20,14.8,9.8,418,20.2,1530,,2.1,60.5,14.3,10.8,1100,3.56,28.14
131,청주,2020-05-21,18,11.1,508,23.3,1515,,1.3,61.3,14.3,11.1,1000,3.2,25.7
131,청주,2020-05-22,19.8,15.3,500,24.9,1522,0,1.8,61.9,14.3,7.1,1200,3.42,22.64
131,청주,2020-05-23,21.5,16.5,536,26.8,1551,,1.7,57.4,14.3,12.4,1100,3.46,28.33
131,청주,2020-05-24,20.3,16.7,2346,24.5,1558,2.4,1.8,71.6,14.4,5.9,1200,2.68,16.34
131,청주,2020-05-25,17.8,15.3,406,21.7,1641,,1.2,74.4,14.4,3.6,1400,1.89,11.8
131,청주,2020-05-26,18.9,14.8,508,25.7,1540,0,1.4,68,14.4,8,1100,3.24,23.35
131,청주,2020-05-27,19.1,14.1,444,25.1,1600,,1.7,57,14.4,12.5,1200,3.57,28.48
131,청주,2020-05-28,19.5,13.8,512,25.7,1621,,1.5,60.9,14.4,8.4,1300,3.63,25.04
131,청주,2020-05-29,21.8,15.3,503,27.8,1619,,1.2,57.4,14.5,10.2,1200,3.63,28.11
131,청주,2020-05-30,23.9,17.2,505,29.8,1529,,1.2,48.9,14.5,12.6,1200,3.54,28.87
131,청주,2020-05-31,22.7,17.2,617,28.1,1430,0,1.4,54.3,14.5,6.7,1100,3.19,21.79
131,청주,2020-06-01,21.5,17.7,118,26.7,1446,.6,2.1,52.6,14.5,11.1,1200,3.71,29.24
131,청주,2020-06-02,20.1,15.6,424,24.3,1531,.6,1.3,53.9,14.5,1.4,1400,2.52,12.53
131,청주,2020-06-03,23.2,18.2,600,29.1,1650,.4,1.5,70.4,14.5,7.1,1300,3.26,22.58
131,청주,2020-06-04,25.5,21.6,534,31.4,1513,,2.1,64.5,14.6,10.2,1200,3.44,27.19
131,청주,2020-06-05,25.5,21.8,621,30.4,1432,,1.6,61,14.6,8.7,1200,3.24,23.09
131,청주,2020-06-06,25.3,20,555,31.4,1509,0,1.8,57.8,14.6,10.9,1200,3.3,26.85
131,청주,2020-06-07,24.4,20.8,402,29.7,1711,,1.4,60.8,14.6,6.8,1200,3.29,22
131,청주,2020-06-08,26.2,20.3,503,32.6,1608,,1.3,57.4,14.6,12.4,1200,3.36,27.75
131,청주,2020-06-09,27.7,21.1,516,34.4,1533,,1.4,47.6,14.6,12.2,1200,3.51,28.46
131,청주,2020-06-10,27,22,523,34.4,1458,59.8,1.3,58.8,14.6,8.7,1400,3.4,24.28
131,청주,2020-06-11,26.1,21.3,319,31.6,1614,5.1,1.6,68.6,14.6,8.5,1100,3.21,24.82
131,청주,2020-06-12,24.7,22.8,524,27.1,1110,2,1,78.5,14.6,.4,900,1.37,9.14
131,청주,2020-06-13,25.7,21.8,504,32.1,1544,10.7,1.5,71.8,14.7,7.2,1200,3.86,26.06
131,청주,2020-06-14,25,21.2,2349,29.8,1454,.4,2,72.4,14.7,6.1,1400,3.18,18.62
131,청주,2020-06-15,23.7,19.1,559,30,1550,,1.9,61.9,14.7,11.6,1100,3.46,27
131,청주,2020-06-16,24.4,19.5,251,30.2,1559,,1.3,63.3,14.7,8.6,1100,3.52,25.74
131,청주,2020-06-17,24.2,21.2,521,28.4,1259,,1.5,58.4,14.7,3.8,1200,2.87,19.18
131,청주,2020-06-18,21.9,20.2,533,24.7,1629,0,1.5,67.9,14.7,.8,1300,1.32,10.44
131,청주,2020-06-19,24.2,19.1,412,29.6,1550,3.6,1.4,64.8,14.7,9.4,1300,3.38,26.4
131,청주,2020-06-20,25,20.7,450,30.8,1539,,1.4,66.8,14.7,7.8,1400,3.11,23.08
131,청주,2020-06-21,26.2,21.6,526,32.9,1517,.8,1.3,61.3,14.7,10,1300,3.43,26.99
131,청주,2020-06-22,27.8,21.5,544,34,1631,,1.3,58,14.7,12.1,1200,3.5,27.71
131,청주,2020-06-23,27.4,22.7,440,31.4,1334,,1.4,61.6,14.7,5.6,1000,3.07,20.18
131,청주,2020-06-24,23.5,21.3,2016,27.1,3,.7,1.8,71.9,14.7,0,1200,.72,5.12
131,청주,2020-06-25,21.9,20.5,2359,24,1521,1.8,1.4,85.3,14.7,0,1500,.76,4.94
131,청주,2020-06-26,23.9,19.7,354,28.8,1552,0,2,69.3,14.7,6.7,1400,3,22.39
131,청주,2020-06-27,24.8,20.3,508,29,1442,,1.1,67.8,14.7,2.7,1400,2.09,16.44
131,청주,2020-06-28,25.2,20.6,534,30.5,1511,,1.3,63.5,14.7,8.6,1200,3.72,25.63
131,청주,2020-06-29,23,20.2,359,27.4,1146,36.6,2,77,14.6,0,1100,1.52,10.36
131,청주,2020-06-30,20.3,18.7,2350,23.2,218,22.8,2.1,88.6,14.6,0,1200,.6,4.91
131,청주,2020-07-01,21.3,17.7,312,24.7,1527,1.5,.9,77.3,14.6,.7,1100,2.08,11.87
131,청주,2020-07-02,24.6,19.1,500,30.1,1547,,1.1,65.9,14.6,8.6,1100,3.33,24.79
131,청주,2020-07-03,23,19.7,2350,25.8,1232,0,1.8,66.9,14.6,.9,1500,1.56,11.93
131,청주,2020-07-04,22.5,18.7,404,27.6,1546,,1.5,72.6,14.6,5.2,1200,3.67,19.14
131,청주,2020-07-05,24.2,20.2,207,28.1,1619,,1,70.6,14.6,6,1100,3.12,20.7
131,청주,2020-07-06,25.4,21.1,524,30.2,1404,,1.2,71.3,14.6,6.8,1300,3.21,22.76
131,청주,2020-07-07,25,22.7,2358,28.5,1625,,1.5,71.9,14.6,3.9,1200,2.15,15.47
131,청주,2020-07-08,25.3,21,446,30.9,1522,,1.3,68.8,14.6,7.6,1200,3.66,23.09
131,청주,2020-07-09,27.5,21.9,435,32.8,1455,,2,63.4,14.5,10.9,1300,3.48,27.61
131,청주,2020-07-10,25.7,22.3,741,29.7,1737,14.7,2.1,74.5,14.5,5.1,1500,2.62,14.95
131,청주,2020-07-11,26.7,23.2,533,30,1327,,1.7,65.5,14.5,4.7,1200,3.18,20.24
131,청주,2020-07-12,23.2,20.1,2314,25.3,1,14.9,1.9,76,14.5,0,1000,.9,6.87
131,청주,2020-07-13,20,17.8,416,22.1,1557,79.3,2,82.6,14.5,0,1100,.61,3.87
131,청주,2020-07-14,19.9,18.2,719,22.2,1603,8.5,2.2,89.3,14.4,0,1100,1.46,8.8
131,청주,2020-07-15,21.8,18.3,540,26.3,1552,3.9,1.3,80.1,14.4,3.5,1400,2.83,14.61
131,청주,2020-07-16,24,19.7,252,29.4,1709,,1.1,70.9,14.4,5.9,1300,2.91,19.7
131,청주,2020-07-17,25.7,21,534,31.5,1534,11,1.2,69.3,14.4,9.6,1200,3.22,26.17
131,청주,2020-07-18,25.7,22.5,541,30,1608,,1.7,63.9,14.4,7,1400,3.28,23.55
131,청주,2020-07-19,25.8,21.1,450,28.8,1358,7.5,2,73.5,14.4,2.2,1200,2.66,15.68
131,청주,2020-07-20,25.2,23.2,2320,28.7,352,10.3,2,80.8,14.3,.7,1400,1.82,9.03
131,청주,2020-07-21,26.2,22,452,30.6,1713,,1.1,66.8,14.3,8.7,1100,3.77,22.51
131,청주,2020-07-22,23.8,22.5,438,25.2,1,28.3,1,86.4,14.3,0,1100,.9,5.27
131,청주,2020-07-23,22.8,21.2,2232,23.8,1800,39.6,2,83.6,14.3,0,1100,.52,3.71
131,청주,2020-07-24,22.3,19.8,821,25.7,1407,33.4,3,83.3,14.2,.7,1300,2.43,10.46
131,청주,2020-07-25,23.1,20.7,459,26.6,1251,11.5,1.2,86.8,14.2,.8,1000,2.13,11.07
131,청주,2020-07-26,24.3,21.2,531,28.2,1556,2.4,.9,83,14.2,3.4,1300,2.27,13
131,청주,2020-07-27,24.9,22.6,2345,28.1,1501,8.1,1,80.4,14.2,.3,1300,1.69,10.5
131,청주,2020-07-28,24.7,21.9,353,27.4,1526,.4,1.3,82.9,14.1,0,1200,1.2,9.26
131,청주,2020-07-29,25,23.8,458,26.6,1731,41.7,1,89.1,14.1,0,1500,.83,5.04
131,청주,2020-07-30,25.6,24.2,730,28.2,1613,69.6,1.1,88.6,14.1,1.5,1500,1.55,7.52
131,청주,2020-07-31,27.4,24.3,528,30.9,1513,,1.1,78.9,14,4.7,1400,2.35,17.01
131,청주,2020-08-01,26.5,23.5,2329,31,1152,19.3,1.4,82.6,14,2.1,1100,2.45,12.81
131,청주,2020-08-02,27.5,23.5,1,30.8,1331,11.9,1.6,79.6,14,1.7,1200,2.35,12.88
131,청주,2020-08-03,26.1,23.8,1533,28.8,937,16.1,1.3,83.6,14,.2,900,1.35,4.44
131,청주,2020-08-04,27.6,24.2,145,32.5,1646,6.8,1.3,82.6,13.9,4.3,1300,2.46,16.67
131,청주,2020-08-05,26.7,25.2,229,29.8,1051,54.5,1.2,85.1,13.9,3,1500,1.52,10.21
131,청주,2020-08-06,25.6,23.8,2345,27.7,35,19.7,2.2,87.3,13.9,0,1200,.58,4.1
131,청주,2020-08-07,23.3,22.2,538,24.5,914,14.3,.9,90,13.8,0,900,.55,4.81
131,청주,2020-08-08,24.4,22.5,340,27.2,1632,18.9,.9,91.1,13.8,.4,1600,1.12,5.41
131,청주,2020-08-09,26.5,24.1,744,28.7,1712,27.3,1.3,84.9,13.8,.2,1100,1.04,7.68
131,청주,2020-08-10,26.4,24.8,2340,30.5,1235,31.7,1.2,86.6,13.7,.6,1200,1.65,9.37
131,청주,2020-08-11,25.5,24,1857,26.8,1520,61.1,1.2,89.3,13.7,0,1300,1.24,6.31
131,청주,2020-08-12,27.2,24.2,506,31.3,1231,9.7,.7,88,13.7,2.2,1000,2.26,12.08
131,청주,2020-08-13,29.4,25.7,519,33.2,1455,,1.4,77.5,13.6,6.9,1100,3.39,20.81
131,청주,2020-08-14,29.2,26.7,549,32.6,1510,,2.1,76.1,13.6,5.7,1400,2.64,17.54
131,청주,2020-08-15,29.3,26.8,557,33.4,1419,,1.8,75,13.6,5.3,1300,3,18.24
131,청주,2020-08-16,28.8,25.5,602,33.7,1508,,1.7,73.5,13.5,6.7,1200,3.37,21.49
131,청주,2020-08-17,29.4,26,335,33.9,1613,,1.2,71.6,13.5,8.5,1400,3.42,24.51
131,청주,2020-08-18,29.3,25.7,615,33.8,1502,,1.2,71.8,13.5,9.3,1100,3.45,24.48
131,청주,2020-08-19,28.8,24.7,523,34,1613,,1.5,70.9,13.4,10.5,1200,3.37,24.97
131,청주,2020-08-20,29,24.7,512,33.9,1457,,1.3,69.5,13.4,10.5,1200,3.37,25.15
131,청주,2020-08-21,29.2,25,457,34.2,1607,,1.2,71.3,13.4,9.3,1300,3.34,24.46
131,청주,2020-08-22,26.5,24.2,2338,30.2,1219,0,1.4,78.6,13.3,0,1100,1.72,9.3
131,청주,2020-08-23,27.3,22.8,605,31.9,1559,,1,70.5,13.3,6.8,1100,2.86,20.96
131,청주,2020-08-24,28.8,23.3,518,33.7,1530,,1.2,68.3,13.3,11.3,1200,3.24,24.76
131,청주,2020-08-25,30.7,25.5,556,36,1527,,1.5,64.9,13.2,11.1,1200,3.32,25.22
131,청주,2020-08-26,29.8,27.5,448,34.2,1223,1.2,2.8,69.4,13.2,4.3,1000,2.62,14.63
131,청주,2020-08-27,29,26.2,251,32.9,1150,8.9,2.3,77,13.2,4.5,1100,2.73,14.26
131,청주,2020-08-28,29,25,2051,34.9,1506,60.2,1.4,76.4,13.1,6.6,1300,2.84,19.31
131,청주,2020-08-29,27.3,25,516,32.4,1419,24.2,1,85.4,13.1,3,1400,2.3,13.13
131,청주,2020-08-30,28.1,25.6,338,33.2,1618,0,1.1,81.5,13,4.5,1300,3.13,18.04
131,청주,2020-08-31,27.8,25.2,401,32.2,1403,0,2.2,71.5,13,6.3,1300,3.37,20.08
131,청주,2020-09-01,27.7,23.6,600,31.7,1430,0,1.7,65.5,13,9.3,1300,3.36,23.34
131,청주,2020-09-02,24.5,22.8,2341,27.2,1,39.8,2.5,89.6,12.9,0,1400,1.11,4.46
131,청주,2020-09-03,23.7,21.1,823,27.6,1259,56,3.3,77.6,12.9,6.3,1300,3.21,18.43
131,청주,2020-09-04,24.7,21.3,529,29.2,1558,,1.6,64.8,12.8,9.7,1100,3.15,20.46
131,청주,2020-09-05,22.4,19.6,559,25.9,1505,,1.4,70,12.8,.4,1400,1.34,8.27
131,청주,2020-09-06,21,18.1,2400,25.8,1257,14.9,2.7,78.6,12.8,1.2,1200,2.62,10.16
131,청주,2020-09-07,19.2,16.5,618,22,2207,30.8,3,87.9,12.7,0,1300,.59,3.52
131,청주,2020-09-08,24.3,21.7,5,28.6,1441,,2.1,70.3,12.7,9.3,1200,2.93,20.14
131,청주,2020-09-09,22.4,19.1,534,26.5,1528,6.1,1.6,76.5,12.7,6.6,1200,2.91,17.87
131,청주,2020-09-10,23.7,20.2,547,28.2,1515,,.9,71.4,12.6,6,1300,2.88,16.87
131,청주,2020-09-11,22.2,19.2,2341,26.2,1325,1.5,2.1,74.3,12.6,.4,1200,1.75,9.64
131,청주,2020-09-12,19.6,17.7,719,21.7,1532,9.5,2,87,12.5,.3,1500,1.02,7
131,청주,2020-09-13,21.9,17.6,631,26.6,1548,,1.6,68.8,12.5,10.3,1100,3.08,21.68
131,청주,2020-09-14,21.9,17.2,554,26.7,1523,,1.3,73.3,12.5,10.2,1100,2.85,20.93
131,청주,2020-09-15,23.5,18.8,557,28.8,1400,0,1.1,70.5,12.4,9.6,1200,3.17,21.15
131,청주,2020-09-16,21.5,20.7,1756,23.8,1053,2,1.1,86.3,12.4,.5,1000,1.17,6.77
131,청주,2020-09-17,21.9,20.2,620,24.2,1452,0,1.1,80,12.4,0,1200,1.14,7.29
131,청주,2020-09-18,21.2,18.1,2359,26.2,1502,,1.5,65,12.3,8.5,1200,2.53,18.45
131,청주,2020-09-19,20.1,16.3,618,26.7,1339,0,1.4,69.3,12.3,7.5,1000,2.46,16.34
131,청주,2020-09-20,19.7,15.1,411,25.7,1508,,1.3,60,12.2,10.5,1200,3.05,21.63
131,청주,2020-09-21,18.7,13.1,645,24.3,1415,,.9,63,12.2,8.2,1300,2.84,16.69
131,청주,2020-09-22,20,15.5,640,25,1535,,2,59.1,12.2,6.4,1300,3.01,16.87
131,청주,2020-09-23,19.2,14.8,620,24,1332,,2.4,62.9,12.1,3.2,1200,2.34,12.9
131,청주,2020-09-24,20.7,16.1,619,26.5,1502,,2.5,63.1,12.1,6.5,1100,2.93,15.98
131,청주,2020-09-25,20.3,15.7,402,26.3,1419,,2.5,64.8,12,7.7,1200,2.75,18.75
131,청주,2020-09-26,19.4,15.6,517,25.1,1540,,2.5,62.9,12,8.9,1100,2.93,19.29
131,청주,2020-09-27,19.9,14.6,605,25.5,1318,,1.3,65.5,12,9.9,1100,2.78,20.02
131,청주,2020-09-28,19.8,14.3,608,26.2,1515,,.9,64.3,11.9,10.3,1100,2.7,20.2
131,청주,2020-09-29,19.3,14.3,626,24.4,1339,,1,66.4,11.9,7.2,1200,2.91,15.72
131,청주,2020-09-30,20.2,15,627,25.7,1443,,1,69,11.8,9.5,1200,2.71,17.75
133,대전,2020-05-01,22.4,16.4,539,29.3,1429,,2.3,69,13.7,11.2,1200,3.53,27.35
133,대전,2020-05-02,22.5,19.5,2356,26.9,1612,0,1.6,62.3,13.7,5.7,1100,2.68,18.51
133,대전,2020-05-03,19.2,16.9,745,22.5,1448,6.5,1.2,86.9,13.8,1.4,1200,1.83,11.22
133,대전,2020-05-04,20.6,14,2353,27.4,1505,,1.6,73.1,13.8,8.6,1100,3.07,21.53
133,대전,2020-05-05,15.6,11.8,526,22.2,1120,1.4,1,88.3,13.8,4.5,900,2.35,11.02
133,대전,2020-05-06,19.7,13.8,343,27.8,1549,,1.6,61.9,13.9,10.9,1200,3.72,28.98
133,대전,2020-05-07,19.6,12.3,524,25.9,1623,,3.8,36.6,13.9,12.1,1200,3.87,30.28
133,대전,2020-05-08,19.4,12.3,610,26.2,1538,7.4,2.3,43.3,13.9,8.7,1100,3.72,25.31
133,대전,2020-05-09,15.9,13.3,2328,18.5,1326,17.9,2.2,95.6,13.9,0,1100,.37,3.24
133,대전,2020-05-10,14.7,13.2,233,18.3,1620,.1,2.2,91.8,14,1.9,1400,1.8,10.29
133,대전,2020-05-11,18.5,14,1,24.4,1458,0,2.2,63,14,10.6,1200,3.7,27.85
133,대전,2020-05-12,16.5,12.1,2355,21.1,1254,.2,2.1,63.3,14,13.2,1200,3.21,27.56
133,대전,2020-05-13,16.3,9.2,529,22.6,1550,,1.8,50.3,14.1,13,1200,3.83,31.37
133,대전,2020-05-14,19.9,11.8,452,27.8,1516,,.9,45.3,14.1,8.7,1100,3.41,24.66
133,대전,2020-05-15,16.7,15.2,805,19.9,1,24.9,1.8,87.1,14.1,0,1100,.6,3.59
133,대전,2020-05-16,17.9,15.9,1,20.8,1512,0,1.5,87.4,14.1,2.8,1300,3.12,16.77
133,대전,2020-05-17,21.2,15.9,443,28.5,1633,,1.2,73.6,14.2,8.5,1200,3.66,25.72
133,대전,2020-05-18,20.2,13.9,2400,27.3,1253,7.6,2.6,80.3,14.2,8,1100,3.64,22.43
133,대전,2020-05-19,13.5,11.7,627,16.7,1632,3.3,1.7,85.5,14.2,2,1400,2.66,10.8
133,대전,2020-05-20,14.5,8.6,531,20.7,1547,,1.1,70.5,14.2,8.9,1200,3.85,26.16
133,대전,2020-05-21,17.5,10.1,516,23.5,1532,,1,70.4,14.3,10.8,1000,3.39,26.39
133,대전,2020-05-22,19.1,14.5,541,25.7,1553,8.3,1.9,76.6,14.3,8.7,1300,3.66,26
133,대전,2020-05-23,20.6,14.6,621,26.3,1619,,1.6,71.5,14.3,12.5,1200,3.67,30.2
133,대전,2020-05-24,19.8,16.2,2353,24,1521,2.8,1.4,80.4,14.3,7.5,1300,3.59,20.04
133,대전,2020-05-25,17.8,14.4,305,22.2,1520,,.9,81.3,14.4,2.8,1300,2.38,15.39
133,대전,2020-05-26,19.6,14.9,527,24.9,1521,0,1,71,14.4,8.3,1100,2.95,22.47
133,대전,2020-05-27,19.1,13.4,524,25.2,1632,0,1.4,60.3,14.4,12.9,1300,3.73,30.79
133,대전,2020-05-28,19.1,12.7,523,25.3,1518,,1.4,70.1,14.4,11,1300,3.71,28.33
133,대전,2020-05-29,21.5,16.1,547,27.6,1514,,1,64.4,14.4,11.2,1200,3.85,29.43
133,대전,2020-05-30,22.7,15.8,532,29.1,1336,,1.4,62.6,14.5,8.9,1200,3.59,24.32
133,대전,2020-05-31,21.9,16.7,515,27.3,1356,,1,67.4,14.5,4.6,1100,3.05,19.69
133,대전,2020-06-01,21.1,16.3,2359,26.5,1415,.6,2.1,60.3,14.5,11.6,1200,4.02,31.05
133,대전,2020-06-02,20.1,15,535,23.2,1509,0,1.2,60.4,14.5,1.8,1000,1.72,13.39
133,대전,2020-06-03,23.3,19.3,532,28.8,1618,0,1.4,75.3,14.5,,,,
133,대전,2020-06-04,25.3,21.9,1,30.9,1524,,2.2,72.1,14.5,12.1,1200,3.7,29.64
133,대전,2020-06-05,25.4,22,328,30.8,1610,,1.8,73,14.5,9,1200,3.37,24.66
133,대전,2020-06-06,24.7,20,531,31.3,1414,3.4,1.9,74.5,14.6,9.2,1200,3.53,25.14
133,대전,2020-06-07,24,20.3,600,30.1,1611,0,1.2,72.8,14.6,9,1300,3.73,25.57
133,대전,2020-06-08,26.2,19.4,528,32.7,1524,,1.1,62.4,14.6,12.8,1200,3.6,29.28
133,대전,2020-06-09,27.3,20.3,441,34.3,1540,,1.2,59.3,14.6,12.2,1200,3.69,29.24
133,대전,2020-06-10,26.1,21.6,519,34.2,1357,58.7,1,72.6,14.6,8.9,1100,3.84,23.69
133,대전,2020-06-11,25.4,20.9,404,30.8,1715,27.7,.9,80.8,14.6,7.9,1300,3.5,22.05
133,대전,2020-06-12,24.4,22,532,26.6,928,3.6,.8,88.4,14.6,1.1,900,1.28,8.08
133,대전,2020-06-13,24.4,21.1,336,29.9,1425,19.6,1.1,90,14.6,4.8,1100,3.19,17.54
133,대전,2020-06-14,24.4,21.3,2357,28.3,1455,.8,1.5,82.1,14.6,5.7,1200,2.87,17.54
133,대전,2020-06-15,23.3,18.7,501,29,1517,,1.8,71.3,14.6,12.4,1100,3.65,28.35
133,대전,2020-06-16,24.2,18.7,501,29.5,1600,,1.4,70.1,14.6,9.5,1100,3.84,27.74
133,대전,2020-06-17,23.5,20.5,511,27.8,1516,,1.3,72,14.7,6.1,1400,2.65,20.4
133,대전,2020-06-18,20.9,19.9,550,22.2,1118,.7,1.5,82.3,14.6,.1,1400,.98,8.22
133,대전,2020-06-19,24,18.8,631,29.2,1553,0,1.1,70.8,14.6,11.1,1300,3.6,27.91
133,대전,2020-06-20,24.8,20.2,536,29.4,1456,.1,1.1,77.5,14.6,10.3,1100,3.7,24.64
133,대전,2020-06-21,26.2,20.4,535,32.2,1558,,1.1,72.1,14.7,12.4,1300,3.84,29.56
133,대전,2020-06-22,27.2,20.7,549,33.8,1504,,1.4,66.1,14.7,13.4,1200,3.72,30.93
133,대전,2020-06-23,27,21.8,545,31.6,1237,,1.2,71.4,14.6,6.4,1100,3.78,21.97
133,대전,2020-06-24,23,21.3,1945,26.2,1,7.3,2.1,84,14.6,0,1200,.84,5.68
133,대전,2020-06-25,21.8,20.2,2153,22.8,821,3.9,1.8,91.8,14.6,0,1200,1.11,6.68
133,대전,2020-06-26,23.2,19.7,325,27.6,1602,.1,1.6,81.5,14.6,6.1,1400,2.46,19.91
133,대전,2020-06-27,24.6,20,445,30.3,1503,0,.7,79.3,14.6,6.9,1200,3.37,22.1
133,대전,2020-06-28,24.8,19.7,532,30,1713,,1,75,14.6,8.5,1100,3.05,23.1
133,대전,2020-06-29,22.4,20.3,1930,27.6,1248,41.5,2.4,89.9,14.6,.4,1200,2.33,10.18
133,대전,2020-06-30,20.3,18.3,2335,21.5,1514,24.5,1.6,96.9,14.6,0,1400,.88,5.13
133,대전,2020-07-01,20.9,17.3,526,24.3,1520,.2,1.1,84.1,14.6,2.3,1100,2.95,12.69
133,대전,2020-07-02,23.5,17.7,521,28.8,1449,,1.1,76.8,14.6,7.5,1200,3.75,23.46
133,대전,2020-07-03,22,19.1,2323,24.6,1306,1,1.9,80.9,14.6,0,1200,1.53,9.31
133,대전,2020-07-04,21.7,18.8,433,26.6,1439,0,1.4,82.8,14.6,2.8,1200,2.93,17.09
133,대전,2020-07-05,23.5,20.2,22,27,1625,,.5,81.1,14.6,4,1100,2.7,17.37
133,대전,2020-07-06,24.3,19.9,530,29.5,1350,.2,1.1,84.8,14.6,5,1200,3.41,19.73
133,대전,2020-07-07,24.7,22.5,548,28.7,1546,.2,1.1,83.1,14.5,3.8,1400,2.5,14.64
133,대전,2020-07-08,25.2,20.2,527,30.2,1541,,.8,79.9,14.5,8.1,1100,3.75,24.22
133,대전,2020-07-09,26.6,21.3,519,31.6,1454,,2.1,76.1,14.5,10,1200,3.5,26.7
133,대전,2020-07-10,25.4,22.1,640,29.2,1615,9.5,1.9,85.5,14.5,4.8,1200,3.14,18.04
133,대전,2020-07-11,26.2,23.5,529,29.4,1329,,1.1,78.3,14.5,4.3,1100,2.87,19.14
133,대전,2020-07-12,22.2,18.9,2324,25.7,1,43.8,3.1,89.3,14.5,0,1000,.81,6.03
133,대전,2020-07-13,18.8,17.7,706,19.7,1804,117.9,3.5,97,14.4,0,1100,.56,3.26
133,대전,2020-07-14,19.9,18.9,239,21.6,1336,6.1,1.4,94.8,14.4,0,1300,1.11,8.89
133,대전,2020-07-15,21.1,19,416,25.1,1621,9.3,.6,92.6,14.4,1.4,1400,2.56,11.67
133,대전,2020-07-16,23.2,19.2,236,28.2,1633,,.6,84.4,14.4,6.9,1400,3.18,20.78
133,대전,2020-07-17,25,19.9,536,30.9,1643,,.8,81.1,14.4,9.9,1200,3.66,25.94
133,대전,2020-07-18,25,21.8,549,29.1,1626,,1.7,75.1,14.4,6.1,1400,3.62,20.07
133,대전,2020-07-19,25.6,21,611,29.9,1346,7.2,2.6,85,14.3,2.1,1300,2.55,14.26
133,대전,2020-07-20,24.5,22.5,2346,29.3,204,20.2,2.1,92.9,14.3,.2,1600,.8,4.44
133,대전,2020-07-21,25.9,22,501,30,1628,,.6,79.3,14.3,10.3,1300,3.19,25.87
133,대전,2020-07-22,23.5,21.8,2249,25.2,1214,25.1,.9,94.9,14.3,0,1200,.96,6.15
133,대전,2020-07-23,21.7,20.8,2138,22.9,1054,52.8,2.3,97,14.2,0,1000,.55,3.15
133,대전,2020-07-24,21.6,20.1,627,24.2,1659,13.5,1.6,96.3,14.2,.4,1600,1.63,9
133,대전,2020-07-25,22.7,20.9,624,25.3,1108,2.6,.8,94.9,14.2,.5,1000,1.87,9.85
133,대전,2020-07-26,24,22,20,27.4,1330,.4,.6,93.5,14.2,1.6,1200,2.68,11.65
133,대전,2020-07-27,24.4,22.3,2400,27.2,1448,2.6,1.1,90.3,14.1,.3,1100,1.59,11.05
133,대전,2020-07-28,24,21.7,115,26.9,1318,6.6,1,95.9,14.1,0,1200,1.41,9.09
133,대전,2020-07-29,24.7,22.5,932,26.2,1703,67.9,.7,97,14.1,0,1400,.98,4.65
133,대전,2020-07-30,25,23.2,1103,27,1731,141.3,1.4,96,14,.4,1200,1.53,6.07
133,대전,2020-07-31,25.9,23.7,2035,30,1528,16.5,.7,93.5,14,3.2,1200,2.76,14.25
133,대전,2020-08-01,25.8,23.7,2205,30.4,1206,17.5,1.2,92,14,3.5,1100,3.05,13.07
133,대전,2020-08-02,27.7,23.8,1,30.6,1339,5.4,2.3,86,14,3.8,1000,2.81,15.44
133,대전,2020-08-03,27,25,1806,30.6,1115,1.4,1.9,86.6,13.9,1.7,1100,2.32,10.42
133,대전,2020-08-04,27.5,25.2,432,32.3,1544,18.5,1.4,88.5,13.9,4.4,1200,2.97,17.45
133,대전,2020-08-05,26.4,25,501,29.8,1029,24.4,1.1,95.5,13.9,2.9,1000,2.08,9.77
133,대전,2020-08-06,25.5,23.4,2359,27.1,1639,24,2.6,95.6,13.8,.1,1600,.76,4.1
133,대전,2020-08-07,23.5,23,605,24.2,932,34.9,.7,96.9,13.8,0,900,.43,3.25
133,대전,2020-08-08,23.8,22.8,516,25,1624,42.9,.8,97,13.8,0,1600,.38,2.63
133,대전,2020-08-09,26.2,23.8,645,30.1,1547,32.1,1.5,91.5,13.8,1.3,1400,1.53,9.47
133,대전,2020-08-10,26.2,24.5,143,29.7,1228,17.5,1.2,95.5,13.7,2,1100,1.93,9.21
133,대전,2020-08-11,26,24.7,2057,27.9,1502,59.3,1.2,95.3,13.7,.3,1400,1.8,7.34
