연도,key,산업용,산업용여름,주택용,주택용여름,일반용,일반용여름,제조업,제조업여름
2021,전라남도 곡성군,225.1,61.0,36.2,9.0,50.7,12.6,220.0,59.8
2021,전라남도 광양시,3529.1,865.7,218.5,60.8,285.3,76.4,3379.3,830.5
2021,전라남도 구례군,21.5,5.7,34.8,8.9,62.3,15.3,14.8,4.0
2021,전라남도 나주시,520.7,136.1,183.7,50.8,309.0,83.1,475.8,124.5
2021,전라남도 담양군,212.9,52.3,54.6,13.8,123.1,31.6,194.8,47.7
2021,전라남도 목포시,116.1,29.2,355.0,96.1,505.9,134.1,68.3,16.6
2021,전라남도 무안군,108.7,26.9,141.3,39.5,184.3,48.2,64.6,16.0
2021,전라남도 보성군,53.7,13.1,54.5,13.9,79.0,19.4,43.6,10.5
2021,전라남도 순천시,953.9,240.1,428.6,116.1,558.0,150.5,808.4,202.9
2021,전라남도 신안군,31.6,8.4,42.2,10.5,71.7,18.5,20.9,5.6
2021,전라남도 여수시,13702.5,3672.7,426.2,116.5,664.5,174.3,13164.7,3534.1
2021,전라남도 영광군,420.5,88.6,71.7,18.4,109.6,26.6,64.2,15.7
2021,전라남도 영암군,785.8,203.6,79.3,20.7,131.4,32.8,765.9,198.5
2021,전라남도 완도군,44.1,12.2,66.9,17.1,105.7,26.7,26.1,7.4
2021,전라남도 장성군,358.4,89.9,54.8,14.1,109.6,27.8,328.0,82.2
2021,전라남도 장흥군,68.4,18.0,50.6,12.9,72.7,18.2,43.2,11.6
2021,전라남도 진도군,21.8,5.3,43.3,11.0,67.4,17.5,13.3,3.1
2021,전라남도 함평군,90.3,21.7,38.9,9.9,55.9,14.0,79.0,18.7
2021,전라남도 해남군,93.0,23.0,92.2,23.6,141.0,35.7,75.8,18.6
2021,전라남도 화순군,131.2,34.7,85.2,22.1,151.2,39.6,117.6,31.3
2021,전북특별자치도 고창군,101.9,26.3,74.4,19.1,113.5,28.8,78.6,20.4
2021,전북특별자치도 군산시,4744.0,1203.2,418.1,112.9,621.4,164.5,4614.3,1169.1
2021,전북특별자치도 김제시,510.8,126.4,109.6,28.7,169.0,43.0,490.1,121.3
2021,전북특별자치도 남원시,169.7,44.0,111.3,28.5,166.1,41.1,132.2,34.7
2021,전북특별자치도 무주군,33.8,8.3,32.9,8.2,82.1,17.0,25.4,6.4
2021,전북특별자치도 부안군,121.1,31.9,68.5,17.9,137.2,35.0,92.0,24.5
2021,전북특별자치도 순창군,89.2,22.7,34.8,8.8,47.3,11.5,82.1,20.9
2021,전북특별자치도 완주군,1159.8,299.5,125.8,33.2,255.5,67.8,1067.0,275.6
2021,전북특별자치도 익산시,1769.9,461.7,411.8,111.6,520.3,137.8,1635.5,427.5
2021,전북특별자치도 임실군,110.6,28.4,32.3,7.9,59.4,14.4,99.1,25.5
2021,전북특별자치도 장수군,35.6,8.7,27.9,6.7,39.5,9.0,22.1,5.3
2021,전북특별자치도 전주시,1828.7,478.1,1047.6,284.2,1351.8,365.9,1662.5,436.0
2021,전북특별자치도 정읍시,1085.6,284.3,154.8,40.5,204.2,52.5,989.5,259.7
2021,전북특별자치도 진안군,35.0,8.3,30.3,7.3,47.8,11.0,21.5,5.0
2021,제주특별자치도 서귀포시,184.1,47.4,280.2,77.8,748.4,208.8,62.5,15.6
2021,제주특별자치도 제주시,490.2,128.7,733.1,201.8,1473.9,408.5,232.9,62.9
2021,충청남도 계룡시,58.5,15.0,64.7,17.8,133.0,36.0,29.4,7.7
2021,충청남도 공주시,501.9,131.4,151.7,40.3,270.3,66.7,436.4,114.9
2021,충청남도 금산군,635.5,159.0,68.1,17.1,108.8,26.6,620.3,155.2
2021,충청남도 논산시,604.7,153.8,168.5,45.2,269.1,69.9,530.4,134.6
2021,충청남도 당진시,5936.3,1417.7,281.9,77.8,362.3,94.2,5760.0,1380.1
2021,충청남도 보령시,595.9,136.2,150.8,40.6,280.7,72.5,424.0,104.5
2021,충청남도 부여군,153.1,37.4,89.9,23.3,113.6,28.9,126.5,32.0
2021,충청남도 서산시,8059.2,1995.3,292.6,80.1,439.4,113.1,7972.4,1974.6
2021,충청남도 서천군,712.1,170.2,74.3,19.4,117.7,29.8,625.2,152.1
2021,충청남도 아산시,12434.7,3194.2,511.2,142.1,643.0,166.0,12121.5,3114.2
2021,충청남도 예산군,758.4,192.1,116.1,30.6,177.1,44.4,723.4,183.1
2021,충청남도 천안시,5223.9,1365.2,1041.8,287.9,1430.1,382.9,5058.4,1323.6
2021,충청남도 청양군,128.4,32.4,40.7,10.2,54.5,12.8,117.8,29.8
2021,충청남도 태안군,256.9,61.1,87.8,22.9,216.0,55.3,20.8,5.3
2021,충청남도 홍성군,298.8,75.0,159.5,42.8,216.3,56.0,257.2,64.2
2021,충청북도 괴산군,224.1,55.2,52.8,13.4,108.4,26.8,211.4,52.2
2021,충청북도 단양군,1605.0,385.0,39.9,9.8,79.8,18.6,1579.0,378.7
2021,충청북도 보은군,169.2,41.9,44.8,11.1,75.3,17.4,154.9,38.3
2021,충청북도 영동군,158.8,39.0,63.8,16.1,85.5,20.5,132.3,32.6
2021,충청북도 옥천군,353.3,86.9,69.2,17.7,104.7,25.8,191.2,46.6
2021,충청북도 음성군,2425.7,609.5,149.6,39.8,285.4,71.0,2368.1,595.7
2021,충청북도 제천시,923.2,239.3,195.1,49.8,281.2,68.8,841.6,219.9
2021,충청북도 증평군,400.2,102.3,56.5,15.5,83.0,20.5,360.8,91.8
2021,충청북도 진천군,2314.4,608.7,139.2,37.9,259.1,66.3,2281.0,600.5
2021,충청북도 청주시,9645.8,2561.2,1331.4,370.5,1846.0,499.2,9131.5,2425.9
2021,충청북도 충주시,1498.1,387.0,329.9,88.5,502.6,127.5,1370.3,354.0
2021,황해북도 개성시,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,강원특별자치도 강릉시,909.1,238.9,336.8,88.7,637.0,168.3,689.5,176.2
2022,강원특별자치도 고성군,59.2,15.5,42.5,10.7,171.5,44.3,35.3,9.4
2022,강원특별자치도 동해시,1987.7,494.2,141.2,37.2,232.1,60.1,1909.2,478.2
2022,강원특별자치도 삼척시,1048.3,254.3,98.5,25.2,177.5,46.3,807.9,201.7
2022,강원특별자치도 속초시,71.5,18.5,138.7,36.2,302.8,81.9,49.2,12.7
2022,강원특별자치도 양구군,20.1,4.9,29.9,7.5,88.0,20.0,7.8,2.0
2022,강원특별자치도 양양군,47.1,11.9,47.6,12.2,159.8,40.1,31.0,7.8
2022,강원특별자치도 영월군,888.0,224.6,58.2,14.7,95.4,23.4,824.9,209.3
2022,강원특별자치도 원주시,809.8,201.4,592.9,155.4,883.1,227.5,709.3,176.3
2022,강원특별자치도 인제군,39.2,9.4,48.0,11.9,161.5,38.1,13.7,3.4
2022,강원특별자치도 정선군,268.6,65.7,54.4,13.0,212.6,50.6,243.0,59.5
2022,강원특별자치도 철원군,63.3,15.2,58.9,14.9,175.8,41.9,35.9,8.7
2022,강원특별자치도 춘천시,241.1,63.0,463.0,125.4,879.0,229.7,135.1,37.1
2022,강원특별자치도 태백시,99.4,24.3,60.5,13.9,102.7,23.6,26.2,6.2
2022,강원특별자치도 평창군,88.1,23.1,70.1,16.8,258.5,56.8,42.9,10.9
2022,강원특별자치도 홍천군,123.6,32.7,103.3,26.4,279.7,72.0,93.8,25.3
2022,강원특별자치도 화천군,24.0,5.4,34.2,8.7,130.8,30.9,6.4,1.5
2022,강원특별자치도 횡성군,267.3,69.7,71.6,18.1,138.6,33.6,227.0,59.7
2022,경기도 가평군,93.4,22.3,96.1,25.1,402.4,95.4,51.1,11.9
2022,경기도 고양시,779.2,193.3,1597.2,449.1,2556.0,699.8,351.8,81.1
2022,경기도 과천시,46.2,12.0,126.4,37.0,233.4,60.8,1.7,0.4
2022,경기도 광명시,266.4,70.3,372.2,103.3,551.4,162.3,224.4,59.3
2022,경기도 광주시,1147.1,270.6,609.7,166.8,848.0,212.8,982.8,228.2
2022,경기도 구리시,118.0,29.9,291.1,82.4,390.2,105.4,33.3,8.1
2022,경기도 군포시,624.0,157.6,400.3,108.5,471.5,126.5,394.7,99.9
2022,경기도 김포시,2230.7,506.6,810.2,217.5,1149.3,305.7,2120.3,478.1
2022,경기도 남양주시,952.2,232.9,1151.8,311.8,1239.8,319.0,537.9,125.6
2022,경기도 동두천시,233.0,58.1,141.3,38.6,241.2,62.5,177.2,42.2
2022,경기도 부천시,1566.3,399.6,1233.7,345.3,1431.0,388.8,1391.5,357.4
2022,경기도 성남시,898.1,238.1,1494.7,423.6,3006.6,838.9,381.6,106.4
2022,경기도 수원시,698.0,182.1,1923.5,545.4,3231.0,891.5,565.6,147.6
2022,경기도 시흥시,2902.6,712.2,862.1,243.3,1025.6,273.8,2753.7,675.2
2022,경기도 안산시,5757.8,1480.3,1023.4,290.4,1251.7,334.6,5487.8,1412.5
2022,경기도 안성시,2071.7,529.8,307.5,84.0,718.7,187.0,2005.0,512.0
2022,경기도 안양시,465.3,119.2,837.5,230.8,1628.4,441.3,332.3,86.0
2022,경기도 양주시,1150.5,261.3,373.1,102.5,654.7,196.0,1054.8,237.5
2022,경기도 양평군,121.7,29.8,191.6,49.1,329.0,77.1,28.2,6.6
2022,경기도 여주시,515.7,124.9,170.9,45.6,406.5,104.2,461.1,111.9
2022,경기도 연천군,209.6,50.8,60.7,15.9,172.7,40.9,147.2,35.2
2022,경기도 오산시,563.7,145.8,378.1,106.5,481.8,128.0,505.7,131.3
2022,경기도 용인시,5749.1,1492.5,1712.1,467.6,3022.2,803.7,4687.7,1220.1
2022,경기도 의왕시,147.0,36.4,246.5,66.9,427.1,112.9,113.5,27.9
2022,경기도 의정부시,252.1,62.4,718.6,195.6,774.8,205.8,56.3,13.6
2022,경기도 이천시,7277.2,1921.1,342.0,94.9,900.9,233.7,7184.3,1897.3
2022,경기도 파주시,7133.5,1851.4,774.1,215.4,1270.2,323.0,6901.5,1794.3
2022,경기도 평택시,14176.5,3716.2,1020.1,286.9,1735.2,465.6,13323.4,3499.5
2022,경기도 포천시,1613.7,367.3,212.7,56.0,575.3,138.7,1506.0,341.0
2022,경기도 하남시,560.4,144.8,559.3,162.9,735.4,202.9,101.1,25.3
2022,경기도 화성시,16242.3,4159.1,1543.3,429.4,2798.1,753.6,15946.3,4081.2
2022,경상남도 거제시,974.8,267.7,380.7,103.7,477.1,131.8,900.1,248.4
2022,경상남도 거창군,126.6,33.3,85.5,22.2,127.8,32.2,110.1,29.1
2022,경상남도 고성군,427.1,107.2,71.8,18.5,109.2,27.8,187.9,49.8
2022,경상남도 김해시,3264.2,796.5,828.3,236.7,1080.6,304.1,3013.8,730.6
2022,경상남도 남해군,20.0,5.0,54.3,14.1,115.5,30.0,6.1,1.4
2022,경상남도 밀양시,574.4,141.8,156.1,42.3,236.6,61.4,511.1,125.6
2022,경상남도 사천시,881.6,223.7,164.5,45.2,262.1,69.6,818.7,207.2
2022,경상남도 산청군,92.0,25.2,44.0,11.1,75.8,18.8,77.1,21.3
2022,경상남도 양산시,2420.2,615.0,565.5,157.6,721.9,200.7,2056.8,516.0
2022,경상남도 의령군,195.2,49.2,35.9,9.3,56.1,13.5,183.2,46.2
2022,경상남도 진주시,922.1,225.3,557.7,154.9,752.1,207.0,818.1,197.7
2022,경상남도 창녕군,544.5,137.7,84.3,22.2,141.8,37.1,524.2,132.5
2022,경상남도 창원시,6394.8,1607.5,1597.2,454.1,2164.8,604.7,6113.4,1533.2
2022,경상남도 통영시,343.2,83.3,191.6,51.7,332.8,88.0,115.9,30.2
2022,경상남도 하동군,141.9,29.3,55.2,14.0,89.0,22.5,40.2,10.1
2022,경상남도 함안군,2492.0,596.5,90.1,24.4,141.0,37.7,2392.7,571.3
2022,경상남도 함양군,59.1,14.6,53.2,13.5,76.5,19.1,43.2,10.2
2022,경상남도 합천군,76.5,18.8,57.0,14.4,105.6,25.2,55.6,13.4
2022,경상북도 경산시,1614.6,405.7,436.6,122.2,513.4,140.5,1548.4,388.2
2022,경상북도 경주시,2579.5,624.3,410.2,112.6,742.0,202.5,1874.0,443.0
2022,경상북도 고령군,1102.7,265.4,39.5,10.5,74.8,19.0,1072.1,257.9
2022,경상북도 구미시,8012.9,2136.7,629.4,179.5,779.0,214.6,7623.0,2037.7
2022,경상북도 군위군,148.1,35.8,27.9,7.0,61.4,15.2,138.1,33.3
2022,경상북도 김천시,1630.8,410.2,205.5,55.3,313.3,83.5,1451.0,366.0
2022,경상북도 문경시,199.3,47.1,97.2,24.9,163.2,39.8,169.3,39.3
2022,경상북도 봉화군,1591.4,393.6,40.7,10.0,56.6,13.0,1573.2,389.2
2022,경상북도 상주시,150.2,38.3,136.2,35.2,184.3,46.4,122.8,31.4
2022,경상북도 성주군,802.3,190.3,51.5,13.6,101.3,25.4,786.2,186.2
2022,경상북도 안동시,307.4,80.2,239.4,63.9,395.7,100.8,199.2,52.5
2022,경상북도 영덕군,52.4,13.2,47.7,12.2,127.6,32.9,31.6,8.0
2022,경상북도 영양군,11.9,2.9,22.2,5.4,30.8,6.9,3.6,0.8
2022,경상북도 영주시,1195.3,303.7,151.0,39.6,214.3,53.1,1161.2,295.5
2022,경상북도 영천시,983.7,234.4,141.7,37.4,210.3,54.4,946.4,224.9
2022,경상북도 예천군,51.0,12.9,90.2,24.4,106.1,26.9,34.8,9.0
2022,경상북도 울릉군,7.9,2.0,10.1,2.6,44.8,11.4,2.4,0.6
2022,경상북도 울진군,403.8,72.4,81.3,20.8,158.3,38.9,22.6,5.4
2022,경상북도 의성군,80.4,18.1,67.7,17.1,86.5,20.8,65.6,14.2
2022,경상북도 청도군,91.1,22.0,56.0,14.1,104.2,26.4,77.5,18.7
2022,경상북도 청송군,19.0,4.5,34.5,8.6,64.0,15.1,8.3,1.8
2022,경상북도 칠곡군,1393.0,341.5,169.6,48.0,337.1,91.0,1293.8,316.3
2022,경상북도 포항시,7691.8,1974.7,772.2,219.6,1111.3,308.7,7535.7,1934.8
2022,광주광역시 광산구,1999.0,504.9,647.4,179.9,841.7,234.6,1890.5,477.9
2022,광주광역시 남구,45.0,11.5,340.2,94.4,322.0,89.7,12.0,2.8
2022,광주광역시 동구,35.1,9.1,183.3,51.6,374.3,103.6,8.0,2.0
2022,광주광역시 북구,761.2,210.0,668.6,189.5,763.5,210.6,693.9,192.0
2022,광주광역시 서구,310.9,85.0,469.0,128.3,801.7,219.3,195.4,54.0
2022,대구광역시 남구,11.3,2.9,225.9,65.5,328.0,92.4,6.1,1.6
2022,대구광역시 달서구,2059.1,522.2,851.9,242.9,919.5,261.2,1833.1,458.0
2022,대구광역시 달성군,3075.4,781.3,391.0,111.9,481.3,133.0,2885.6,729.8
2022,대구광역시 동구,129.6,33.1,541.3,153.4,809.3,227.7,87.3,21.9
2022,대구광역시 북구,716.3,178.0,667.2,191.4,825.4,232.1,600.6,147.0
2022,대구광역시 서구,364.9,99.4,238.2,68.0,308.6,84.5,227.9,56.2
2022,대구광역시 수성구,215.1,55.5,676.3,193.6,760.1,211.7,15.0,3.7
2022,대구광역시 중구,28.6,7.0,146.3,44.4,503.4,143.8,20.0,5.1
2022,대전광역시 대덕구,2095.9,545.6,257.9,70.1,395.3,104.9,1872.7,489.5
2022,대전광역시 동구,87.2,21.9,344.0,94.9,409.9,110.7,56.5,14.0
2022,대전광역시 서구,54.1,13.3,714.5,197.5,1071.8,294.4,19.3,4.5
2022,대전광역시 유성구,899.3,247.1,562.7,159.1,1516.5,427.3,365.0,96.8
2022,대전광역시 중구,33.7,8.7,342.3,95.5,526.0,144.4,20.0,5.1
2022,부산광역시 강서구,3476.4,884.1,243.3,69.2,656.3,179.8,3401.9,864.8
2022,부산광역시 금정구,248.3,63.9,347.9,94.8,397.7,110.4,108.4,27.7
2022,부산광역시 기장군,677.7,173.7,158.7,44.6,391.5,107.3,523.7,130.0
2022,부산광역시 남구,514.1,136.1,422.5,116.8,426.1,119.7,392.6,103.0
2022,부산광역시 동구,82.5,21.3,140.5,38.7,299.3,83.1,31.0,7.9
2022,부산광역시 동래구,98.6,25.7,427.6,117.7,442.4,125.5,10.2,2.7
2022,부산광역시 부산진구,252.0,70.7,591.1,164.1,824.9,234.7,27.4,6.9
2022,부산광역시 북구,111.6,29.9,418.2,116.0,344.9,96.0,14.9,4.0
2022,부산광역시 사상구,790.1,194.8,300.8,83.5,428.0,118.4,747.2,183.7
2022,부산광역시 사하구,1517.9,387.0,454.8,126.7,432.1,119.4,1405.1,358.7
2022,부산광역시 서구,168.1,46.5,167.8,45.3,240.7,66.9,143.1,40.0
2022,부산광역시 수영구,13.7,3.5,291.9,81.8,325.4,91.7,6.6,1.7
2022,부산광역시 연제구,65.0,17.9,327.2,90.6,406.4,115.3,12.5,3.1
2022,부산광역시 영도구,103.9,28.6,162.9,43.1,164.3,44.6,73.2,20.5
2022,부산광역시 중구,6.8,1.7,64.6,17.6,282.8,80.2,4.8,1.2
2022,부산광역시 해운대구,217.3,54.2,698.7,194.5,913.3,261.7,137.1,36.0
2022,서울특별시 강남구,291.7,65.5,985.2,291.7,3425.9,936.7,11.8,3.0
2022,서울특별시 강동구,165.7,44.0,678.5,194.9,761.9,207.4,21.7,5.4
2022,서울특별시 강북구,53.4,13.9,422.5,116.9,420.0,114.4,33.2,8.5
2022,서울특별시 강서구,323.2,82.6,862.4,244.5,1477.6,407.1,45.7,12.3
2022,서울특별시 관악구,38.6,10.2,696.1,198.2,764.1,210.1,20.7,5.3
2022,서울특별시 광진구,361.6,100.7,508.5,147.3,635.3,178.1,29.8,7.7
2022,서울특별시 구로구,346.4,87.2,631.5,177.4,891.5,246.7,98.7,24.7
2022,서울특별시 금천구,225.9,59.4,356.9,101.1,1078.9,297.6,213.6,56.2
2022,서울특별시 노원구,76.0,20.2,700.6,194.5,620.6,168.4,33.4,9.0
2022,서울특별시 도봉구,56.1,14.7,444.2,123.3,351.4,95.6,42.6,11.1
2022,서울특별시 동대문구,173.4,46.3,550.5,154.3,626.2,169.2,76.3,19.9
2022,서울특별시 동작구,57.4,15.9,567.4,160.7,576.0,160.0,14.1,4.3
2022,서울특별시 마포구,185.3,58.2,631.2,182.1,1359.6,369.0,20.1,5.4
2022,서울특별시 서대문구,32.7,8.6,480.8,137.4,581.7,161.5,14.9,4.0
2022,서울특별시 서초구,427.7,115.8,729.4,212.5,2030.8,552.3,7.8,1.9
2022,서울특별시 성동구,893.4,238.3,466.2,130.9,780.5,213.1,219.4,56.9
2022,서울특별시 성북구,102.6,27.7,651.1,180.1,539.3,145.0,45.0,11.7
2022,서울특별시 송파구,215.6,58.4,1016.0,289.6,1733.5,504.1,36.3,9.6
2022,서울특별시 양천구,44.4,11.5,672.0,188.6,1021.0,271.0,16.5,3.9
2022,서울특별시 영등포구,225.4,59.0,659.9,189.0,1786.0,497.9,102.4,26.1
2022,서울특별시 용산구,107.5,27.8,443.1,129.2,882.6,246.0,16.5,4.3
2022,서울특별시 은평구,194.8,52.0,698.6,196.2,555.4,150.5,13.0,3.3
2022,서울특별시 종로구,75.2,19.7,272.9,77.7,1220.4,335.3,68.7,18.0
2022,서울특별시 중구,225.2,58.3,219.4,63.3,1753.8,491.2,204.1,53.0
2022,서울특별시 중랑구,72.1,18.4,561.5,158.2,481.9,130.9,55.8,14.2
2022,세종특별자치시 세종시,2025.6,519.3,654.1,176.6,213.5,232.8,1781.0,457.9
2022,울산광역시 남구,14435.7,3722.0,493.3,138.6,777.2,219.7,13499.7,3481.5
2022,울산광역시 동구,999.1,275.2,219.9,58.2,233.8,64.9,970.5,267.7
2022,울산광역시 북구,1742.9,462.6,331.3,91.6,351.9,99.2,1688.9,448.2
2022,울산광역시 울주군,11359.3,2764.1,338.0,91.2,491.0,130.4,10964.9,2675.4
2022,울산광역시 중구,30.3,8.0,319.3,87.5,337.4,94.9,10.8,2.9
2022,인천광역시 강화군,115.3,27.8,94.0,23.8,205.8,47.9,97.4,23.2
2022,인천광역시 계양구,396.9,102.2,425.6,118.6,464.3,125.5,282.3,72.1
2022,인천광역시 남동구,2073.4,504.4,815.7,226.2,979.5,266.2,1956.9,474.7
2022,인천광역시 동구,3418.3,819.8,91.6,25.0,112.1,28.5,3364.9,804.0
2022,인천광역시 미추홀구,418.9,103.6,648.1,180.5,666.8,176.2,325.1,79.7
2022,인천광역시 부평구,704.2,178.0,761.9,211.8,814.4,220.2,623.6,155.5
2022,인천광역시 서구,3588.6,909.9,960.0,270.2,1255.9,331.5,3178.6,812.4
2022,인천광역시 연수구,1262.9,339.0,722.5,209.6,872.2,247.1,745.3,213.9
2022,인천광역시 옹진군,54.2,10.2,29.1,7.5,123.7,29.5,30.2,7.7
2022,인천광역시 중구,1040.9,269.3,265.7,73.4,1214.8,332.2,895.4,230.6
2022,전라남도 강진군,67.6,16.6,46.8,12.1,73.4,18.4,39.7,10.0
2022,전라남도 고흥군,81.0,20.6,91.8,23.8,115.8,29.6,46.5,11.4
2022,전라남도 곡성군,228.7,62.6,35.7,8.9,53.1,13.3,223.3,61.4
2022,전라남도 광양시,4417.8,1014.5,227.0,65.0,303.5,82.7,4259.0,972.7
2022,전라남도 구례군,23.5,6.3,34.5,8.8,64.9,16.2,14.7,4.1
2022,전라남도 나주시,506.8,134.3,189.6,53.2,329.9,90.6,460.4,122.1
2022,전라남도 담양군,216.6,55.0,55.5,14.3,129.3,33.7,198.3,50.2
2022,전라남도 목포시,119.5,29.2,358.6,98.4,522.4,141.5,72.5,16.7
2022,전라남도 무안군,107.7,26.3,144.7,41.4,199.4,52.1,63.3,15.9
2022,전라남도 보성군,52.6,12.5,54.6,13.9,82.3,20.5,42.4,10.0
2022,전라남도 순천시,1021.2,266.8,435.5,119.5,585.8,161.5,866.1,226.5
2022,전라남도 신안군,32.9,9.1,41.3,10.3,81.4,20.4,21.5,6.1
2022,전라남도 여수시,13520.5,3594.6,431.9,120.1,695.3,187.7,13214.2,3450.4
2022,전라남도 영광군,410.7,102.0,72.4,18.6,112.4,27.8,84.4,22.5
2022,전라남도 영암군,769.5,198.8,80.1,21.1,134.6,34.1,743.5,193.6
2022,전라남도 완도군,47.2,12.7,66.3,17.0,107.9,27.7,27.3,7.5
2022,전라남도 장성군,349.4,85.6,55.0,14.2,116.0,29.9,318.7,77.7
2022,전라남도 장흥군,72.9,19.3,49.9,12.9,77.5,19.8,46.9,12.4
2022,전라남도 진도군,20.9,5.3,43.3,11.0,70.4,18.6,12.8,3.1
2022,전라남도 함평군,99.8,22.9,38.7,9.8,59.1,14.8,88.0,20.0
2022,전라남도 해남군,97.3,26.3,92.1,23.8,145.6,37.3,80.6,22.1
2022,전라남도 화순군,130.2,35.1,87.0,22.9,159.8,42.2,116.8,31.7
2022,전북특별자치도 고창군,107.0,28.3,74.5,19.1,120.6,30.8,84.6,22.7
2022,전북특별자치도 군산시,4690.1,1182.2,418.6,112.7,658.4,175.4,4573.1,1150.3
2022,전북특별자치도 김제시,535.3,135.8,109.0,28.7,179.2,46.2,512.3,130.3
2022,전북특별자치도 남원시,194.4,49.1,110.6,28.6,175.8,44.3,155.0,39.2
2022,전북특별자치도 무주군,33.6,8.5,32.9,8.2,90.7,18.5,25.3,6.6
2022,전북특별자치도 부안군,122.3,32.4,67.8,17.8,144.7,37.3,92.9,24.9
2022,전북특별자치도 순창군,91.0,23.8,34.9,8.9,50.9,12.6,83.7,21.9
2022,전북특별자치도 완주군,1186.3,312.2,131.3,35.1,270.9,72.5,1091.3,287.1
2022,전북특별자치도 익산시,1762.8,464.9,411.7,112.1,546.7,145.4,1628.3,430.6
2022,전북특별자치도 임실군,108.1,27.9,32.0,7.9,62.2,15.1,96.9,25.0
2022,전북특별자치도 장수군,36.3,8.7,27.3,6.5,41.4,9.5,22.0,5.2
2022,전북특별자치도 전주시,1792.0,464.6,1057.6,289.8,1431.3,392.3,1623.3,421.9
2022,전북특별자치도 정읍시,1144.3,303.0,154.3,40.6,215.7,56.0,1046.4,278.5
2022,전북특별자치도 진안군,33.8,8.4,30.4,7.3,50.3,11.6,20.3,4.9
2022,제주특별자치도 서귀포시,190.3,49.7,290.7,83.9,827.1,233.2,63.6,15.9
2022,제주특별자치도 제주시,497.6,131.7,760.4,218.8,1620.1,455.5,235.8,63.7
2022,충청남도 계룡시,58.2,14.9,69.2,19.3,136.7,37.2,30.1,7.8
2022,충청남도 공주시,483.0,122.2,153.0,40.6,286.7,71.3,418.3,105.9
2022,충청남도 금산군,650.7,165.5,69.8,17.8,119.4,29.7,634.4,161.3
2022,충청남도 논산시,613.4,157.2,168.2,45.0,283.5,73.5,537.8,138.0
2022,충청남도 당진시,5906.8,1507.0,288.3,79.5,382.0,98.4,5749.2,1473.5
2022,충청남도 보령시,663.4,170.3,152.2,41.3,297.2,80.3,439.7,107.3
2022,충청남도 부여군,162.5,42.8,89.4,23.2,121.3,31.0,125.8,32.5
2022,충청남도 서산시,9111.5,2311.3,294.5,80.3,450.2,116.1,9009.7,2286.9
2022,충청남도 서천군,702.9,178.0,74.0,19.3,123.5,31.7,635.1,159.9
2022,충청남도 아산시,11912.2,3021.4,541.8,150.5,726.6,189.7,11605.3,2944.7
2022,충청남도 예산군,782.9,193.5,119.1,31.5,196.0,49.1,744.9,184.0
2022,충청남도 천안시,5388.3,1416.5,1061.4,290.6,1594.6,428.4,5219.4,1373.8
2022,충청남도 청양군,132.7,34.4,40.3,10.0,59.9,13.7,122.1,31.8
2022,충청남도 태안군,322.8,69.8,86.7,22.6,258.8,60.7,20.9,5.5
2022,충청남도 홍성군,311.2,77.6,160.9,43.3,229.3,59.3,267.4,66.1
2022,충청북도 괴산군,250.8,61.8,53.6,13.6,116.0,28.6,237.1,58.4
2022,충청북도 단양군,1684.5,413.0,39.2,9.6,85.7,20.2,1656.5,406.1
2022,충청북도 보은군,170.6,42.4,45.1,11.3,80.3,18.6,155.6,38.7
2022,충청북도 영동군,158.0,38.2,64.6,16.3,89.9,21.9,131.9,32.0
2022,충청북도 옥천군,355.4,88.4,69.8,18.0,113.9,28.1,193.3,46.9
2022,충청북도 음성군,2565.9,652.5,154.9,41.3,314.0,77.9,2501.0,636.8
2022,충청북도 제천시,946.4,238.3,196.0,50.2,307.6,74.9,864.5,219.2
2022,충청북도 증평군,382.4,100.6,58.6,16.0,107.3,28.0,344.2,90.5
2022,충청북도 진천군,2338.8,613.3,143.6,39.1,293.5,74.5,2301.5,603.5
2022,충청북도 청주시,9913.6,2620.6,1363.7,380.4,1970.0,529.9,9393.4,2486.9
2022,충청북도 충주시,1554.7,399.1,335.8,90.2,545.5,138.5,1418.3,364.7
2022,황해북도 개성시,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023,강원특별자치도 강릉시,866.7,216.8,336.5,89.5,647.9,171.6,712.9,183.7
2023,강원특별자치도 고성군,61.9,16.2,41.9,10.7,174.7,45.2,38.4,10.3
2023,강원특별자치도 동해시,1756.6,445.3,140.2,37.0,237.5,61.1,1666.5,425.0
2023,강원특별자치도 삼척시,1134.1,288.9,96.8,24.9,182.2,46.9,812.8,203.6
2023,강원특별자치도 속초시,74.4,19.2,140.8,37.1,308.6,82.5,52.3,13.4
2023,강원특별자치도 양구군,19.7,4.9,30.1,7.5,91.9,21.0,7.6,2.0
2023,강원특별자치도 양양군,47.2,12.0,47.2,12.2,164.5,41.3,31.5,7.9
2023,강원특별자치도 영월군,812.4,211.2,58.5,14.5,99.1,23.8,746.3,194.5
2023,강원특별자치도 원주시,839.3,210.9,608.2,157.8,913.5,233.2,736.4,185.9
2023,강원특별자치도 인제군,38.1,9.0,48.5,12.0,164.9,38.9,13.0,3.2
2023,강원특별자치도 정선군,258.0,60.0,54.3,13.0,223.5,53.1,232.5,53.7
2023,강원특별자치도 철원군,61.4,14.2,58.7,14.8,177.3,42.2,34.2,7.7
