SN,IOEP_BGNG_DT,IOEP_END_DT,IOEP_LAK,LAK_0,PWRTRNSMSSN_LAK,NDMS,IOEP_RGN_ZIP,CRT_DT,MDFCN_DT
6993,2020/06/26 09:00:00,2020/06/26 16:12:00,1000,1000,0,0,,2020/06/26 16:15:37,2020/06/26 16:15:03
7002,2020/06/29 15:00:00,2020/06/29 16:17:00,600,600,0,0,,2020/06/29 16:18:42,2020/06/29 16:18:23
7005,2020/06/30 10:00:00,2020/06/30 12:59:00,110,110,0,0,,2020/06/30 13:01:24,2020/06/30 13:01:20
7011,2020/06/30 15:20:00,2020/06/30 15:38:00,1000,1000,0,0,,2020/06/30 15:42:23,2020/06/30 15:40:16
7036,2020/06/30 18:00:00,2020/06/30 16:04:00,120,120,0,0,,2020/06/30 16:06:23,2020/06/30 16:06:16
7046,2020/06/30 09:00:00,2020/06/30 17:56:00,1000,0,1000,100,,2020/06/30 17:58:23,2020/06/30 17:58:18
7047,2020/06/30 11:00:00,2020/06/30 17:59:00,1000,300,700,70,,2020/06/30 18:01:23,2020/06/30 17:59:46
7064,2020/07/01 04:00:00,2020/07/01 15:10:00,1100,1100,0,0,,2020/07/01 14:54:26,2020/07/01 14:52:50
7065,2020/07/01 00:00:00,2020/07/01 14:55:00,1000,1000,0,0,,2020/07/01 14:57:26,2020/07/01 14:56:09
7069,2020/07/01 17:00:00,2020/07/01 19:14:00,1000,0,1000,100,,2020/07/01 15:16:25,2020/07/01 15:14:49
7071,2020/07/01 11:00:00,2020/07/01 15:40:00,2000,1000,1000,50,,2020/07/01 15:43:25,2020/07/01 15:42:50
7077,2020/07/01 17:00:00,2020/07/01 15:46:00,20,20,0,0,,2020/07/01 15:49:25,2020/07/01 15:47:30
7079,2020/07/01 17:00:00,2020/07/01 15:49:00,200,200,0,0,,2020/07/01 15:52:25,2020/07/01 15:51:54
7081,2020/07/01 15:40:00,2020/07/01 15:51:00,1000,1000,0,0,,2020/07/01 15:55:25,2020/07/01 15:52:52
7086,2020/07/01 15:00:00,2020/07/01 15:53:00,1000,1000,0,0,,2020/07/01 15:55:25,2020/07/01 15:55:13
7090,2020/07/01 15:00:00,2020/07/01 15:54:00,10100,10100,0,0,,2020/07/01 15:55:25,2020/07/01 15:55:16
7099,2020/07/01 17:00:00,2020/07/01 16:07:00,1000,1000,0,0,,2020/07/01 16:09:25,2020/07/01 16:09:15
7100,2020/07/01 13:00:00,2020/07/01 16:11:00,330,330,0,0,,2020/07/01 16:13:25,2020/07/01 16:13:17
7111,2020/07/02 11:02:00,2020/07/02 11:02:00,1000,1000,0,0,,2020/07/02 11:06:26,2020/07/02 11:05:04
7134,2020/07/02 14:35:00,2020/07/02 14:42:00,1000,1000,0,0,,2020/07/02 14:46:27,2020/07/02 14:44:44
7139,2020/07/02 11:00:00,2020/07/02 15:03:00,1000,1000,0,0,,2020/07/02 14:49:26,2020/07/02 14:48:28
7143,2020/07/02 14:00:00,2020/07/02 14:53:00,200,200,0,0,,2020/07/02 14:55:27,2020/07/02 14:54:39
7149,2020/07/02 14:50:00,2020/07/02 14:59:00,1000,1000,0,0,,2020/07/02 15:01:27,2020/07/02 15:00:18
7150,2020/07/02 15:00:00,2020/07/02 15:05:00,6000,6000,0,0,,2020/07/02 15:01:27,2020/07/02 15:00:39
7151,2020/07/02 00:00:00,2020/07/02 15:27:00,1050,50,1000,95.24,,2020/07/02 15:01:27,2020/07/02 15:01:12
7162,2020/07/01 00:00:00,2020/07/02 15:35:00,1100,350,750,68.18,,2020/07/02 15:10:26,2020/07/02 15:08:55
7168,2020/07/02 00:00:00,2020/07/02 15:30:00,1000,990,10,1,,2020/07/02 15:30:27,2020/07/02 15:30:07
7170,2020/07/02 08:01:00,2020/07/02 15:32:00,2000,2000,0,0,,2020/07/02 15:34:27,2020/07/02 15:34:15
7172,2020/07/02 00:00:00,2020/07/02 15:35:00,110,35,75,68.18,,2020/07/02 15:37:27,2020/07/02 15:36:34
7173,2020/07/02 00:00:00,2020/07/02 15:39:00,0,0,0,0,,2020/07/02 15:40:27,2020/07/02 15:40:08
7174,2020/07/02 02:00:00,2020/07/02 15:43:00,1000,990,10,1,,2020/07/02 15:43:27,2020/07/02 15:43:17
7180,2020/07/02 14:00:00,2020/07/02 15:55:00,1100,100,1000,90.91,,2020/07/02 16:00:27,2020/07/02 15:58:57
7181,2020/07/02 14:00:00,2020/07/02 15:55:00,1000,1000,0,0,,2020/07/02 16:00:27,2020/07/02 15:58:56
7182,2020/07/02 15:00:00,2020/07/02 15:57:00,1000,1000,0,0,,2020/07/02 16:00:27,2020/07/02 15:59:26
7186,2020/07/02 15:18:00,2020/07/02 15:59:00,1500,1500,0,0,,2020/07/02 16:03:27,2020/07/02 16:01:12
7190,2020/07/02 16:00:00,2020/07/06 10:05:00,1001,1001,0,0,,2020/07/02 16:09:27,2020/07/02 16:08:13
7194,2020/07/02 16:00:00,2020/07/02 16:18:00,1000,0,1000,100,,2020/07/02 16:21:27,2020/07/02 16:20:10
7211,2020/07/02 17:00:00,2020/07/02 17:45:00,120,120,0,0,,2020/07/02 17:48:26,2020/07/02 17:46:29
7212,2020/07/02 04:00:00,2020/07/02 18:31:00,8,8,0,0,,2020/07/02 18:33:27,2020/07/02 18:32:51
7213,2020/07/02 19:00:00,2020/07/02 18:58:00,200,200,0,0,,2020/07/02 19:00:27,2020/07/02 18:59:50
7214,2020/07/02 23:00:00,2020/07/02 20:07:00,200,200,0,0,,2020/07/02 20:09:27,2020/07/02 20:09:07
7217,2020/07/03 10:00:00,2020/07/03 10:46:00,1000,1000,0,0,,2020/07/03 10:50:28,2020/07/03 10:49:56
7218,2020/07/03 10:35:00,2020/07/03 10:46:00,255,255,0,0,,2020/07/03 10:50:28,2020/07/03 10:49:14
7225,2020/07/01 00:00:00,2020/07/03 13:54:00,0,0,0,0,,2020/07/03 14:07:28,2020/07/03 14:06:58
7227,2020/07/03 00:00:00,2020/07/03 13:59:00,0,0,0,0,,2020/07/03 14:13:28,2020/07/03 14:12:38
7230,2020/07/01 00:00:00,2020/07/03 14:30:00,10,8,2,20,,2020/07/03 14:35:28,2020/07/03 14:32:31
7248,2020/07/03 15:00:00,2020/07/03 14:37:00,1700,1700,0,0,,2020/07/03 14:38:29,2020/07/03 14:38:08
7259,2020/07/03 14:52:00,2020/07/03 14:51:00,1200,1200,0,0,,2020/07/03 15:26:28,2020/07/03 14:54:54
7260,2020/07/03 14:57:00,2020/07/03 15:07:00,1200,0,1200,100,,2020/07/03 15:26:28,2020/07/03 15:07:55
7261,2020/07/03 14:00:00,2020/07/03 15:07:00,1000,0,1000,100,,2020/07/03 15:26:28,2020/07/03 15:07:18
7262,2020/07/03 14:00:00,2020/07/03 15:03:00,1110,0,1110,100,,2020/07/03 15:26:28,2020/07/03 15:03:18
7263,2020/07/03 14:00:00,2020/07/03 15:21:00,10700,10700,0,0,,2020/07/03 15:26:28,2020/07/03 15:24:54
7264,2020/07/03 11:00:00,2020/07/03 15:57:00,1000,700,300,30,,2020/07/03 16:12:29,2020/07/03 15:57:43
7272,2020/07/03 17:00:00,2020/07/03 16:59:00,1100,1100,0,0,,2020/07/03 17:02:29,2020/07/03 17:02:01
7282,2020/07/06 09:00:00,2020/07/06 10:18:00,1000,300,700,70,,2020/07/06 10:19:32,2020/07/06 10:18:16
7319,2020/07/06 10:29:00,2020/07/06 10:33:00,2930,2930,0,0,,2020/07/06 10:36:32,2020/07/06 10:34:48
7327,2020/07/06 10:00:00,2020/07/06 10:47:00,0,0,0,0,,2020/07/06 10:51:32,2020/07/06 10:51:03
7368,2020/07/06 15:40:00,2020/07/06 16:25:00,300,300,0,0,,2020/07/06 16:36:32,2020/07/06 16:36:12
7370,2020/07/06 15:57:00,2020/07/06 16:41:00,20,4,16,80,,2020/07/06 16:42:32,2020/07/06 16:41:38
7374,2020/07/06 16:00:00,2020/07/06 16:47:00,1300,1000,300,23.08,,2020/07/06 16:48:32,2020/07/06 16:48:00
7378,2020/07/07 09:00:00,2020/07/07 09:49:00,1000,990,10,1,,2020/07/07 09:50:34,2020/07/07 09:50:18
7379,2020/07/07 10:00:00,2020/07/07 09:50:00,1000,1000,0,0,,2020/07/07 09:53:34,2020/07/07 09:52:43
7383,2020/07/07 10:50:00,2020/07/07 14:59:00,1000,1000,0,0,,2020/07/07 10:44:34,2020/07/07 10:43:57
7406,2020/07/07 10:00:00,2020/07/07 11:14:00,10,0,10,100,,2020/07/07 11:14:34,2020/07/07 11:14:18
7436,2020/07/07 14:50:00,2020/07/07 14:58:00,1000,0,1000,100,,2020/07/07 15:00:14,2020/07/07 14:58:24
7437,2020/07/07 14:00:00,2020/07/07 15:06:00,1000,300,700,70,,2020/07/07 15:00:14,2020/07/07 15:00:14
7533,2020/07/08 10:15:00,2020/07/08 11:00:00,25,0,25,100,,2020/07/08 10:37:55,2020/07/08 10:36:59
7539,2020/07/08 10:25:00,2020/07/08 10:40:00,1000,300,700,70,,2020/07/08 10:40:55,2020/07/08 10:40:21
7579,2020/07/08 10:00:00,2020/07/08 11:00:00,1010,1010,0,0,,2020/07/08 11:11:55,2020/07/08 11:10:59
7582,2020/07/08 10:00:00,2020/07/08 11:13:00,11,1,10,90.91,,2020/07/08 11:14:55,2020/07/08 11:13:43
7590,2020/07/08 12:59:00,2020/07/08 12:59:00,0,0,0,0,,2020/07/08 13:05:55,2020/07/08 13:05:27
7609,2020/07/08 14:26:00,2020/07/08 14:26:00,1000,1000,0,0,,2020/07/08 15:31:55,2020/07/08 15:28:41
7618,2020/07/08 16:30:00,2020/07/08 16:49:00,1050,0,1050,100,,2020/07/08 17:34:56,2020/07/08 16:49:27
7619,2020/07/08 16:26:00,2020/07/08 16:48:00,1000,0,1000,100,,2020/07/08 17:34:56,2020/07/08 16:48:27
7772,2020/07/09 10:00:00,2020/07/09 10:25:00,1150,0,1150,100,,2020/07/09 10:30:57,2020/07/09 10:29:22
7905,2020/07/09 14:20:00,2020/07/09 14:38:00,1000,0,1000,100,,2020/07/09 14:40:57,2020/07/09 14:38:31
7906,2020/07/09 14:00:00,2020/07/09 14:36:00,1220,520,700,57.38,-,2020/07/28 17:36:26,
7907,2020/07/09 14:20:00,2020/07/09 14:37:00,1000,1000,0,0,-,2020/07/28 17:36:26,
7908,2020/07/09 14:00:00,2020/07/09 14:38:00,1210,0,1210,100,-,2020/07/28 17:36:26,
7909,2020/07/09 14:00:00,2020/07/09 14:39:00,0,0,0,0,-,2020/07/28 17:36:26,
7910,2020/07/09 14:15:00,2020/07/09 14:38:00,300,-400,700,233.33,-,2020/07/28 17:36:26,
8003,2020/07/16 14:13:00,2020/07/16 14:21:00,2320,2320,0,0,-,2020/07/28 17:51:46,
8004,2020/07/16 14:15:00,2020/07/16 14:23:00,2323,2323,0,0,-,2020/07/28 17:51:46,
8005,2020/07/28 14:01:00,2020/07/28 14:08:00,11083,11083,0,0,-,2020/07/28 17:51:46,
8006,2020/07/28 14:01:00,2020/07/28 14:23:00,60,60,0,0,-,2020/07/29 14:39:27,
8007,2020/07/29 10:00:00,2020/07/29 10:00:00,1000,1000,0,0,-,2020/07/29 14:39:27,
8008,2020/07/29 10:05:00,2020/07/29 10:18:00,3440,940,2500,72.67,-,2020/07/29 14:39:27,
8009,2020/07/29 10:10:00,2020/07/29 10:24:00,1000,1000,0,0,-,2020/07/29 14:39:27,
8010,2020/07/29 10:00:00,2020/07/29 10:24:00,1000,1000,0,0,-,2020/07/29 14:39:27,
8011,2020/07/29 10:43:00,2020/07/29 10:43:00,1000,1000,0,0,-,2020/07/29 14:39:27,
8012,2020/07/29 10:00:00,2020/07/29 10:50:00,1000,300,700,70,-,2020/07/29 14:39:27,
8016,2020/07/30 05:25:00,2020/07/30 07:46:00,3,1,2,66.67,-,2020/07/30 15:29:48,
8017,2020/07/30 05:52:00,2020/07/30 08:12:00,340,340,0,0,-,2020/07/30 15:29:48,
8018,2020/07/30 06:54:00,2020/07/30 08:14:00,520,520,0,0,-,2020/07/30 15:29:48,
8019,2020/07/30 06:31:00,2020/07/30 07:34:00,37,0,37,100,-,2020/07/30 15:29:48,
8020,2020/07/30 06:19:00,2020/07/30 07:15:00,304,-562,866,284.87,-,2020/07/30 15:29:48,
8021,2020/07/30 06:43:00,2020/07/30 08:19:00,289,289,0,0,-,2020/07/30 15:29:48,
8022,2020/07/30 06:19:00,2020/07/30 07:15:00,304,56,248,81.58,-,2020/07/30 15:29:48,
8023,2020/07/30 05:39:00,2020/07/30 06:22:00,4,2,2,50,-,2020/07/30 15:29:48,
8024,2020/07/30 10:00:00,2020/07/30 10:33:00,1237,1237,0,0,-,2020/07/30 15:29:48,
8025,2020/07/30 14:15:00,2020/07/30 14:11:00,978,978,0,0,-,2020/07/30 15:29:48,
8026,2020/07/30 14:20:00,2020/07/30 14:27:00,1438,1438,0,0,-,2020/07/30 15:29:48,
8027,2020/07/30 14:30:00,2020/07/30 14:41:00,76,76,0,0,-,2020/07/30 15:29:48,
8035,2020/08/04 06:41:00,2020/08/04 14:40:00,50,50,0,0,null,2020/08/04 14:42:56,2020/08/04 14:42:38
8036,2020/08/04 01:00:00,2020/08/04 16:42:00,100,0,100,100,null,2020/08/04 16:42:56,2020/08/04 16:42:24
8045,2020/08/03 13:00:00,2020/08/04 18:58:00,2291,74,2217,98.36,null,2020/08/05 10:00:57,2020/08/05 10:00:26
8046,2020/08/03 13:00:00,2020/08/04 17:03:00,2254,0,2254,100,null,2020/08/05 10:03:57,2020/08/05 10:03:22
8053,2020/08/06 05:52:00,2020/08/06 11:00:00,78,73,5,6.41,null,2020/08/06 13:25:59,2020/08/06 13:25:28
8064,2020/08/07 00:00:00,2020/08/07 16:38:00,200,200,0,0,-,2020/08/07 16:40:41,
8066,2020/08/08 07:46:00,2020/08/08 07:45:00,0,0,0,0,-,2020/08/08 07:48:02,
8067,2020/08/08 04:06:00,2020/08/08 05:39:00,997,0,997,100,-,2020/08/08 07:51:02,
8068,2020/08/08 03:58:00,2020/08/08 08:02:00,840,90,750,89.29,-,2020/08/08 08:06:02,
8069,2020/08/08 05:32:00,2020/08/08 08:24:00,601,601,0,0,-,2020/08/08 08:38:02,
8070,2020/08/08 06:46:00,2020/08/08 08:38:00,475,475,0,0,-,2020/08/08 08:41:02,
8071,2020/08/08 05:44:00,2020/08/08 05:45:00,412,0,412,100,-,2020/08/08 08:44:02,
8072,2020/08/08 04:06:00,2020/08/08 05:39:00,1017,0,1017,100,-,2020/08/08 08:58:42,
8073,2020/08/08 04:06:00,2020/08/08 05:39:00,1017,0,1017,100,-,2020/08/08 09:03:42,
8074,2020/08/08 04:06:00,2020/08/08 05:39:00,1017,1017,0,0,-,2020/08/08 09:06:42,
8075,2020/08/07 20:27:00,2020/08/08 09:08:00,513,513,0,0,-,2020/08/08 09:10:02,
8076,2020/08/08 07:02:00,2020/08/08 09:10:00,190,190,0,0,-,2020/08/08 09:13:02,
8077,2020/08/08 07:37:00,2020/08/08 11:39:00,165,165,0,0,-,2020/08/08 11:42:42,
8078,2020/08/08 09:16:00,2020/08/08 12:54:00,62,62,0,0,-,2020/08/08 12:57:02,
8079,2020/08/07 18:45:00,2020/08/07 21:48:00,13,0,13,100,-,2020/08/08 13:59:02,
8080,2020/08/07 14:38:00,2020/08/07 15:41:00,668,0,668,100,-,2020/08/08 14:55:42,
8081,2020/08/07 23:55:00,2020/08/08 00:43:00,99,0,99,100,-,2020/08/08 14:59:02,
8082,2020/08/08 03:58:00,2020/08/08 14:55:00,16203,16203,0,0,-,2020/08/08 15:04:42,
8083,2020/08/08 05:43:00,2020/08/08 15:04:00,35964,35964,0,0,-,2020/08/08 15:09:02,
8084,2020/08/08 07:04:00,2020/08/08 15:09:00,43551,43551,0,0,-,2020/08/08 15:14:42,
8085,2020/08/08 11:10:00,2020/08/08 15:03:00,198,198,0,0,-,2020/08/08 15:20:02,
8086,2020/08/08 11:35:00,2020/08/08 15:21:00,217,217,0,0,-,2020/08/08 15:23:02,
8087,2020/08/08 12:20:00,2020/08/08 13:23:00,15,15,0,0,-,2020/08/08 15:26:02,
8088,2020/08/08 12:58:00,2020/08/08 15:22:00,186,186,0,0,-,2020/08/08 15:26:02,
8089,2020/08/08 04:19:00,2020/08/08 15:23:00,325,325,0,0,-,2020/08/08 15:26:02,
8090,2020/08/08 07:22:00,2020/08/08 15:24:00,222,222,0,0,-,2020/08/08 15:29:02,
8091,2020/08/08 12:20:00,2020/08/08 15:28:00,4,4,0,0,-,2020/08/08 15:33:42,
8092,2020/08/08 00:20:00,2020/08/08 15:42:00,381,381,0,0,-,2020/08/08 15:48:42,
8093,2020/08/08 06:12:00,2020/08/08 15:49:00,16,16,0,0,-,2020/08/08 15:51:42,
8094,2020/08/08 07:20:00,2020/08/08 08:00:00,1950,628,1322,67.79,-,2020/08/08 15:54:42,
8095,2020/08/08 07:41:00,2020/08/08 15:52:00,81,81,0,0,-,2020/08/08 15:54:42,
8096,2020/08/08 09:41:00,2020/08/08 16:24:00,2,2,0,0,-,2020/08/08 16:26:42,
8097,2020/08/08 03:58:00,2020/08/08 17:36:00,16203,16203,0,0,-,2020/08/08 17:47:42,
8098,2020/08/08 14:44:00,2020/08/08 18:38:00,136,136,0,0,-,2020/08/08 18:39:42,
8099,2020/08/08 09:40:00,2020/08/08 18:57:00,332,332,0,0,-,2020/08/08 19:04:03,
8100,2020/08/08 14:55:00,2020/08/08 20:21:00,15,15,0,0,-,2020/08/08 20:27:43,
8101,2020/08/08 15:53:00,2020/08/08 18:00:00,11,0,11,100,null,2020/08/08 20:30:43,2020/08/08 20:29:16
8102,2020/08/09 00:02:00,2020/08/09 11:15:00,102,102,0,0,-,2020/08/09 11:20:44,
8103,2020/08/10 05:00:00,2020/08/10 10:37:00,4092,606,3486,85.19,-,2020/08/10 10:38:45,
8104,2020/08/10 01:00:00,2020/08/10 10:51:00,4092,340,3752,91.69,-,2020/08/10 10:53:05,
8105,2020/08/10 02:00:00,2020/08/10 11:09:00,5260,340,4920,93.54,-,2020/08/10 11:10:45,
8106,2020/08/10 11:47:00,2020/08/10 15:33:00,1,0,1,100,-,2020/08/10 15:36:45,
8107,2020/08/22 13:38:00,2020/08/24 14:05:00,20,20,0,0,-,2020/08/24 14:07:27,
8108,2020/08/25 00:00:00,2020/08/25 15:07:00,1000,1000,0,0,-,2020/08/25 15:15:48,
8109,2020/08/26 10:00:00,2020/08/26 14:13:00,2020,0,2020,100,null,2020/08/26 10:29:10,2020/08/26 10:14:03
8110,2020/08/26 11:55:00,2020/08/26 12:02:00,166,166,0,0,-,2020/08/26 12:03:50,
8111,2020/08/26 12:28:00,2020/08/26 12:25:00,35,35,0,0,-,2020/08/26 12:26:50,
8112,2020/08/26 12:29:00,2020/08/26 12:36:00,60,60,0,0,-,2020/08/26 12:37:30,
8113,2020/08/07 13:14:00,2020/08/26 14:25:00,0,0,0,0,-,2020/08/26 14:30:50,
8114,2020/08/01 04:00:00,2020/08/26 14:36:00,0,0,0,0,-,2020/08/26 14:38:30,
8115,2020/08/26 14:44:00,2020/08/26 14:50:00,270,270,0,0,-,2020/08/26 14:52:30,
8116,2020/08/26 14:57:00,2020/08/26 15:00:00,1032,1032,0,0,-,2020/08/26 15:06:30,
8117,2020/08/01 10:00:00,2020/08/26 16:33:00,0,0,0,0,-,2020/08/26 16:34:50,
8118,2020/08/01 15:15:00,2020/08/26 16:41:00,844,844,0,0,null,2020/08/26 16:43:10,2020/08/26 16:42:47
8119,2020/08/01 15:15:00,2020/08/01 16:16:00,844,0,844,100,null,2020/08/26 16:47:50,2020/08/26 16:46:38
8120,2019/09/07 15:15:00,2019/09/07 16:16:00,844,0,844,100,null,2020/08/26 16:52:50,2020/08/26 16:50:40
8121,2020/08/26 03:00:00,2020/08/26 17:52:00,100,100,0,0,-,2020/08/26 17:49:30,
8122,2020/08/26 22:00:00,2020/08/26 23:53:00,1000,0,1000,100,null,2020/08/26 17:54:10,2020/08/26 17:53:58
8123,2020/08/01 09:00:00,2020/08/26 18:07:00,60,60,0,0,-,2020/08/26 18:09:30,
8124,2020/08/26 18:44:00,2020/08/26 19:34:00,315,0,315,100,-,2020/08/26 20:39:50,
8125,2020/08/26 10:07:00,2020/08/26 20:55:00,64,64,0,0,-,2020/08/26 20:59:30,
8126,2020/08/26 20:04:00,2020/08/26 21:27:00,64,64,0,0,-,2020/08/26 21:30:10,
8127,2020/08/26 20:04:00,2020/08/26 21:28:00,402,402,0,0,-,2020/08/26 21:30:10,
8128,2020/08/26 21:54:00,2020/08/26 22:04:00,35,35,0,0,-,2020/08/26 22:06:10,
8129,2020/08/26 22:38:00,2020/08/26 22:48:00,2472,2472,0,0,-,2020/08/26 22:51:10,
8130,2020/08/27 00:02:00,2020/08/27 00:40:00,22,22,0,0,null,2020/08/27 00:44:30,2020/08/27 00:43:16
8131,2020/08/27 03:17:00,2020/08/27 03:20:00,4189,4189,0,0,-,2020/08/27 03:27:31,
8132,2020/08/26 13:39:00,2020/08/26 16:25:00,533,0,533,100,-,2020/08/27 04:05:11,
8133,2020/08/27 04:22:00,2020/08/27 04:40:00,219,219,0,0,-,2020/08/27 04:43:11,
8134,2020/08/27 04:45:00,2020/08/27 04:48:00,557,557,0,0,-,2020/08/27 05:03:51,
8135,2020/08/27 05:07:00,2020/08/27 05:14:00,3403,3403,0,0,-,2020/08/27 05:19:31,
8136,2020/08/27 05:19:00,2020/08/27 05:30:00,1000,1000,0,0,-,2020/08/27 05:33:11,
8137,2020/08/27 05:08:00,2020/08/27 05:26:00,98,98,0,0,-,2020/08/27 05:33:11,
8138,2020/08/27 05:19:00,2020/08/27 05:32:00,87,87,0,0,-,2020/08/27 05:38:11,
8139,2020/08/27 05:19:00,2020/08/27 05:34:00,384,384,0,0,-,2020/08/27 05:38:11,
8140,2020/08/27 05:20:00,2020/08/27 05:39:00,771,771,0,0,null,2020/08/27 05:43:31,2020/08/27 05:42:50
8141,2020/08/27 04:50:00,2020/08/27 08:00:00,489,0,489,100,-,2020/08/27 05:48:31,
8142,2020/08/27 04:50:00,2020/08/27 05:53:00,489,489,0,0,-,2020/08/27 05:55:32,
8143,2020/08/27 05:49:00,2020/08/27 05:57:00,640,640,0,0,null,2020/08/27 06:00:51,2020/08/27 06:00:18
8144,2020/08/27 06:00:00,2020/08/27 06:06:00,120,120,0,0,-,2020/08/27 06:09:31,
8145,2020/08/27 06:19:00,2020/08/27 06:30:00,187,187,0,0,null,2020/08/27 06:33:31,2020/08/27 06:32:31
8146,2020/08/27 06:22:00,2020/08/27 06:30:00,1,1,0,0,-,2020/08/27 06:38:51,
8147,2020/08/27 06:22:00,2020/08/27 06:43:00,320,0,320,100,null,2020/08/27 07:08:11,2020/08/27 07:06:52
8148,2020/08/27 06:22:00,2020/08/27 06:43:00,430,0,430,100,null,2020/08/27 07:41:12,2020/08/27 07:40:38
8149,2020/08/27 06:19:00,2020/08/27 09:07:00,187,187,0,0,-,2020/08/27 09:09:51,
8150,2020/08/27 06:19:00,2020/08/27 08:53:00,187,2,185,98.93,-,2020/08/27 09:16:11,
8151,2020/08/27 00:02:00,2020/08/27 02:50:00,22,0,22,100,null,2020/08/27 09:28:51,2020/08/27 09:28:15
8152,2020/08/27 05:18:00,2020/08/27 11:21:00,212,212,0,0,-,2020/08/27 11:25:31,
8153,2020/08/26 22:38:00,2020/08/26 23:34:00,2750,986,1764,64.15,null,2020/08/27 14:54:11,2020/08/27 14:53:40
8154,2020/08/27 06:22:00,2020/08/27 07:08:00,444,0,444,100,-,2020/08/27 15:00:51,
8155,2020/08/27 05:07:00,2020/08/27 15:18:00,1168,212,956,81.85,-,2020/08/27 15:20:31,
8156,2020/09/01 09:09:00,2020/09/01 09:44:00,1,1,0,0,-,2020/09/01 09:49:18,
8157,2020/09/01 08:05:00,2020/09/01 09:59:00,1,1,0,0,-,2020/09/01 10:00:38,
8158,2020/09/01 08:00:00,2020/09/01 10:25:00,1,1,0,0,-,2020/09/01 10:26:18,
8159,2020/09/01 10:02:00,2020/09/01 10:41:00,1,1,0,0,-,2020/09/01 10:43:18,
8160,2020/09/01 04:00:00,2020/09/01 17:02:00,100,100,0,0,-,2020/09/01 17:02:39,
8161,2020/09/02 09:43:00,2020/09/02 09:59:00,164,164,0,0,-,2020/09/02 10:02:20,
8162,2020/09/02 11:18:00,2020/09/02 11:35:00,899,899,0,0,-,2020/09/02 11:42:20,
8163,2020/09/02 12:16:00,2020/09/02 13:31:00,960,960,0,0,-,2020/09/02 13:34:20,
8164,2020/09/02 15:11:00,2020/09/02 15:32:00,661,661,0,0,-,2020/09/02 15:34:20,
8165,2020/09/02 15:51:00,2020/09/02 16:03:00,181,181,0,0,-,2020/09/02 16:05:40,
8166,2020/09/02 15:18:00,2020/09/02 16:05:00,264,264,0,0,-,2020/09/02 16:12:00,
8167,2020/09/02 16:26:00,2020/09/02 16:34:00,60,60,0,0,-,2020/09/02 16:40:00,
8168,2020/09/02 09:43:00,2020/09/02 16:38:00,328,328,0,0,-,2020/09/02 16:47:20,
8169,2020/09/02 15:42:00,2020/09/02 16:50:00,164,164,0,0,-,2020/09/02 16:55:00,
8170,2020/09/02 12:16:00,2020/09/02 14:14:00,960,0,960,100,-,2020/09/02 16:55:00,
8171,2020/09/02 12:16:00,2020/09/02 14:14:00,960,0,960,100,null,2020/09/02 17:02:20,2020/09/02 16:57:47
8172,2020/09/02 16:49:00,2020/09/02 16:56:00,601,601,0,0,-,2020/09/02 17:02:20,
8173,2020/09/02 15:51:00,2020/09/02 16:51:00,181,181,0,0,-,2020/09/02 17:02:20,
8174,2020/09/02 16:45:00,2020/09/02 16:58:00,11,11,0,0,-,2020/09/02 17:02:20,
8175,2020/09/02 16:50:00,2020/09/02 16:59:00,327,327,0,0,-,2020/09/02 17:02:20,
8176,2020/09/02 16:57:00,2020/09/02 17:03:00,371,371,0,0,-,2020/09/02 17:09:40,
8177,2020/09/02 17:02:00,2020/09/02 17:07:00,288,288,0,0,-,2020/09/02 17:09:40,
8178,2020/09/02 17:08:00,2020/09/02 17:12:00,293,293,0,0,-,2020/09/02 17:17:20,
8179,2020/09/02 17:08:00,2020/09/02 17:16:00,298,298,0,0,-,2020/09/02 17:24:40,
8180,2020/09/02 17:13:00,2020/09/02 17:24:00,591,591,0,0,-,2020/09/02 17:32:20,
8181,2020/09/02 17:26:00,2020/09/02 17:30:00,1001,1001,0,0,-,2020/09/02 17:32:20,
8182,2020/09/02 17:11:00,2020/09/02 17:30:00,151,151,0,0,-,2020/09/02 17:40:20,
8183,2020/09/02 09:43:00,2020/09/02 17:37:00,164,0,164,100,null,2020/09/02 17:40:20,2020/09/02 17:37:18
8184,2020/09/02 17:29:00,2020/09/02 17:35:00,240,240,0,0,-,2020/09/02 17:48:40,
8185,2020/09/02 17:46:00,2020/09/02 17:50:00,957,957,0,0,-,2020/09/02 17:57:20,
8186,2020/09/02 17:51:00,2020/09/02 17:54:00,277,277,0,0,-,2020/09/02 18:06:00,
8187,2020/09/02 17:55:00,2020/09/02 17:59:00,175,175,0,0,-,2020/09/02 18:06:00,
8188,2020/09/02 18:02:00,2020/09/02 18:14:00,300,300,0,0,-,2020/09/02 18:15:20,
8189,2020/09/02 18:09:00,2020/09/02 18:13:00,20,20,0,0,-,2020/09/02 18:21:40,
8190,2020/09/02 18:11:00,2020/09/02 18:24:00,290,290,0,0,-,2020/09/02 18:28:00,
8191,2020/09/02 18:03:00,2020/09/02 18:28:00,441,441,0,0,-,2020/09/02 18:34:20,
8192,2020/09/02 18:15:00,2020/09/02 18:28:00,276,276,0,0,-,2020/09/02 18:34:20,
8193,2020/09/02 18:18:00,2020/09/02 18:31:00,972,972,0,0,-,2020/09/02 18:34:20,
