SN,IOEP_BGNG_DT,IOEP_END_DT,IOEP_LAK,LAK_0,PWRTRNSMSSN_LAK,NDMS,IOEP_RGN_ZIP,CRT_DT,MDFCN_DT
14318,2024/07/11 10:00:00,2024/07/11 10:04:00,1,1,0,0.0,48820,2024/07/11 10:16:23,
14328,2024/07/11 13:00:00,2024/07/11 17:57:00,1,0,1,100.0,吏???????,2024/07/11 17:59:23,
14331,2024/07/18 10:52:00,2024/07/18 10:52:00,104,104,0,0.0,吏???????,2024/07/18 11:01:34,
14332,2024/07/23 20:09:00,2024/07/23 20:22:00,502,502,0,0.0,51440,2024/07/23 20:25:43,
14333,2024/07/24 15:30:00,2024/07/24 15:33:00,499,499,0,0.0,52625,2024/07/24 15:36:44,
14334,2024/07/24 15:30:00,2024/07/24 22:00:00,200,200,0,0.0,53009,2024/07/24 15:39:44,
14335,2024/07/24 15:30:00,2024/07/24 15:33:00,1,1,0,0.0,吏???????,2024/07/24 15:39:44,
14336,2024/07/24 15:30:00,2024/07/24 15:34:00,1,1,0,0.0,52417,2024/07/24 15:39:44,
14337,2024/07/24 15:30:00,2024/07/24 15:34:00,2000,2000,0,0.0,吏???????,2024/07/24 15:39:44,
14338,2024/07/24 15:30:00,2024/07/24 15:35:00,2000,2000,0,0.0,52912,2024/07/24 15:39:44,
14339,2024/07/24 15:30:00,2024/07/24 15:35:00,50,50,0,0.0,吏???????,2024/07/24 15:39:44,
14340,2024/07/24 15:35:00,2024/07/24 15:35:00,2000,2000,0,0.0,吏???????,2024/07/24 15:39:44,
14341,2024/07/24 15:30:00,2024/07/24 15:34:00,1243,1243,0,0.0,吏???????,2024/07/24 15:39:44,
14342,2024/07/24 15:30:00,2024/07/24 15:38:00,2000,2000,0,0.0,50305,2024/07/24 15:42:44,
14343,2024/07/24 15:30:00,2024/07/24 15:35:00,859,859,0,0.0,吏???????,2024/07/24 15:42:44,
14344,2024/07/24 15:30:00,2024/07/24 15:37:00,1,1,0,0.0,52150,2024/07/24 15:42:44,
14345,2024/07/24 15:38:00,2024/07/24 15:36:00,1,1,0,0.0,吏???????,2024/07/24 15:42:44,
14346,2024/07/24 15:30:00,2024/07/24 15:36:00,1000,1000,0,0.0,51227,2024/07/24 15:45:44,
14347,2024/07/24 15:30:00,2024/07/24 15:38:00,1,1,0,0.0,吏???????,2024/07/24 15:45:44,
14348,2024/07/24 15:30:00,2024/07/24 15:41:00,4514,4514,0,0.0,吏???????,2024/07/24 15:45:44,
14349,2024/07/24 15:40:00,2024/07/24 18:00:00,79,79,0,0.0,吏???????,2024/07/24 15:55:44,
14350,2024/07/24 15:40:00,2024/07/24 20:50:00,79,79,0,0.0,吏???????,2024/07/24 16:50:04,
14351,2024/08/21 03:20:00,2024/08/21 04:22:00,320,0,320,100.0,吏???????,2024/08/21 10:39:29,
14353,2024/08/21 10:04:00,2024/08/21 13:16:00,903,0,903,100,吏???????,2024/08/21 13:16:49,2024/08/21 13:16:36
14354,2024/08/21 05:02:00,2024/08/21 07:30:00,72,0,72,100.0,吏???????,2024/08/21 13:58:49,
14355,2024/08/21 03:43:00,2024/08/21 15:16:00,374,374,0,0.0,吏???????,2024/08/21 15:19:29,
14356,2024/09/21 15:27:00,2024/09/21 16:51:00,370,0,370,100.0,25633,2024/09/21 16:25:00,
14357,2024/11/28 05:51:00,2024/11/28 08:50:00,590,590,0,0.0,21519,2024/11/28 09:04:10,
14358,2024/11/28 06:34:00,2024/11/28 08:30:00,150,0,150,100.0,吏???????,2024/11/28 09:07:09,
14362,2024/11/28 04:04:00,2024/11/28 06:04:00,443,443,0,0.0,吏???????,2024/11/28 09:39:09,
14363,2024/11/28 06:54:00,2024/11/28 09:28:00,193,193,0,0.0,吏???????,2024/11/28 09:44:10,
14364,2024/11/28 04:55:00,2024/11/28 06:01:00,584,0,584,100.0,15291,2024/11/28 09:48:29,
14365,2024/11/28 03:19:00,2024/11/28 06:49:00,891,0,891,100.0,15521,2024/11/28 09:48:29,
14366,2024/11/28 01:17:00,2024/11/28 09:32:00,941,0,941,100.0,15276,2024/11/28 09:48:29,
14369,2024/11/28 06:04:00,2024/11/28 09:42:00,31,31,0,0.0,吏???????,2024/11/28 09:55:10,
14374,2024/11/28 06:04:00,2024/11/28 09:58:00,31,31,0,0.0,吏???????,2024/11/28 10:04:10,
14381,2024/11/28 06:52:00,2024/11/28 10:19:00,6872,6872,0,0.0,吏???????,2024/11/28 10:26:30,
14383,2024/11/28 05:30:00,2024/11/28 10:29:00,236,236,0,0.0,吏???????,2024/11/28 10:34:10,
14386,2024/11/28 00:40:00,2024/11/28 01:40:00,63,0,63,100.0,吏???????,2024/11/28 10:51:10,
14388,2024/11/28 06:52:00,2024/11/28 08:00:00,750,68,682,90.93,吏???????,2024/11/28 10:57:30,
14389,2024/11/28 06:52:00,2024/11/28 10:57:00,750,750,0,0.0,吏???????,2024/11/28 11:01:10,
14391,2024/11/28 09:29:00,2024/11/28 11:05:00,12,10,2,16.67,吏???????,2024/11/28 11:18:10,
14392,2024/11/28 06:52:00,2024/11/28 10:52:00,919,0,919,100.0,吏???????,2024/11/28 11:21:10,
14399,2024/11/28 01:20:00,2024/11/28 12:45:00,22,22,0,0.0,吏???????,2024/11/28 12:48:09,
14400,2024/11/28 01:55:00,2024/11/28 02:50:00,2238,0,2238,100,吏???????,2024/11/28 12:51:09,2024/11/28 12:49:56
14401,2024/11/28 05:18:00,2024/11/28 06:29:00,2608,0,2608,100,吏???????,2024/11/28 12:54:09,2024/11/28 12:51:58
14402,2024/11/28 09:00:00,2024/11/28 12:58:00,559,559,0,0.0,吏???????,2024/11/28 13:03:29,
14404,2024/11/28 02:52:00,2024/11/28 06:51:00,611,0,611,100.0,吏???????,2024/11/28 13:34:09,
14408,2024/11/28 09:38:00,2024/11/28 15:09:00,76,76,0,0.0,27709,2024/11/28 15:12:09,
14411,2024/11/28 07:42:00,2024/11/28 15:59:00,290,290,0,0.0,12572,2024/11/28 16:02:09,
14412,2024/11/28 09:31:00,2024/11/28 16:09:00,114,0,114,100,吏???????,2024/11/28 16:11:09,2024/11/28 16:10:48
14415,2024/11/28 11:33:00,2024/11/28 13:47:00,377,377,0,0.0,吏???????,2024/11/28 16:20:09,
14417,2024/11/28 09:31:00,2024/11/28 11:01:00,12,0,12,100.0,27864,2024/11/28 16:27:09,
14421,2024/11/28 12:59:00,2024/11/28 14:08:00,123,0,123,100.0,吏???????,2024/11/28 16:40:09,
14427,2024/11/28 10:35:00,2024/11/28 13:55:00,694,694,0,0,吏???????,2024/11/28 16:57:09,2024/11/28 16:54:54
14428,2024/11/28 10:29:00,2024/11/28 16:58:00,25,0,25,100,吏???????,2024/11/28 17:00:10,2024/11/28 16:57:53
14430,2024/11/28 07:16:00,2024/11/28 13:42:00,131,0,131,100.0,吏???????,2024/11/28 17:03:10,
14431,2024/11/28 01:54:00,2024/11/28 16:57:00,41,41,0,0.0,吏???????,2024/11/28 17:03:10,
14433,2024/11/28 02:16:00,2024/11/28 17:02:00,490,490,0,0.0,吏???????,2024/11/28 17:06:10,
14434,2024/11/28 16:40:00,2024/11/28 17:01:00,5,5,0,0.0,吏???????,2024/11/28 17:06:10,
14435,2024/11/28 02:28:00,2024/11/28 17:04:00,354,354,0,0.0,吏???????,2024/11/28 17:06:10,
14436,2024/11/28 06:34:00,2024/11/28 08:30:00,555,0,555,100.0,吏???????,2024/11/28 17:09:10,
14437,2024/11/28 03:17:00,2024/11/28 17:05:00,379,379,0,0.0,吏???????,2024/11/28 17:12:10,
14438,2024/11/28 03:50:00,2024/11/28 17:11:00,546,546,0,0,吏???????,2024/11/28 17:15:10,2024/11/28 17:14:18
14439,2024/11/28 03:50:00,2024/11/28 17:13:00,124,124,0,0.0,吏???????,2024/11/28 17:15:10,
14440,2024/11/28 03:50:00,2024/11/28 17:12:00,431,431,0,0.0,吏???????,2024/11/28 17:15:10,
14441,2024/11/28 04:08:00,2024/11/28 17:15:00,54,54,0,0.0,吏???????,2024/11/28 17:18:10,
14443,2024/11/28 02:26:00,2024/11/28 16:09:00,734,301,433,58.99,吏???????,2024/11/28 17:27:10,
14444,2024/11/28 02:26:00,2024/11/28 16:09:00,433,0,433,100.0,吏???????,2024/11/28 17:30:10,
14446,2024/11/28 03:58:00,2024/11/28 13:18:00,466,0,466,100.0,吏???????,2024/11/28 17:36:10,
14448,2024/11/28 04:22:00,2024/11/28 12:04:00,231,0,231,100.0,吏???????,2024/11/28 17:43:10,
14449,2024/11/28 07:14:00,2024/11/28 09:28:00,134,0,134,100.0,吏???????,2024/11/28 17:46:10,
14451,2024/11/28 07:34:00,2024/11/28 11:45:00,298,0,298,100.0,吏???????,2024/11/28 17:49:10,
14452,2024/11/28 13:17:00,2024/11/28 16:44:00,976,0,976,100.0,吏???????,2024/11/28 17:49:10,
14454,2024/11/28 02:58:00,2024/11/28 17:50:00,100,100,0,0.0,吏???????,2024/11/28 17:55:10,
14455,2024/11/28 03:33:00,2024/11/28 17:53:00,100,100,0,0.0,吏???????,2024/11/28 17:55:10,
14458,2024/11/28 03:47:00,2024/11/28 17:56:00,137,137,0,0.0,吏???????,2024/11/28 17:58:10,
14459,2024/11/28 04:49:00,2024/11/28 17:57:00,127,127,0,0.0,吏???????,2024/11/28 18:01:10,
14460,2024/11/28 05:38:00,2024/11/28 17:58:00,166,166,0,0.0,吏???????,2024/11/28 18:01:10,
14461,2024/11/28 07:40:00,2024/11/28 18:01:00,151,151,0,0.0,吏???????,2024/11/28 18:04:10,
14463,2024/11/28 07:41:00,2024/11/28 18:02:00,190,190,0,0.0,吏???????,2024/11/28 18:04:10,
14464,2024/11/28 08:27:00,2024/11/28 18:03:00,186,186,0,0.0,吏???????,2024/11/28 18:07:10,
14466,2024/11/28 00:43:00,2024/11/28 00:43:00,1003,0,1003,100.0,13019,2024/11/28 21:02:50,
14477,2025/03/03 10:25:00,2025/03/03 12:58:00,362,0,362,100.0,36138,2025/03/03 15:51:13,
14478,2025/03/03 07:17:00,2025/03/03 11:07:00,405,405,0,0.0,36006,2025/03/03 15:57:13,
14481,2025/03/23 11:22:00,2025/03/23 17:08:00,64,64,0,0.0,吏???????,2025/03/23 17:12:28,
14484,2025/03/24 15:00:00,2025/03/24 14:42:00,50,50,0,0.0,吏???????,2025/03/24 15:05:29,
14485,2025/03/24 15:00:00,2025/03/24 15:00:00,1,1,0,0,吏???????,2025/03/24 15:08:49,2025/03/24 15:06:36
14486,2025/03/24 15:00:00,2025/03/24 14:56:00,520,520,0,0.0,04540,2025/03/24 15:08:49,
14487,2025/03/24 14:52:00,2025/03/24 14:59:00,1001,1001,0,0.0,35422,2025/03/24 15:08:49,
14488,2025/03/24 13:00:00,2025/03/24 14:59:00,22,22,0,0.0,吏???????,2025/03/24 15:08:49,
14490,2025/03/24 11:20:00,2025/03/24 14:58:00,10,10,0,0.0,55107,2025/03/24 15:08:49,
14491,2025/03/24 15:10:00,2025/03/24 15:05:00,53,53,0,0.0,41590,2025/03/24 15:08:49,
14492,2025/03/24 14:50:00,2025/03/24 17:50:00,21,20,1,4.76,吏???????,2025/03/24 15:14:29,
14493,2025/03/25 16:50:00,2025/03/25 20:13:00,1649,1649,0,0.0,吏???????,2025/03/25 20:43:31,
14494,2025/03/25 16:50:00,2025/03/25 20:41:00,957,957,0,0.0,吏???????,2025/03/25 20:53:51,
14495,2025/03/25 19:10:00,2025/03/25 20:50:00,1022,1022,0,0.0,吏???????,2025/03/25 20:56:51,
14496,2025/03/25 21:30:00,2025/03/25 21:47:00,37473,37473,0,0.0,吏???????,2025/03/25 21:57:51,
14522,2025/03/27 07:10:00,2025/03/27 18:00:00,84,84,0,0.0,吏???????,2025/03/27 08:14:34,
14523,2025/03/27 00:30:00,2025/03/27 18:00:00,48,48,0,0.0,吏???????,2025/03/27 08:14:34,
14546,2025/04/02 15:00:00,2025/04/02 15:35:00,5,5,0,0.0,32561,2025/04/02 15:42:25,
14547,2025/04/02 15:35:00,2025/04/02 15:34:00,2000,2000,0,0.0,34058,2025/04/02 15:45:45,
14548,2025/04/02 15:00:00,2025/04/02 15:38:00,2000,2000,0,0.0,吏???????,2025/04/02 15:45:45,
14549,2025/04/02 15:11:00,2025/04/02 15:43:00,2000,1000,1000,50,35422,2025/04/02 15:45:45,2025/04/02 15:43:38
14550,2025/04/02 16:00:00,2025/04/02 15:34:00,2000,2000,0,0.0,34537,2025/04/02 15:45:45,
14551,2025/04/02 15:40:00,2025/04/02 15:40:00,2000,2000,0,0.0,32413,2025/04/02 15:45:45,
14552,2025/04/02 07:00:00,2025/04/02 15:40:00,2000,2000,0,0.0,31518,2025/04/02 15:45:45,
14553,2025/04/02 15:00:00,2025/04/02 15:34:00,2000,2000,0,0.0,32935,2025/04/02 15:45:45,
14554,2025/04/02 03:00:00,2025/04/02 15:37:00,2000,2000,0,0.0,31163,2025/04/02 15:45:45,
14555,2025/04/02 15:40:00,2025/04/02 15:48:00,2000,2000,0,0.0,34177,2025/04/02 15:50:45,
14556,2025/04/02 15:00:00,2025/04/02 15:47:00,2000,2000,0,0.0,吏???????,2025/04/02 15:53:45,
14557,2025/04/02 15:00:00,2025/04/02 15:49:00,2000,1000,1000,50.0,吏???????,2025/04/02 15:53:45,
14558,2025/04/03 16:00:00,2025/04/03 15:26:00,2000,2000,0,0.0,34537,2025/04/03 15:27:47,
14559,2025/04/03 15:00:00,2025/04/03 15:23:00,2000,2000,0,0.0,32200,2025/04/03 15:30:47,
14560,2025/04/03 14:00:00,2025/04/03 15:23:00,220,220,0,0.0,31519,2025/04/03 15:30:47,
14561,2025/04/03 16:00:00,2025/04/03 15:22:00,2000,2000,0,0.0,32244,2025/04/03 15:30:47,
14563,2025/04/03 15:15:00,2025/04/03 15:27:00,2000,2000,0,0.0,32141,2025/04/03 15:30:47,
14564,2025/04/03 15:00:00,2025/04/03 15:24:00,2000,2000,0,0.0,吏???????,2025/04/03 15:30:47,
14565,2025/04/03 14:00:00,2025/04/03 15:20:00,2000,2000,0,0.0,32000,2025/04/03 15:30:47,
14566,2025/04/03 15:00:00,2025/04/03 15:25:00,2000,0,2000,100.0,吏???????,2025/04/03 15:30:47,
14568,2025/04/03 16:00:00,2025/04/03 15:25:00,2000,2000,0,0.0,吏???????,2025/04/03 15:30:47,
14569,2025/04/03 15:10:00,2025/04/03 15:26:00,2000,2000,0,0.0,33472,2025/04/03 15:30:47,
14570,2025/04/03 16:00:00,2025/04/03 15:27:00,2000,2000,0,0.0,31774,2025/04/03 15:30:47,
14573,2025/04/10 10:00:00,2025/04/10 10:58:00,3100,3100,0,0.0,吏???????,2025/04/10 11:02:38,
14574,2025/04/14 13:00:00,2025/04/14 13:14:00,3100,3100,0,0.0,24298,2025/04/14 13:16:45,
14576,2025/04/15 13:00:00,2025/04/15 09:34:00,3100,3100,0,0.0,吏???????,2025/04/15 09:38:06,
14577,2025/04/15 02:00:00,2025/04/15 16:04:00,100,100,0,0.0,25924,2025/04/15 16:06:47,
14578,2025/04/15 18:00:00,2025/04/15 19:18:00,1000,1000,0,0.0,吏???????,2025/04/15 19:21:47,
14580,2025/04/16 11:00:00,2025/04/16 11:03:00,3100,3100,0,0.0,25924,2025/04/16 11:06:48,
14581,2025/04/16 13:00:00,2025/04/16 13:46:00,103,103,0,0.0,63116,2025/04/16 13:50:48,
14582,2025/04/16 13:10:00,2025/04/16 13:49:00,3100,3100,0,0.0,63138,2025/04/16 13:54:08,
14583,2025/04/16 13:00:00,2025/04/16 13:47:00,3100,3100,0,0.0,63579,2025/04/16 13:54:08,
14584,2025/04/16 14:00:00,2025/04/16 13:51:00,3100,3100,0,0.0,63579,2025/04/16 13:54:08,
14585,2025/04/16 13:40:00,2025/04/16 13:50:00,3100,3100,0,0.0,63139,2025/04/16 13:57:48,
14586,2025/04/16 15:10:00,2025/04/16 15:20:00,3100,3100,0,0.0,63579,2025/04/16 15:17:08,
14587,2025/04/16 15:10:00,2025/04/16 15:15:00,3100,3100,0,0.0,63139,2025/04/16 15:20:48,
14588,2025/04/16 18:00:00,2025/04/16 17:59:00,3100,3100,0,0.0,47338,2025/04/16 18:02:29,
14589,2025/04/16 10:30:00,2025/04/16 11:00:00,3100,3100,0,0.0,吏???????,2025/04/16 19:13:29,
14592,2025/04/17 13:00:00,2025/04/17 14:39:00,3100,3100,0,0.0,24298,2025/04/17 14:41:30,
14595,2025/04/18 10:08:00,2025/04/18 10:39:00,3100,3100,0,0.0,47337,2025/04/18 10:44:31,
14596,2025/04/18 10:48:00,2025/04/18 10:48:00,3100,3100,0,0.0,04609,2025/04/18 10:50:31,
14599,2025/04/18 10:00:00,2025/04/18 11:00:00,3100,3100,0,0.0,吏???????,2025/04/18 11:03:11,
14600,2025/04/18 15:50:00,2025/04/18 15:56:00,3100,3100,0,0.0,63142,2025/04/18 15:59:12,
14601,2025/04/18 17:00:00,2025/04/18 17:29:00,3100,0,3100,100.0,47329,2025/04/18 17:47:32,
14602,2025/04/20 13:21:00,2025/04/20 13:21:00,3100,3100,0,0,47329,2025/04/20 13:23:55,2025/04/20 13:23:49
14603,2025/04/21 10:53:00,2025/04/21 10:53:00,3100,3100,0,0.0,吏???????,2025/04/21 10:54:37,
14604,2025/04/21 10:57:00,2025/04/21 10:57:00,3100,3100,0,0.0,吏???????,2025/04/21 10:57:57,
14605,2025/04/21 09:00:00,2025/04/21 12:39:00,3100,1550,1550,50,吏???????,2025/04/21 12:39:37,2025/04/21 12:39:25
14606,2025/04/21 12:00:00,2025/04/21 16:49:00,3100,3100,0,0.0,24298,2025/04/21 16:50:57,
14607,2025/04/22 10:00:00,2025/04/22 10:08:00,3100,3100,0,0.0,24298,2025/04/22 10:09:59,
14608,2025/04/22 11:00:00,2025/04/22 10:08:00,3100,3100,0,0.0,吏???????,2025/04/22 10:09:59,
14609,2025/04/22 10:00:00,2025/04/22 10:08:00,3100,3100,0,0.0,24523,2025/04/22 10:13:39,
14610,2025/04/22 10:09:00,2025/04/22 10:08:00,3100,3100,0,0.0,吏???????,2025/04/22 10:13:39,
14611,2025/04/22 10:16:00,2025/04/22 10:18:00,3100,3100,0,0.0,吏???????,2025/04/22 10:22:38,
14612,2025/04/22 10:25:00,2025/04/22 10:28:00,50,50,0,0.0,58329,2025/04/22 10:30:38,
14613,2025/04/22 10:51:00,2025/04/22 10:51:00,3100,3100,0,0.0,吏???????,2025/04/22 10:52:58,
14615,2025/04/22 10:00:00,2025/04/22 14:49:00,3100,3100,0,0.0,吏???????,2025/04/22 14:49:59,
14616,2025/04/22 17:00:00,2025/04/22 16:55:00,3100,3100,0,0.0,47329,2025/04/22 17:06:59,
14617,2025/04/23 10:00:00,2025/04/23 09:06:00,3100,3100,0,0.0,47319,2025/04/23 09:08:00,
14618,2025/04/23 09:10:00,2025/04/23 09:26:00,3100,3100,0,0.0,63139,2025/04/23 09:28:00,
14619,2025/04/23 10:25:00,2025/04/23 10:24:00,3100,3100,0,0.0,26377,2025/04/23 10:28:00,
14620,2025/04/23 10:23:00,2025/04/23 10:23:00,3100,3100,0,0.0,24298,2025/04/23 10:31:40,
14621,2025/04/23 14:48:00,2025/04/23 10:49:00,3100,3100,0,0.0,06762,2025/04/23 10:56:40,
14622,2025/04/23 14:54:00,2025/04/23 10:54:00,3100,3100,0,0.0,吏???????,2025/04/23 11:00:00,
14623,2025/04/23 14:00:00,2025/04/23 14:00:00,3100,3100,0,0.0,05825,2025/04/23 11:06:40,
14624,2025/04/23 15:10:00,2025/04/23 11:01:00,3100,3100,0,0.0,13023,2025/04/23 11:10:40,
14625,2025/04/23 11:10:00,2025/04/23 11:20:00,3100,3100,0,0.0,46957,2025/04/23 11:21:00,
14626,2025/04/23 11:21:00,2025/04/23 11:21:00,3100,3100,0,0.0,49005,2025/04/23 11:24:40,
14627,2025/04/23 11:11:00,2025/04/23 11:11:00,3100,3100,0,0.0,49418,2025/04/23 11:24:40,
14628,2025/04/23 14:00:00,2025/04/23 11:21:00,3100,3100,0,0.0,吏???????,2025/04/23 11:24:40,
14629,2025/04/23 11:19:00,2025/04/23 11:10:00,3100,3100,0,0.0,吏???????,2025/04/23 11:24:40,
14630,2025/04/23 11:00:00,2025/04/23 11:21:00,3100,3100,0,0.0,46233,2025/04/23 11:24:40,
14631,2025/04/23 11:11:00,2025/04/23 11:21:00,3100,3100,0,0.0,46233,2025/04/23 11:28:00,
14632,2025/04/23 09:00:00,2025/04/23 11:23:00,1000,1000,0,0.0,47353,2025/04/23 11:28:00,
14633,2025/04/23 12:00:00,2025/04/23 11:24:00,3100,3100,0,0,吏???????,2025/04/23 11:28:00,2025/04/23 11:27:27
14634,2025/04/23 06:00:00,2025/04/23 11:26:00,3100,3100,0,0.0,46303,2025/04/23 11:28:00,
14635,2025/04/23 12:00:00,2025/04/23 11:26:00,1200,1200,0,0.0,46233,2025/04/23 11:28:00,
14636,2025/04/23 09:00:00,2025/04/23 11:33:00,10,10,0,0.0,47353,2025/04/23 11:34:40,
14637,2025/04/23 09:00:00,2025/04/23 11:36:00,3100,3100,0,0.0,46736,2025/04/23 11:38:00,
14638,2025/04/23 13:00:00,2025/04/23 11:38:00,3100,3100,0,0,47319,2025/04/23 11:41:40,2025/04/23 11:41:01
14639,2025/04/23 11:00:00,2025/04/23 22:31:00,3100,3100,0,0,47319,2025/04/23 11:45:00,2025/04/23 11:43:33
14640,2025/04/23 11:00:00,2025/04/23 13:42:00,1000,1000,0,0.0,47755,2025/04/23 11:45:00,
14641,2025/04/23 11:00:00,2025/04/23 11:41:00,3100,3100,0,0.0,47319,2025/04/23 11:45:00,
14642,2025/04/23 11:00:00,2025/04/23 11:46:00,3100,3100,0,0.0,46531,2025/04/23 11:48:40,
14643,2025/04/23 11:00:00,2025/04/23 11:46:00,3100,3100,0,0.0,46531,2025/04/23 11:48:40,
14644,2025/04/23 12:00:00,2025/04/23 11:47:00,3100,3100,0,0.0,46541,2025/04/23 11:52:00,
14645,2025/04/23 14:34:00,2025/04/23 14:35:00,3100,3100,0,0.0,吏???????,2025/04/23 13:36:00,
14646,2025/04/23 14:00:00,2025/04/23 13:48:00,3100,3100,0,0.0,吏???????,2025/04/23 13:36:00,
14647,2025/04/23 14:34:00,2025/04/23 13:30:00,3100,3100,0,0.0,吏???????,2025/04/23 13:36:00,
14648,2025/04/23 14:34:00,2025/04/23 13:33:00,3100,3100,0,0.0,吏???????,2025/04/23 13:36:00,
14649,2025/04/23 14:34:00,2025/04/23 14:28:00,3100,3100,0,0.0,吏???????,2025/04/23 13:36:00,
14650,2025/04/23 14:28:00,2025/04/23 13:28:00,3100,3100,0,0.0,吏???????,2025/04/23 13:36:00,
14651,2025/04/23 14:28:00,2025/04/23 13:27:00,3100,3100,0,0.0,吏???????,2025/04/23 13:36:00,
14652,2025/04/23 14:23:00,2025/04/23 13:27:00,3100,3100,0,0.0,吏???????,2025/04/23 13:36:00,
14653,2025/04/23 14:34:00,2025/04/28 16:25:00,3100,3100,0,0.0,吏???????,2025/04/23 13:39:40,
14654,2025/04/23 14:34:00,2025/04/23 13:26:00,3100,3100,0,0.0,吏???????,2025/04/23 13:39:40,
14655,2025/04/23 14:34:00,2025/04/23 13:34:00,3100,3100,0,0.0,07570,2025/04/23 13:39:40,
14656,2025/04/23 13:20:00,2025/04/23 13:46:00,3100,3100,0,0.0,63139,2025/04/23 13:49:00,
14657,2025/04/23 13:40:00,2025/04/23 13:44:00,3100,3100,0,0.0,63579,2025/04/23 13:52:40,
14658,2025/04/23 14:00:00,2025/04/28 16:46:00,3100,1550,1550,50.0,吏???????,2025/04/23 13:56:40,
14659,2025/04/23 14:43:00,2025/04/23 14:36:00,3100,3100,0,0.0,吏???????,2025/04/23 14:44:00,
14660,2025/04/23 14:43:00,2025/04/23 14:43:00,3100,3100,0,0.0,吏???????,2025/04/23 14:47:40,
14661,2025/04/23 14:36:00,2025/04/23 14:58:00,3100,3100,0,0.0,吏???????,2025/04/23 14:47:40,
14662,2025/04/23 14:00:00,2025/04/23 14:38:00,3100,3100,0,0.0,吏???????,2025/04/23 14:47:40,
14663,2025/04/23 14:44:00,2025/04/23 14:43:00,3100,3100,0,0.0,吏???????,2025/04/23 14:47:40,
14664,2025/04/23 14:44:00,2025/04/23 14:37:00,3100,3100,0,0.0,吏???????,2025/04/23 14:47:40,
14665,2025/04/23 14:44:00,2025/04/23 14:44:00,3100,3100,0,0.0,07570,2025/04/23 14:47:40,
14666,2025/04/23 14:44:00,2025/04/23 14:25:00,3100,3100,0,0.0,吏???????,2025/04/23 14:47:40,
14667,2025/04/23 14:00:00,2025/04/23 15:47:00,3100,3100,0,0.0,吏???????,2025/04/23 14:47:40,
14668,2025/04/23 14:40:00,2025/04/23 14:45:00,3100,3100,0,0.0,63579,2025/04/23 14:51:00,
14669,2025/04/23 14:36:00,2025/04/23 14:49:00,3100,3100,0,0.0,63139,2025/04/23 14:51:00,
14670,2025/04/23 14:47:00,2025/04/23 14:46:00,3100,3100,0,0.0,吏???????,2025/04/23 14:56:00,
14671,2025/04/23 15:23:00,2025/04/23 15:23:00,3100,3100,0,0.0,44982,2025/04/23 15:25:00,
14672,2025/04/23 15:20:00,2025/04/23 15:25:00,3100,3100,0,0.0,63139,2025/04/23 15:28:40,
14673,2025/04/23 15:20:00,2025/04/23 15:22:00,3100,3100,0,0.0,63579,2025/04/23 15:28:40,
14674,2025/04/23 15:29:00,2025/04/23 15:29:00,3100,3100,0,0.0,44951,2025/04/23 15:32:00,
14675,2025/04/23 15:20:00,2025/04/23 15:28:00,3100,3100,0,0.0,46084,2025/04/23 15:35:40,
14677,2025/04/23 15:00:00,2025/04/23 15:34:00,3100,3100,0,0.0,吏???????,2025/04/23 15:39:00,
14678,2025/04/23 15:14:00,2025/04/23 15:35:00,3100,3100,0,0.0,50577,2025/04/23 15:39:00,
14679,2025/04/23 11:00:00,2025/04/23 15:23:00,3100,3100,0,0.0,吏???????,2025/04/23 15:39:00,
14680,2025/04/23 15:23:00,2025/04/23 15:35:00,3100,3100,0,0.0,44777,2025/04/23 15:39:00,
14681,2025/04/23 15:34:00,2025/04/23 15:34:00,3100,3100,0,0.0,吏???????,2025/04/23 15:39:00,
14682,2025/04/23 15:00:00,2025/04/23 15:35:00,3100,3100,0,0.0,吏???????,2025/04/23 15:39:00,
14683,2025/04/23 15:30:00,2025/04/23 15:31:00,3100,3100,0,0.0,吏???????,2025/04/23 15:39:00,
14684,2025/04/23 15:34:00,2025/04/23 15:34:00,3100,3100,0,0.0,吏???????,2025/04/23 15:39:00,
14685,2025/04/23 15:35:00,2025/04/23 15:35:00,3100,3100,0,0.0,50576,2025/04/23 15:39:00,
14686,2025/04/23 15:35:00,2025/04/23 15:35:00,3100,3100,0,0.0,50924,2025/04/23 15:39:00,
14687,2025/04/23 15:23:00,2025/04/23 16:22:00,3100,3100,0,0.0,吏???????,2025/04/23 15:39:00,
14688,2025/04/23 15:00:00,2025/04/23 15:31:00,3100,3100,0,0.0,47329,2025/04/23 15:39:00,
14689,2025/04/23 15:35:00,2025/04/23 15:37:00,3100,3100,0,0.0,吏???????,2025/04/23 15:39:00,
14693,2025/04/24 04:00:00,2025/04/24 09:09:00,3100,3100,0,0.0,46273,2025/04/24 09:11:41,
14694,2025/04/24 09:56:00,2025/04/24 09:55:00,3100,3100,0,0.0,吏???????,2025/04/24 09:58:01,
14695,2025/04/24 10:04:00,2025/04/24 10:04:00,3100,3100,0,0.0,25912,2025/04/24 10:06:02,
14696,2025/04/24 10:05:00,2025/04/24 10:05:00,3100,3100,0,0.0,24298,2025/04/24 10:09:42,
14697,2025/04/24 10:08:00,2025/04/24 10:08:00,3100,3100,0,0,25820,2025/04/24 10:13:02,2025/04/24 10:11:39
