지점,지점명,일시,평균기온(°C),최저기온(°C),최저기온 시각(hhmi),최고기온(°C),최고기온 시각(hhmi),일강수량(mm),평균 풍속(m/s),평균 상대습도(%),가조시간(hr),합계 일조시간(hr),1시간 최다일사 시각(hhmi),1시간 최다일사량(MJ/m2),합계 일사량(MJ/m2)
90,속초,2023-05-01,14.2,9.5,2140,17.9,952,0,2.2,42.5,13.8,10.2,,,
90,속초,2023-05-02,16.3,10,37,21.7,1335,,1.6,47,13.8,8.2,,,
90,속초,2023-05-03,19.5,13.8,326,23.7,1022,,1.9,41.5,13.8,12.8,,,
90,속초,2023-05-04,17.7,14.6,2303,22.6,1020,,1.4,67.1,13.9,6.8,,,
90,속초,2023-05-05,12.8,10.9,2240,15.4,235,9.8,2.7,91.3,13.9,0,,,
90,속초,2023-05-06,9.1,6.9,2252,11,1,48.4,2.7,89.6,14,0,,,
90,속초,2023-05-07,9.6,6,150,14.2,1715,,1.7,72.3,14,.8,,,
90,속초,2023-05-08,13.6,5.5,509,18.3,1632,,1.6,53.3,14,13.3,,,
90,속초,2023-05-09,22.9,15.7,540,28.9,1458,,2.5,27,14.1,12.9,,,
90,속초,2023-05-10,15.7,10.7,447,21.1,1700,,1.9,67.8,14.1,12.7,,,
90,속초,2023-05-11,13.8,11.8,2320,18.3,1110,,1.4,85.4,14.1,3.8,,,
90,속초,2023-05-12,14.5,9.9,520,19.9,1530,,1.6,79.5,14.2,6.1,,,
90,속초,2023-05-13,13,9.7,441,16.6,9,,1.5,87.1,14.2,6.7,,,
90,속초,2023-05-14,14.3,12.6,714,17,1402,.1,1.5,90.1,14.2,7.3,,,
90,속초,2023-05-15,16.3,11.7,611,23.2,2233,,2.1,77.4,14.2,9.4,,,
90,속초,2023-05-16,27.5,17.8,304,34.4,1417,,2.2,35.8,14.3,11.8,,,
90,속초,2023-05-17,25.4,20.3,531,31.6,1620,,1.8,35,14.3,8.8,,,
90,속초,2023-05-18,19.8,14.8,2243,26.5,1222,3.2,2.3,71,14.3,3.1,,,
90,속초,2023-05-19,14.5,11.5,2355,17.2,1235,,2.5,80.8,14.4,1.6,,,
90,속초,2023-05-20,17.8,10.4,515,24.6,2133,,2.6,65.9,14.4,11,,,
90,속초,2023-05-21,22.5,20,643,27.3,1422,,1.9,41.5,14.4,7.3,,,
90,속초,2023-05-22,17.9,12.4,2347,21.1,1544,,1.9,49.9,14.4,9.3,,,
90,속초,2023-05-23,16.9,10.7,136,22.9,950,,1.2,58.3,14.5,12.2,,,
90,속초,2023-05-24,18.1,10.6,430,25.5,1205,,2,53.5,14.5,11.4,,,
90,속초,2023-05-25,18.4,15,439,24.2,1218,0,1.9,62.6,14.5,9.2,,,
90,속초,2023-05-26,19.2,15.2,443,23.9,1255,0,2.5,62.4,14.5,10.7,,,
90,속초,2023-05-27,18.7,16.1,2326,24.8,819,6.9,.9,77.3,14.5,2.8,,,
90,속초,2023-05-28,15.6,14.6,907,17.1,2140,9.6,1.2,98.4,14.6,0,,,
90,속초,2023-05-29,17.3,15.2,611,21.5,1130,3,1.1,93.8,14.6,7,,,
90,속초,2023-05-30,17.1,14.3,2341,21.6,1423,0,1.8,88.9,14.6,4.9,,,
90,속초,2023-05-31,17.4,12.1,457,21.3,1336,,1.7,81,14.6,10.5,,,
90,속초,2023-06-01,20.8,16,38,28.2,1235,0,1.2,71,14.6,3.6,,,
90,속초,2023-06-02,19.4,16.6,2319,24.1,734,0,1.6,75.5,14.7,8.3,,,
90,속초,2023-06-03,23.5,13.3,531,30.1,1411,,2.1,44.4,14.7,13.8,,,
90,속초,2023-06-04,25,19.4,2400,29.7,1052,,2.6,37.5,14.7,10.8,,,
90,속초,2023-06-05,25.5,17.7,230,30.9,1431,,2.2,41.9,14.7,12.9,,,
90,속초,2023-06-06,22.5,19,2101,26,940,1.3,1.6,55.1,14.7,8.9,,,
90,속초,2023-06-07,24,19.3,447,26.6,1228,,3.1,54.1,14.7,13.9,,,
90,속초,2023-06-08,23.1,19.1,2123,27.7,1058,0,1.6,57.9,14.8,4.8,,,
90,속초,2023-06-09,19.5,14.3,534,23.5,1531,12.6,2.2,73.9,14.8,13.4,,,
90,속초,2023-06-10,18.7,16.2,2204,23.4,836,23.1,1.7,84.9,14.8,7.3,,,
90,속초,2023-06-11,18.7,16.1,502,22.4,1503,4.9,1.1,89.1,14.8,3.3,,,
90,속초,2023-06-12,18.9,16.7,43,22.1,959,2.3,1.1,91.6,14.8,1.3,,,
90,속초,2023-06-13,18.9,15.6,2329,24.3,1247,16.1,1.3,90.8,14.8,6,,,
90,속초,2023-06-14,18.6,13.9,305,22.5,1245,.2,1.5,86.1,14.8,8.4,,,
90,속초,2023-06-15,19.5,17.1,223,23.3,1458,.2,1.3,86.9,14.8,6,,,
90,속초,2023-06-16,22.8,16.1,246,28.8,1532,,1.7,75.9,14.8,13.8,,,
90,속초,2023-06-17,27,20.5,326,32.2,1038,,1.4,54.1,14.8,12.3,,,
90,속초,2023-06-18,23.4,20.9,2342,27.4,819,,2.1,73.6,14.8,10.8,,,
90,속초,2023-06-19,22.1,19.1,426,25.5,1320,,2.2,84,14.8,11.4,,,
90,속초,2023-06-20,21.1,20.3,2315,23.1,1311,0,3.2,84.3,14.8,.4,,,
90,속초,2023-06-21,18.8,17.8,2317,21.3,1503,38.2,2.2,89.1,14.8,1.2,,,
90,속초,2023-06-22,20.4,16.3,430,23.6,1041,2.2,1.6,82.3,14.8,8.1,,,
90,속초,2023-06-23,21.4,17.7,529,25.3,1231,,1.2,83,14.8,13,,,
90,속초,2023-06-24,21,16.6,512,24.8,1426,,2,83,14.8,12.3,,,
90,속초,2023-06-25,21.7,18.6,250,25.8,1427,,1.9,86.1,14.8,11.6,,,
90,속초,2023-06-26,20.4,19.4,29,22.1,2306,33.8,1.3,95.9,14.8,0,,,
90,속초,2023-06-27,26.8,20,109,32.4,1523,15.2,2.6,64.4,14.8,11.6,,,
90,속초,2023-06-28,28.8,23.2,554,34.3,1617,,1.5,58,14.8,11.6,,,
90,속초,2023-06-29,23.7,19.9,1954,29.1,204,37.6,1.6,80.3,14.8,0,,,
90,속초,2023-06-30,21.9,19.7,343,24.8,1152,12.4,1.2,89.4,14.8,4.1,,,
90,속초,2023-07-01,23.2,19.9,619,27.7,2303,,1.9,84.4,14.8,8.4,,,
90,속초,2023-07-02,25.9,21.7,2358,33,951,,1.6,72,14.8,6.5,,,
90,속초,2023-07-03,23.4,21.2,48,26.7,1100,,1.5,87.6,14.8,2.5,,,
90,속초,2023-07-04,23.4,22,101,26,1442,14.9,1.2,90.1,14.8,2.4,,,
90,속초,2023-07-05,27.4,21.8,443,33.3,1615,19.4,2.8,64,14.8,9.4,,,
90,속초,2023-07-06,30.1,25.3,159,34.5,1456,,3.7,47.4,14.7,7.5,,,
90,속초,2023-07-07,24.5,20.7,2239,31.7,12,,1.2,73.8,14.7,7.7,,,
90,속초,2023-07-08,22.6,19.6,505,26.6,1417,,1.3,86.4,14.7,6.6,,,
90,속초,2023-07-09,22.5,21.2,1208,26.8,1629,29.4,1.7,90.3,14.7,2.4,,,
90,속초,2023-07-10,27.6,22,15,33.7,1603,7.4,1.3,68.6,14.7,8.3,,,
90,속초,2023-07-11,26.3,23.2,1952,30.3,932,1.1,1.7,68.9,14.7,4.2,,,
90,속초,2023-07-12,26,23.3,2349,31.3,938,,1.3,76.5,14.6,10,,,
90,속초,2023-07-13,24.3,22.9,403,26.8,1149,9.5,.9,91.4,14.6,.2,,,
90,속초,2023-07-14,26.5,23.1,342,29.6,1729,10.3,1.3,83.3,14.6,.8,,,
90,속초,2023-07-15,25.9,23.5,2008,29.6,625,.6,2,75.1,14.6,0,,,
90,속초,2023-07-16,25.3,24,537,28.2,320,0,.9,76.9,14.6,0,,,
90,속초,2023-07-17,25,23.8,2244,27.5,1416,0,.9,83.3,14.5,0,,,
90,속초,2023-07-18,25,22.7,2303,28.1,1223,.7,1.2,87,14.5,.3,,,
90,속초,2023-07-19,23.8,21.4,2358,27.5,1147,,1.8,86.3,14.5,9.3,,,
90,속초,2023-07-20,23.8,20.6,314,27.8,1321,,1.4,88.9,14.5,8.8,,,
90,속초,2023-07-21,24.6,22.4,35,27.8,1458,,1.5,88.5,14.4,2.7,,,
90,속초,2023-07-22,24.9,22.9,537,28,1434,.1,1.8,85.9,14.4,9.1,,,
90,속초,2023-07-23,24.5,22.6,2024,28.7,759,3.5,1.6,84,14.4,0,,,
90,속초,2023-07-24,26.3,23,2027,31.9,1750,8.5,1.4,81.6,14.4,7.2,,,
90,속초,2023-07-25,27.3,23.8,209,32.9,1433,,1.4,71.9,14.3,11.1,,,
90,속초,2023-07-26,27,23.9,759,31,1417,2.8,1.3,77.5,14.3,5.2,,,
90,속초,2023-07-27,28.5,25.7,1,32.5,1346,,1.8,70.6,14.3,12.5,,,
90,속초,2023-07-28,28.2,25.1,322,32.1,1009,,1.2,76.3,14.3,11.5,,,
90,속초,2023-07-29,29,24.5,446,33.4,1202,0,1.5,71.8,14.2,11.5,,,
90,속초,2023-07-30,29.1,24.1,413,35.1,1555,,1.5,66.9,14.2,13.1,,,
90,속초,2023-07-31,27.7,25,2340,30.6,1149,,1,77,14.2,5.3,,,
90,속초,2023-08-01,27.2,23.4,435,31.8,1459,,1.4,81.4,14.1,11.1,,,
90,속초,2023-08-02,30.3,25.3,314,34.9,1105,,1.4,67.6,14.1,10.4,,,
90,속초,2023-08-03,31.5,25.1,438,36.3,1201,,1.8,54.4,14.1,12.9,,,
90,속초,2023-08-04,31.2,26.7,319,36.6,1625,,1.6,60.6,14.1,11.2,,,
90,속초,2023-08-05,31,26.2,430,35.8,954,,1.7,63.1,14,13.3,,,
90,속초,2023-08-06,27,25.4,2130,30,1005,55,,88.4,14,2.1,,,
90,속초,2023-08-07,23.8,21.6,2108,26.1,1,67.3,,89.5,14,,,,
90,속초,2023-08-08,22.8,21.2,2042,24.3,1446,.4,,86.1,13.9,,,,
90,속초,2023-08-09,21.8,21.1,634,23.1,1149,34.1,,91.9,13.9,,,,
90,속초,2023-08-10,22.2,20.8,55,24.2,1706,368.7,4.9,95,13.9,,,,
90,속초,2023-08-11,25.4,22.1,458,31.6,1131,.3,1.3,76.8,13.8,,,,
90,속초,2023-08-12,23.2,21.8,403,24.4,1141,.1,1,87.8,13.8,,,,
90,속초,2023-08-13,22.8,22,45,24.8,833,0,1,91.6,13.8,,,,
90,속초,2023-08-14,23.2,21.7,424,26.4,1532,0,1.3,91.1,13.7,,,,
90,속초,2023-08-15,22.1,21.5,717,23.2,1002,1.8,2.2,91.3,13.7,,,,
90,속초,2023-08-16,23.2,21.2,615,25.9,1308,0,1.3,86.6,13.6,,,,
90,속초,2023-08-17,24.1,21.9,21,27.4,1407,,1.5,88.1,13.6,,,,
90,속초,2023-08-18,24.1,21.9,403,27.7,1210,.2,1.3,89.1,13.6,,,,
90,속초,2023-08-19,24.5,21.7,138,27.5,1551,,1,89,13.5,8,,,
90,속초,2023-08-20,24.7,23.6,17,27,817,6.7,1,90.6,13.5,2.2,,,
90,속초,2023-08-21,25.6,22.9,537,28.7,1458,,1.1,91,13.5,7.7,,,
90,속초,2023-08-22,26.7,23.1,2340,34.1,1705,.3,1.2,82.3,13.4,8.4,,,
90,속초,2023-08-23,23.4,20.5,2157,29.2,1002,59.7,1.6,91.4,13.4,2.6,,,
90,속초,2023-08-24,22.3,20.9,939,24.3,1621,29.7,1.1,92.9,13.3,0,,,
90,속초,2023-08-25,23.7,21.4,423,26.7,1448,6.5,1.5,87.3,13.3,10.8,,,
90,속초,2023-08-26,24.6,20.6,436,29.3,1125,,1,76.5,13.3,10.7,,,
90,속초,2023-08-27,23.1,21,39,25.9,1303,,1.4,87,13.2,3.5,,,
90,속초,2023-08-28,21.5,20.6,746,22.5,1351,13.9,1.1,93.3,13.2,0,,,
90,속초,2023-08-29,23.9,21.8,10,26,1622,1.9,.7,93.3,13.2,.2,,,
90,속초,2023-08-30,22.5,20.7,2317,24.9,46,23,1.1,89.9,13.1,0,,,
90,속초,2023-08-31,22.5,19.1,2358,26.6,1620,,1.5,84.6,13.1,6.8,,,
90,속초,2023-09-01,22.8,17.6,626,28.9,1451,,1.6,76.9,13,11.8,,,
90,속초,2023-09-02,22.7,19,604,26.7,1145,,1.1,75.4,13,12,,,
90,속초,2023-09-03,22.5,20.3,59,24.6,1210,.7,1,88.1,13,.4,,,
90,속초,2023-09-04,23.6,21.9,208,26.4,1119,,1.3,87,12.9,1.1,,,
90,속초,2023-09-05,23.7,21.6,2354,27,1319,,1.2,87.3,12.9,5,,,
90,속초,2023-09-06,23.4,20.5,2342,27,1223,.3,1.7,84.1,12.8,5.9,,,
90,속초,2023-09-07,22.4,18.7,2335,27,1245,,1.5,81,12.8,11.7,,,
90,속초,2023-09-08,22.3,18.4,554,27.2,1317,,1.8,78.8,12.8,12.1,,,
90,속초,2023-09-09,22.1,17.4,550,26.8,1320,,1.6,79.5,12.7,12,,,
90,속초,2023-09-10,22.3,18.3,354,26.2,1228,,1.1,81.3,12.7,8,,,
90,속초,2023-09-11,23,19.2,152,26.2,856,,1.2,81.9,12.6,4.5,,,
90,속초,2023-09-12,24.4,20.7,434,28.5,903,,1.1,80.1,12.6,9.8,,,
90,속초,2023-09-13,20.2,18.3,1911,23.2,116,76.8,1,93.8,12.6,0,,,
90,속초,2023-09-14,21.1,18.7,1,23.5,1506,5.7,1.9,88,12.5,.7,,,
90,속초,2023-09-15,21,19.7,2,21.8,1108,7,.9,91.9,12.5,0,,,
90,속초,2023-09-16,21.5,20.2,500,23.2,1418,11.4,1,93.5,12.4,0,,,
90,속초,2023-09-17,22,20.3,2358,23.7,1344,10.6,1.3,92.9,12.4,.7,,,
90,속초,2023-09-18,23.1,20.2,4,26.1,1016,.2,1.3,88.9,12.4,6.5,,,
90,속초,2023-09-19,25.9,20.6,615,30.6,1433,,1.6,61.6,12.3,8.8,,,
90,속초,2023-09-20,19.6,16.3,2222,25.5,107,61.1,2.6,88.5,12.3,0,,,
90,속초,2023-09-21,17.7,14,2357,22,1225,1.9,2.1,76.9,12.2,1.2,,,
90,속초,2023-09-22,18.5,13.6,100,23.2,1302,,1.4,75.4,12.2,11.4,,,
90,속초,2023-09-23,20.4,16.2,157,23.8,1216,,2.6,69.6,12.1,4.6,,,
90,속초,2023-09-24,19.3,15,626,23.7,1330,,1.7,67.5,12.1,9.5,,,
90,속초,2023-09-25,,16.9,553,21.7,1617,1.3,1.2,,12.1,.1,,,
90,속초,2023-09-26,18.8,17.7,430,19.9,1132,22.1,1,95.9,12,0,,,
90,속초,2023-09-27,19.5,18.2,524,20.7,1509,9.1,1.1,95.5,12,0,,,
90,속초,2023-09-28,23.8,18.9,4,29.2,1245,,1.2,65.8,12,10,,,
90,속초,2023-09-29,20.4,17.5,2341,23.8,1335,,1.6,65.6,11.9,5.6,,,
90,속초,2023-09-30,21.3,17.7,49,25.9,1214,,1.7,57,11.9,3.2,,,
93,북춘천,2023-05-01,12.6,4.9,533,20.6,1735,.2,1.4,63.8,13.8,11.8,1100,3.31,24.12
93,북춘천,2023-05-02,13.6,3.7,529,23.5,1615,,1.2,62.4,13.8,9.5,1100,2.93,21.27
93,북춘천,2023-05-03,16.7,6.9,542,26.2,1526,,1.6,58.6,13.8,11.7,1200,3.53,27.61
93,북춘천,2023-05-04,18.3,10.6,321,25.3,1644,,.8,74.5,13.9,10.5,1400,2.77,20.04
93,북춘천,2023-05-05,16.7,13.4,2354,19.3,1735,37.4,.8,96.9,13.9,0,1200,.29,2.17
93,북춘천,2023-05-06,11.4,7.4,2355,14.3,131,26.7,1.5,83.6,13.9,0,1600,.43,3.29
93,북춘천,2023-05-07,11.7,5.1,2346,17.1,1708,,1.4,61.4,14,3.1,1100,2.15,13.16
93,북춘천,2023-05-08,13,2.3,542,23.6,1547,,1.4,65.3,14,12.6,1200,3.59,28.83
93,북춘천,2023-05-09,15.9,6,512,27.1,1453,,1.5,61.1,14,12.6,1200,3.47,28.1
93,북춘천,2023-05-10,16.8,7.3,505,26,1523,,1.2,57.6,14.1,12.6,1100,3.29,25.84
93,북춘천,2023-05-11,17.7,9.1,537,26.6,1553,,1.3,62.1,14.1,11.9,1200,3.4,25.83
93,북춘천,2023-05-12,16.5,8.6,532,24.9,1657,,.9,62.8,14.1,11.4,1400,2.75,20.85
93,북춘천,2023-05-13,16.5,7.3,534,24.8,1431,0,1.2,61.5,14.2,10,1200,3.48,24.24
93,북춘천,2023-05-14,16.9,11.3,532,24.1,1505,1.7,1.6,70.5,14.2,10.2,1200,3.66,23.64
93,북춘천,2023-05-15,17.7,8.7,543,27.1,1426,,1.2,67.4,14.2,10.2,1200,3.53,23.69
93,북춘천,2023-05-16,21.6,12.1,532,31.4,1644,,1.7,62.4,14.2,12.1,1200,3.42,27.27
93,북춘천,2023-05-17,21.6,12.7,518,30.9,1449,,2.2,60.8,14.3,12.5,1200,3.4,26.61
93,북춘천,2023-05-18,18.9,15,440,27.3,1344,2.9,1.1,85.4,14.3,3,1200,3.28,14.7
93,북춘천,2023-05-19,19.6,13.8,521,25.5,1520,,1.9,70.5,14.3,11.8,1000,3.41,25.09
93,북춘천,2023-05-20,20.1,12.5,432,27.5,1600,,2.3,70.5,14.3,11.2,1200,3.31,24.52
93,북춘천,2023-05-21,19.7,16.8,419,25.1,1540,,3.3,60.3,14.4,8.9,1100,3.2,24.07
93,북춘천,2023-05-22,18.4,12.5,2400,25.4,1605,,1.3,56.6,14.4,9.6,1200,3.39,22.73
93,북춘천,2023-05-23,17.2,8.2,529,26,1554,,1.1,56.1,14.4,12.4,1200,3.58,28.28
93,북춘천,2023-05-24,18.1,9.6,530,26.6,1440,,1.1,61.4,14.4,10.3,1300,2.99,23.39
93,북춘천,2023-05-25,20.4,12.1,521,27.2,1415,0,1.5,52.8,14.5,11.7,1100,3.41,26.76
93,북춘천,2023-05-26,19.7,13.3,539,26.2,1517,.4,1.6,64.8,14.5,11.6,1300,3.36,25.82
93,북춘천,2023-05-27,17.4,14.3,444,20.1,1023,16.5,.6,92.1,14.5,.7,800,1.19,6.44
93,북춘천,2023-05-28,18.8,17.5,1,20,1624,21.7,.6,99.8,14.5,0,900,.69,3.66
93,북춘천,2023-05-29,22.9,18.7,522,29.7,1620,4.9,1,79.6,14.6,8.9,1300,3.44,24.21
93,북춘천,2023-05-30,21.7,15.2,2357,27.3,1358,,1.6,70.8,14.6,7.4,1200,3.4,19.74
93,북춘천,2023-05-31,20.6,13.6,427,27.6,1421,,1.2,66.1,14.6,11.2,1200,3.58,27.7
93,북춘천,2023-06-01,21.2,17.5,302,26.3,1642,,.9,77.5,14.6,4,1500,2.47,15.65
93,북춘천,2023-06-02,21.6,15.9,524,27.7,1437,,1.4,70.6,14.6,11.8,1300,3.57,28.15
93,북춘천,2023-06-03,21.5,14.1,526,28.7,1449,,2.1,57.1,14.7,12.8,1300,3.65,30.22
93,북춘천,2023-06-04,20.6,12.3,533,28.9,1610,,1.6,60.8,14.7,12.5,1200,3.79,28.24
93,북춘천,2023-06-05,20.6,12.3,529,27.7,1543,,2.3,64.5,14.7,12.2,1200,3.49,27.37
93,북춘천,2023-06-06,20.5,14,535,26.5,1529,,1.9,70.5,14.7,10.2,1300,2.96,22.71
93,북춘천,2023-06-07,21.8,18,527,27.2,1439,,1.9,74.1,14.7,8,1300,3.45,24.55
93,북춘천,2023-06-08,20.6,16.4,528,24.6,1338,1.1,1.4,81.1,14.7,,,,
93,북춘천,2023-06-09,20.7,16.1,323,27.4,1628,20.1,1.4,73.3,14.7,10.1,1100,3.56,26.75
93,북춘천,2023-06-10,20,15.8,501,28.4,1303,9.8,1.3,82,14.8,7.2,1000,2.88,19.32
93,북춘천,2023-06-11,20.7,16.4,330,27.8,1656,15,1.2,83,14.8,7.9,1200,3.54,24.95
93,북춘천,2023-06-12,20.8,17.5,214,26.7,1517,0,1.1,79.6,14.8,5,1000,2.88,17.64
93,북춘천,2023-06-13,20.6,16.4,2346,27.5,1311,1.5,1.2,76.8,14.8,9.2,1200,3.64,23.16
93,북춘천,2023-06-14,20,13.9,509,28,1639,1.3,1.3,77.8,14.8,8.8,1200,3.6,27.82
93,북춘천,2023-06-15,21.2,15.9,513,28.1,1548,,1,77,14.8,9.5,1400,3.07,23.28
93,북춘천,2023-06-16,23.4,16.5,447,30.7,1555,,1.3,73,14.8,13.3,1200,3.49,29.09
93,북춘천,2023-06-17,24,16.1,519,32.2,1515,,1.1,67.3,14.8,12,1200,3.49,28.43
93,북춘천,2023-06-18,26,18.6,513,33.7,1553,,1.1,68.9,14.8,10.4,1200,3.47,25.03
93,북춘천,2023-06-19,27,19.4,537,33.4,1543,,1.1,65.1,14.8,11.6,1200,3.18,25.69
93,북춘천,2023-06-20,22.8,20.4,511,25.6,1644,.6,.9,83,14.8,0,1100,.92,7.51
93,북춘천,2023-06-21,19.6,17.7,622,22.2,1649,22.8,1.1,92,14.8,.2,1300,.9,7.46
93,북춘천,2023-06-22,20.9,17.2,526,26.2,1523,0,1,82.8,14.8,6,900,2.66,18.82
93,북춘천,2023-06-23,23,19,1,29.5,1646,,.9,79,14.8,7.2,1200,3.48,21.71
93,북춘천,2023-06-24,24.9,17.5,513,31.6,1559,,1,73.9,14.8,13.1,1200,3.46,29.19
93,북춘천,2023-06-25,26.7,20.1,453,33.2,1507,,.8,75.1,14.8,10.9,1200,3.54,26.02
93,북춘천,2023-06-26,22.5,19.9,811,25.2,24,62.8,.8,95.1,14.8,0,1400,.48,3.01
93,북춘천,2023-06-27,24.5,20.6,2354,29.1,1503,4.8,2.4,78.3,14.8,5,1400,2.51,17.25
93,북춘천,2023-06-28,25.8,20.3,21,30.9,1550,0,1.5,78.6,14.8,9.3,1200,3.34,24.83
93,북춘천,2023-06-29,23.4,21.3,2349,25.3,949,83.1,.8,95.4,14.8,0,1000,.43,3.18
93,북춘천,2023-06-30,25,20.7,537,30.8,1701,57.8,.9,86.9,14.8,6.8,1400,3.24,21.46
93,북춘천,2023-07-01,27.6,23.2,331,33.8,1542,,1.2,77.8,14.8,11.4,1200,3.53,28.21
93,북춘천,2023-07-02,26.5,21.8,509,31.7,1531,,.9,82.3,14.7,7.9,1200,3.37,22.67
93,북춘천,2023-07-03,27.7,22.3,320,34.1,1555,,1,77.9,14.7,10.2,1200,3.46,26.66
93,북춘천,2023-07-04,25.8,22.5,437,31.5,1236,52.2,1.2,85.8,14.7,6.7,1200,3.06,17.68
93,북춘천,2023-07-05,25.1,22.6,2331,29.8,1458,35.7,3.2,80.5,14.7,6.3,1300,3.28,19.79
93,북춘천,2023-07-06,26.1,22.1,45,32.4,1544,,1.4,78.8,14.7,5.4,1200,3.13,18.75
93,북춘천,2023-07-07,25.9,20.6,2358,32.4,1520,,1.3,73.5,14.7,11.1,1100,3.55,24.63
93,북춘천,2023-07-08,24.9,17.9,523,31.8,1609,,.9,79.8,14.7,7.3,1300,3.47,23.29
93,북춘천,2023-07-09,23.6,20.2,1110,28,928,19.7,.9,89.6,14.7,4.5,1600,1.9,11.11
93,북춘천,2023-07-10,25.5,21.8,737,30.9,1638,9.7,1.3,85.8,14.6,6.9,1300,3.48,19.94
93,북춘천,2023-07-11,22.8,20.9,2133,25.8,835,39.5,.7,95.1,14.6,0,1300,.54,2.97
93,북춘천,2023-07-12,24.7,20.9,250,29,1534,3.2,.8,88.8,14.6,5,1300,2.52,16.1
93,북춘천,2023-07-13,24.2,22.8,2323,27.6,1023,58.2,.6,96.1,14.6,0,900,1.04,5.28
93,북춘천,2023-07-14,24.5,22.6,416,26.1,1218,43.1,1.1,96.8,14.6,0,1100,.63,2.87
93,북춘천,2023-07-15,23.9,22.6,928,25.5,1341,7.7,.9,93.9,14.6,0,1100,.61,2.88
93,북춘천,2023-07-16,24.2,22.5,545,27.2,1214,.1,1.1,92.1,14.5,.4,1200,1.24,7.18
93,북춘천,2023-07-17,24.9,22.6,125,28.9,1359,.4,.8,91.4,14.5,1.6,1300,2.19,9.68
93,북춘천,2023-07-18,24.4,22.2,2341,26.9,1820,2.4,.4,93.1,14.5,1.2,1500,.88,7.33
93,북춘천,2023-07-19,26.1,20.3,443,32.9,1546,,1,81.5,14.5,11.4,1200,3.47,28.45
93,북춘천,2023-07-20,26.3,21.6,324,32.9,1605,,.9,84,14.4,8,1100,3.33,22.93
93,북춘천,2023-07-21,28.2,22.5,400,34.2,1627,,1,76.6,14.4,9.6,1200,3.31,24.97
93,북춘천,2023-07-22,26.9,23.1,522,33.6,1430,5.3,1.4,79,14.4,8.6,1200,3.45,22.13
93,북춘천,2023-07-23,24.4,23.5,250,25.5,1711,14.7,.6,96.5,14.4,0,1500,.32,2.61
93,북춘천,2023-07-24,26.7,24.1,359,31,1548,7.8,1,86.8,14.4,4.8,1400,2.49,15.89
93,북춘천,2023-07-25,27.5,23.2,404,32.8,1444,0,1.5,81.8,14.3,9.6,1200,3.27,23.37
93,북춘천,2023-07-26,26.2,23.7,628,30.2,1247,18.4,.8,89,14.3,5.2,1000,2.88,15.38
93,북춘천,2023-07-27,27.6,23.2,502,32.9,1407,,1.2,81.3,14.3,9.5,1300,3.41,24.66
93,북춘천,2023-07-28,28.3,23.7,340,34.3,1522,,1.1,81.3,14.2,9.1,1200,3.44,25.15
93,북춘천,2023-07-29,28,23.7,506,34.7,1504,,1,80.8,14.2,9.2,1300,3.2,23.1
93,북춘천,2023-07-30,28.4,22.4,538,34.8,1442,,.8,75.6,14.2,12.6,1200,3.25,25.38
93,북춘천,2023-07-31,28.5,24.6,343,34.3,1453,,1,80.3,14.2,9.4,1000,2.62,20.08
93,북춘천,2023-08-01,28.3,23.2,410,34.3,1607,,1,80.4,14.1,10.2,1200,3.18,23.94
93,북춘천,2023-08-02,28.3,24.5,2359,33.5,1521,,1.1,81.8,14.1,8,1300,2.8,18.73
93,북춘천,2023-08-03,27.7,22.1,531,33.7,1523,,1.5,77.6,14.1,11.6,1100,3.63,25.59
93,북춘천,2023-08-04,28.3,23.2,525,34.7,1541,,1.3,78.3,14,10.3,1100,3.15,22.09
93,북춘천,2023-08-05,29,23.5,506,35.2,1515,,1,75.9,14,10.3,1100,3.23,24.89
93,북춘천,2023-08-06,28.3,24.3,423,34.5,1401,3.4,1,84.5,14,8.5,1000,2.9,18.62
93,북춘천,2023-08-07,28.8,25.4,603,33.9,1345,,1.9,73.3,13.9,10.8,1400,2.81,22.86
93,북춘천,2023-08-08,28,23,545,34.1,1346,,1.9,69.3,13.9,12.5,1200,3.4,26.78
93,북춘천,2023-08-09,26.1,22.8,612,30.3,1022,2.8,1.8,76.1,13.9,2.5,1000,2.43,14.06
93,북춘천,2023-08-10,22.1,20.8,2047,23.9,122,49.6,1.6,92.1,13.8,0,1200,.39,2.36
93,북춘천,2023-08-11,22.9,20.9,308,25,1643,10.7,.9,93.5,13.8,0,1100,.78,5.47
93,북춘천,2023-08-12,24,21.7,450,28.1,1237,2.4,.9,88.3,13.8,2.4,1000,2.33,12.14
93,북춘천,2023-08-13,25.8,22,444,30.4,1743,,.6,84.6,13.7,4.7,1200,2.23,14.88
93,북춘천,2023-08-14,27.9,22.8,551,33.7,1506,,1.1,75.5,13.7,11.8,1200,3.27,24.81
93,북춘천,2023-08-15,26.8,22,407,32.4,1521,,1.2,74.8,13.7,10,1200,3.28,21.17
93,북춘천,2023-08-16,26.7,20.6,544,32.7,1531,,.9,75.8,13.6,11.6,1100,3.27,25.39
93,북춘천,2023-08-17,27.1,23,232,32.8,1547,,.8,78.4,13.6,9.1,1200,2.98,20.72
93,북춘천,2023-08-18,28.3,23,533,34.2,1554,,.9,76.6,13.6,11.3,1200,3.3,23.98
93,북춘천,2023-08-19,28.8,25.1,611,34.1,1552,0,.8,80.6,13.5,8.7,1100,3.1,21.06
